CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado;Realizado
001012;92201;03;02;Observaciones remitidas a la Comisión Europea sobre procedimientos;NÚMERO;2;2
001012;92201;04;02;Reuniones de coordinación con los Distritos.;NÚMERO;4;9
001012;92201;04;01;Emisión de instrucciones e informes;NÚMERO;80;132
001012;92201;05;01;Expedientes y propuestas tramitadas.;NÚMERO;300;387
001012;92201;05;02;Anuncios publicados en el tablón de edictos;NÚMERO;1000;1144
001012;92206;01;01;Actos de carácter oficial;NÚMERO;600;0
001012;92206;01;02;Atenciones protocolarias y representativas;NÚMERO;800;0
001012;92206;02;01;Colaboración con el Ministerio de Asuntos Exteriores en relación con los actos del Día de Europa, izado de bandera....;NÚMERO;1;0
001012;92206;02;02;Colaboración con el Ministerio de Defensa, Actos de San Isidro, actos de homenaje a la bandera y Fiesta Nacional;NÚMERO;2;0
001012;92206;02;03;Expedientes;NÚMERO;20;0
001012;92701;01;;;;0;0
001012;92701;02;;;;0;0
001012;92701;03;;;;0;0
001015;13301;01;01;TIEMPO DE PERMANENCIA DE UN TRÁMITE DE GESTIÓN;DÍAS;1;1
001015;13301;02;01;AUTORIZACIONES DE RODAJES TRAMITADAS;NÚMERO;7000;8872
001015;13301;03;01;EXPEDIENTES DE DEVOLUCIÓN TRAMITADOS;NÚMERO;30;20
001015;13301;04;01;AUTORIZACIONES DE CIRCULACIÓN Y ESTACIONAMIENTO;NÚMERO;10000;10638
001015;13301;05;01;EXPEDIENTES DE ORDEN DE TRASLADO TRAMITADOS;NÚMERO;4000;4000
001015;13301;06;01;CRUCES RELEVANTES CON PUESTOS DE CIRCULACIÓN DEFINIDOS;NÚMERO;170;177
001015;13301;06;02;AGENTES DE MOVILIDAD DE SERVICIO EN PUESTOS FIJOS DE CIRCULACIÓN;NÚMERO;300;306
001015;13301;06;03;INCREMENTO DE PLANTILLA;NÚMERO;30;9
001015;13301;07;01;DENUNCIAS EN MATERIA DE CIRCULACIÓN;NÚMERO;560000;452070
001015;13301;07;02;RATIO DE DENUNCIAS POR AGENTE;NÚMERO;866;674
001015;13301;07;03;DENUNCIAS EN MATERIA DE SEGURIDAD VIAL;NÚMERO;80000;37476
001015;13301;07;04;RADARES PUESTOS EN SERVICIO;NÚMERO;5;6
001015;13301;07;05;DENUNCIAS/CONTROLES DE VELOCIDAD;NÚMERO;20000;14991
001015;13301;07;06;ATENCIÓN Y ASISTENCIA EN ACCIDENTES DE TRÁFICO;PORCENTAJE;100;100
001015;13301;07;07;SITUADOS DE RADAR EN LUGARES DE ALTA SINIESTRALIDAD;NÚMERO;400;1119
001015;13301;07;08;VEHÍCULOS RETIRADOS CON GRÚA;NÚMERO;26000;21719
001015;13301;08;01;SERVICIOS ESPECIALES REALIZADOS CON POLICÍA MUNICIPAL;NÚMERO;200;305
001015;13301;08;02;SERVICIOS ESPECIALES DE AGENTES DE MOVILIDAD;NÚMERO;160;185
001015;13301;08;03;AGENTES DE MOVILIDAD QUE PARTICIPAN EN SERVICIOS ESPECIALES;NÚMERO;2000;3300
001015;13301;09;06;REDUCCIÓN DEL NÚMERO DE DOCUMENTOS EN PAPEL;NÚMERO;300000;494500
001015;13301;09;05;FLOTA DE VEHÍCULOS;NÚMERO;196;208
001015;13301;09;04;DISTRITOS CON ATENCIÓN A REQUERIMIENTOS DE TRÁFICO;NÚMERO;7;7
001015;13301;09;03;FORMACIÓN;HORAS;25000;22770
001015;13301;09;02;FORMACIÓN POR AGENTE;HORAS;60;68
001015;13301;09;01;AGENTES DE MOVILIDAD QUE HAN RECIBIDO FORMACIÓN ESPECIALIZADA;PORCENTAJE;50;68
001015;13301;10;01;DENUNCIAS POR INFRACCIONES DE TRÁFICO;NÚMERO;3500000;2412504
001015;13301;10;02;ALEGACIONES E IDENTIFICACIONES;NÚMERO;750000;365217
001015;13301;10;03;RECURSOS DE REPOSICIÓN;NÚMERO;200000;71967
001015;13304;01;01;Medidas del PUSECC 2013-2020 en el ámbito ciudad iniciadas;PORCENTAJE;30;30
001015;13304;01;02;Estaciones de suministro de carburantes alternativos;NÚMERO;40;19
001015;13304;01;03;Puntos de recarga eléctrica en vías y aparcamientos públicos (de rotación);NÚMERO;150;175
001015;13304;01;04;Participación en proyectos de innovación en el ámbito energético;NÚMERO;2;3
001015;13304;01;05;Jornadas y reuniones técnicas del Foro Pro Clima;NÚMERO;4;3
001015;13304;02;01;Porcentaje de datos válidos en las estaciones del Sistema de Vigilancia.;PORCENTAJE;90;98
001015;13304;02;02;Informes diarios del sistema de predicción e información;NÚMERO;365;365
001015;13304;03;01;Calles controladas;NÚMERO;7000;7000
001015;13304;03;02;Cruces Controlados;NÚMERO;100;150
001015;13304;04;01;Estudios realizados;NÚMERO;200;200
001015;13304;05;07;Denuncias por uso indebido de plazas de aparcamiento;NÚMERO;2850000;1229549
001015;13304;05;06;Índice medio de rotación en plazas verdes;NÚMERO;1;0
001015;13304;05;05;Índice medio de rotación en plazas azules;NÚMERO;4;0
001015;13304;05;04;Máquinas expendedoras de tiques de estacionamiento;NÚMERO;4215;3947
001015;13304;05;03;Controladores aparcamiento;NÚMERO;1250;1103
001015;13304;05;02;Plazas de aparcamiento en zona verde (residentes);NÚMERO;121766;126165
001015;13304;05;01;Plazas de aparcamiento en zona azul;NÚMERO;28284;33070
001015;13304;06;01;Mantenimiento, renovación y ampliación de la flota de eurotaxi;NÚMERO;35;0
001015;13304;07;01;Adhesivos tarifarios;NÚMERO;40000;40000
001015;13304;07;02;Trípticos tarifarios y carteles informativos;NÚMERO;19050;20200
001015;13304;08;01;Medidas del PUSECC 2013-2020 en el ámbito Ayuntamiento iniciadas;PORCENTAJE;30;50
001015;13304;08;02;Elaboración de auditorías y estudios energéticos;NÚMERO;20;12
001015;13304;08;03;Participación en Jornadas divulgativas;NÚMERO;10;14
001015;13304;09;01;RESERVAS INSTALADAS;NÚMERO;745;677
001015;13304;09;02;RESERVAS CONSERVADAS;NÚMERO;796;7719
001015;13304;10;01;PASOS DE PEATONES NUEVOS A SEÑALIZAR;NÚMERO;120;135
001015;13304;11;01;SOLICITUDES DE AUTORIZACIÓN  DE CIRCULACIÓN DE VEHÍCULOS ESPECIALES O EN RÉGIMEN DE TRANSPORTE ESPECIAL.;NÚMERO;510;557
001015;13304;12;01;SOLICITUDES DE AUTORIZACION DE OCUPACION  DE LA VIA  PUBLICA TRAMITADAS;NÚMERO;3885;4562
001015;13304;13;02;SEÑALIZACIÓN CONSERVADA;NÚMERO;220;223
001015;13304;13;01;SEÑALIZACION INSTALADA;NÚMERO;4;3
001015;13304;14;02;SEÑALES CONSERVADAS;NÚMERO;400;5298
001015;13304;14;01;SEÑALES INSTALADAS;NÚMERO;155;189
001015;13304;15;01;RESERVAS INSTALADAS;NÚMERO;80;16
001015;13304;15;02;RESERVAS CONSERVADAS;NÚMERO;450;506
001015;13304;15;03;AVANZA MOTOS-BICI CONSERVADOS;PORCENTAJE;100;165
001015;13304;16;01;RECEPCIÓN Y TRATAMIENTO DE  PETICIONES DE VECINOS, DISTRITOS, OTRAS ADMINISTRACIONES PÚBLICAS;NÚMERO;60;800
001015;13304;16;02;CALLES SOBRE LAS QUE SE ACTUA CON ELEMENTOS DE CALMADO DE TRÁFICO (INSTALACION);NÚMERO;25;23
001015;13304;16;03;CALLES SOBRE LAS QUE SE ACTUA CON ELEMENTOS DE CALMADO DE TRÁFICO CONSERVACION);NÚMERO;90;23
001015;13304;17;01;ESTUDIOS REALIZADOS;NÚMERO;25;50
001015;13305;01;01;instalaciones semáforicas;NÚMERO;2150;2150
001015;13305;01;02;sistemas de apoyo a la gestión de la movilidad;NÚMERO;490;490
001015;13305;01;03;centros de control;NÚMERO;1;1
001015;13305;02;04;nuevas instalaciones centralizadas;NÚMERO;125;125
001015;13305;02;03;centros de control renovados;NÚMERO;2;0
001015;13305;02;02;sistemas de apoyo a la gestión de la movilidad;NÚMERO;10;10
001015;13305;02;01;instalaciones semafóricas;NÚMERO;80;80
001015;15501;01;01;Espacios afectados;M2;500000;1041000
001015;15501;02;01;Barreras eliminadas;NÚMERO;100;222
001015;15501;03;01;Proyectos a realizar;NÚMERO;4;25
001015;15501;04;01;Obras de particulares;NÚMERO;9;6
001015;15501;05;01;Revisión y aprobación anual de Inventario;NÚMERO;1;1
001015;15501;06;01;unidades facturables sobre ensayos de control de calidad;NÚMERO;2700;13231
001015;15501;06;02;Informes-acta de visitas específicas por convenio agentes;NÚMERO;35;36
001015;15501;06;03;Designación coordinadores Seg y Salud.;NÚMERO;15;25
001015;15501;06;04;Informes seguimiento de indicadores de calidad de los servicios;NÚMERO;14;6
001015;15501;07;01;Revisión y actualización de normativa técnica;NÚMERO;1;1
001015;15501;07;02;Revisión y actualización del cuadro de precios;NÚMERO;1;1
001015;15501;08;02;inspección de incidencias;NÚMERO;45000;40000
001015;15501;08;01;incidencias en vías públicas recibidas;NÚMERO;35000;30500
001015;15501;09;01;Licencias, autorizaciones y replanteos realizados;NÚMERO;17500;17618
001015;15501;10;01;Elaboración y modificación de nromativa y protocolos de actuación;NÚMERO;2;0
001015;15501;10;02;tramitación de expedientes jurídico-administrativos;NÚMERO;150;161
001015;15501;10;03;Elaboración de informes jurídicos.;NÚMERO;6;7
001015;16101;01;01;CONSERVACIÓN DEL RÍO MANZANARES;KILÓMETROS;30;30
001015;16101;01;02;MUESTRAS ANALIZADAS;NÚMERO;1750;1964
001015;16101;01;03;TIEMPO MEDIO DE DETECCIÓN DE INCIDENCIAS DE CALIDAD;HORAS;12;6
001015;16101;02;05;INTERVENCIONES EN LA RED DE RIEGO;NÚMERO;2200;4721
001015;16101;02;04;CONTROL INSTALACIONES HIDRÁULICAS ORNAMENTALES;NÚMERO;575;446
001015;16101;02;01;CONTRATOS VIGENTES SUMINISTRO DE AGUA;NÚMERO;7700;6906
001015;16101;02;02;ANÁLISIS Y REVISIÓN DE LOS PLANES DE GESTIÓN DE GRANDES CONSUMIDORES DE AGUA;NÚMERO/AÑO;10;28
001015;16101;02;03;SUMINISTROS AGUA SOCIAL;NÚMERO;110;137
001015;16101;03;01;CONTROL DE PUNTOS DE VERTIDO INDUSTRIALES;NÚMERO;120;125
001015;16101;03;02;LICENCIAS DE ACOMETIDAS A LA RED DE SANEAMIENTO;NÚMERO;400;520
001015;16101;03;03;INSPECCIÓN DE ACOMETIDAS;NÚMERO;80;9
001015;16101;03;04;IDENTIFICACIONES INDUSTRIALES;NÚMERO;4500;4243
001015;16101;03;05;AUTORIZACIÓN DE VERTIDO;NÚMERO;50;0
001015;16101;03;06;VERTIDOS INDUSTRIALES AUTORIZADOS CON ANALÍTICA DE CONTRASTE;PORCENTAJE;100;100
001015;16101;03;07;TIEMPO DE RESPUESTA A SOLICITUDES DE VERTIDO;MESES;2;12
001015;16101;04;01;SUPERVISIÓN DE PROYECTOS;NÚMERO;20;65
001015;16101;04;02;SEGUIMIENTO DE PROYECTOS;NÚMERO;40;65
001015;16101;04;03;INFORMES EN RELACIÓN CON LA APROBACIÓN Y RECEPCIÓN DE OBRAS;NÚMERO;153;300
001015;16101;05;01;ESTUDIOS PREVIOS Y ANTEPROYECTOS DE OBRAS;NÚMERO;2;9
001015;16101;05;02;REDACCIÓN DE PROYECTOS CONSTRUCTIVOS DE OBRA;NÚMERO;8;14
001015;16101;05;03;EJECUCIÓN DE OBRAS;NÚMERO;9;14
001015;16101;06;09;SYR CONTESTADAS ENTRE 16 DÍAS Y 3 MESES;PORCENTAJE;30;65
001015;16101;06;08;SYR CONTESTADAS EN LOS 15 DÍAS;PORCENTAJE;70;17
001015;16101;06;07;VALORACIÓN MEDIA USUARIOS REFERENCIA CUALIFICACIÓN DEL PERSONAL;NÚMERO;7;9
001015;16101;06;06;USUARIOS SATISFECHOS CON INFORMACIÓN RECIBIDA;PORCENTAJE;80;100
001015;16101;06;05;VALORACIÓN MEDIA USUSARIOS REFERNCIA TIEMPO CITACIÓN;NÚMERO;8;9
001015;16101;06;04;CITAS PREVIAS PLAZO 15 DÍAS;PORCENTAJE;100;0
001015;16101;06;01;TRAMITACIÓN DE EXPEDIENTES;NÚMERO;7500;8471
001015;16101;06;02;CONSULTA POR PARTICULARES PRESENCIALES O POR VÍA TELEFÓNICA;NÚMERO;3000;2253
001015;16101;06;03;SOLICITUD DE CARTOGRAFÍA DE LA RED DE ALCANTARILLADO;NÚMERO;20;120
001015;16201;01;01;POBLACIÓN ATENDIDA;NÚMERO;3237937;3166130
001015;16201;01;02;RESIDUOS DEPOSITADOS;TONELADAS;1140000;1097881
001015;16201;01;03;PARQUE DE RECIPIENTES INSTALADOS PARA EL DEPÓSITO DE RESIDUOS;NÚMERO;349000;352044
001015;16201;01;04;VOLUMEN TOTAL INSTALADO;LITROS;14700000;149825300
001015;16201;01;05;VOLUMEN INSTALADO POR HABITANTE;LITROS/PERSONA;45;47
001015;16201;01;06;ACTUACIONES DE REPARACION / MANTENIMIENTO / REPOSICIÓN;NÚMERO;105000;109750
001015;16201;02;01;VEHÍCULOS RECOLECTORES POCO CONTAMINANTES;PORCENTAJE;100;97
001015;16201;03;01;FRECUENCIA DE RECOGIDA DEL CONTENEDOR DE 'RESTO';DÍAS/AÑO;363;363
001015;16201;03;02;FRECUENCIA MÍNIMA ENVASES-CUBOS INDIVIDUALES;DÍAS/AÑO;156;156
001015;16201;03;03;FRECUENCIA MÍNIMA ENVASES-CONTENEDORES COLECTIVOS;DÍAS/AÑO;156;156
001015;16201;04;01;CONTENEDORES PAPEL-CARTÓN Y VIDRIO POR CADA 500 HABITANTES;RATIO;2;2
001015;16201;05;01;FRECUENCIA MEDIA DE VACIADO DE CONT. RECOGIDA SELECTIVA;NÚMERO/SEMANA;3;3
001015;16201;05;02;FRECUENCIA MEDIA DE VACIADO DE CONTENEDORES DE VIDRIO;NÚMERO/MES;2;2
001015;16202;01;10;TALLERES DE RECICLAJE EN CENTROS ESCOLARES;NÚMERO;2500;0
001015;16202;01;09;VISITANTES PARQUE TECNOLOGICO;NÚMERO;9000;8203
001015;16202;01;08;SUPERFICIE A MANTENER EN EL PARQUE FORESTAL;HECTÁREAS;110;110
001015;16202;01;07;PROCESOS A CONTROLAR LAS DEHESAS;NÚMERO;7;7
001015;16202;01;06;PROCESOS A CONTROLAR LA PALOMA;NÚMERO;4;4
001015;16202;01;05;PROCESOS A CONTROLAR LAS LOMAS;NÚMERO;2;2
001015;16202;01;04;MATERIAL BIOESTABILIZADO EN PROCESO DE COMPOSTAJE;TONELADAS;25000;14462
001015;16202;01;01;RESIDUOS TRATADOS;TONELADAS;1200000;1196164
001015;16202;01;02;RESIDUOS VERTIDOS;TONELADAS;700000;702106
001015;16202;01;03;MATERIAL RECUPERADO;TONELADAS;73176;71082
001015;16202;02;06;EXTRACCION BIOGAS PLANTAS BIOMETANIZACION (M3/TN ENTRANTE);NÚMERO/TONELADA;148;188
001015;16202;02;05;PRODUCCION ENERGIA ELECTRICA LAS LOMAS;KILOVATIO HORA;230000000;145163200
001015;16202;02;04;PRODUCCION ENERGIA ELECTRICA LA GALIANA;KILOVATIO HORA;82283381;61849900
001015;16202;02;01;EXPLOTACION PLANTAS DE BIOMETANIZACION;NÚMERO;2;2
001015;16202;02;02;EXPLOTACION DE UNA PLANTA DE TRATAMIENTO DE BIOGAS;NÚMERO;1;1
001015;16202;02;03;EXTRACCION VOLUMEN MAXIMO GAS ANTIGUO VERTEDERO;NM3/H;2770;3347
001015;16202;03;01;MANTENER LOS POZOS OPERATIVOS;NÚMERO;280;280
001015;16202;03;02;ANALISIS CONTROL DE CALIDAD;NÚMERO;15000;16516
001015;16301;01;01;Población Atendida;NÚMERO;3269861;3166130
001015;16301;01;02;Baldeo Mixto;M2;958395450;877808554
001015;16301;02;01;Intervenciones;NÚMERO;50000;38672
001015;16301;02;02;Tiempo medio de respuesta en Actuaciones;NÚMERO;25;15
001015;16301;03;01;Mediciones de índices de limpieza;NÚMERO;40000;442174
001015;16301;03;02;Mediciones de índices de conservación de zonas verdes;NÚMERO;83160;100331
001015;16301;03;04;Número de indicadores de calidad a calcular;NÚMERO;43;43
001015;16301;03;03;Mediciones de índices conservación mobiliario urbano, zonas infantiles, áreas mayores y circuitos deportivos elementales;NÚMERO;18000;89658
001015;16301;04;01;ACTUACIONES DE ARBORICULTURA;NÚMERO;294500;294500
001015;16301;04;02;ZONAS VERDES DOTADAS DE RIEGO DE AGUA REGENERADA;M2;7160977;3805900
001015;16301;05;02;ACTUACIONES SOBRE ELEMENTOS DE MOBILIARIO URBANO;NÚMERO;10000;44801
001015;16301;05;01;ELEMENTOS ATENDIDOS;NÚMERO;966991;985161
001015;16501;01;02;Instalaciones hidráulicas ornamentales;NÚMERO;430;439
001015;16501;01;03;Instalaciones de seguridad en infraestructuras subterráneas;KILÓMETROS;172;172
001015;16501;01;04;Centros de control;NÚMERO;2;2
001015;16501;01;01;Puntos de luz;NÚMERO;245000;271000
001015;16501;02;01;Puntos de luz;NÚMERO;3000;6662
001015;16501;02;02;Instalaciones hidráulicas ornamentales;NÚMERO;4;4
001015;16501;02;03;Instalaciones de seguridad en infraestructuras subterráneas;KILÓMETROS;65;105
001015;16501;02;04;Centros de control renovados;NÚMERO;2;0
001015;16501;02;05;nuevas instalaciones centralizadas;NÚMERO;550;13
001015;16501;03;01;Ahorro energético;PORCENTAJE;5;5
001015;17000;01;11;GESTIÓN EXPEDIENTES PLENO, COMISIÓN PERMANENTE Y JUNTA DE GOBIERNO;NÚMERO;100;116
001015;17000;01;10;DISPOSICIONES NORMATIVAS ELABORADAS Y TRAMITADAS;NÚMERO;4;14
001015;17000;01;09;EXPEDIENTES RECLAMACIONES RESPONSABILIDAD PATRIMONIAL;NÚMERO;1500;1961
001015;17000;01;08;EXPEDIENTES DE DAÑOS AL PATRIMONIO;NÚMERO;900;608
001015;17000;01;07;CONVENIOS TRAMITADOS;NÚMERO;25;33
001015;17000;01;06;INSERCIONES EN BOLETINES;NÚMERO;1030;1019
001015;17000;01;05;EXPEDIENTES SANCIONADORES;NÚMERO;142;57
001015;17000;01;04;APOYO TRAMITACIÓN CONCESIÓN SUBVENCIONES;NÚMERO;2;1
001015;17000;01;03;ACTUACIONES RELACIONADAS CON LOS TRIBUNALES DE JUSTICIA;NÚMERO;1700;2739
001015;17000;01;02;RECURSOS ADMINISTRATIVOS TRAMITADOS;NÚMERO;2200;1966
001015;17000;01;01;INFORMES Y CONSULTAS JURÍDICAS EFECTUADAS;NÚMERO;50;84
001015;17000;02;01;EXPEDIENTES DE SERVICIOS Y SUMINISTROS;NÚMERO;220;200
001015;17000;03;01;EXPEDIENTES DE CONTRATACIÓN;NÚMERO;130;153
001015;17000;04;01;DOCUMENTOS CONTABLES TRAMITADOS;NÚMERO;6000;9134
001015;17000;04;02;EXPEDIENTES DE MODIFICACIÓN DE CRÉDITO;NÚMERO;120;91
001015;17000;04;03;DOCUMENTOS DE ANTICIPO DE CAJA FIJA Y PAGOS A JUSTIFICAR;NÚMERO;820;1490
001015;17000;04;04;INFORMES DEL ESTADO DE EJECUCIÓN DEL PRESUPUESTO;NÚMERO;50;50
001015;17000;05;06;EXPEDIENTES DE DEMANDAS JUDICIALES;NÚMERO;25;2
001015;17000;05;05;ADAPTACIONES DE PUESTOS POR MOTIVOS DE SALUD;NÚMERO;60;50
001015;17000;05;04;EMPLEADOS SOMETIDOS A CONTROL DE I.T Y ABSENTISMO;NÚMERO;1900;1500
001015;17000;05;01;EXPEDIENTES DE CREACION Y MODIFICACION DE PUESTOS DE TRABAJO.;NÚMERO;45;65
001015;17000;05;02;EXPEDIENTES DE PROVISION DE PUESTOS DE TRABAJO.;NÚMERO;50;52
001015;17000;05;03;SOLICITUDES DE FORMACION GENERAL Y ESPECIFICA;NÚMERO;2500;2600
001015;17000;06;01;DOCUMENTOS REGISTRADOS;NÚMERO;75400;136421
001015;17101;01;01;Superficie zonas verdes conservación municipal;M2;65305000;64837300
001015;17101;01;02;Arbolado viario a conservar;NÚMERO;294500;294253
001015;17101;02;01;Producción de arbolado;NÚMERO;12000;10000
001015;17101;02;02;Producción de arbustos;NÚMERO;200000;190000
001015;17101;02;03;Producción de plantas de flor;NÚMERO;400000;350000
001015;17101;02;04;Zonas Verdes dotadas de riego de agua regenerada;M2;13956300;8864448
001015;17101;03;01;Expedientes a informar de zonas verdes y arbolado;NÚMERO;20000;34713
001015;17102;01;01;ACTUACIONES DE ARBORICULTURA SOSTENIBLE;NÚMERO;294500;294500
001015;17102;01;02;ZONAS VERDES DOTADAS DE RIEGO DE AGUA REGENERADA;M2;7160977;3805900
001015;17102;02;01;MEDICIONES DE ÍNDICES DE CONSERVACIÓN DE ZONAS VERDES;NÚMERO;83160;100331
001015;17102;02;02;NÚMERO DE INDICADORES DE CALIDAD A CALCULAR;NÚMERO;24;24
001015;17201;01;03;Informes sobre Actas para posible sanción;NÚMERO;800;1197
001015;17201;01;02;Informes de inspección;NÚMERO;4500;5628
001015;17201;01;01;Inspección de industrias y actividades;NÚMERO;4200;4273
001015;17201;02;01;Informes realizados;NÚMERO;500;268
001015;17201;03;01;Informes sobre actas de policía;NÚMERO;1300;1455
