#Área;Política;Grupo;Programa;Descripción
#
# Áreas de gasto y Políticas, definidas en la Orden HAP/419/2014 y comunes a todas las EELL.
# Ver http://www.boe.es/diario_boe/txt.php?id=BOE-A-2014-2922
#
9;1;2;06;Área de gobierno de Desarrollo Urbano
9;1;2;07;Área de gobierno de Obras y Equipamientos
9;1;2;08;"Área de gobierno de Familias, Igualdad y Bienestar Social"
9;1;2;09;Área de gobierno de Hacienda y Personal
9;1;2;10;Área de gobierno de Vicealcaldía
9;1;2;11;Área delegada de Deporte
9;1;2;12;Área de gobierno de Medio Ambiente y Movilidad
9;1;2;13;"Área de gobierno de Cultura, Turismo y Deporte"
9;1;2;14;"Área de gobierno de Economía, Innovación y Empleo"
9;1;2;15;Área delegada de Vivienda
9;1;2;16;Presidencia del Pleno
9;1;2;17;Área delegada de Emprendimiento, Empleo e Innovación
9;1;2;18;"Área de gobierno de Portavoz, Seguridad y Emergencias"
9;1;2;19;Área delegada de Internacionalización y Cooperación
9;1;2;22;Área delegada de Turismo
9;1;2;30;Secretaría general del Pleno
9;1;2;40;Grupos políticos municipales
9;2;0;02;Organización y régimen jurídico
9;2;0;03;Contratación y servicios
9;2;0;04;Formación de personal
9;2;0;05;Relaciones laborales
9;2;0;06;Fomento de la transparencia y mejora de la gestión
9;2;0;07;Gestión de personal
9;2;0;08;Planificación de recursos humanos
9;2;0;09;Asesoría jurídica
9;2;0;10;Dirección y gestión administrativa de Vicealcaldía
9;2;0;12;Dirección y gestión administrativa de Coordinación General de la Alcaldía
9;2;0;13;Protección de datos
9;2;2;01;Relaciones con el Pleno
9;2;2;02;Comunicación
9;2;2;06;Coordinación general de la alcaldía
9;2;2;07;Relaciones institucionales
9;2;2;08;Coordinación técnica de los distritos
9;2;2;09;Desconcentración y acción territorial
9;2;2;10;Oficina de coordinación
9;2;2;11;Coordinación de Vicealcaldía
9;2;2;22;Oficina Municipal contra el Fraude y la Corrupción
9;2;2;65;NGEU. Planes acción local agenda urbana española
9;2;3;10;Estadística
9;2;3;20;Análisis socioeconómico
9;2;4;01;Participación ciudadana
9;2;4;02;Participación empresarial
9;2;5;01;Atención a la ciudadanía
9;2;9;01;Créditos globales
9;2;9;02;Fondo de contingencia
9;3;1;00;Dirección y gestión administrativa de Hacienda y Personal
9;3;1;01;Programación y presupuestación
9;3;1;02;Control interno y contabilidad
9;3;1;04;Colaboración público privada
9;3;1;05;Sector público
9;3;1;06;Análisis de políticas públicas
9;3;2;01;Reclamaciones económico-administrativas
9;3;3;01;"Construcción, mantenimiento y rehabilitación de inmuebles municipales"
9;3;3;03;I.F.S. Gestión del patrimonio
9;3;3;04;Gestión patrimonial
9;3;3;62;NGEU. Apoyo mercados sostenibles
9;3;4;01;Política financiera
9;3;4;05;Tesorería
#
# Programas específicos temporalmente vigentes de Madrid
#
1;3;4;03;Instalaciones de gestión de la movilidad
2;3;1;08;Prevención y atención violencia de género
4;3;1;40;Promoción comercial y emprendimiento
9;1;2;04;"Área de gobierno de Portavoz, Coordinación de la Junta de Gobierno y Relaciones con el Pleno"
9;1;2;05;"Área de gobierno de Participación Ciudadana, Transparencia y Gobierno Abierto"
9;1;2;21;Área de gobierno de Políticas de Género y Diversidad
9;2;0;00;Dirección y gestión administrativa de la gerencia de la ciudad
9;2;0;11;"Dirección y gestión administrativa de Portavoz, Coordinación de la Junta de Gobierno y Relaciones con el Pleno"
#
# Programas específicos antiguos de Madrid
#
1;5;1;08;Revisión del Plan General de Ordenación Urbana de Madrid
1;5;1;09;Gestión de licencias de actividades
1;5;1;10;Programa refuerzo para tramitación de licencias
1;5;5;00;Dirección y gestión administrativa de obras y espacios públicos
1;5;5;03;Proyectos singulares
1;5;5;05;Planificación urbana
1;5;5;06;Evaluación urbana
1;5;5;07;Ingeniería ambiental urbana
1;6;6;01;Mobiliario urbano
1;7;2;02;Sostenibilidad y Agenda 21
1;7;2;03;"Coordinación, educación ambiental y bienes urbanos"
1;7;2;04;"Sostenibilidad, planificación y calidad ambiental"
2;3;1;05;Atención convivencial a personas con adicciones
2;3;1;93;Atención a personas sin hogar
2;3;3;02;Centros de mayores
2;4;1;00;Dirección y gestión administrativa de la Agencia de Empleo de Madrid
2;4;1;02;Formación profesional para el empleo
2;4;1;03;Políticas activas de empleo municipales
2;4;1;04;Programa empleo de proximidad
2;4;1;05;Fomento del empleo - U.E.
2;4;1;06;Programas mixtos escuelas taller/es empleo
2;4;1;07;Fomento del empleo para la corporación local
2;4;1;08;Programa integrado de empleo
2;4;1;09;Intermediación laboral
3;1;1;00;Dirección y gestión administrativa Madrid Salud
3;1;1;01;Salubridad pública
3;1;1;02;Adicciones
3;1;1;03;Prevención y promoción de la salud
3;2;1;01;Centros educativos
3;2;1;02;Centros educativos
3;3;4;02;Proyectos culturales
3;3;4;09;Calidad del paisaje urbano
4;3;0;00;"Dirección y gestión administrativa de Economía, Empleo y Participación Ciudadana"
4;3;1;10;Comercio y desarrollo económico
4;3;1;20;Mercados y comercio
4;3;2;01;Turismo
4;3;3;10;Economía
4;3;3;11;Desarrollo empresarial
4;9;1;0A;Innovación y tecnología
9;1;2;1A;"Área de gobierno de Economía, Empleo y Participación Ciudadana"
9;1;2;1B;Área de gobierno de Seguridad
9;1;2;1C;Área de gobierno de Obras y Espacios Públicos
9;1;2;1D;Area delegada de licencias de actividades
9;1;2;1E;Área de Comunicación
9;1;2;1F;Área delegada de Deportes
9;1;2;20;Concejalía-Presidencia del distrito
9;2;0;01;Dirección y gestión administrativa del distrito
9;2;0;1A;Oficina de la Presidencia del Pleno
9;2;2;03;Coordinación general de estudios
9;2;2;04;Relaciones internacionales y patrocinios
9;2;2;05;Relaciones administrativas
9;3;1;03;Contabilidad
9;3;2;00;Gestión tributaria
9;3;2;02;Gestión y defensa del contribuyente
9;3;3;02;Edificios
#
# Líneas de inversión de Madrid
#
X;00;;;Inversiones de carácter general
X;01;;;Protección Civil y seguridad ciudadana
X;02;;;"Tráfico, estacionamiento y transporte público"
X;03;;;Protección y promoción social
X;04;;;Salud pública
X;05;;;Educación
X;06;;;Urbanismo
X;07;;;Infraestructuras
X;08;;;Mantenimiento urbano
X;09;;;Medio ambiente
X;10;;;Cultura
X;11;;;"Deportes, juventud y esparcimiento"
X;12;;;Otros bienes públicos de carácter social
X;13;;;Otros bienes públicos de carácter económico
X;14;;;Sectores productivos
X;15;;;Vivienda
X;19;;;Imprevistos
