CeGe;Prog. Finan.;Objetivo;Actividad por Objetivo;Descripción Actividades
001102;92206;01;A;Promover la celebración de reuniones, de carácter puntual o periódico, con los miembros del gobierno municipal, directiv
001102;92206;01;B;Constituir y dirigir grupos de trabajo y de estudio para asuntos de interés municipal
001102;92206;01;C;Coordinar e impulsar proyectos de ciudad
001102;92206;01;D;Coordinar las relaciones con la Unión de Ciudades Capitales Iberoamericanas
001102;92210;01;A;Elaboración de los programas de los actos de la Alcaldía
001102;92210;01;B;Coordinación y supervisión de los actos institucionales a los que asista el Alcalde o Concejal en el que, en su caso, de
001102;92210;01;C;Planificación y organización de las visitas al Ayuntamiento de Madrid de los Jefes de Estado y altos dignatarios
001102;92210;01;D;Asesoramiento en las materias inherentes a las relaciones públicas y el protocolo
001102;92210;02;A;Coordinar con los servicios gestores la tramitación y seguimiento de las peticiones de dictamen a la Comisión Jurídica A
001102;92210;02;B;Seguimiento y gestión de las peticiones de la Oficina del Defensor del Pueblo
001103;92222;01;A;Tramitación de denuncias de conformidad con el Reglamento Orgánico de laOficina Municipal contra el Fraude y la Corrupci
001110;91200;01;A;GESTIÓN CONVOCATORIA SESIONES COMISIÓN PREPARATORIA.
001110;91200;01;B;GESTIÓN CONVOCATORIA SESIONES JUNTA DE GOBIERNO.
001110;91200;01;C;GESTIÓN CARPETAS ELECTRÓNICAS COMISIÓN PREPARATORIA
001110;91200;01;D;GESTIÓN CARPETAS ELECTRÓNICAS JUNTA DE GOBIERNO
001110;91200;01;E;GESTIÓN DE LA APLICACIÓN DE LOS ASUNTOS ELEVADOS A LA JUNTA DE GOBIERNO.
001110;91200;01;F;GESTIÓN Y MANTENIMIENTO DE LA INFORMACIÓN PUBLICADA EN LA WEB SOBRE LOSACUERDOS ADOPTADOS POR LA JUNTA DE GOBIERNO.
001110;91200;01;G;INFORMACIÓN A TRAVÉS DE LA WEB DEL PERÍODO DE INFORMACIÓN PÚBLICA DE LOSASUNTOS APROBADOS POR LA JUNTA DE GOBIERNO.
001110;91200;01;H;GESTIÓN DE LAS ALEGACIONES PRESENTADAS, A TRAVÉS DE LA WEB, DURANTE ELPERÍODO DE INFORMACIÓN PÚBLICA DE LOS ASUNTOS APRO
001110;91200;01;I;SEGUIMIENTO DE LA PUBLICACIÓN Y DIFUSIÓN DE LOS ACUERDOS
001110;91200;01;J;ENVÍO A LOS SERVICIOS DE LA DOCUMENTACIÓN RELATIVA A LOS ASUNTOSAPROBADOS POR LA JUNTA DE GOBIERNO.
001110;91200;01;K;GESTIÓN DE CONVOCATORIA DE LAS SESIONES DE LA JUNTA DE GOBIERNOCONSTITUIDA EN JUNTA GENERAL DE EMPRESAS MUNICIPALES.
001110;91200;01;L;GESTIÓN DE CARPETAS ELECTRÓNICAS DE LOS GRUPOS POLÍTICOS
001110;91200;02;A;ACTUALIZACIÓN DEL REGISTRO DE CONVENIOS.
001110;91200;02;B;PUBLICACIONES DE LAS RELACIONES DE CONVENIOS Y DE SU TEXTO ÍNTEGRO EN ELPORTAL DE TRANSPARENCIA.
001110;91200;02;C;DAR CUENTA AL PLENO DEL AYUNTAMIENTO DE LOS CONVENIOS FORMALIZADOS
001110;91200;02;D;REMISIÓN A LA CÁMARA DE CUENTAS DE LA COMUNIDAD DE MADRID Y AL TRIBUNALDE CUENTAS LOS CONVENIOS FIRMADOS Y LAS RELACIONE
001110;91200;03;A;GESTIÓN INFORMATIZADA DE LOS DOCUMENTOS ENVIADOS POR OTRASADMINISTRACIONES E INSTITUCIONES PÚBLICAS PARA LA EXPOSICIÓN D
001110;91200;03;B;PUBLICACIÓN DE LOS ANUNCIOS EN EL TABLÓN DE EDICTOS.
001110;91200;03;C;GESTIÓN DE LA PUBLICACIÓN DE LOS ANUNCIOS DE NOTIFICACIONES DELAYUNTAMIENTO Y SUS ORGANISMOS PÚBLICOS EN EL TABLÓN EDICT
001110;91200;03;D;SEGUIMIENTO DEL TIEMPO MEDIO PREVISTO EN LA TRAMITACIÓN DE LASPUBLICACIONES DE EDICTOS EN EL TABLÓN Y EN EL TEU DEL BOE.
001110;91200;04;A;EXPEDICIÓN DE CERTIFICACIONES Y COPIAS AUTÉNTICAS.
001110;91200;04;B;AUTORIZACIÓN A LOS CIUDADANOS Y A LAS CIUDADANAS DE LOS DOCUMENTOS QUEDEBAN SER LEGALIZADOS PARA SURTIR EFECTOS EN EL EX
001110;91200;04;C;INFORMACIÓN PRESENCIAL A LAS CIUDADANAS Y A LOS CIUDADANOS DE LOSTRÁMITES NECESARIOS PARA LA LEGALIZACIÓN DE LOS DOCUMEN
001110;91200;04;D;INCORPORACIÓN EN EL CORRESPONDIENTE REGISTRO DE LOS DECRETOS DELALCALDE.
001110;91200;04;E;SEGUIMIENTO DEL TIEMPO MEDIO PREVISTO EN LA TRAMITACIÓN DE LASCERTIFICACIONES.
001110;91200;04;F;PUBLICACIÓN EN EL PORTAL DE TRANSPARENCIA DEL ÍNDICE TRIMESTRAL DE LOSDECRETOS Y RESOLUCIONES INCORPORADOS EN EL REGISTR
001110;91210;01;A;REALIZACIÓN DE DESPLAZAMIENTOS Y VIAJES NECESARIOS PARA EL DESARROLLO DELAS FUNCIONES PROPIAS DEL ÁREA DE GOBIERNO
001110;91210;01;B;PARTICIPACIÓN EN LOS ACTOS Y EVENTOS VINCULADOS CON EL DESARROLLO DE LASACTIVIDADES DE GOBIERNO.
001110;91210;01;C;gESTIÓN DE ACTIVIDADES DE REPRESENTACIÓN Y PROTOCOLO PROPIAS DEL ÁREA DEGOBIERNO.
001110;92010;01;A;TRAMITACIÓN EXPEDIENTES DE CONTRATACIÓN DE LAS DIRECCIONES GENERALES DELÁREA GOB.
001110;92010;01;B;CONVOCATORIA, PREPARACIÓN Y ASISTENCIA A LAS MESAS DE CONTRATACIÓN
001110;92010;01;C;COMUNICACIÓN AL REGISTRO DE CONTRATOS (RECO) DE LOS CONTRATOS MENORES EINSCRIPCIÓN DE LOS CONTRATOS TRAMITADOS FUERA DEL
001110;92010;01;D;ASESORAR Y COORDINAR A LAS DIRECCIONES GENERALES EN MATERIA DECONTRATACIÓN PARA LA ADECUADA  TRAMITACIÓN, TANTO EN LA EL
001110;92010;01;E;TRAMITACIÓN DE LA PUBLICACIÓN EN LA PLATAFORMA DE CONTRATACIÓN DELESTADO
001110;92010;01;F;IMPULSAR Y ASESORAR A LOS SERVICIOS GESTORES DEL AREA GOB. SOBRE LAADECUADA APLICACIÓN DE LAS INSTRUCCIONES SOBRE INCLUS
001110;92010;01;G;CONVOCATORIA,PREPARACIÓN Y ASISTENCIA A LAS MESAS DE CONTRATACIÓN A TRAVÉS DE LA APLICACIÓN DE LA PLATAFORMA DE CONTRATA
001110;92010;02;A;SEGUIMIENTO Y EVALUACIÓN DE LA EJECUCIÓN DEL PRESUPUESTO ASIGNADO ALÁREA DE GOBIERNO
001110;92010;02;B;TRAMITACIÓN MODIFICACIONES DE CRÉDITO
001110;92010;02;C;TRAMITACIÓN ANTICIPOS DE CAJA FIJA Y PAGOS A JUSTIFICAR
001110;92010;02;D;ASESORAMIENTO TÉCNICO Y COORDINACIÓN DE PROPUESTAS DE GASTOS
001110;92010;02;E;COORDINAR LA ELABORACIÓN DE PROPUESTAS DE GASTOS E INGRESOSCORRESPONDIENTES AL PRESUPUESTO DEL ÁREA DE GOBIERNO
001110;92010;02;F;ELABORACIÓN DE DOCUMENTOS CONTABLES DEL ÁREA DE GOBIERNO
001110;92010;02;G;SUPERVISAR LA INCORPORACIÓN DEL ENFOQUE DE GÉNERO EN EL PRESUPUESTO DELÁREA DE GOBIERNO
001110;92010;03;A;ELABORACIÓN CONVOCATORIAS PARA LA COBERTURA PUESTOS TRABAJO POR CONCURSOY LIBRE DESIGNACIÓN.
001110;92010;03;B;PROPUESTAS DE COMISIONES DE SERVICIOS, ADSCRIPCIONESPROVISIONALES,ATRIBUCIONES TEMPORALES Y SOLICITUDES DE NOMBRAMIENTO
001110;92010;03;C;ELABORACIÓN Y SEGUIMIENTO DE EXPEDIENTES RELATIVOS A LAS RELACIONES DEPUESTOS DE TRABAJO.
001110;92010;03;D;PROPUESTAS DE ASIGNACIÓN DE COMPLEMENTOS DE PRODUCTIVIDAD YGRATIFICACIONES.
001110;92010;03;E;TRAMITACIÓN DE PARTES DE BAJA, CONFIRMACIÓN Y ALTA DE INCAPACIDADTEMPORAL Y DE PERMISOS Y LICENCIAS.
001110;92010;03;F;GESTIÓN, SEGUIMIENTO Y RESOLUCIÓN DE INCIDENCIAS DE JORNADA LABORAL DELPERSONAL ADSCRITO AL AREA GOBIERNO.
001110;92010;03;G;ELABORACIÓN DE PLAN DE FORMACIÓN ESPECIFICA DEL AREA GOB. Y COORD. DE LAEJECUCIÓN DEL PLAN FORMACION MPAL CON LA  ESCUEL
001110;92010;04;A;EMISIÓN DE INFORMES DE CONTENIDO JURÍDICO.
001110;92010;04;B;TRAMITACIÓN DE CONVENIOS DE COLABORACIÓN, SUBVENCIONES NOMINATIVAS Y DEPÚBLICA CONCURRENCIA.
001110;92010;04;C;PREPARACIÓN DE ASUNTOS QUE HAN DE SOMETERSE A LA APROBACIÓN DE JUNTA DEGOBIERNO, PLENO Y COMISIONES
001110;92010;04;D;TRAMITACIÓN RECURSOS Y RECLAMACIONES.
001110;92010;04;E;SEGUIMIENTO INICIATIVAS Y PETICIONES DE INFORMACIÓN DE CONCEJALES YGRUPOS MPALES QUE AFECTEN AL AREA GOBIERNO.
001110;92010;04;F;TRAMITACIÓN DE LOS EXPEDIENTES DE SOLICITUDES DE ACCESO A LA INFORMACIÓNPÚBLICA
001110;92010;04;G;INCORPORACIÓN AL REGISTRO DE DECRETOS Y RESOLUCIONES ADOPTADOS POR LOSÓRGANOS SUPERIORES Y DIRECTIVOS DEL ÁREA DE GOBIER
001110;92010;04;H;COORDINACIÓN DE LOS EXPEDIENES QUE PROCEDA ELEVAR A LA JUNTA DE GOBIERNOY AL PLENO
001110;92010;04;I;TRAMITACIÓN DE LA INSCRIPCIÓN EN EL REGISTRO DE CONVENIOS
001110;92010;04;J;TRAMITACIÓN DE PUBLICACIONES EN EL TABLON EDICTAL ÚNICO.
001110;92010;04;K;ELABORACIÓN DE INFORMES Y OBSERVACIONES A LOS PROYECTOS DE DISPOSICIONESGENERALES DEL ÁMBITO MUNICIPAL.
001110;92010;05;A;TRAMITACIÓN DE EXPEDIENTES DE CONTRATACIÓN DE GESTIÓN CENTRALIZADA.
001110;92010;05;B;PROMOCIÓN DE EXPEDIENTES DE CONTRATACIÓN DE BIENES Y SERVICIOS ENMATERIA DE RÉGIMEN INTERIOR (MANTENIMIENTO, LIMPIEZA, S
001110;92010;05;C;TRAMITACIÓN DE FACTURAS DE GASTO CORRESPONDIENTES A CONTRATOS DESERVICIOS Y SUMINISTROS.
001110;92010;05;D;GESTIÓN DE LA OFICINA DEL REGISTRO DEL ÁREA DE GOBIERNO Y DISTRIBUCIÓN ALOS ÓRGANOS COMPETENTES DE LAS PETICIONES Y ESCR
001110;92010;05;E;GESTIÓN Y PROPUESTA DE APROBACIÓN ANUAL DEL CATÁLOGO DE BIENES.
001110;92010;05;F;ORGANIZACIÓN INTERNA Y LOGÍSTICA DEL PERSONAL DE APOYO YCONDUCTORES/CONDUCTORAS Y LA GESTIÓN DE GASTOS CONEXOS POR MOTIV
001110;92010;05;G;MEDICIONES, TRASLADOS Y ESTUDIOS DE PROYECTOS DE OCUPACIÓN DE ESPACIOS.
001110;92010;05;H;TRAMITACIÓN DE PETICIONES DE RECURSOS INFORMÁTICOS Y DETELECOMUNICACIONES Y RESERVAS DE PLAZAS DE APARCAMIENTO Y DE SALA
001111;23200;01;A;CONCERTACIÓN DE ACTUACIONES A INCLUIR EN LOS PLANES INTEGRALES DEBARRIO.
001111;23200;01;B;PROGRAMACIÓN Y PRESUPUESTACIÓN DE LAS ACCIONES QUE INCLUYEN LOS PLANESINTEGRALES DE BARRIO
001111;23200;01;C;MODIFICACIÓN, SUSTITUCIÓN DE ACCIONES POR SEGUIMIENTO REALIZADO DE LAACCIÓN POR PARTE DE LAS COMISIONES DE SEGUIMIENTO.
001111;23200;02;A;SEGUIMIENTO DE EVALUACIÓN DE LAS ACCIONES INCLUIDAS EN LOS PLANESINTEGRALES DE BARRIO POR CADA RESPONSABLE
001111;23200;02;B;ACTUALIZACIÓN DE LA INFORMACIÓN QUE INTEGRA EL PROGRAMA DE PLANES DEBARRIO.
001111;23200;02;C;SUBVENCIÓN DE ACTUACIONES A EJECUTAR POR LAS ENTIDADES SOCIALES EN ELMARCO DE LOS PLANES INTEGRALES DE BARRIO
001111;23200;03;A;ASISTENCIA A LAS COMISIONES DE SEGUIMIENTO Y COORDINACIÓN DE LAS MISMAS.
001111;23200;03;B;SEGUIMIENTO DE LA REALIZACIÓN POR LAS ENTIDADES SOCIALES DE ACTUACIONESOBJETO DE SUBVENCIÓN COMPLEMENTARIAS A LAS REALIZ
001111;23200;03;C;INFORMES DE EVALUACIÓN DE SATISFACCIÓN POR USUARIOS DE LAS ACCIONESINCLUIDAS EN LOS PLANES
001111;23200;04;A;Fomento de la realización por las entidades de proyectos de promoción dela mujer
001111;23200;04;B;Fomento de la realización por las entidades de proyectos de atención delas necesidades de las personas mayores y que evi
001111;23200;04;C;Fomento de la equiparación entre mujeres y hombres en la participaciónen las Comisiones de Concertación y Seguimiento de
001111;23200;05;A;Desarrollo de los proyectos de los Planes Estratégicos para elReequilibrio Territorial (PERT) que promuevan el reequilib
001111;23200;05;B;Tramitación y gestión de los proyectos de los PERT 2021
001111;23200;06;A;Colaboración de los distritos para la puesta en marcha de reuniones deconcertación con entidades, agrupaciones o colecti
001111;23200;06;B;Reuniones de concertación dentro del PERT.
001111;23201;01;A;Mejora e impulso de proyectos del FRT, ajustados a la metodología yranking de reequilibrio.
001111;23201;01;B;Gestión y ejecución proyectos del FRT 2016, 2017, 2018 Y 2019 y 2020
001111;23201;02;A;Medición sistemática del grado de ejecución de las actuaciones de lasdistintas ediciones FRT, incorporando un sistema de
001111;23201;02;B;Incorporación del lenguaje inclusivo visual y escrito en los documentosque se elaboren, sean externos o internos.
001111;91203;01;A;REALIZACIÓN DE DESPLAZAMIENTOS Y VIAJES NECESARIOS PARA EL DESARROLLO DELAS FUNCIONES PROPIAS DEL ÁREA DELEGADA
001111;91203;01;B;PARTICIPACIÓN EN LOS ACTOS Y EVENTOS VINCULADOS CON EL DESARROLLO DE LAS ACTIVIDADES DEL ÁREA DELEGADA.
001111;91203;01;C;GESTIÓN DE ACTIVIDADES DE REPRESENTACIÓN Y PROTOCOLO PROPIAS DEL ÁREA DELEGADA.
001111;92006;01;A;Gestión del Portal de Transparencia y coordinación de sus contenidos.
001111;92006;01;B;Análisis y gestión de nueva información para su incorporación al Portal de Transparencia.
001111;92006;01;C;Elaboración de normativa, instrucciones e informes en materia de transparencia y datos abiertos.
001111;92006;01;D;Asesoramiento y apoyo a todas las unidades municipales en materia de transparencia.
001111;92006;01;E;Coordinación del procedimiento de acceso a la información pública.
001111;92006;01;F;Evaluación de la transparencia municipal.
001111;92006;01;G;Evaluación del procedimiento de acceso a la información pública.
001111;92006;01;H;Formación del personal municipal, difusión y reconocimiento internos en materia de transparencia y datos abiertos.
001111;92006;01;I;Colaboración y difusión externa en materia de transparencia y datos abiertos.
001111;92006;01;J;Colaboración con el sector público municipal en materia de transparencia y datos abiertos.
001111;92006;02;A;Gestión del Portal de Datos Abiertos y coordinación de sus contenidos.
001111;92006;02;B;Elaboración, gestión y evaluación del Plan de Datos Abiertos del Ayuntamiento de Madrid con compromisos de las distintas
001111;92006;02;C;Asesoramiento y apoyo a todas las unidades municipales en materia de datos abiertos.
001111;92006;02;D;Gestión de las solicitudes para publicar nuevos datasets.
001111;92006;02;E;Incorporación de cláusulas tipo o recomendaciones funcionales a la hora de contratación de sistemas de información, que
001111;92006;02;F;Incorporación de nuevas funcionalidades técnicas en el Portal de DatosAbiertos.
001111;92006;02;G;Automatización de procesos para que la publicación de la información sea lo más automática y rápida posible.
001111;92006;02;H;Incorporación de más información en tiempo real, proporcionando servicios web y herramientas que lo permitan.
001111;92006;02;I;Obtención de nuevos conjuntos de datos con la calidad suficiente para su publicación.
001111;92006;02;J;Mejora de los conjuntos de datos publicados incorporando mayor nivel de detalle o desagregación.
001111;92006;02;K;Análisis de la desagregación de los datos publicados para visibilizar información relevante desde el enfoque de género.
001111;92006;02;L;Formación y difusión de la política de reutilización de la información pública municipal.
001111;92006;02;M;Fomento de herramientas para la reutilización de la información pública municipal.
001111;92006;03;A;Mantenimiento y publicación del Registro de Actividades de Tratamiento del Ayuntamiento de Madrid.
001111;92006;03;B;Definición del sistema de análisis de riesgos y evaluación de impacto.
001111;92006;03;C;Elaboración de informes técnicos y jurídicos y resolución a lasconsultas planteadas tanto por los responsables de los tr
001111;92006;03;D;Propuestas de nuevas cláusulas para los pliegos de cláusulasadministrativas particulares y contratos de servicio que pue
001111;92006;03;E;Informes específicos sobre protección de datos.
001111;92006;03;F;Mantenimiento del registro de personas interlocutoras y personal de apoyo.
