CeGe;Prog. Finan.;Objetivo;Hipertexto Objetivo;Memoria Objetivo
001075;31401;04;FOMENTAR LA PARTICIPACIÓN DE LOS DIFERENTES AGENTES SOCIALES. IMPULSAR LA COORDINACIÓN Y COLABORACIÓN INTERADMINISTRATIVA EN MATERIA DE CONSUMO. FOMENTAR EL CONSUMO RESPONSABLE Y EL COMERCIO JUSTO EN LA CIUDAD DE MADRID.;El presupuesto de 2012 incluía subvenciones nominativas para cada una de las ocho asociaciones integrantes del Consejo Municipal de Consumo. La dotación presupuestaria original prevista mantenía el mismo importe que el año inmediatamente anterior, previéndose destinar a este ejercicio unos fondos totales de 188.000 euros. Estas subvenciones nominativas se instrumentan con la firma de convenios de subvención con las asociaciones.  En aplicación del Acuerdo de 26 de enero de 2012 por el que se adoptan medidas complementarias para la contención del gasto y reducción del déficit público y de las posteriores medidas de ajuste presupuestario complementarias, esta asignación presupuestaria quedó reducida finalmente a 77.400 euros, lo que tuvo como consecuencia una disminución en el número de horas destinadas a la ejecución de labores de información a los consumidores, si bien fue mayor la disminución económica que la del número de horas, con lo cual en la práctica y contando con la colaboración de las asociaciones de consumidores, se ha logrado un uso más eficiente de los recursos económicos destinados a este fin.  Los convenios tuvieron como fin la ejecución de tres programas por parte de las organizaciones de consumidores:  - Programa de orientación jurídica: constituye un caso de colaboración directa con las Asociaciones de Consumidores mediante la que letrados ejercientes de estas organizaciones ofrecen asistencia jurídica gratuita a los consumidores que así lo requieren, respondiendo técnicamente a las consultas que plantean los ciudadanos en materia de consumo. Este programa ha ofrecido 1.600 horas de asistencia directa a los consumidores, lo que supone 100 horas más de las previstas como objetivo inicialmente.  - Programa de información en mercadillos municipales: mediante este programa se hace llegar a los vecinos de los diferentes distritos de Madrid información sobre sus derechos como consumidores en 16 mercadillos ambulantes. A la ejecución de este programa se han destinado 80 horas.  - Programa de Información en Ejes Comerciales: mediante este programa, y a través de puntos de información atendidos por las asociaciones de consumidores que se ubican en ocho ejes comerciales importantes de la ciudad, se pretende informar a los consumidores sobre sus derechos en diferentes épocas del año como, por ejemplo, el Día del Consumidor o las rebajas de verano. A este programa se han dedicado 40 horas.  El conjunto de estos dos programas de información totaliza 120 horas de información a colectivos ciudadanos, valor inferior al objetivo presupuestario, al repercutir sobre estos dos programas, y no sobre el de orientación jurídica que se había iniciado previamente, las reducciones presupuestarias determinadas por las medidas de contención del gasto aplicadas en 2012.  Como actividad de fomento, en el ejercicio 2012 se realizó también una convocatoria de subvenciones destinadas a las asociaciones de consumidores en régimen de concurrencia competitiva. La dotación presupuestaria de esta convocatoria anual fue inferior en un 57,2% a la del año anterior y totalizó un importe de 58.374 euros. Se concedieron subvenciones a 8 organizaciones para la realización de 30 proyectos, de los cuales, 3 eran de asistencia jurídica a los consumidores, 7 de actividades de información y los 20 restantes acciones formativas.  Por otra parte, y con el objetivo de incentivar la constitución de los correspondientes colegios arbitrales necesarios para el funcionamiento del Sistema Arbitral de Consumo, se celebraron 42 convenios, de los cuales 22 se han formalizado con las asociaciones de consumidores y 20 con las organizaciones empresariales adheridas al sistema arbitral de consumo.  En conjunto, para la formalización de convenios, concesión de subvenciones y el pago de árbitros en la Junta Arbitral de Consumo del Ayuntamiento de Madrid, se asignó un crédito final de 32.696 euros, del cual se han reconocido obligaciones, tras los ajustes presupuestarios, por un importe definitivo de 32.512 euros, lo que determina una ejecución presupuestaria al final del ejercicio presupuestario para este concepto del 99,4%.  La adhesión del Ayuntamiento de Madrid al programa internacional de ciudades por el comercio justo ha dado sus frutos en el año 2011 ya que fue reconocida como ciudad por el comercio justo, continuando su singladura con la creación del foro municipal de comercio justo y haciendo un nuevo diagnostico a lo largo del año 2012 para comprobar el cumplimiento de los cinco criterios. Ello ha dado lugar a la ejecución de 207 acciones divulgativas por parte de todos los agentes sociales y empresariales involucrados en este proyecto a lo largo del 2012 sobre comercio justo. Cabe mencionar las 7 acciones divulgativas impulsadas por el Ayuntamiento de Madrid.  En relación con la colaboración en foros y grupos de trabajo se ha constituido el Foro Municipal de Comercio justo y reunido el grupo ejecutivo del mismo que ha impulsado el programa de trabajo del
001075;31401;05;REFORZAR LA CALIDAD Y LA TRANSPARENCIA DE LOS SERVICIOS MUNICIPALES DE CONSUMO.  ;La OMIC cuenta con Carta de Servicios, que fue aprobada en junio de 2008. La carta, que fue objeto en 2012 de revisión anual, contiene actualmente un total de 13 compromisos cuyo grado de cumplimiento se determina a través de 23 indicadores.  Siete de estos indicadores se refieren a la eficacia y eficiencia en la gestión de expedientes en la OMIC. Hasta la plena implementación de la herramienta informática actualmente en desarrollo por parte de IAM, no se podrá hacer un cálculo automatizado de estos indicadores, lo que ha provocado que en 2012 solo haya podido evaluarse cinco de este tipo. Los restantes 16 indicadores se han evaluado con resultados muy satisfactorios, entre los que cabe destacar los obtenidos en los indicadores referidos a la valoración ciudadana del servicio, determinados a través de encuestas realizadas entre los usuarios de todas las oficinas de OMIC, con puntuaciones extraordinariamente favorables en cuanto al trato, orientación e información recibidos en la OMIC.  Conforme está establecido en el Sistema de Cartas de Servicios del Ayuntamiento de Madrid, uno de los indicadores de la Carta es también indicador presupuestario, en concreto, el denominado 'Porcentaje de reclamaciones que son tramitadas en un plazo de 2 meses' cuya meta establecida en 2012 fue lograr que un 75% del total de expedientes gestionados en la OMIC cumplan este plazo. El resultado obtenido en el proceso de evaluación para este indicador, el 83,8%, pone de manifiesto una clara superación de este objetivo cuantitativo, consecuencia de la acción emprendida por la OMIC del impulso de las comunicaciones por vía electrónica con las empresas que reciben mayor número de reclamaciones, como es el caso de las grandes compañías del sector de los suministros, consiguiéndose así, de manera progresiva, agilizar así el proceso de mediación que despliega la OMIC en la protección de los legítimos derechos de los consumidores.  La mejora en la capacitación del personal destinado a los servicios de consumo se ha materializado a través de la oferta formativa llevada a cabo en colaboración con el Instituto Municipal de Formación y Estudios Locales desarrollándose a lo largo del año 2012, un total de 5 acciones formativas.
001075;43000;01;PROMOVER LA EFICAZ GESTIÓN DE LOS SERVICIOS COMPETENCIA DEL ÁREA DE GOBIERNO, APORTANDO LOS MEDIOS NECESARIOS MEDIANTE LOS CORRESPONDIENTES PROCEDIMIENTOS DE CONTRATACIÓN, EXPEDIENTES DE GASTOS Y GESTIÓN DE LOS SERVICIOS INTERNOS.;Este objetivo manifiesta el carácter instrumental de las competencias que desarrolla la Secretaria General Técnica del Área de Gobierno de Economía, Empleo y Participación Ciudadana, puesto que sirve de apoyo al cumplimiento de los objetivos de los restantes centros directivos y programas presupuestarias mediante:  - La tramitación de expedientes de contratación y de convenios de colaboración con otras instituciones públicas y privadas. - La gestión y seguimiento  económico, contable  y presupuestario - La organización y gestión de los servicios comunes  Con el fin de optimizar la gestión administrativa, agilizar los procedimientos, racionalizar el gasto y mejorar la calidad de los servicios comunes, esta Secretaria General Técnica, al igual que en ejercicios precedentes, tiene centralizados determinados créditos en subconceptos de capítulo 2, favoreciendo así el alcance de los objetivos finalistas de los centros directivos.  Analizando los indicadores puede afirmarse que el objetivo se ha cumplido en su totalidad, con algunas desviaciones que se explican por los siguientes motivos:  - Ha aumentado el número de procedimientos abiertos tramitados como consecuencia de la Instrucción 3/2012  que establece las medidas a adoptar en relación con la contención del gasto en el ámbito de la contratación municipal,  aprobada por Decreto de 26 de abril de 2012 de la Delegada de Hacienda y Administración Pública, y que prima este tipo de procedimiento sobre el resto de procedimientos de adjudicación. - El número de convenios tramitados se ha visto incrementado porque con las organizaciones de usuarios y consumidores y con las organizaciones empresariales adheridas al sistema arbitral de consumo, el Área tenía previsto celebrar dos convenios (uno por cado tipo de organización, incluyendo a todas) y finalmente se ha celebrado uno con cada entidad lo que ha elevado la cifra del indicador, sin que el cumplimiento del objetivo se vea afectado.
001075;43000;02;PROMOVER UNA ADECUADA DISTRIBUCIÓN DE LOS RECURSOS ECONÓMICOS DEL ÁREA DE GOBIERNO ENTRE SUS DISTINTOS PROGRAMAS PRESUPUESTARIOS MEDIANTE LA PLANIFICACIÓN DEL PRESUPUESTO, LA GESTIÓN DEL MISMO Y EL SEGUIMIENTO DE LA EJECUCIÓN.;En materia presupuestaria, la Secretaría General Técnica organiza y coordina el proceso de elaboración del presupuesto anual del Área de Gobierno. Para ello se lleva a cabo una interlocución continua con el Área de Gobierno de Hacienda y Administración Pública, y se suministra la información que requieren los distintos Centros Directivos.  A lo largo del ejercicio, la Secretaría General Técnica, realiza el seguimiento de la ejecución del presupuesto del Área, con una notificación mensual a los Centros Directivos de los estados de ejecución, tramitándose aquellas modificaciones presupuestarias que fueran precisas a efectos de lograr una óptima ejecución del Presupuesto anual.  También durante el ejercicio 2012, y como consecuencia de las medidas adoptadas en cumplimiento del Plan de ajuste 2012-2022, la Secretaria General Técnica ha supervisado y remitido a la Dirección General de Presupuestos las solicitudes de reasignación de créditos bloqueados, en aplicación del Decreto de 31 de enero de 2012 de la Delegada de Hacienda y Administración Pública por el que se establecen los procedimientos para la aplicación del Acuerdo de 26 de enero de 2012 de la Junta de Gobierno de la ciudad de Madrid por el que se aplican medidas complementarias para la contención del gasto y de reducción del déficit público.
001075;43000;03;COORDINAR LA GESTIÓN DE RECURSOS HUMANOS DEL ÁREA DE GOBIERNO MEDIANTE LA PLANIFICACIÓN Y LA PROVISIÓN DE PUESTOS DE TRABAJO, LA PROMOCIÓN PROFESIONAL Y LA FORMACIÓN DE LOS TRABAJADORES DEL ÁREA SIN PERJUICIO DE LAS COMPETENCIAS ATRIBUIDAS A LA COORDINACIÓN GENERAL DE RECURSOS HUMANOS.;En materia de recursos humanos, durante el ejercicio 2012 se han tramitado 43  expedientes de provisión de puestos de trabajo con la finalidad de lograr la cobertura de los distintos puestos del Área. Asimismo se han tramitado 180 expedientes de Incapacidad Transitoria, superándose la previsión inicial.  De forma complementaria, la Secretaría General Técnica, con el fin de promover y facilitar la participación de todos los trabajadores en diversos cursos a efectos actualizar la formación del personal del Área, realiza la coordinación del Plan de Formación del Ayuntamiento de Madrid en el ámbito del Área de Gobierno de Economía, Empleo y Participación Ciudadana.
001075;43000;04;FACILITAR AL CIUDADANO LA REALIZACIÓN DE TRÁMITES DE SU INTERÉS A TRAVÉS DEL REGISTRO DEL ÁREA DE GOBIERNO.;Entre las funciones de la Secretaría General Técnica, conforme a lo previsto en el artículo 47 del Reglamento Orgánico del Gobierno y de la Administración del Ayuntamiento de Madrid, se encuentra la del registro de solicitudes, escritos y comunicaciones.  Este objetivo se ha cumplido a través del Registro del Área de Gobierno de Economía, Empleo y Participación Ciudadana tramitando durante el año 2012 la presentación por parte de ciudadanos, empresas, etc., la cantidad de 9.208 documentos, cantidad sensiblemente superior a la prevista.
001075;43000;05;GARANTIZAR LA SEGURIDAD Y LA SALUD DE LOS TRABAJADORES EN EL MEDIO LABORAL;La Secretaría General Técnica es el centro directivo encargado de establecer las medidas de seguridad y salud en el trabajo, en cuanto gestor de los servicios comunes. Por este motivo, se ha realizado durante el ejercicio 2012 una reunión de coordinación de los equipos de emergencias, así como un curso de formación en materia de prevención de riesgos, cumpliéndose la previsión inicial.
001075;43000;06;PROPORCIONAR LA ASISTENCIA JURÍDICA NECESARIA A LAS UNIDADES ADMINISTRATIVAS DEL ÁREA DE GOBIERNO MEDIANTE LA REALIZACIÓN DE INFORMES, PROPUESTAS DE RESOLUCIONES ADMINISTRATIVAS Y PUBLICACIÓN DE DISPOSICIONES.;En materia de régimen jurídico, a la Secretaria General Técnica le compete, en primer término, el conocimiento y la preparación de los asuntos que el titular del Área de Gobierno eleve a la Junta de Gobierno o  al Pleno del Ayuntamiento de Madrid.  Corresponde también a este centro directivo tramitar y proponer la resolución de los recursos administrativos formulados contra los actos administrativos adoptados por los órganos superiores en los ámbitos competenciales del Área de Gobierno.  Igualmente ha de facilitar la documentación e información que requieran los Tribunales de Justicia con ocasión de los recursos interpuestos en vía jurisdiccional sobre materias competencia del Área de Gobierno, así como dar cumplimiento a las Sentencias y demás resoluciones que aquellos dicten.  Por último, la Secretaría General Técnica presta asesoramiento jurídico al titular del Área de Gobierno y se encarga de emitir los informes jurídicos que le soliciten el resto de Centros Directivos del Área.  En su conjunto, buena parte de las previsiones para el año 2012 se han cumplido, siendo rebasadas en exceso las correspondientes a las propuestas de acuerdos que se han elevado a la Junta de Gobierno y al Pleno, y a la propuesta de resolución de recursos,  Por el contrario, no se ha alcanzado el número previsto en indicadores como informes jurídicos emitidos, remisión de expedientes a los tribunales, ejecución de resoluciones judiciales y gestión de anuncios en el tablón de edictos. Todos estos indicadores dependen en su ejecución de factores externos a la propia Secretaria General Técnica, como son los resultados de la actividad jurisdiccional o las peticiones de otros Centros directivos.
001075;43110;01;INNOVACIÓN Y TRANSFORMACIÓN DE LA RED DE MERCADOS DE MADRID ;"El presupuesto municipal destinado en el ejercicio 2012 a la ejecución del Plan de Innovación y Transformación de los mercados de Madrid, 814.959 euros, ha permitido incidir en las tres líneas estratégicas del mismo: rehabilitación física y renovación estructural y funcional de estos equipamientos a través de la ejecución de obras en los mercados y sus locales; mejora de la gestión y promoción de su imagen y oferta.  Se han ejecutado obras de rehabilitación en instalaciones generales y locales de 8 mercados y actuaciones puntuales en locales de otros 5, todas ellas cofinanciadas por el Ayuntamiento de Madrid a través de la concesión de 28 subvenciones de capital por un importe total 714.538 euros. Con la ejecución de estos proyectos, que han supuesto una inversión subvencionable total de 2.381.793 euros, no solo se ha mejorado el estado de conservación y equipamiento de los inmuebles de titularidad municipal sino que, además, se ha ampliado, diversificado y mejorado su oferta comercial  y de servicios a los ciudadanos.  El importe destinado al desarrollo de acciones de promoción y publicidad de los mercados en 2012 ha ascendido a 100.423 euros, distribuidos entre campañas y acciones de promoción institucional (organización de conciertos en mercados, campañas de promoción en mobiliario urbano y autobuses, difusión de la red de mercados y su oferta comercial y campañas específicas de promoción como la Semana de la Fruta en los Mercados de Madrid) y la concesión de 6 subvenciones a otras tantas entidades para el desarrollo de acciones de promoción por la iniciativa privada.  Los mercados han visto agilizados los aspectos relacionados con su gestión tras la adecuación a la nueva Ordenanza de Mercados, en vigor desde el 2011. Por otra parte se mantiene la colaboración con los concesionarios y comerciantes de los mercados, a través del cauce ordinario de comunicación institucional y administrativa."
001075;43110;02;DINAMIZACIÓN DEL COMERCIO DE PROXIMIDAD;"El presupuesto municipal destinado a la dinamización del comercio de proximidad, cuyo importe total ha ascendido a 479.082 euros, ha permitido desarrollar, en colaboración  con las entidades representativas de los empresarios del sector comercial, iniciativas dirigidas a la consecución de los objetivos que se desprenden de los indicadores fijados para el ejercicio 2012: promoción de Madrid como destino de compras;  consolidación de las zonas comerciales de los barrios como lugares de referencia para las compras de sus vecinos; fomento del asociacionismo y potenciación de la mejora de la competitividad a través de la formación específica de trabajadores y empresarios del sector.  Continuando con la política de incentivación de la colaboración público privada para el desarrollo de las actuaciones de apoyo y dinamización del comercio, el mayor esfuerzo presupuestario en esta materia se ha dirigido a la octava edición de la 'convocatoria de subvenciones para la dinamización del comercio de proximidad, el fomento del asociacionismo y la formación en el sector comercial', que ha permitido financiar 32 proyectos a los que se han destinado  242.603 euros (21 proyectos de promoción de zonas comerciales y 11 proyectos de dinamización de sectores comerciales, fomento del asociacionismo y formación en el sector).  Entre las medidas directas de dinamización comercial, a cuya ejecución se han destinado 199.613,79 euros, destacan la promoción  de las zonas comerciales de mayor atractivo turístico de Madrid como un gran 'paseo de compras' y varias campañas relacionadas con el posicionamiento de Madrid como una de las principales capitales del comercio y la moda : la Vogue Fashion's Night, la Cosmopolitan Fashion's Week o el Madrid Sunday Shoping. También se ha continuado con el programa de reconocimiento a los comercios centenarios de la ciudad y se ha celebrado la  II Feria del Comercio para la dinamización del distrito de Villaverde.  La ejecución de un número de proyectos de promoción de zonas comerciales y dinamización de sectores comerciales por asociaciones de comerciantes ha sido ligeramente inferior a la prevista como consecuencia de una demanda de la iniciativa privada menor a la esperada. No obstante, esta minoración se ha compensado con un incremento del número de proyectos de carácter institucional dirigidos a la consecución de los mismos objetivos.  Respecto a las ayudas a la constitución de nuevas asociaciones, la diferencia entre lo ejecutado y lo previsto se debe a la limitación a 1  proyecto de la demanda por el sector para este tipo de actuación.  Además, ha continuado el esfuerzo dirigido a promover y facilitar la formación específica de comerciantes y empresarios del sector comercial, tanto a través del mantenimiento de las ayudas a Asociaciones de Comerciantes para la organización de actividades formativas, anteriormente mencionadas, como de la programación de actividades formativas de la Escuela de Innovación para el Comercio del Ayuntamiento de Madrid, que en 2012 ha contado con un presupuesto de 78.075  euros que ha permitido impartir 55 acciones formativas específicas para el sector comercial"
001075;43110;03;MODERNIZACIÓN DEL MARCO REGULADOR DE LA ACTIVIDAD COMERCIAL; En 2012 las actuaciones de la Dirección General de Comercio y Desarrollo Económico en relación con la venta ambulante se han centrado en el estudio de nuevas posibilidades y modalidades de venta ambulante en la vía pública.  A su vez ha continuado la acción sancionadora y la lucha contra la venta ambulante ilegal a través de la incoación de expedientes sancionadores en colaboración con la Policía Municipal.  Las actuaciones en el ámbito sancionador han tenido como consecuencia, además de la imposición de las sanciones correspondientes, el decomiso de una gran cantidad de productos puestos a la venta sin autorización, con el consiguiente beneficio en los derechos de los consumidores y usuarios, y en los de los comerciantes que ejercen la actividad propia de la venta ambulante de manera lícita. Los decomisos y retirada de la venta ilegal han tenido incidencia, sobre todo, en alimentos y bebidas, flores y plantas, reproducciones audiovisuales, complementos, bisutería, perfumería, y juguetes.  El numero de expedientes sancionadores incoados esta condicionado por el número de intervenciones en esta materia realizadas por la Policía Municipal.
001075;43310;01;Fomentar y divulgar el conocimiento de la economía de Madrid;"Objetivos  FOMENTAR Y DIVULGAR EL CONOCIMIENTO DE LA ECONOMÍA DE MADRID  En 2012 se afianzó la tarea del análisis de la coyuntura dentro del Observatorio. De esta manera los informes de carácter coyuntural han sido 16 publicaciones específicas y 32 de carácter sintético.  También se realizaron diferentes informes de situación económica para facilitar la evaluación de las empresas de rating sobre la deuda de la Ciudad de Madrid, en una línea similar al informe que anualmente se realiza para acompañar, como Memoria Económica, a los presupuestos del Ayuntamiento de Madrid.  También dentro de esta línea, pero ya en un plano más específico de estudios en profundidad, se procedió a una nueva contratación con la Fundación General Universitaria, para la elaboración de informes sobre la situación y perspectivas de la economía de la ciudad, de la que se derivan dos publicaciones al año, de periodicidad semestral.  El Barómetro de Economía continuó con su dinámica habitual de elaborar y publicar un número cada trimestre, hasta llegar a los cuatro marcados, en los que, aparte de los correspondientes análisis de coyuntura en cada número, se realizaron 14 estudios sobre distintos aspectos a lo largo del año. Se ejecutó el 100% del importe autorizado para esta publicación.  Dentro de esta línea de investigación en profundidad, también se realizó el Informe Anual Madrid Economía 2012 y se iniciaron los trabajos para la realización de la Estructura Económica de la Ciudad de Madrid, contratando a los reconocidos especialistas de su campo para que realicen un análisis sobre distintos aspectos de la Ciudad de Madrid con los que realizar la citada estructura.  Se continuó con la tarea emprendida en el año 2008 de elaboración del Barómetro de Empleo, en colaboración con la Agencia para el Empleo, con el fin de realizar un seguimiento del mercado de trabajo, además de profundizar en distintos aspectos de la materia. Concretamente se realizaron cuatro investigaciones sobre el sector textil y de la moda en la Ciudad de Madrid, el empleo de los servicios avanzados en la ciudad de Madrid, necesidades formativas de los desempleados, y empleo de los jóvenes en la crisis económica.  Asimismo, se continuó con la colaboración con el Instituto Municipal de Consumo para la elaboración del Barómetro de Consumo, con la finalidad de realizar estudios sobre la situación del consumo en la Ciudad. Para ello se realizaron informes sobre La satisfacción del consumidor con el sector de los servicios de energía; y, sobre, los hábitos de compra y movilidad en la Ciudad de Madrid. Además, se analizaron  diferentes actuaciones emprendidas por el Instituto Municipal de Consumo en defensa de los derechos del consumidor.  Por último, y dentro de la programación establecida en la Red de Observatorios, se celebraron en las ciudades de Roma y Madrid, sendas  Mesas Sectoriales y un Taller temático en la ciudad de Quito. Además se elaboraron tres estudios: Servicios a la Población; Servicios Avanzados; e Inmigración y Empleo.  A modo de resumen puede decirse que, a lo largo del año 2012, el Observatorio Económico ha llevado a cabo un total de 16 publicaciones, lo que viene a superar el objetivo marcado, que era alcanzar las 10 publicaciones:  -,,Cuatro números del Barómetro de Economía -,,Cuatro  números del Barómetro de Empleo -,,Dos números del Barómetro de Consumo -,,Un número de Situación y Perspectivas Económicas Ciudad de Madrid. -,,Memoria Económica. Presupuestos Generales 2012. -,,Madrid Economía 2012. -,,Informe sobre Servicios a la Población. -,,Informe sobre los Servicios Avanzados. -,,Informe sobre la Inmigración y Empleo  Por último, en lo que se refiere a la celebración de jornadas divulgativas sobre la economía de Madrid, también se celebraron tres jornadas encaminadas a detectar y difundir las necesidades formativas de los trabajadores de diferentes sectores tendentes a reforzar la competitividad de las empresas y la generación de un empleo estable y de calidad. En ellas han participado empresas, instituciones, agentes sociales, etc. En concreto, los sectores analizados fueron: Industria Agroalimentaria; Actividades Culturales; y Textil y Moda. Con la celebración de estas tres mesas de trabajo, más las cuatro  actuaciones relacionadas con la Red de Observatorios, en Madrid, Roma y Quito y las dos mesas locales, de Servicios Maduros y de Servicios Avanzados, se ha superado ampliamente la previsión marcada, que era la de celebrar un acto de este tipo."
001075;43310;02;Desarrollar una estrategia internacional de la ciudad con el fin de mejorar su posicionamiento, su competitividad y su atractivo.;A lo largo de 2012 se elaboró el Plan Estratégico de Posicionamiento Internacional de Madrid para el periodo 2012-2015. El documento fue elaborado y coordinado desde Estrategia Internacional con la participación de las diferentes Áreas de Gobierno, organismos y entes municipales así como numerosas empresas y organizaciones internacionales relacionadas interesadas en la mejora de la competitividad internacional de la ciudad.  Uno de los proyectos desarrollados a partir de la estrategia diseñada ha sido el de la creación de un Catálogo de Buenas Prácticas de la ciudad de Madrid. El objetivo del catálogo es dar a conocer aquellas actuaciones municipales que puedan servir como referente a otras ciudades o administraciones, así como el de hacer público para toda la ciudadanía los proyectos más innovadores de la ciudad.  La participación en foros y eventos internacionales que capten la atención de prescriptores y líderes de opinión es una herramienta clave para el posicionamiento internacional, que permite además una mayor difusión de las buenas prácticas urbanas. Por esto, se ha desarrollado una agenda anual integrada donde se identifican los foros y eventos de mayor repercusión internacional en diferentes ámbitos, así como la realización de una gestión coordinada de forma transversal a todas las Áreas del Ayuntamiento. En 2012 se identificaron más de 500 actividades relacionadas con el ámbito internacional municipal.  En 2012 se continuó con el estudio de los rankings internacionales de ciudades, herramienta de gran importancia para conocer los resultados de las actuaciones de posicionamiento internacional y la competitividad y el atractivo de la ciudad de Madrid en la esfera mundial. En este sentido, se destaca el buen resultado obtenido en el informe ' Cities of Opportunity 2012' quinta edición del ranking elaborado conjuntamente por Price Waterhouse Coopers y la ciudad de Nueva York en el que la capital de España mantiene su posición como quinta urbe europea y la decimoquinta del mundo entre las que cuentan con mayor proyección económica y social de futuro. Con el fin de mejorar la comunicación sobre la actividad de la ciudad, se ha elaborado un boletín con las noticias internacionales más relevantes de Madrid, así como la posición de la ciudad en los principales índices de ciudades del mundo y los eventos internacionales más destacados. En noviembre se publicó la primera edición de esta newsletter digital. Los contenidos se pueden consultar tanto en español como en inglés. Sin duda la conectividad es uno de los factores clave para el posicionamiento internacional de cualquier ciudad. La conectividad de Madrid cuenta con unos excelentes niveles especialmente en cuanto a conectividad interna en la ciudad y conectividad externa por carretera, tren y avión.  Con el fin de mejorar las conexiones aéreas de la ciudad, especialmente con regiones de la zona de Asia Pacífico, y mantener y potenciar continuamente este potente hub internacional que es el aeropuerto de Barajas, en 2012 se ha constituido un grupo de trabajo dedicado a la promoción de los enlaces aéreos en Madrid compuesto por representantes de la Comunidad, el Ayuntamiento y la Cámara Oficial de Comercio e Industria de Madrid, de Turespaña y de Aena Aeropuertos. A lo largo de la elaboración del plan estratégico de posicionamiento internacional de Madrid 2012 2015, se detectaron unas zonas de especial interés sobre las que se hacía muy adecuado poner en marcha una serie de actuaciones específicas.  Así, Estados Unidos, en la actualidad, constituye la mayor potencia mundial en cuanto a niveles de innovación y desarrollo humano. Por estas razones, en Madrid se ha creído necesario crear un nuevo plan que recoja los esfuerzos coordinados de actuación de Madrid con Estados Unidos, con el que atraer turismo, estar al lado en la vanguardia tecnológica y la innovación y desarrollar oportunidades de negocio. En el año 2012 se avanzó en la revisión del anterior y diseño de un nuevo Plan USA.
001075;43310;03;Conseguir y consolidar la participación empresarial en proyectos de la Ciudad de Madrid.;En el año 2012 se ha trabajado para desarrollar las herramientas jurídicas,  informáticas, de consultoría y de comercialización necesarias para conseguir el  fomento, el impulso y coordinación de las acciones de patrocinio, programas y plataformas de participación empresarial con instituciones y entidades de carácter público o privado, tanto en actividades singulares como en aquellas incluidas en planes y programas de actuación a largo plazo, desarrollados por las diferentes unidades del Ayuntamiento de Madrid. En este sentido en el año 2012 se han desarrollado las siguientes acciones y proyectos: Proyectos Estratégicos.  'El 19 de diciembre se ha aprobado la Ordenanza reguladora de los patrocinios privados de Actividades Municipales del Ayuntamiento de Madrid,  realizándose también  las gestiones con las Áreas de Gobierno durante los últimos dos meses del año para poder aprobar en el mes de enero el Programa Anual de Patrocinios del Ayuntamiento de Madrid 2013'.  'En diciembre se aprobó la Ordenanza Fiscal Reguladora de la Tasa por Utilización Privativa o Aprovechamiento Especial del Dominio Público Local para el Desarrollo de Acciones Publicitaria Especiales. En este contexto se han realizado los trabajos de desarrollo del Catálogo de Espacios para el desarrollo de actividades de street marketing y se ha colaborado con la Coordinación de actos Públicos  en el desarrollo del nuevo Procedimiento de Solicitud y Autorización para Peticiones Genéricas de Ocupación de la Vía Pública'.  'Se ha realizado el diseño y planificación del Foro de Empresas por Madrid incorporado en el programa Operativo de Gobierno 2011-2015 del Ayuntamiento de Madrid. Su misión es Compartir conocimientos, potenciar sinergias, sumar recursos entre el Ayuntamiento de Madrid y el tejido empresarial comprometido con la ciudad de Medir para el desarrollo de una estrategia de ciudad que redunde en la creación de valor añadido para ambas partes y como beneficiario final al ciudadano en un marco sostenible'.  'Se ha diseñado y desarrollado la Plataforma Tecnológica para la Participación Empresarial de forma que a través de AYRE se pueda disponer de una herramienta informática que permita gestionar la cooperación público-privada en el Ayuntamiento de Madrid'.  Programas de Patrocinio Los principales Programas de patrocinio que se han diseñado, gestionado y materializado son los siguientes: 'Programa de Patrocinio para la candidatura Olímpica Madrid 2020'.  'Modelo de Participación Empresarial en el Área de Deportes'. 'Gastrofestival 2012'. 'Madrid Sunday Shopping by S Moda 2012'. 'Vogue Fashion Night Out 2012'. 'DecorAccion 2012'. 'Alumbrado Navideño - Programa de Patrocinio de Abetos'. 'Navidad 2012'. 'Desarrollo de Programas de Patrocinio en Colaboración con Juntas de Distrito'.
