Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real;
;;001;100;91240;62500;2023/004054;2023/004054;PRÓRROGA CRÉDITO 001100/91240/62500;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;10000;-10000;0;0;0;0;0;0;0;0;
;;001;100;91240;62599;2023/004055;2023/004055;PRÓRROGA CRÉDITO 001100/91240/62599;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4490;-4490;0;0;0;0;0;0;0;0;
;;001;102;49102;64100;2023/004056;2023/004056;PRÓRROGA CRÉDITO 001102/49102/64100;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;90500;-90500;0;0;0;0;0;0;0;0;
;;001;102;92012;62302;2023/000019;2023/000019;EQUIPAMIENTO SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;5000;5000;1975;0;3025;3025;3025;0;3025;
;;001;102;92012;62599;2023/000019;2023/000019;EQUIPAMIENTO SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;15000;15000;820,01;0;14179,99;14179,99;14179,99;0;14179,99;
;;001;102;92012;62601;2023/000019;2023/000019;EQUIPAMIENTO SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;3400;3400;60,4;0;3339,6;2534,32;2534,32;0;2534,32;
;;001;102;92012;62500;2023/000022;2023/000022;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDIA. MOBILIARIO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;20000;20000;7805,9;0;12194,1;12194,1;12194,1;0;12194,1;
;;001;102;92012;63500;2023/000022;2023/000022;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDIA. MOBILIARIO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;1000;1000;1000;0;0;0;0;0;0;
;;001;102;92012;63200;2023/000025;2023/000025;EDIFICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. OBRAS DE REFORMA;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;1237,32;1237,32;1237,32;0;0;0;0;0;0;
;;001;102;92012;63200;2023/000025;2023/010025;EDIFICIOS PLAZA DE LA VILLA, 5 Y 6. OBRAS DE VENTILACIÓN DE SÓTANOS;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;3762,68;3762,68;0;0;3762,68;3762,68;3762,68;0;0;
;;001;102;92012;63301;2023/000026;2023/000026;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. INSTALACIONES DE SEGURIDAD Y OTRAS TÉCNICAS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;110000;110000;18124,29;24290,99;67584,72;67584,72;67420,55;0;66950,6;
;;001;102;92012;60900;2023/000117;2023/000117;EDIFICIO PLAZA DE LA VILLA. BIENES PATRIMONIO HISTÓRICO, ARTÍSTICO Y CULTURAL;201;CENTRO;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;;;;;;;0;1000;1000;1000;0;0;0;0;0;0;
;;001;102;92012;60900;2023/004057;2023/004057;PRÓRROGA CRÉDITO 001102/92012/60900;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15765;-15765;0;0;0;0;0;0;0;0;
;;001;102;92012;62301;2023/004058;2023/004058;PRÓRROGA CRÉDITO 001102/92012/62301;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;37000;-37000;0;0;0;0;0;0;0;0;
;;001;102;92012;62302;2023/004059;2023/004059;PRÓRROGA CRÉDITO 001102/92012/62302;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;6500;-6500;0;0;0;0;0;0;0;0;
;;001;102;92012;62500;2023/004060;2023/004060;PRÓRROGA CRÉDITO 001102/92012/62500;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;24000;-24000;0;0;0;0;0;0;0;0;
;;001;102;92012;62599;2023/004061;2023/004061;PRÓRROGA CRÉDITO 001102/92012/62599;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;17800;-17800;0;0;0;0;0;0;0;0;
;;001;102;92012;63200;2023/004062;2023/004062;PRÓRROGA CRÉDITO 001102/92012/63200;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;35000;-35000;0;0;0;0;0;0;0;0;
;;001;102;92012;63500;2023/004064;2023/004064;PRÓRROGA CRÉDITO 001102/92012/63500;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1000;-1000;0;0;0;0;0;0;0;0;
;;001;110;92010;62302;2023/000318;2023/000318;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;218,31;218,31;0;0;218,31;218,31;218,31;0;218,31;
;;001;110;92010;62599;2023/000318;2023/000318;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;908,45;908,45;0;0;908,45;908,45;908,45;0;908,45;
;;001;110;92010;62301;2023/004065;2023/004065;PRÓRROGA CRÉDITO 001110/92010/62301;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;9000;-9000;0;0;0;0;0;0;0;0;
;;001;110;92010;62500;2023/004066;2023/004066;PRÓRROGA CRÉDITO 001110/92010/62500;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4496;-4496;0;0;0;0;0;0;0;0;
;;001;110;92010;62599;2023/004067;2023/004067;PRÓRROGA CRÉDITO 001110/92010/62599;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4800;-4800;0;0;0;0;0;0;0;0;
;;001;110;92010;62600;2023/004068;2023/004068;PRÓRROGA CRÉDITO 001110/92010/62600;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15000;-15000;0;0;0;0;0;0;0;0;
;;001;110;92010;63200;2023/004069;2023/004069;PRÓRROGA CRÉDITO 001110/92010/63200;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;14000;-14000;0;0;0;0;0;0;0;0;
;;001;111;92013;64100;2023/004070;2023/004070;PRÓRROGA CRÉDITO 001111/92013/64100;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;163000;-163000;0;0;0;0;0;0;0;0;
;;001;111;92401;62599;2023/004071;2023/004071;PRÓRROGA CRÉDITO 001111/92401/62599;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;01;PARTICIPACIÓN CIUDADANA;;;;;;;6000;-6000;0;0;0;0;0;0;0;0;
;;001;111;92401;62600;2023/004072;2023/004072;PRÓRROGA CRÉDITO 001111/92401/62600;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;01;PARTICIPACIÓN CIUDADANA;;;;;;;600;-600;0;0;0;0;0;0;0;0;
;;001;111;92401;64100;2023/004073;2023/004073;PRÓRROGA CRÉDITO 001111/92401/64100;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;01;PARTICIPACIÓN CIUDADANA;;;;;;;200000;-200000;0;0;0;0;0;0;0;0;
;;001;111;92501;62500;2023/004074;2023/004074;PRÓRROGA CRÉDITO 001111/92501/62500;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;130000;-130000;0;0;0;0;0;0;0;0;
;;001;111;92501;62599;2023/004075;2023/004075;PRÓRROGA CRÉDITO 001111/92501/62599;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;18150;-18150;0;0;0;0;0;0;0;0;
;;001;111;92501;62901;2023/004076;2023/004076;PRÓRROGA CRÉDITO 001111/92501/62901;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;18150;-18150;0;0;0;0;0;0;0;0;
;;001;111;92501;63500;2023/004077;2023/004077;PRÓRROGA CRÉDITO 001111/92501/63500;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;70000;-70000;0;0;0;0;0;0;0;0;
;;001;111;92501;63599;2023/004078;2023/004078;PRÓRROGA CRÉDITO 001111/92501/63599;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;12850;-12850;0;0;0;0;0;0;0;0;
;;001;111;92501;63901;2023/004079;2023/004079;PRÓRROGA CRÉDITO 001111/92501/63901;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;15150;-15150;0;0;0;0;0;0;0;0;
;;001;120;13000;63200;2021/000399;2021/000399;PARQUE DE BOMBEROS Nº 5. OBRAS DE REFORMA INTEGRAL;212;USERA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0;2398535,26;2398535,26;0,5;0;2398534,76;2398534,76;2398533,93;0;1997631,54;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;120;13000;63200;2021/000402;2021/000402;PARQUE DE BOMBEROS Nº 1. OBRAS DE REFORMA Y ADECUACIÓN;207;CHAMBERI;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0;359089,23;359089,23;250141,13;0;108948,1;108948,1;108948,09;0;108948,09;
;;001;120;13000;63200;2021/000406;2021/000406;EDIFICIO POLICÍA MUNICIPAL C/ PLOMO, 14. OBRAS DE REHABILITACIÓN PARCIAL;202;ARGANZUELA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;2091917,83;2091917,83;157,85;0;2091759,98;2091759,98;2091759,98;0;2091759,98;
;;001;120;13000;63200;2022/000416;2022/000416;CENTRO INTEGRADO DE SEGURIDAD Y EMERGENCIAS (CISEM). OBRAS DE REFORMA;204;SALAMANCA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0;423901,79;423901,79;100,95;0;423800,84;423800,84;423800,34;0;332362,32;
;;001;120;13000;63200;2022/000417;2022/000417;PARQUE DE BOMBEROS 8. OBRAS DE REFORMA;213;PUENTE DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0;139998,66;139998,66;0;0;139998,66;139998,66;139998,66;0;139998,66;
;;001;120;13000;63200;2022/000418;2022/000418;BASE 0 SAMUR-PROTECCIÓN CIVIL. OBRAS DE REFORMA;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;0;1753326,17;1753326,17;0;227545,13;1525781,04;1525781,04;1525194,8;0;1525194,8;
;;001;120;13000;63200;2022/000419;2022/000419;CENTRO INTEGRADO DE FORMACIÓN SEGURIDAD Y EMERGENCIAS. OBRAS DE REFORMA;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;213131,62;213131,62;1687,56;0;211444,06;211444,06;211444,06;0;211444,06;
;;001;120;13000;63200;2022/000423;2022/000423;UNIDAD INTEGRAL POLICÍA MUNICIPAL TETUÁN. OBRAS REFORMA AISLAMIENTO FACHADA;206;TETUAN;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;270178,26;270178,26;2152,9;0;268025,36;268025,36;268025,36;0;268025,36;
;;001;120;13000;63200;2022/000425;2022/000425;PARQUE 9 BOMBEROS. OBRAS PARA INSTALACIÓN DE CAMPA PROVISIONAL;208;FUENCARRAL-EL PARDO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0;1320526,74;1320526,74;0;0;1320526,74;1320526,74;1320526,74;0;1320526,74;
;;001;120;13000;63200;2022/001496;2022/001496;UNIDAD INTEGRAL POLICÍA CHAMBERÍ. SUBSANACIÓN DEFICIENCIAS INSPECCIÓN TÉCNICA EDIFICIOS;207;CHAMBERI;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;237849,89;237849,89;0;0;237849,89;237849,89;237849,89;0;237849,89;
;;001;120;13000;63200;2022/001684;2022/001684;EDIFICIO CALLE PRÍNCIPE DE VERGARA, 140. ADECUACIÓN DE ESPACIOS;205;CHAMARTIN;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;11976,7;11976,7;19,36;0;11957,34;11957,34;11957,34;0;11957,34;
;;001;120;13000;62500;2023/000317;2023/000317;SERVICIOS ÁREA DE GOBIERNO VICEALCALDÍA. MOBILIARIO Y EQUIPOS DE OFICINA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;19000;19000;19000;0;0;0;0;0;0;
;;001;120;13000;62302;2023/000318;2023/000318;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;181,69;181,69;181,69;0;0;0;0;0;0;
;;001;120;13000;62599;2023/000318;2023/000318;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;5091,55;5091,55;3716,76;0;1374,79;1374,79;1374,79;0;1374,79;
;;001;120;13000;63200;2023/000386;2023/000386;BASE SAMUR - PROTECCIÓN CIVIL C/ LA VID. OBRAS DE REFORMA APARCAMIENTO;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;0;294321,31;294321,31;0;0;294321,31;294321,31;294321,31;0;291071,15;
;;001;120;13000;63200;2023/001041;2023/001041;EDIFICIO MADRID MASTER. SUBSANACIÓN DEFICIENCIAS INSPECCIÓN TÉCNICA DE EDIFICIOS;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;100000;100000;0;0;100000;100000;99999,66;0;0;
;;001;120;13000;63200;2023/001333;2023/001333;PARQUE DE BOMBEROS Nº 5. REFORMA DEL CUERPO DELANTERO;212;USERA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0;701017,74;701017,74;0;0;701017,74;701017,74;701017,7;0;701017,7;
;;001;120;13000;63200;2023/001526;2023/001526;CENTRO INTEGRADO FORMACIÓN SEGURIDAD Y EMERGENCIAS. CONSERVACIÓN Y ACONDICIONAMIENTO INTERIOR;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;98437,21;98437,21;0;0;98437,21;98437,21;98437,13;0;98437,13;
;;001;120;13000;63200;2023/001530;2023/001530;PARQUE DE BOMBEROS Nº 9. OBRAS REFORMA Y AMPLIACIÓN EN SÓTANO, EDIFICIO GIMNASIO Y COCHERAS TRASERAS;208;FUENCARRAL-EL PARDO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0;151431,62;151431,62;108916,45;0;42515,17;42515,17;42512,81;0;42512,81;
;;001;120;13000;63200;2023/001531;2023/001531;UNIDAD INTEGRAL POLICÍA MUNICIPAL BARAJAS. SUSTITUCIÓN PARCIAL DE CUBIERTA;221;BARAJAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;130768,67;130768,67;0;0;130768,67;130768,67;130768,67;0;125180,9;
;;001;120;13000;63200;2023/001533;2023/001533;ESCUADRÓN DE LA POLICÍA MUNICIPAL. SUBSANACIÓN DEFICIENCIAS INSPECCIÓN TÉCNICA DE EDIFICIOS;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;38494,38;38494,38;0;0;38494,38;38494,38;38494,2;0;34994,93;
;;001;120;13000;63200;2023/001537;2023/001537;PARQUE DE BOMBEROS Nº 3. OBRAS DE ACONDICIONAMIENTO;201;CENTRO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0;47271,35;47271,35;0;0;47271,35;47271,35;44690,15;0;16984,99;
;;001;120;13000;63200;2023/004080;2023/004080;PRÓRROGA CRÉDITO 001120/13000/63200;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;4276510;-4276510;0;0;0;0;0;0;0;0;
;;001;120;13001;62601;2023/000013;2023/000013;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. EQUIPOS PARA PROCESO DE DATOS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;6050;6050;51,9;0;5998,1;5998,1;5998,1;0;0;
;;001;120;13001;63500;2023/000014;2023/000014;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. MOBILIARIO Y EQUIPOS DE OFICINA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;6000;6000;540,48;0;5459,52;5459,52;5459,52;0;5459,52;
;;001;120;13001;64100;2023/000018;2023/000018;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. APLICACIONES INFORMATICAS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;5000;5000;2728,26;0;2271,74;2271,74;2271,74;0;2271,74;
;;001;120;13001;62301;2023/004081;2023/004081;PRÓRROGA CRÉDITO 001120/13001/62301;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;14500;-14500;0;0;0;0;0;0;0;0;
;;001;120;13001;62500;2023/004082;2023/004082;PRÓRROGA CRÉDITO 001120/13001/62500;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;8000;-8000;0;0;0;0;0;0;0;0;
;;001;120;13001;62599;2023/004083;2023/004083;PRÓRROGA CRÉDITO 001120/13001/62599;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;10000;-10000;0;0;0;0;0;0;0;0;
;;001;120;13001;62601;2023/004084;2023/004084;PRÓRROGA CRÉDITO 001120/13001/62601;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;12800;-12800;0;0;0;0;0;0;0;0;
;;001;120;13001;63500;2023/004085;2023/004085;PRÓRROGA CRÉDITO 001120/13001/63500;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;18000;-18000;0;0;0;0;0;0;0;0;
;;001;120;13001;63600;2023/004086;2023/004086;PRÓRROGA CRÉDITO 001120/13001/63600;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;18000;-18000;0;0;0;0;0;0;0;0;
;;001;120;13001;64100;2023/004087;2023/004087;PRÓRROGA CRÉDITO 001120/13001/64100;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;24000;-24000;0;0;0;0;0;0;0;0;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;120;13201;62601;2021/001221;2021/001221;SERVICIOS RELACIONES INTERNACIONALES POLICÍA MUNICIPAL. EQUIPO INFORMÁTICO;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;10000;10000;1851,98;0;8148,02;8148,02;8148,02;0;8148,02;
