Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real
;;001;102;49102;64100;2023/004056;2023/004056;PRORRÓGA CRÉDITO 001102/49102/64100;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;90500,00;-90500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;102;92012;60900;2023/000117;2023/000117;EDIFICIO PLAZA DE LA VILLA. BIENES PATRIMONIO HISTÓRICO, ARTÍSTICO Y CULTURAL;201;CENTRO;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;;;;;;;0,00;1000,00;1000,00;1000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;102;92012;60900;2023/004057;2023/004057;PRORRÓGA CRÉDITO 001102/92012/60900;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15765,00;-15765,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;102;92012;62301;2023/004058;2023/004058;PRORRÓGA CRÉDITO 001102/92012/62301;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;37000,00;-37000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;102;92012;62302;2023/000019;2023/000019;EQUIPAMIENTOS SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;5000,00;5000,00;5000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;102;92012;62302;2023/004059;2023/004059;PRORRÓGA CRÉDITO 001102/92012/62302;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;6500,00;-6500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;102;92012;62500;2023/000022;2023/000022;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDIA. MOBILIARIO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;20000,00;20000,00;20000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;102;92012;62500;2023/004060;2023/004060;PRORRÓGA CRÉDITO 001102/92012/62500;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;24000,00;-24000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;102;92012;62599;2023/000019;2023/000019;EQUIPAMIENTOS SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;15000,00;15000,00;15000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;102;92012;62599;2023/004061;2023/004061;PRORRÓGA CRÉDITO 001102/92012/62599;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;17800,00;-17800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;102;92012;63200;2023/000025;2023/000025;EDIFICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. OBRAS DE REFORMA;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;5000,00;5000,00;5000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;102;92012;63200;2023/004062;2023/004062;PRORRÓGA CRÉDITO 001102/92012/63200;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;35000,00;-35000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;102;92012;63500;2023/000022;2023/000022;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDIA. MOBILIARIO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;1000,00;1000,00;1000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;102;92012;63500;2023/004064;2023/004064;PRORRÓGA CRÉDITO 001102/92012/63500;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1000,00;-1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;110;92010;62301;2023/004065;2023/004065;PRORRÓGA CRÉDITO 001110/92010/62301;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;9000,00;-9000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;110;92010;62500;2023/000317;2023/000317;SERVICIOS ÁREA DE GOBIERNO VICEALCALDÍA. MOBILIARIO Y EQUIPOS DE OFICINA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;19000,00;19000,00;19000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;110;92010;62500;2023/004066;2023/004066;PRORRÓGA CRÉDITO 001110/92010/62500;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4496,00;-4496,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;110;92010;62599;2023/000318;2023/000318;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;6000,00;6000,00;6000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;110;92010;62599;2023/004067;2023/004067;PRORRÓGA CRÉDITO 001110/92010/62599;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4800,00;-4800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;110;92010;62600;2023/004068;2023/004068;PRORRÓGA CRÉDITO 001110/92010/62600;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15000,00;-15000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;110;92010;63200;2023/004069;2023/004069;PRORRÓGA CRÉDITO 001110/92010/63200;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;14000,00;-14000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;111;92013;64100;2023/000076;2023/000076;DESARROLLO NUEVAS FUNCIONALIDADES SISTEMA INFORMÁTICO PARA GESTIÓN DE PROTECCIÓN DE DATOS;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;300000,00;300000,00;7585,94;0,00;292414,06;0,00;0,00;0,00;0,00
;;001;111;92013;64100;2023/004070;2023/004070;PRORRÓGA CRÉDITO 001111/92013/64100;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;163000,00;-163000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;111;92401;62599;2023/004071;2023/004071;PRORRÓGA CRÉDITO 001111/92401/62599;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;01;PARTICIPACIÓN CIUDADANA;;;;;;;6000,00;-6000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;111;92401;62600;2023/004072;2023/004072;PRORRÓGA CRÉDITO 001111/92401/62600;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;01;PARTICIPACIÓN CIUDADANA;;;;;;;600,00;-600,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;111;92401;64100;2023/004073;2023/004073;PRORRÓGA CRÉDITO 001111/92401/64100;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;01;PARTICIPACIÓN CIUDADANA;;;;;;;200000,00;-200000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;111;92501;62500;2023/004074;2023/004074;PRORRÓGA CRÉDITO 001111/92501/62500;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;130000,00;-130000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;111;92501;62599;2023/004075;2023/004075;PRORRÓGA CRÉDITO 001111/92501/62599;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;18150,00;-18150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;111;92501;62901;2023/004076;2023/004076;PRORRÓGA CRÉDITO 001111/92501/62901;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;18150,00;-18150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;111;92501;63500;2023/004077;2023/004077;PRORRÓGA CRÉDITO 001111/92501/63500;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;70000,00;-70000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;111;92501;63599;2023/004078;2023/004078;PRORRÓGA CRÉDITO 001111/92501/63599;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;12850,00;-12850,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;111;92501;63901;2023/004079;2023/004079;PRORRÓGA CRÉDITO 001111/92501/63901;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;15150,00;-15150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13000;63200;2021/000399;2021/000399;PARQUE DE BOMBEROS Nº 5. OBRAS DE REFORMA INTEGRAL;212;USERA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;3099553,00;3099553,00;1100885,03;0,00;1998667,97;1998667,97;0,00;0,00;0,00
;;001;120;13000;63200;2021/000406;2021/000406;EDIFICIO POLICÍA MUNICIPAL C/ PLOMO, 14. OBRAS DE REHABILITACIÓN PARCIAL;202;ARGANZUELA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;2500215,00;2500215,00;399000,11;0,00;2101214,89;2101214,89;0,00;0,00;0,00
;;001;120;13000;63200;2021/000447;2021/000447;ESCUADRÓN DE LA POLICÍA MUNICIPAL. OBRAS REFORMA PICADERO;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;187000,00;187000,00;187000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13000;63200;2022/000416;2022/000416;CENTRO INTEGRADO DE SEGURIDAD Y EMERGENCIAS (CISEM). OBRAS DE REFORMA;204;SALAMANCA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;428799,00;428799,00;96436,18;0,00;332362,82;332362,82;4257,61;0,00;0,00
;;001;120;13000;63200;2022/000418;2022/000418;BASE 0 SAMUR-PROTECCIÓN CIVIL. OBRAS DE REFORMA;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;0,00;1753195,00;1753195,00;227546,38;0,00;1525648,62;1525648,62;0,00;0,00;0,00
;;001;120;13000;63200;2022/000419;2022/000419;CENTRO INTEGRADO DE FORMACIÓN SEGURIDAD Y EMERGENCIAS. OBRAS DE REFORMA;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;356998,50;356998,50;140666,00;0,00;216332,50;216332,50;0,00;0,00;0,00
;;001;120;13000;63200;2022/000423;2022/000423;UNIDAD INTEGRAL POLICÍA MUNICIPAL TETUÁN. OBRAS REFORMA AISLAMIENTO FACHADA;206;TETUAN;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;317036,00;317036,00;43358,47;0,00;273677,53;273677,53;0,00;0,00;0,00
;;001;120;13000;63200;2022/000425;2022/000425;PARQUE 9 BOMBEROS. OBRAS PARA INSTALACIÓN DE CAMPA PROVISIONAL;208;FUENCARRAL-EL PARDO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;900290,00;900290,00;237205,16;0,00;663084,84;663084,84;23279,55;0,00;0,00
;;001;120;13000;63200;2022/001496;2022/001496;UNIDAD INTEGRAL POLICÍA CHAMBERÍ. SUBSANACIÓN DEFICIENCIAS INSPECCIÓN TÉCNICA EDIFICIOS;207;CHAMBERI;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;269642,00;269642,00;153604,30;0,00;116037,70;116037,70;0,00;0,00;0,00
;;001;120;13000;63200;2022/001684;2022/001684;EDIFICIO CALLE PRÍNCIPE DE VERGARA, 140. ADECUACIÓN DE ESPACIOS;205;CHAMARTIN;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;9556,70;9556,70;0,00;0,00;9556,70;9556,70;0,00;0,00;0,00
;;001;120;13000;63200;2023/000384;2023/000384;ESCUADRÓN DE LA POLICÍA MUNICIPAL. OBRAS REFORMA DE LA CANTINA;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;200000,00;200000,00;200000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13000;63200;2023/000386;2023/000386;BASE SAMUR - PROTECCIÓN CIVIL C/ LA VID. OBRAS DE REFORMA APARCAMIENTO;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;0,00;29200,00;29200,00;29200,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13000;63200;2023/000387;2023/000387;UNIDAD INTEGRAL POLICÍA MUNICIPAL USERA. OBRAS DE REHABILITACIÓN;212;USERA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;400000,00;400000,00;400000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13000;63200;2023/004080;2023/004080;PRORRÓGA CRÉDITO 001120/13000/63200;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;4276510,00;-4276510,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13001;62301;2023/004081;2023/004081;PRORRÓGA CRÉDITO 001120/13001/62301;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;14500,00;-14500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13001;62500;2023/004082;2023/004082;PRORRÓGA CRÉDITO 001120/13001/62500;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;8000,00;-8000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13001;62599;2023/004083;2023/004083;PRORRÓGA CRÉDITO 001120/13001/62599;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;10000,00;-10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13001;62601;2023/004084;2023/004084;PRORRÓGA CRÉDITO 001120/13001/62601;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;12800,00;-12800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13001;63500;2023/000014;2023/000014;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. MOBILIARIO Y EQUIPOS DE OFICINA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;6000,00;6000,00;6000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13001;63500;2023/004085;2023/004085;PRORRÓGA CRÉDITO 001120/13001/63500;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;18000,00;-18000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13001;63600;2023/004086;2023/004086;PRORRÓGA CRÉDITO 001120/13001/63600;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;18000,00;-18000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13001;64100;2023/000018;2023/000018;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. APLICACIONES INFORMATICAS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;5000,00;5000,00;5000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13001;64100;2023/004087;2023/004087;PRORRÓGA CRÉDITO 001120/13001/64100;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;24000,00;-24000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13201;62300;2023/004088;2023/004088;PRORRÓGA CRÉDITO 001120/13201/62300;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;11500,00;-11500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13201;62301;2023/000364;2023/000364;EDIFICIO ALMACÉN VESTUARIO POLICÍA MUNICIPAL C/ OLIMPO, 35. CLIMATIZACIÓN SALA VIGILANCIA;216;HORTALEZA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;3630,00;3630,00;3630,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13201;62301;2023/004089;2023/004089;PRORRÓGA CRÉDITO 001120/13201/62301;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;37000,00;-37000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13201;62302;2023/004090;2023/004090;PRORRÓGA CRÉDITO 001120/13201/62302;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;24450,00;-24450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13201;62400;2023/004091;2023/004091;PRORRÓGA CRÉDITO 001120/13201/62400;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;802744,00;-802744,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13201;62500;2023/004092;2023/004092;PRORRÓGA CRÉDITO 001120/13201/62500;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;497400,00;-497400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13201;62599;2023/004093;2023/004093;PRORRÓGA CRÉDITO 001120/13201/62599;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;850,00;-850,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13201;62601;2023/004094;2023/004094;PRORRÓGA CRÉDITO 001120/13201/62601;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;232800,00;-232800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13201;62999;2023/000001;2023/000001;EQUIPAMIENTO AUDIOVISUAL PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;118746,00;118746,00;24592,80;0,00;94153,20;94153,20;0,00;0,00;0,00
;;001;120;13201;62999;2023/004095;2023/004095;PRORRÓGA CRÉDITO 001120/13201/62999;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;1392944,00;-1392944,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;120;13201;63200;2023/000002;2023/000002;EDIFICIO POLICÍA MUNICIPAL AVENIDA PRINCIPAL, 6. OBRAS ACONDICIONAMIENTO SALÓN DE ACTOS;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;237624,47;237624,47;0,00;0,00;237624,47;0,00;0,00;0,00;0,00
