Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado;Pagos Real
;;001;002;91230;63600;2019/000244;2019/000244;EQUIPAMIENTO SERVICIOS SECRETARÍA GENERAL DEL PLENO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;110000,00;-1500,00;108500,00;12382,44;0,00;96117,56;70082,67;70082,67;0,00;70082,67
;;001;002;91240;62500;2019/000247;2019/000247;EQUIPAMIENTO SERVICIOS GRUPOS POLÍTICOS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;20000,00;0,00;20000,00;6984,09;0,00;13015,91;13015,91;6913,02;0,00;6784,17
;;001;002;91240;62599;2019/000247;2019/000247;EQUIPAMIENTO SERVICIOS GRUPOS POLÍTICOS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;7000,00;0,00;7000,00;3559,69;0,00;3440,31;3440,31;2194,76;0,00;1499,01
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;003;92222;62500;2018/001105;2018/001105;EQUIPAMIENTO OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;5675,05;5675,05;0,00;0,00;5675,05;5675,05;5675,03;0,00;5675,03
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;012;17101;61921;2018/005025;2018/005025;IFS-RECINTO FERIAL DE LA CASA DE CAMPO. MEJORA DEL PAISAJE;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;00;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;105305,65;105305,65;0,00;0,00;105305,65;58672,90;10285,00;0,00;10285,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;012;46300;62599;2018/006085;2018/006085;IFS-SERVICIOS INNOVACIÓN Y PROMOCIÓN DE LA CIUDAD. MOBILIARIO;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;35229,15;35229,15;0,00;0,00;35229,15;35229,15;35229,15;0,00;35229,15
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;012;46300;64099;2018/006000;2018/006000;IFS-TECNOLOGÍA INNOVADORA APLICADA A LA DISCAPACIDAD AUDITIVA SEVERA;998;VARIOS DISTRITOS;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;199045,00;199045,00;0,00;0,00;199045,00;199045,00;199045,00;0,00;199045,00
;;001;012;92012;62400;2019/000027;2019/000027;SERVICIOS GERENCIA DE LA CIUDAD. FURGONETAS DIVISION DE MONTAJES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;31067,92;31067,92;0,00;0,00;31067,92;31067,92;31067,92;0,00;31067,92
;;001;012;92012;62500;2019/000029;2019/000029;SERVICIOS GERENCIA DE LA CIUDAD. MOBILIARIO OFICINAS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;84529,55;84529,55;35530,60;0,00;48998,95;41072,08;0,00;0,00;0,00
;;001;012;92012;62599;2019/000024;2019/000024;SERVICIOS GERENCIA DE LA CIUDAD. ELEMENTOS AUDIOVISUALES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;115000,00;115000,00;33164,31;0,00;81835,69;81835,69;0,00;0,00;0,00
;;001;012;92012;62599;2019/000385;2019/000385;SERVICIOS GERENCIA CIUDAD. VITRINAS EXPOSITORAS TROFEOS DEPORTIVOS DE LA CIUDAD;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;389,25;389,25;8,10;0,00;381,15;0,00;0,00;0,00;0,00
;;001;012;92012;62599;2019/000770;2019/000770;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS COORDINACIÓN GENERAL DE LA ALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;15000,00;15000,00;10289,71;0,00;4710,29;4710,29;0,00;0,00;0,00
;;001;012;92012;63301;2017/000227;2017/000227;SERVICIOS GERENCIA DE LA CIUDAD. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;14065,49;14065,49;1655,08;0,00;12410,41;12410,41;6764,39;0,00;6764,39
4;SC Y CE FINANC. CON RTG;001;012;93303;63200;2019/003966;2019/003966;IFS-EDIFICIO PLAZA DE LA VILLA, 5. AMAESTRAMIENTO DE LLAVES;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;19000,00;19000,00;11138,62;0,00;7861,38;7861,38;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;012;93303;63200;2019/003967;2019/003967;IFS-PABELLÓN JARDINES CECILIO RODRÍGUEZ. SUSTITUCIÓN VIGAS DETERIORADAS;203;RETIRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;56870,00;56870,00;39143,50;0,00;17726,50;17726,50;0,00;0,00;0,00
;;001;016;92000;62400;2019/000027;2019/000027;SERVICIOS GERENCIA DE LA CIUDAD. FURGONETAS DIVISION DE MONTAJES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;85000,00;-61597,47;23402,53;0,00;0,00;23402,53;23402,53;23402,53;0,00;23402,53
;;001;016;92000;62500;2019/000029;2019/000029;SERVICIOS GERENCIA DE LA CIUDAD. MOBILIARIO OFICINAS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;5000,00;-5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;016;92000;62599;2019/000024;2019/000024;SERVICIOS GERENCIA DE LA CIUDAD. ELEMENTOS AUDIOVISUALES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15000,00;-15000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;016;92000;62599;2019/000385;2019/000385;SERVICIOS GERENCIA CIUDAD. VITRINAS EXPOSITORAS TROFEOS DEPORTIVOS DE LA CIUDAD;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;14610,75;14610,75;0,00;0,00;14610,75;14610,75;14610,75;0,00;14610,75
;;001;016;92000;63301;2017/000227;2017/000227;SERVICIOS GERENCIA DE LA CIUDAD. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1653,00;-1653,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;016;92005;62599;2019/000416;2019/000416;EQUIPAMIENTO SERVICIOS RELACIONES LABORALES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;10649,82;10649,82;0,00;0,00;10649,82;10649,82;10649,82;0,00;10649,82
;;001;020;92010;62500;2019/000069;2019/000069;EQUIPAMIENTO SERVICIOS PORTAVOZ, COORDINACIÓN JUNTA GOBIERNO Y RELACIONES PLENO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;27740,00;27740,00;27050,30;0,00;689,70;689,70;0,00;0,00;0,00
;;001;020;92010;62500;2019/000072;2019/000072;EQUIPAMIENTO SERVICIOS PARTICIPACIÓN CIUDADANA, TRANSPARENCIA Y GOBIERNO ABIERTO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;25188,65;25188,65;11914,61;0,00;13274,04;13274,04;0,00;0,00;0,00
;;001;020;92010;62500;2019/000295;2019/000295;EQUIPAMIENTO PABELLONES DE CASA DE CAMPO.;209;MONCLOA-ARAVACA;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;17238,28;17238,28;17238,28;0,00;0,00;0,00;0,00;0,00;0,00
;;001;020;92010;62500;2019/000560;2019/000560;EQUIPAMIENTO SERVICIOS COORDINACIÓN TERRITORIAL Y COOPERACIÓN PÚBLICO-SOCIAL;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;5661,72;5661,72;52,16;0,00;5609,56;5609,56;5609,56;0,00;5609,56
;;001;020;92010;62599;2019/000069;2019/000069;EQUIPAMIENTO SERVICIOS PORTAVOZ, COORDINACIÓN JUNTA GOBIERNO Y RELACIONES PLENO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;1027,23;1027,23;563,86;0,00;463,37;463,37;390,83;0,00;390,83
;;001;020;92010;62599;2019/000560;2019/000560;EQUIPAMIENTO SERVICIOS COORDINACIÓN TERRITORIAL Y COOPERACIÓN PÚBLICO-SOCIAL;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;1332,81;1332,81;895,40;0,00;437,41;437,41;353,92;0,00;353,92
;;001;020;92010;62600;2019/000295;2019/000295;EQUIPAMIENTO PABELLONES DE CASA DE CAMPO.;209;MONCLOA-ARAVACA;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;40000,00;40000,00;40000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;021;92208;62599;2019/000300;2019/000300;EQUIPAMIENTO CENTRO DE RECURSOS PARA ASOCIACIONES;203;RETIRO;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;40000,00;40000,00;40000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;021;92401;62600;2019/000300;2019/000300;EQUIPAMIENTO CENTRO DE RECURSOS PARA ASOCIACIONES;203;RETIRO;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;40000,00;40000,00;40000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;021;92501;62500;2019/000226;2019/000226;OFICINA ATENCIÓN CIUDADANAO LÍNEA MADRID CHAMBERÍ. MOBILIARIO;207;CHAMBERI;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;33281,64;33281,64;32255,56;0,00;1026,08;1026,08;0,00;0,00;0,00
;;001;021;92501;62500;2019/000227;2019/000227;EQUIPAMIENTO OFICINAS ATENCIÓN AL CIUDADANO LÍNEA MADRID;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00
;;001;021;92501;62500;2019/000227;2019/050227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID FUENCARRAL-EL PARDO;208;FUENCARRAL-EL PARDO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;7140,94;7140,94;0,00;0,00;7140,94;7140,94;0,00;0,00;0,00
;;001;021;92501;62500;2019/000227;2019/070227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID LATINA;210;LATINA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;5293,50;5293,50;0,00;0,00;5293,50;5293,50;0,00;0,00;0,00
;;001;021;92501;62500;2019/000227;2019/090227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID NUMANCIA;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;332,75;332,75;0,00;0,00;332,75;332,75;0,00;0,00;0,00
;;001;021;92501;62500;2019/000227;2019/150227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID VICÁLVARO;219;VICALVARO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;1240,25;1240,25;0,00;0,00;1240,25;1240,25;0,00;0,00;0,00
;;001;021;92501;62500;2019/000227;2019/170227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID ARGANZUELA;202;ARGANZUELA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;2266,33;2266,33;0,00;0,00;2266,33;2266,33;0,00;0,00;0,00
;;001;021;92501;62500;2019/000227;2019/180227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID MORATALAZ;214;MORATALAZ;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;844,58;844,58;0,00;0,00;844,58;844,58;0,00;0,00;0,00
;;001;021;92501;62599;2019/000230;2019/000230;OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID RETIRO. OTRO MOBILIARIO Y ENSERES;203;RETIRO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;30000,00;30000,00;30000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/000227;EQUIPAMIENTO OFICINAS ATENCIÓN AL CIUDADANO LÍNEA MADRID;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;331,68;331,68;331,68;0,00;0,00;0,00;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/020227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID BARAJAS;221;BARAJAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/030227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID CARABANCHEL;211;CARABANCHEL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;1370,64;1370,64;0,00;0,00;1370,64;1370,64;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/040227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID CHAMARTÍN;205;CHAMARTIN;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/050227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID FUENCARRAL-EL PARDO;208;FUENCARRAL-EL PARDO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/060227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID HORTALEZA;216;HORTALEZA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/070227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID LATINA;210;LATINA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/080227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID MONCLOA-ARAVACA;209;MONCLOA-ARAVACA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/090227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID NUMANCIA;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/100227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID PUENTE DE VALLECAS;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/110227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID RETIRO;203;RETIRO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/120227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID SAN BLAS-CANILLEJAS;220;SAN BLAS-CANILLEJAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/130227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID TETUÁN;206;TETUAN;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;1370,64;1370,64;0,00;0,00;1370,64;1370,64;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/150227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID VICÁLVARO;219;VICALVARO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/160227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID VILLA VALLECAS;218;VILLA DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/170227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID ARGANZUELA;202;ARGANZUELA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/180227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID MORATALAZ;214;MORATALAZ;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/190227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID CENTRO;201;CENTRO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/200227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID CIUDAD LINEAL;215;CIUDAD LINEAL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;1370,64;1370,64;0,00;0,00;1370,64;1370,64;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/210227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID VILLAVERDE;217;VILLAVERDE;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;1370,64;1370,64;0,00;0,00;1370,64;1370,64;0,00;0,00;0,00
;;001;021;92501;62600;2019/000227;2019/220227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID SALAMANCA;204;SALAMANCA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;685,32;685,32;0,00;0,00;685,32;685,32;0,00;0,00;0,00
