CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado;Realizado
001012;92000;02;07;SALIDAS REGISTRO;NÚMERO;20000;14574
001012;92000;02;06;ENTRADAS REGISTRO;NÚMERO;45000;33066
001012;92000;02;05;PUBLICACIÓN EDICTOS OTRAS ADMINISTRACIONES;NÚMERO;20000;0
001012;92000;02;04;PUBLICACIÓN EDICTOS AYUNTAMIENTO DE MADRID;NÚMERO;2100;0
001012;92000;02;03;EXPEDIENTES ESTUDIADOS EN LA COMISION PREVIA A LA JUNTA DE GOBIERNO;NÚMERO;800;0
001012;92000;02;02;DOCUMENTOS CONTABLES TRAMITADOS;NÚMERO;2000;589
001012;92000;02;01;EXPEDIENTES DE CONTRATACION;NÚMERO;35;20
001012;92000;03;01;PROGRAMAS COFINANCIADOS POR FONDOS EUROPEOS;NÚMERO;3;3
001012;92000;03;02;TRAMITACION DE CERTIFICADOS DE GASTOS;NÚMERO;3;4
001012;92000;03;03;ACCIONES INFORMATIVAS;NÚMERO;2;2
001012;92009;01;01;PLEITOS;NÚMERO;9500;5063
001012;92009;01;02;BASTANTEOS;NÚMERO;1500;1470
001012;92009;01;03;INFORMES;NÚMERO;1500;1500
001012;92201;01;01;PETICIONES INFORMACION ADMINISTRATIVA DE LOS CONCEJALES TRAMITADAS;NÚMERO;800;979
001012;92201;02;01;PROYECTOS DE NORMAS ELABORADAS;NÚMERO;2;1
001012;92201;02;02;PROYECTOS DE NORMAS INFORMADAS;NÚMERO;12;11
001012;92201;02;03;PROYECTOS DE CONVENIOS ELABORADOS;NÚMERO;1;0
001012;92201;02;04;PROYECTOS DE CONVENIOS INFORMADOS;NÚMERO;7;7
001012;92201;03;02;OBSERVACIONES PROCEDIMIENTOS COMISION UNION EUROPEA REMITIDAS;NÚMERO;2;1
001012;92201;03;01;SOLICITUDES DE DICTAMEN DEL CONSEJO CONSULTIVO DE LA COMUNIDAD DE MADRID;NÚMERO;150;208
001012;92204;01;01;Participación en Instituciones de la U.E.;NÚMERO/AÑO;2;3
001012;92204;01;02;Participación en Asociaciones Internacionales;NÚMERO/AÑO;18;10
001012;92204;01;03;Participación en otros foros y reuniones internacionales;NÚMERO/AÑO;10;5
001012;92204;01;04;Visitas Institucionales;NÚMERO/AÑO;4;2
001012;92204;02;01;Celebración de encuentros y reuniones internacionales en Madrid;NÚMERO/AÑO;4;3
001012;92204;02;02;Realización de programas de trabajo a delegaciones oficiales para Madrid;NÚMERO/AÑO;40;39
001012;92204;03;01;Propuestas de acuerdos de colaboración con Entidades e Instituciones;NÚMERO/AÑO;2;3
001012;92204;03;02;Número de boletines internacionales;NÚMERO/AÑO;4;4
001012;92204;03;03;Acciones relacionadas con la Estrategia Internacional;NÚMERO/AÑO;2;1
001012;92204;03;04;Seguimiento de índices de ciudades;NÚMERO/AÑO;15;18
001012;92204;04;05;Empresas que se adhieren al Foro de Empresas por Madrid;NÚMERO/AÑO;10;12
001012;92204;04;04;Herramientas puestas a disposición de la Áreas para incentivar la participación empresarial;NÚMERO/AÑO;1;1
001012;92204;04;03;Proyectos de Patrocinio diseñados y planificados por la Subdirección General de Participación Empresarial;NÚMERO/AÑO;6;6
001012;92204;04;02;Enpresas que participan en proyectos asesorados por la Subdirección General de Participación Empresarial;NÚMERO/AÑO;25;46
001012;92204;04;01;Asesoramiento a las Áreas de Gobierno;NÚMERO/AÑO;4;7
001012;92205;01;01;DOCUMENTOS DE UNIFICACION ELABORADOS;NÚMERO;100;96
001012;92205;02;01;EXPEDIENTES Y PROPUESTAS TRAMITADAS;NÚMERO;330;389
001012;92205;02;02;ANUNCIOS PUBLICADOS EN EL TABLON;NÚMERO;1000;951
001013;92206;01;01;Actos de carácter oficial;NÚMERO;450;400
001013;92206;01;02;Atenciones Protocolarias y Representativas;NÚMERO;540;500
001013;92206;01;03;Actos públicos (Coordinación);NÚMERO;1680;400
001013;92206;02;01;Colaboracion con el Ministerio de Asuntos Exteriores,en relación con los actos del Día de Europa,izado de bandera;NÚMERO;1;1
001013;92206;02;02;Colaboración con el Ministerio de Defensa,actos S.Isidro y participación homenaje a la bandera, Fiesta Nacional;NÚMERO;2;2
001013;92206;02;03;Expedientes;NÚMERO;400;120
001013;92701;01;;;;0;0
001013;92701;02;;;;0;0
001013;92701;03;;;;0;0
001014;92203;01;01;SOLICITUDES DE INFORMACION BIBLIOGRAFICA;NÚMERO;900;980
001014;92203;01;02;SOLICITUDES DE LIBROS Y REVISTAS TECNICO-JURIDICAS;NÚMERO;175;172
001014;92203;01;03;AUMENTO DE LOS FONDOS BIBLIOGRAFICOS;NÚMERO;100;38
001014;92203;01;04;SUSCRIPCIONES A REVISTAS ESPECIALIZADAS;NÚMERO;40;52
001015;13001;01;01;Alumnos Formados;NÚMERO;9520;13641
001015;13001;01;02;Horas formacion;NÚMERO;203000;268280
001015;13201;01;02;Índice de percepción de seguridad por el día;NÚMERO/MILLAR;795;820
001015;13201;01;03;Índice de percepción de la Seguridad por la noche;NÚMERO/MILLAR;674;595
001015;13201;01;04;Índice de percepción de la seguridad en la ciudad;PUNTUACIÓN S/100;66;73
001015;13201;01;05;Índice de percepción de la seguridad general en los distritos;PUNTUACIÓN S/100;74;73
001015;13201;01;06;Accidentes de tráfico: victimas mortales;NÚMERO;28;32
001015;13201;01;07;Accidentes de tráfico: atropellos;NÚMERO;1428;1486
001015;13201;01;08;Accidentes de tráfico: heridos graves;NÚMERO;830;1027
001015;13201;01;09;Accidentes de tráfico: víctimas por 1.000 ciudadanos;NÚMERO/MILLAR;22;23
001015;13201;01;10;Grado de satisfacción obtenido en la encuesta anual de la ciudad;NÚMERO/MILLAR;82;63
001015;13201;01;01;Decremento interanual de la tasa de criminalidad (Delitos y Faltas);NÚMERO/MILLAR;25;51
001015;13201;02;18;Llamadas por auxilio a personas atendidas en 8 minutos o menos por la Policía Municipal, desde la recepció;NÚMERO/MILLAR;875;742
001015;13201;02;17;Mejora del ratio de incidencias entre días de partido y días de actividad normal.;PORCENTAJE;1;0
001015;13201;02;16;Grandes servicios evaluados e informados.;PORCENTAJE;50;52
001015;13201;02;15;Personas atendidas en menos de 20 minutos.;PORCENTAJE;90;0
001015;13201;02;14;Atestados realizados y remitidos antes de 2 meses;PORCENTAJE;80;84
001015;13201;02;13;Accidentes en los que se llega al lugar del incidente en 8 minutos o menos, desde que se produce la llamad;NÚMERO/MILLAR;875;855
001015;13201;02;12;Acciones de formación en centros de mayores;NÚMERO;44;44
001015;13201;02;11;Población entre 6 y 16 años formada en materia de seguridad vial;NÚMERO/MILLAR;565;512
001015;13201;02;10;Población testada en pruebas de alcoholemia;NÚMERO/MILLAR;60;50
001015;13201;02;09;Campañas de seguridad vial;NÚMERO;10;15
001015;13201;02;08;Vehículos recuperados en relación a los vehículos robados;NÚMERO/MILLAR;375;230
001015;13201;02;07;Incidentes atendidos que han sido detectados a través del sistema de video-vigilancia;NÚMERO/MILLAR;175;179
001015;13201;02;06;Casos fiscalizados y judicializados por protección o reforma de personas menores de 18 años;NÚMERO;725;355
001015;13201;02;05;Contactos por cada orden de seguimiento y protección de casos de violencia doméstica y de género;NÚMERO;12;0
001015;13201;02;04;Incidentes urgentes en materia de seguridad en los que se llega al lugar del incidente en 8 minutos o meno;NÚMERO/MILLAR;875;800
001015;13201;02;03;Incremento interanual de patrullas, en especial  en el turno de noche los fines de semana;PORCENTAJE;10;25
001015;13201;02;02;Incremento de personas puestas a disposición judicial en relación a los delitos y faltas. Incremento interanual;PORCENTAJE;20;14
001015;13201;02;01;Total jornadas servicios operativos;NÚMERO;1106102;10049224
001015;13201;03;11;Actuaciones de protección al consumidor en relación al número de demandas ciudadanas;RATIO;8;2
001015;13201;03;10;Demandas atendidas de medición de ruidos en locales y viviendas;NÚMERO/MILLAR;60;75
001015;13201;03;09;Inspecciones realizadas en materia de Protección del Medio Ambiente;NÚMERO;1891;2011
001015;13201;03;08;Locales inspeccionados respecto al total de locales regulados por la Ley de Espectáculos Públicos y Activi;PORCENTAJE;100;100
001015;13201;03;07;Contactos realizados con las asociaciones de vecinos registradas.;NÚMERO;2;2
001015;13201;03;06;Grado de cumplimiento de la planificación de las OAC´s móviles  publicadas.;PORCENTAJE;100;100
001015;13201;03;05;Expedientes resueltos o derivados a instancias competentes, en un plazo menor o igual a 30 días por las Of;PORCENTAJE;99;100
001015;13201;03;04;Intervenciones por consumo de alcohol en vía pública en relación con el número de demandas ciudadanas;RATIO;3;1
001015;13201;03;01;Vigilancias en entrada y salida de colegios;NÚMERO;32000;29172
001015;13201;03;02;Centros educativos con auditorías y planes realizados siguiendo la metodología del proyecto Camino Escolar Seguro;NÚMERO;300;302
001015;13201;03;03;Denuncias administrativas por droga en relación a las demandas ciudadanas;RATIO;16;9
001015;13201;04;01;Sugerencias y reclamaciones contestadas en 52 días o menos;PORCENTAJE;94;95
001015;13201;04;02;Reclamaciones sobre comportamiento inadecuado de los miembros del Cuerpo de Policía Municipal que han sido;PORCENTAJE;100;100
001015;13301;01;01;TIEMPO DE PERMANENCIA DE UN TRÁMITE DE GESTIÓN;DÍAS;1;1
001015;13301;02;01;AUTORIZACIONES DE RODAJES TRAMITADAS;NÚMERO;7000;8645
001015;13301;03;01;EXPEDIENTES DE DEVOLUCIÓN TRAMITADOS;NÚMERO;30;23
001015;13301;04;01;AUTORIZACIONES DE CIRCULACIÓN Y ESTACIONAMIENTO;NÚMERO;12000;8879
001015;13301;05;01;TIEMPO DE GESTIÓN DESDE LA RECEPCIÓN DE LA FACTURA;DÍAS;2;2
001015;13301;06;01;CRUCES RELEVANTES CON PUESTOS DE CIRCULACIÓN DEFINIDOS;NÚMERO;170;177
001015;13301;06;02;AGENTES DE MOVILIDAD DE SERVICIO EN PUESTOS FIJOS DE CIRCULACIÓN;NÚMERO;300;300
001015;13301;06;03;INCREMENTO DE PLANTILLA;NÚMERO;48;9
001015;13301;07;08;VEHÍCULOS RETIRADOS CON GRÚA;NÚMERO;21000;28297
001015;13301;07;07;SITUADOS DE RADAR EN LUGARES DE ALTA SINIESTRALIDAD;NÚMERO;200;1381
001015;13301;07;06;ATENCIÓN Y ASISTENCIA EN ACCIDENTES DE TRÁFICO;PORCENTAJE;100;100
001015;13301;07;05;DENUNCIAS/CONTROLES DE VELOCIDAD;NÚMERO;10000;41342
001015;13301;07;04;RADARES PUESTOS EN SERVICIO;NÚMERO;5;5
001015;13301;07;03;DENUNCIAS EN MATERIAL DE SEGURIDAD VIAL;NÚMERO;80000;56774
001015;13301;07;02;RATIO DE DENUNCIAS POR AGENTE;NÚMERO;866;843
001015;13301;07;01;DENUNCIAS EN MATERIA DE CIRCULACIÓN;NÚMERO;560000;564567
001015;13301;08;01;SERVICIOS ESPECIALES REALIZADOS CON POLICÍA MUNICIPAL;NÚMERO;150;312
001015;13301;08;02;SERVICIOS ESPECIALES DE AGENTES DE MOVILIDAD;NÚMERO;138;140
001015;13301;08;03;AGENTES DE MOVILIDAD QUE PARTICIPAN EN SERVICIOS ESPECIALES;NÚMERO;2050;3989
001015;13301;09;06;REDUCCIÓN DEL NÚMERO DE DOCUMENTOS EN PAPEL;NÚMERO;300000;300000
001015;13301;09;05;FLOTA DE VEHÍCULOS;NÚMERO;196;196
001015;13301;09;04;DISTRITOS CON  ATENCIÓN A LOS REQUERIMIENTOS DE TRÁFICO;NÚMERO;7;7
001015;13301;09;03;FORMACIÓN;HORAS;25000;23304
001015;13301;09;02;FORMACIÓN POR AGENTE;HORAS;60;60
001015;13301;09;01;AGENTES DE MOVILIDAD QUE HAN RECIBIDO FORMACIÓN ESPECIALIZADA;PORCENTAJE;50;59
001015;13301;10;01;RESERVAS INSTALADAS;NÚMERO;813;825
001015;13301;10;02;RESERVAS CONSERVADAS;NÚMERO;736;892
001015;13301;11;01;SEÑALES VERTICALES INSTALADAS;NÚMERO;3408;7679
001015;13301;11;02;SEÑALES VERTICALES CONSERVADAS;NÚMERO;11914;12796
001015;13301;11;03;SEÑALES HORIZONTALES INSTALADAS;M2;7915;7020
001015;13301;11;04;SEÑALES HORIZONTALES CONSERVADAS;M2;452043;460000
001015;13301;12;01;SOLICITUDES DE AUTORIZACIÓN DE CIRCULACIÓN DE VEHÍCULOS ESPECIALES O EN RÉGIMEN DE TRANSPORTE ESPECIAL;NÚMERO;510;371
001015;13301;13;01;SOLICITUDES DE AUTORIZACIÓN DE OCUPACIÓN DE LA VÍA PÚBLICA TRAMITADAS;NÚMERO;3900;3651
001015;13301;14;01;SEÑALIZACIÓN INSTALADA;NÚMERO;4;5
001015;13301;14;02;SEÑALIZACIÓN CONSERVADA;NÚMERO;190;226
001015;13301;15;01;SEÑALES INSTALADAS;NÚMERO;165;251
001015;13301;15;02;SEÑALES CONSERVADAS;NÚMERO;330;419
001015;13301;16;02;RESERVAS CONSERVADAS;NÚMERO;475;407
001015;13301;16;01;RESERVAS INSTALADAS;NÚMERO;210;38
001015;13301;17;02;BADENES CONSERVADOS;NÚMERO;190;120
001015;13301;17;01;BADENES INSTALADOS;NÚMERO;520;505
001015;13301;18;01;ESTUDIOS REALIZADOS;NÚMERO;24;24
001015;13301;19;01;MATRÍCULAS DE VEHÍCULOS RECONOCIDAS CORRECTAMENTE;PORCENTAJE;100;100
001015;13301;20;01;GESTIÓN DE TRÁFICO;HORAS/AÑO;36200;36200
001015;13301;20;02;PROTOCOLOS DE INTERVENCIÓN;NÚMERO;20;20
001015;13301;21;01;NUEVOS CRUCES SEMAFORIZADOS;NÚMERO;15;29
001015;13301;21;02;RENOVACIÓN DE EQUIPAMIENTOS;NÚMERO;40;40
001015;13301;22;01;Denuncias por infracciones de tráfico;NÚMERO;4000000;2812087
001015;13301;22;02;Alegaciones e identificaciones;NÚMERO;850000;497279
001015;13301;22;03;Recursos de reposición;NÚMERO;250000;114528
001015;13301;22;04;Notificaciones edictales;NÚMERO;2000000;1358151
001015;13304;01;01;Medidas del PUSECC ejecutadas respecto al total (55 medidas) (Memoria final);PORCENTAJE;90;98
001015;13304;01;02;Puntos de repostaje de combustibles alternativos;NÚMERO;42;30
001015;13304;01;03;Vehículos de flota municipal que incorporan tecnologías o carburantes menos contaminantes;PORCENTAJE;60;46
001015;13304;02;01;Porcentaje de datos válidos en las estaciones del Sistema de Vigilancia;PORCENTAJE;90;99
001015;13304;02;02;Informes diarios del sistema de predicción e información;NÚMERO;365;365
001015;13304;03;01;Calles controladas;NÚMERO;7500;7500
001015;13304;03;02;Cruces controlados;NÚMERO;100;200
001015;13304;04;01;Estudios realizados;NÚMERO;200;38
001015;13304;05;01;Plazas de aparcamiento en zona azul;NÚMERO;28284;28452
001015;13304;05;02;Plazas de aparcamiento en zona verde (residentes);NÚMERO;121766;122032
001015;13304;05;03;Controladores aparcamiento;NÚMERO;1250;1428
001015;13304;05;04;Máquinas expendedoras de tiques de estacionamiento;NÚMERO;4215;4206
001015;13304;05;05;Índice medio de rotación en plazas azules;NÚMERO;4;4
001015;13304;05;06;Índice medio de rotación en plazas verdes;NÚMERO;1;1
001015;13304;05;07;Denuncias por uso indebido de plazas de aparcamiento;NÚMERO;2750000;1979540
001015;13304;06;01;Ampliación de la flota de taxis más ecológicos;NÚMERO;344;174
001015;13304;07;02;Trípticos tarifarios y carteles informativos;NÚMERO;19050;20200
001015;13304;07;01;Adhesivos tarifarios;NÚMERO;40000;40000
001015;13304;08;02;Informes de seguimiento contratación sostenible;NÚMERO;1;2
001015;13304;08;03;Centros con nuevas implantaciones en sistemas de gestión energética;NÚMERO;1;1
001015;13304;08;04;Registros /certificaciones  obtenidas en el año;NÚMERO;1;1
001015;13304;08;01;Jornadas divulgativas;NÚMERO;1;4
001015;13304;09;01;Proyectos ejecutados en colaboración con el sector privado;NÚMERO;5;6
001015;13304;09;02;Árboles plantados en el marco del proyecto Madrid Compensa;NÚMERO;5000;1050
001015;13304;09;03;Participación en foros nacionales e internacionales;NÚMERO;20;25
001015;13401;01;07;JORNADAS CON OFERTA MÍNIMA DE UNIDADES DE SVA;PORCENTAJE;85;97
001015;13401;01;06;MEDIANA DE VALORACIÓN DE LA FORMACIÓN OBLIGATORIA;PUNTUACIÓN S/10;4;4
001015;13401;01;05;PACIENTES RECUPERADOS DE PARADA CARDÍACA SIN SECUELAS NEUROLÓGICAS;PORCENTAJE;10;17
001015;13401;01;04;SUPERVIVENCIA DE LOS PACIENTES CRÍTICOS A LOS SIETE DÍAS;PORCENTAJE;76;83
001015;13401;01;03;MEDIANA DE VALORACIÓN DE LA CALIDAD ASISTENCIAL;PUNTUACIÓN S/100;87;95
001015;13401;01;02;TIEMPO MEDIO DE RESPUESTA PARA LAS UNIDADES DE SVB;SEGUNDOS;470;434
001015;13401;01;01;TIEMPO MEDIO DE RESPUESTA PARA LAS UNIDADES DE SVA;SEGUNDOS;480;445
001015;13401;02;01;CIUDADANOS A CAPACITAR COMO ALERTANTES Y PRIMEROS RESPONDIENTES;NÚMERO;20000;43695
001015;13501;01;01;DISMINUCIÓN DE INCENDIOS DOMICILIARIOS CADA 10.000 VIVIENDAS;PORCENTAJE;1;8
001015;13501;01;02;DISMINUCIÓN DE INCENDIOS DOMICILIARIOS CADA 10.000 HABITANTES;PORCENTAJE;1;9
001015;13501;02;01;INCREMENTO DEL NÚMERO DE INSPECCIONES ORDINARIAS;PORCENTAJE;5;46
001015;13501;03;01;TIEMPO MEDIO DE RESPUESTA AL FUEGO INFERIOR A 7 MINUTOS;PORCENTAJE;60;59
001015;13501;03;02;INFORMES COMPLEMENTARIOS DE INTERVENCIONES RELEVANTES;PORCENTAJE;95;100
001015;13501;04;01;VICTIMAS POR FUEGOS DOMICILIARIOS CADA 100.000 HABITANTES;NÚMERO;9;12
001015;15501;01;01;Espacios afectados;M2;40000;160000
001015;15501;02;01;Barreras eliminadas;NÚMERO;100;168
001015;15501;03;01;Proyectos a realizar.;NÚMERO;4;4
001015;15501;04;01;obras de particulares.;NÚMERO;14;11
001015;15501;05;01;Revisión y aprobación anual del Inventario de Vías Públicas.;NÚMERO;1;1
001015;15501;06;03;Desiganción de Coordinadores de Seguridad y Salud e informes del Plan de Seguridad y Salud;NÚMERO;15;70
001015;15501;06;02;Informes-acta de visitas específicas por Convenio con Agentes sociales sobre Seguridad y Salud;NÚMERO;35;42
001015;15501;06;01;Unidades facturables sobre ensayos de control de calidad;NÚMERO;7000;10028
001015;15501;07;01;Revisión y actualización de normativa técnica (pliegos);NÚMERO;1;1
001015;15501;07;02;Revisión y actualización del Cuadro de precios;NÚMERO;1;1
001015;15501;08;01;Incidencias en la vía pública recibidas;NÚMERO;35000;50501
001015;15501;08;02;Inspección de incidencias en la vía pública;NÚMERO;45000;63937
001015;15501;09;01;licencias, autorizaciones y replanteos realizados;NÚMERO;17500;16058
001015;15501;10;01;Elaboración y modificación de normativa y protocolos de actuación;NÚMERO;2;2
001015;15501;10;02;tramitación de expedientes jurídico-administrativos;NÚMERO;150;295
001015;15501;10;03;elaboración informes juridicos;NÚMERO;6;27
001015;16101;01;01;conservación del río;KILÓMETROS;30;30
001015;16101;01;02;muestras analizadas;NÚMERO;2000;1895
001015;16101;02;05;intervenciones en la red de riego;NÚMERO;2300;3158
001015;16101;02;04;control instalaciones hidráulicas ornamentales;NÚMERO;585;585
001015;16101;02;01;contratos vigentes suministro de agua;NÚMERO;7800;7300
001015;16101;02;02;auditorías planes de gestión de grandes consumidores de agua;NÚMERO/AÑO;10;13
001015;16101;02;03;suministros agua social;NÚMERO;110;121
001015;16101;03;01;Control de puntos de vertido industriales;NÚMERO;358;380
001015;16101;03;02;Licencias de acometidas a la red de saneamiento;NÚMERO;435;435
001015;16101;03;03;Inspección de acometidas;NÚMERO;210;198
001015;16101;03;04;Identificaciones industriales;NÚMERO;8200;6500
001015;16101;03;05;Autorizaciones de vertido;NÚMERO;65;105
001015;16101;04;01;Supervisión de proyectos;NÚMERO;30;14
001015;16101;04;02;seguimiento de proyectos;NÚMERO;60;50
