CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado;Realizado
001002;92010;02;01;Edificio con mantenimiento integral y limpieza sede de la Presidencia del Pleno;NÚMERO;1;1
001002;92010;02;02;Instalaciones de elevación y electromecánicas con mantenimiento;NÚMERO;9;9
001002;92010;02;03;Instalaciones de elementos de control de objetos y personas;NÚMERO;2;2
001002;92010;02;04;Instalaciones de elementos de control de acceso y seguridad;NÚMERO;144;144
001002;92010;03;01;Ejecución de los planes de autoprotección implantados;NÚMERO;2;0
001010;91202;01;;;;0;0
001010;91202;02;02;Atenciones protocolarias y representativas;NÚMERO;800;380
001010;91202;02;01;Actos de carácter oficial;NÚMERO;600;420
001012;91200;01;01;Expedientes aprobados por la Junta de Gobierno;NÚMERO;900;896
001012;91200;01;02;Actas de las sesiones;NÚMERO;50;54
001012;91200;01;03;Comunicaciones a Secretarías Generales Técnicas;NÚMERO;550;500
001012;91200;01;04;Comunicaciones a la Presidencia del Pleno;NÚMERO;120;86
001012;91200;01;05;Información a Grupos Municipales;NÚMERO;2500;2023
001012;91200;01;06;Proyectos Normativos tramitados;NÚMERO;50;35
001012;91200;01;07;Publicaciones en Boletines Oficiales;NÚMERO;350;374
001012;91200;01;08;Contenidos publicados en la web municipal;NÚMERO;170;156
001012;91200;02;01;Anotaciones sobre organismos con representación municipal;NÚMERO;50;71
001012;91200;02;02;Representante en organismos;NÚMERO;950;1021
001012;91200;03;01;Convenios incorporados al Registro;NÚMERO;500;505
001012;91200;03;02;Convenios informatizados suscritos con anterioridad a 2004;NÚMERO;800;699
001012;91200;04;01;Edictos publicados de los Servicios municipales y sus Organismos Autonómos;NÚMERO;1800;1972
001012;91200;04;02;Edictos de otras Administraciones e Instituciones públicas;NÚMERO;13000;7275
001012;91200;05;03;Decretos/Resoluciones incorporados a los registros de decretos y resoluciones;NÚMERO;600;481
001012;91200;05;02;Documentos autorizados a los ciudadanos;NÚMERO;5000;4542
001012;91200;05;01;Certificaciones expedidas;NÚMERO;100;41
001012;92000;01;01;Informes en materia de personal;NÚMERO;20;30
001012;92000;02;01;Expedientes de contratación;NÚMERO;30;15
001012;92000;02;02;Documentos contables tramitados;NÚMERO;1000;980
001012;92000;03;01;Mantenimiento de edificios adscritos a la Coordinación General de la Alcaldía;M2;16826;29963
001012;92000;03;02;Elaboración de pliegos técnicos de contratos administrativos;NÚMERO;14;13
001012;92000;03;03;Tramitación de contratos menores;NÚMERO;57;82
001012;92000;03;04;Tramitación de contratos a través de compra centralizada;NÚMERO;63;57
001012;92000;03;05;Montaje de actos públicos;NÚMERO;410;340
001012;92000;04;01;Informes jurídicos;NÚMERO;25;39
001012;92000;04;02;Expedientes de subvenciones y convenios;NÚMERO;6;29
001012;92000;04;03;Acuerdos de Junta de Gobierno y Acuerdos Pleno;NÚMERO;65;67
001012;92000;05;03;Ciudadanos atendidos;NÚMERO;6000;6000
001012;92000;05;02;Salidas de registros;NÚMERO;20000;6807
001012;92000;05;01;Entradas de registros;NÚMERO;45000;46809
001012;92000;06;01;Programas cofinanciados por fondos europeos;NÚMERO;5;3
001012;92000;06;02;Tramitación de certificaciones de gastos;NÚMERO;3;3
001012;92000;06;03;Verificaciones administrativas e in situ;NÚMERO;46;38
001012;92000;06;04;Asesoramiento individualizado de ayudas en el MEC 14-20;NÚMERO;15;16
001012;92009;01;01;Expedientes procesales;NÚMERO;4000;5171
001012;92009;01;02;Expedientes de asesoramiento;NÚMERO;1000;1389
001012;92009;01;03;Expedientes  de bastanteos;NÚMERO;1100;1038
001012;92201;01;01;Peticiones de información de los concejales tramitadas;NÚMERO;850;903
001012;92201;02;01;Proyectos de Convenios informados;NÚMERO;4;8
001012;92201;03;01;Solicitudes de dictamen del Consejo Consultivo de la Comunidad de Madrid;NÚMERO;200;104
001012;92201;03;02;Observaciones remitidas a la Comisión Europea sobre procedimientos;NÚMERO;2;0
001012;92201;04;01;Informes elaborados;NÚMERO;80;123
001012;92201;04;02;Reuniones de coordinación;NÚMERO;8;12
001012;92201;05;01;Expedientes y propuestas tramitadas;NÚMERO;250;309
001012;92201;05;02;Anuncios publicados en el Tablón;NÚMERO;800;740
001012;92201;06;01;Expedientes tramitados;NÚMERO;300;263
001012;92201;07;07;Suscripciones a Revistas en papel;NÚMERO;5;6
001012;92201;07;06;Suscripciones a Bases de datos;NÚMERO;20;19
001012;92201;07;05;Suscripciones a Revistas Electrónicas;NÚMERO;50;59
001012;92201;07;04;Préstamos interbibliotecarios;NÚMERO;20;20
001012;92201;07;03;Préstamos de fondos propios;NÚMERO;100;124
001012;92201;07;02;Gestión de publicaciones periódicas;NÚMERO;730;738
001012;92201;07;01;Catalogación de monografías (incluye folletos);NÚMERO;900;926
001012;92202;01;;;;0;0
001012;92202;02;;;;0;0
001012;92202;03;;;;0;0
001012;92206;01;;;;0;0
001012;92206;02;01;Concesión de subvenciones;NÚMERO;4;5
001012;92207;01;01;Participación en actividades de Instituciones de la UE;NÚMERO;2;2
001012;92207;01;02;Participación en organismos y asociaciones internacionales;NÚMERO;17;21
001012;92207;01;03;Participación en otros foros y reuniones internacionales;NÚMERO;10;11
001012;92207;01;04;Celebración de encuentros y reuniones internacionales en Madrid;NÚMERO;4;7
001012;92207;02;01;Realización de programas de trabajo para delegaciones oficiales desplazadas a Madrid;NÚMERO;25;49
001012;92207;02;02;Visitas institucionales;NÚMERO;4;7
001012;92207;02;03;Actividades derivadas de acuerdos existentes con otras ciudades;NÚMERO;15;13
001012;92207;03;04;Seguimiento de índices de ciudades.;NÚMERO;15;30
001012;92207;03;03;Acciones relacionadas con el Plan Estratégico de Posicionamiento Internacional.;NÚMERO;4;11
001012;92207;03;02;Número de boletines internacionales.;NÚMERO;4;0
001012;92207;03;01;Propuesta de acuerdos de colaboración con entidades e instituciones.;NÚMERO;2;6
001015;13301;01;01;AUTORIZACIONES DE RODAJES TRAMITADAS;NÚMERO;7500;9575
001015;13301;02;01;AUTORIZACIONES DE ESTACIONAMIENTO PARA PERSONAS CON MOVILIDAD REDUCIDA;NÚMERO;5600;6327
001015;13301;03;01;SOLICITUDES DE AUTORIZACION;NÚMERO;800;2160
001015;13301;04;01;EXPEDIENTES DE ORDEN DE TRASLADO TRAMITADOS;NÚMERO;5000;393
001015;13301;05;01;NUMERO DE AUTORIZACIONES;NÚMERO;450;528
001015;13301;06;01;SOLICITUDES DE INSCRIPCIÓN Y AUTORIZACIÓN;NÚMERO;650;712
001015;13301;07;02;AGENTES DE MOVILIDAD DE SERVICIO EN PUESTOS FIJOS DE CIRCULACIÓN;NÚMERO;300;314
001015;13301;07;01;CRUCES RELEVANTES CON PUESTOS DE CICULACION DEFINIDO;NÚMERO;170;119
001015;13301;08;03;DENUNCIAS EN MATERIA DE SEGURIDAD VIAL;NÚMERO;60000;29651
001015;13301;08;04;RADARES PUESTOS EN SERVICIO;NÚMERO;6;6
001015;13301;08;05;DENUNCIAS/CONTROLES DE VELOCIDAD;NÚMERO;25000;12251
001015;13301;08;06;ATENCIÓN Y ASISTENCIA EN ACCIDENTES;PORCENTAJE;100;100
001015;13301;08;07;SITUADOS DE RADAR EN LUGARES DE ALTA SINIESTRALIDAD/IMPORTANCIA PARA LA SEGURIDAD VIAL;NÚMERO;600;1831
001015;13301;08;08;VEHÍCULOS RETIRADOS CON GRÚA;NÚMERO;26000;14630
001015;13301;08;09;OCUPACIONES  DE LA VÍA PÚBLICA INSPECCIONADAS;NÚMERO;250;6030
001015;13301;08;10;PUNTOS CONFLICTIVOS EMT VIGILADOS Y CORREGIDOS;NÚMERO;18;11
001015;13301;08;11;RESERVAS DE MUDANZAS;NÚMERO;2400;5495
001015;13301;08;12;AVISOS RESUELTOS DE RETIRADA DE VEHÍCULOS ABANDONADOS EN LA VÍA PUBLICA;PORCENTAJE;75;98
001015;13301;08;02;RATIO DE DENUNCIAS POR AGENTE;NÚMERO;866;416
001015;13301;08;01;DENUNCIAS EN MATERIA DE CIRCULACIÓN;NÚMERO;560000;278926
001015;13301;09;01;SERVICIOS ESPECIALES REALIZADOS CON POLICÍA MUNICIPAL;NÚMERO;200;343
001015;13301;09;02;SERVICIOS ESPECIALES DE AGENTES DE MOVILIDAD;NÚMERO;140;276
001015;13301;09;03;AGENTES DE MOVILIDAD QUE PARTICIPAN EN SERVICIOS ESPECIALES;NÚMERO;340;3100
001015;13301;10;06;TRAMITACIÓN DE DOCUMENTACIÓN INTERNA CON FIRMA DIGITAL;NÚMERO;3900;5881
001015;13301;10;05;FLOTA DE VEHÍCULOS;NÚMERO;196;197
001015;13301;10;04;DISTRITOS EN LOS QUE EL CUERPO DE AGENTES DE MOVILIDAD ATIENDE LOS REQUERIMIENTOS DE LOS CIUDADANOS EN MATERIA DE TRÁFIC;NÚMERO;7;7
001015;13301;10;03;HORAS DE FORMACIÓN;HORAS;22000;25029
001015;13301;10;02;HORAS DE FORMACIÓN POR AGENTES;HORAS;30;37
001015;13301;10;01;NÚMERO DE AGENTES DE MOVILIDAD QUE HAN RECIBIDO FORMACIÓN ESPECIALIZADA;PORCENTAJE;100;93
001015;13301;11;01;SOLICITUDES DE AUTORIZACIÓN DE OCUPACIÓN DE LA VÍA PÚBLICA TRAMITADAS;NÚMERO;3900;5881
001015;13301;12;01;VEHÍCULOS EUROTAXI;NÚMERO;250;196
001015;13301;13;01;ADHESIVOS TARIFARIOS;NÚMERO;40000;40000
001015;13301;13;02;TRÍPTICOS TARIFARIOS Y CARTELES INFORMATIVOS;NÚMERO;20000;19200
001015;13301;13;03;TRÍPTICOS EN BRAILLE;NÚMERO;16000;17000
001015;13301;14;01;PERMISO MUNICIPAL DE CONDUCTOR DE AUTOTAXI: OBTENCIÓN Y RENOVACIÓN;NÚMERO;6500;5128
001015;13301;14;02;TARJETAS DE IDENTIFICACIÓN: ALTAS Y BAJAS;NÚMERO;20000;19940
001015;13301;14;03;LICENCIA AUTOTAXI: TRANSMISIÓN;NÚMERO;700;812
001015;13301;14;04;REVISIÓN ANUAL ORDINARIA Y EXTRAORDINARIA;NÚMERO;14600;15152
001015;13301;14;05;DUPLICADOS;NÚMERO;1000;872
001015;13301;14;06;SUSTITUCIÓN DE VEHÍCULOS;NÚMERO;2900;2489
001015;13301;15;04;RECURSOS EXTRAORDINARIOS DE REVISIÓN;NÚMERO;51000;30744
001015;13301;15;03;RECURSOS DE REPOSICIÓN;NÚMERO;82000;47185
001015;13301;15;02;ALEGACIONES E IDENTIFICACIONES;NÚMERO;400000;313768
001015;13301;15;01;DENUNCIAS POR INFRACCIONES;NÚMERO;2700000;2246756
001015;13302;01;01;Proyectos para reparación y mantenimiento;NÚMERO;50;28
001015;13302;02;01;Expedientes de planificación y delimitación de Áreas de Influencia de nuevos aparcamientos;NÚMERO;20;26
001015;13302;03;01;Informes de expedientes;NÚMERO;500;403
001015;13302;04;01;Inspecciones realizadas;NÚMERO;1000;559
001015;13302;05;01;Expedientes de cesión de uso de plazas de aparcamiento;NÚMERO;2000;3168
001015;13402;01;01;Calles controladas;NÚMERO;7000;7000
001015;13402;01;02;Cruces controlados;NÚMERO;200;200
001015;13402;02;01;Estudios realizados;NÚMERO;200;150
001015;13402;03;01;Plazas de aparcamiento regulado;NÚMERO;154375;154928
001015;13402;03;02;Cámaras de control de acceso en las áreas de prioridad residencial;NÚMERO;65;62
001015;13402;03;03;Bicicletas públicas de alquiler;NÚMERO;2028;2028
001015;13402;04;01;Reservas instaladas;NÚMERO;745;718
001015;13402;04;02;Reservas conservadas;NÚMERO;796;760
001015;13403;01;03;centros de control;NÚMERO;1;1
001015;13403;01;02;Sistemas de apoyo a la gestión de la movilidad;NÚMERO;335;600
001015;13403;01;01;Instalaciones semáforicas;NÚMERO;2150;2206
001015;13403;02;03;centros de control renovados;NÚMERO;1;0
001015;13403;02;04;Nuevas instalaciones centralizadas;NÚMERO;30;250
001015;13403;02;02;Sistemas de apoyo a la gestión de la movilidad;NÚMERO;10;7
001015;13403;02;01;iInstalaciones semafóricas;NÚMERO;80;311
001015;15321;01;01;Espacios afectados;M2;500000;100000
001015;15321;02;01;Barreras eliminadas;NÚMERO;100;222
001015;15321;03;01;Proyectos a realizar;NÚMERO;15;5
001015;15321;04;01;Obras de particulares;NÚMERO;6;7
001015;15321;05;01;Revisión y aprobación anual del Inventario;NÚMERO;1;1
001015;15321;06;01;Unidades facturables sobre ensayos de control de calidad;NÚMERO;2700;3541
001015;15321;06;02;Informes-acta de visitas específicas por Convenio con Agentes sociales;NÚMERO;35;42
001015;15321;06;03;Designación coordinadores seguridad y salud;NÚMERO;15;20
001015;15321;06;04;Informes de seguimiento de indicadores de calidad de los servicios;NÚMERO;14;0
001015;15321;07;02;Revisión y actualización del Cuadro de precios;NÚMERO;1;1
001015;15321;07;01;Revisión y actualización de normativa técnica;NÚMERO;1;1
001015;15321;08;01;Incidencias en vías públicas recibidas;NÚMERO;35000;32661
001015;15321;08;02;Inspección de incidencias;NÚMERO;45000;81547
001015;15321;09;01;Licencias de obras en vía pública;NÚMERO;16000;16871
001015;15321;09;02;Devolución de avales asociados a licencias de obras en vía pública;NÚMERO;1100;1352
001015;15321;10;01;Elaboración informes juridicos;NÚMERO;15;13
001015;15321;10;02;Tramitación de expedientes jurídico-administrativos;NÚMERO;150;149
001015;15340;01;01;SUPERVISIÓN DE PROYECTOS;NÚMERO;25;69
001015;15340;01;02;SEGUIMIENTO DE PROYECTOS;NÚMERO;50;85
001015;15340;01;03;INFORMES EN RELACIÓN CON LA APROBACIÓN Y RECEPCIÓN DE OBRAS;NÚMERO;150;210
001015;15340;02;01;ESTUDIOS PREVIOS Y ANTEPROYECTOS DE OBRAS;NÚMERO;4;4
001015;15340;02;02;REDACCIÓN DE PROYECTOS CONSTRUCTIVOS DE OBRA;NÚMERO;3;3
001015;15340;02;03;EJECUCIÓN D EOBRAS;NÚMERO;7;5
001015;16001;01;01;ESTUDIOS PREVIOS Y ANTEPROYECTOS DE OBRAS;NÚMERO;3;3
001015;16001;01;02;REDACCIÓN DE PROYECTOS CONSTRUCTIVOS DE OBRA;NÚMERO;6;6
001015;16001;01;03;EJECUCIÓN DE OBRAS;NÚMERO;10;10
001015;16102;01;01;CONSERVACIÓN DEL RÍO MANZANARES;KILÓMETROS;30;30
001015;16102;01;02;MUESTRAS ANALIZADAS;NÚMERO;1800;1821
001015;16102;01;03;TIEMPO MEDIO DE DETECCIÓN DE INCIDENCIAS DE CALIDAD;HORAS;12;12
001015;16102;02;03;SUMINISTROS AGUA SOCIAL;NÚMERO;115;162
001015;16102;02;04;INTERVENCIONES EN LA RED DE RIEGO;NÚMERO;750;1011
001015;16102;02;01;CONTRATOS VIGENTES SUMINISTRO DE AGUA;NÚMERO;7600;6920
001015;16102;02;02;ANÁLISIS Y REVISIÓN DE LOS PLANES DE GESTIÓN DE GRANDES CONSUMIDORES DE AGUA;NÚMERO/AÑO;10;37
001015;16102;03;01;CONTROL DE PUNTOS DE VERTIDO INDUSTRIALES;NÚMERO;120;120
001015;16102;03;02;LICENCIAS DE ACOMETIDAS A LA RED DE SANEAMIENTO;NÚMERO;400;530
001015;16102;03;03;INSPECCIÓN DE ACOMETIDAS;NÚMERO;80;80
001015;16102;03;04;IDENTIFICACIONES INDUSTRIALES;NÚMERO;4500;3700
001015;16102;03;05;AUTORIZACIÓN DE VERTIDO;NÚMERO;50;59
001015;16102;03;06;VERTIDOS INDUSTRIALES AUTORIZADOS CON ANALÍTICA DE CONTRASTE;PORCENTAJE;100;100
001015;16102;03;07;TIEMPO DE RESPUESTA A SOLICITUDES DE VERTIDO;MESES;2;2
001015;16102;04;;;;0;0
001015;16210;01;01;POBLACIÓN ATENDIDA;NÚMERO;3215633;3141991
001015;16210;01;02;RESIDUOS DEPOSITADOS;TONELADAS;1100000;1088913
001015;16210;01;03;PARQUE DE RECIPIENTES INSTALADOS PARA EL DEPÓSITO DE RESIDUOS;NÚMERO;352000;353234
001015;16210;01;04;VOLUMEN TOTAL INSTALADO;LITROS;15000000;147977950
001015;16210;01;05;VOLUMEN INSTALADO POR HABITANTE;LITROS/PERSONA;47;47
001015;16210;01;06;ACTUACIONES DE REPARACIÓN/MANTENIMIENTO/REPOSICIÓN;NÚMERO;106000;111731
001015;16210;02;01;% VEHÍCULOS RECOLECTORES POCO CONTAMINANTES;PORCENTAJE;100;92
001015;16210;03;01;FRECUENCIA DE RECOGIDA DEL CONTENEDOR DEL 'RESTO';DÍAS/AÑO;363;363
001015;16210;03;02;FRECUENCIA MÍNIMA ENVASES-CUBOS INDIVIDUALES;DÍAS/AÑO;156;156
001015;16210;03;03;FRECUENCIA MÍNIMA ENVASES-CONTENEDORES COLECTIVOS;DÍAS/AÑO;156;156
001015;16210;04;01;Nº CONTENEDORES PAPEL-CARTÓN Y VIDRIO X CADA 500 HABITANTES;NÚMERO;2;2
001015;16210;05;01;FRECUENCIA MEDIA DE VACIADO DE CONT.RECOGIDA SELECTIVA;NÚMERO/SEMANA;2;3
001015;16210;05;02;FRECUENCIA MEDIA DE VACIADO DE CONTENEDORES DE VIDRIO;NÚMERO/MES;2;2
001015;16230;01;10;TALLERES EN CENTROS ESCOLARES;NÚMERO;2500;0
001015;16230;01;09;VISITANTES PARQUE TECNOLOGICO;NÚMERO;9000;9431
001015;16230;01;01;RESIDUOS TRATADOS;TONELADAS;1184503;1221222
001015;16230;01;02;RESIDUOS VERTIDOS;TONELADAS;692976;724719
001015;16230;01;03;MATERIAL RECUPERADO;TONELADAS;74822;67839
001015;16230;01;04;MATERIAL BIOESTABILIZADO;TONELADAS;20000;10966
001015;16230;01;05;PROCESOS A CONTROLAR LAS LOMAS;NÚMERO;2;2
001015;16230;01;06;PROCESOS A CONTROLAR LA PALOMA;NÚMERO;4;4
001015;16230;01;08;SUPERFICIE A MANTENER EN EL PARQUE FORESTAL;HECTÁREAS;110;110
001015;16230;01;07;PROCESOS A CONTROLAR LAS DEHESAS;NÚMERO;7;7
001015;16230;02;01;EXPLOTACION PLANTAS DE BIOMETANIZACION;NÚMERO;2;2
001015;16230;02;02;EXPLOTACION DE UNA PLANTA DE TRATAMIENTO DE BIOGAS;NÚMERO;1;1
001015;16230;02;03;EXTRACCION VOLUMEN MAXIMO DE GAS ANTIGUO VERTEDERO;NM3/H;2600;3347
001015;16230;02;04;REDUCCION DE ENERGIA ELECTRICA LA GALIANA;MEGAVATIO/HORA;79166;57507
001015;16230;02;06;EXTRACCION DE BIOGAS PLANTAS BIOMETANIZACION;M3/TONELADA;191;183
001015;16230;02;05;PRODUCCION ENERGIA ELECTRICA LAS LOMAS;MEGAVATIO/HORA;200000;177577
001015;16230;03;02;ANALISIS CONTROL DE CALIDAD;NÚMERO;19422;14250
001015;16230;03;01;MANTENER LOS POZOS OPERATIVOS;NÚMERO;280;280
001015;16301;01;01;POBLACIÓN ATENDIDA;NÚMERO;3161144;3141991
001015;16301;01;02;BALDEO MIXTO;M2;958395450;1001898918
001015;16301;02;02;TIEMPO MEDIO DE RESPUESTA EN ACTUACIONES;MINUTOS;20;10
001015;16301;02;01;INTERVENCIOES;NÚMERO;50000;42003
001015;16301;03;01;MEDICIONES DE ÍNDICES DE LIMPIEZA;NÚMERO;40000;331911
001015;16301;03;02;MEDICIONES DE ÍNDICES DE CONSERVACIÓN DE MOBILIARIO URBANO, ÁREAS INFANTILES Y ÁREAS DE MAYORES;NÚMERO;18000;105755
001015;16301;03;03;INDICADORES DE CALIDAD A CALCULAR RELATIVOS A LIMPIEZA Y CONSERVACIÓN DE EQUIPAMIENTO URBANO;NÚMERO;43;43
001015;16301;03;04;ELEMENTOS DE MOBILIARIO URBANO ATENDIDOS;NÚMERO;966991;763988
001015;16301;03;05;ACTUACIONES SOBRE ELEMENTOS DE MOBILIARIO URBANO;NÚMERO;10000;84922
001015;16501;01;02;Instlaciones hidráulicas ornamentales;NÚMERO;430;426
001015;16501;01;03;Instalaciones de seguridad en infraestructuras subterráneas;KILÓMETROS;172;172
001015;16501;01;04;Centros de Control;NÚMERO;1;1
001015;16501;01;01;Puntos de luz;NÚMERO;255000;259679
001015;16501;02;01;Puntos de luz;NÚMERO;3000;3835
001015;16501;02;02;instalaciones hidraúlicas ornamentales;NÚMERO;4;4
001015;16501;02;03;instlaciones de seguridad en infraestructuras subterráneas;KILÓMETROS;50;50
001015;16501;02;04;centros de control renovados;NÚMERO;1;1
001015;16501;02;05;nuevas instalaciones renovadas;NÚMERO;100;100
001015;16501;03;01;Ahorro energético;PORCENTAJE;15;30
001015;16501;04;04;Actuaciones de coordinación de publicidad institucional en mobiliario urbano;NÚMERO;350;486
001015;16501;04;03;Control y supervisión de traslados e instalaciones;NÚMERO;2000;103
001015;16501;04;02;Inspección de emplazamientos;NÚMERO;300;985
001015;16501;04;01;Análisis  de nuevos emplazamientos para mobiliario urbano publicitario;NÚMERO;500;210
001015;16501;05;03;Realizar las inspecciones derivadas de las reclamaciones y denuncias;NÚMERO;15;10
001015;16501;05;04;Tramitar los expedientes de disciplina y recuperación de oficio del dominio público.;NÚMERO;300;357
001015;16501;05;02;Controlar el cumplimiento de normativa en instalaciones y soportes de publicidad exterior;NÚMERO;850;830
001015;16501;05;01;tramitar e informar solicitudes de licencias y autorizaciones de instalaciones o actuaciones de publicidad exterior;NÚMERO;450;446
001015;16501;06;03;Tramitacion de quejas y reclamaciones;NÚMERO;30;26
001015;16501;06;02;Control y autorización de instalaciones en las concesiones;NÚMERO;15;37
001015;16501;06;01;reuniones de seguimiento con los concesionarios;NÚMERO;12;16
001015;17000;01;04;APOYO TRAMITACIÓN EXPTES. CONCESIÓN DE SUBVENCIONES;NÚMERO;1;2
001015;17000;01;05;INSERCIONES EN BOLETINES;NÚMERO;1050;650
001015;17000;01;06;CONVENIOS TRAMITADOS;NÚMERO;25;24
001015;17000;01;07;EXPEDIENTES DE DAÑOS AL PATRIMONIO;NÚMERO;750;500
001015;17000;01;08;EXPEDIENTES DE RECLAMACIONES DE RESPONSABILIDAD PATRIMONIAL;NÚMERO;1550;0
001015;17000;01;09;DISPOSICIONES NORMATIVAS ELABORADAS Y TRAMITADAS;NÚMERO;4;16
001015;17000;01;10;GESTIÓN EXPEDIENTES PLENO, COM PERMANENTE Y J. GOBIERNO;NÚMERO;120;108
001015;17000;01;03;ACTUACIONES RELACIONADAS CON TRIBUNALES DE JUSTICIA;NÚMERO;2450;1770
001015;17000;01;02;RECURSOS ADMINISTRATIVOS TRAMITADOS;NÚMERO;2374;1808
001015;17000;01;01;INFORMES Y CONSULTAS JURÍDICAS EFECTUADAS;NÚMERO;95;76
001015;17000;02;01;EXPEDIENTES DE SERVICIOS Y SUMINISTROS;NÚMERO;216;221
001015;17000;03;01;EXPEDIENTES DE CONTRATACIÓN;NÚMERO;60;87
001015;17000;04;01;DOCUMENTOS CONTABLES TRAMITADOS;NÚMERO;8000;3730
001015;17000;04;02;EXPEDIENTES DE MODIFICACIÓN DE CRÉDITO;NÚMERO;120;116
001015;17000;04;03;DOCUMENTOS DE ANTICIPOS DE CAJA FIJA;NÚMERO;1400;886
001015;17000;04;04;INFORMES DE ESTADO DE EJECUCIÓN;NÚMERO;50;50
001015;17000;05;03;SOLICITUDES DE FORMACIÓN  GENERAL Y ESPECÍFICA;NÚMERO;2500;2300
001015;17000;05;04;EMPLEADOS SOMETIDOS A CONTROL DE I.T. Y ABSENTISMO;NÚMERO;1900;1840
001015;17000;05;05;ADAPTACIONES DE PUESTOS POR MOTIVOS DE SALUD;NÚMERO;70;35
001015;17000;05;06;EXPEDIENTES DE DEMANDAS JUDICIALES;NÚMERO;15;2
001015;17000;05;01;EXPEDIENTES DE CREACIÓN Y MODIFICACIÓN DE PUESTOS DE TRABAJO;NÚMERO;50;85
001015;17000;05;02;EXPEDIENTES DE PROVISIÓN DE PUESTOS DE TRABAJO;NÚMERO;40;209
001015;17000;06;01;DOCUMENTOS REGISTRADOS;NÚMERO;92000;119088
001015;17101;01;01;SUPERFICIE PARQUES CONSERVACIÓN MUNICIPAL;M2;27476200;27476200
001015;17101;02;01;PRODUCCION DE ARBOLADO;NÚMERO;12000;1200
001015;17101;02;02;PRODUCCION DE ARBUSTOS;NÚMERO;200000;200000
001015;17101;02;03;PRODUCCION DE PLANTA DE FLOR;NÚMERO;400000;400000
001015;17101;02;04;PARQUES DOTADOS DE RIEGO CON AGUA REGENERADA;M2;10003840;10003840
001015;17101;03;01;EXPEDIENTES A INFORMAR DE PARQUES;NÚMERO;20000;20000
001015;17101;04;01;SUPERVISIÓN Y CONTROL DE CONSUMO DE AGUA POTABLE EN CONTADORES (LECTURAS);NÚMERO;15000;15750
001015;17101;05;01;NÚMERO DE INDICADORES DE CALIDAD A CALCULAR EN PARQUES Y VIVEROS;NÚMERO;34;34
001015;17102;01;02;ZONAS VERDES DOTADAS DE RIEGO DE AGUA REGENERADA;NÚMERO;3730188;4151100
001015;17102;01;01;ACTUACIONES CONSTANTE CON CRITERIOS DE ARBORICULTURA SOSTENIBLE DE MANTENIMIENTO Y MEJORA Y RENOVACION DE ARBOLADO URBA;NÚMERO;294500;294500
001015;17102;02;02;NÚMERO DE INDICADORES DE CALIDAD A CALCULAR;NÚMERO;24;24
001015;17102;02;01;MEDICIONES DE ÍNDICES DE CONSERVACION DE ZONAS VERDES;NÚMERO;101700;114689
001015;17211;01;03;Puntos recar. eléct. en vías y aparc. públic. (de rotación);NÚMERO;175;175
001015;17211;01;04;Particip. en proyect. de innovac. en el ámbito energético;NÚMERO;2;2
001015;17211;01;05;Jornadas y reuniones técnicas del Foro Pro Clima;NÚMERO;4;1
