CeGe;Prog. Finan.;Objetivo;Actividad por Objetivo;Descripción Actividades
001012;92000;03;A;Verificación técnica de los edificios adscritos a la Coordinación General de la Alcaldía.
001012;92000;03;B;Propuestas de adquisiciones de suministros y de realización de servicios técnicos.
001012;92000;03;C;Tramitar certificaciones y facturas de gasto correspondientes a los contratos de obras, servicios y suministros.
001012;92000;03;D;Tramitación de los expedientes de contratación de gestión centralizada.
001012;92000;03;E;Planificación de los servicios del Taller de Montajes de Actos Públicos.
001012;92000;04;A;Elaboración de informes jurídicos o administrativos en las materiasasignadas a la Coordinación General de la Alcaldía.
001012;92000;04;B;Elaboración de informes y sugerencias sobre proyectos de normas ydisposiciones generales de ámbito municipal.
001012;92000;04;C;Tramitación de convenios y subvenciones.
001012;92000;04;D;Coordinación de los expedientes que proceda elevar a la consideración deJunta de Gobierno, Comisión Permanente de Pleno
001012;92000;04;E;Gestión de la Oficina de Registro de Acreditación de firma Electrónicade la Coordinación General de la Alcaldía.
001012;92000;04;F;Interlocución en materia de protección de datos de cartácter personal,código de buenas prácticas y registro de convenios
001012;92000;05;A;Gestión de la Oficina de Registro de la Coordinación General de laAlcaldía.
001012;92000;05;B;Atender las solicitudes de información que plantean los ciudadanos sobrelas distintas competencias municipales y en part
001012;92000;05;C;Recepción, gestión y respuesta de sugerencias y reclamaciones.
001012;92000;05;D;Racionalización y mejora del sistema de recepción de documentos einstancias, solicitudes, etc, presentados por los ciuda
001012;92000;06;A;Verificar desde el punto de vista administrativo y físico la evoluciónde las actuaciones del Ayuntamiento de Madrid cofi
001012;92000;06;B;Tramitar las certificaciones de gasto correspondientes a los distintosprogramas de Fondos Europeos en los que participa
001012;92000;06;C;Realizar el seguimiento de los ingresos a favor del Ayuntamiento deMadrid procedentes de Fondos Europeos.
001012;92000;06;D;Representar al Ayuntamiento de Madrid ante las distintasadministraciones y en los organismos que proceda con motivo de l
001012;92000;06;E;Promover las modificaciones que fueran precisas en los programascofinanciados por Fondos Europeos en los que participa e
001012;92000;06;F;Identificación y análisis de nuevas fuentes de financiación procedentesde la Unión Europea.
001012;92000;06;G;Asesorar y asistir a las distintas unidades directivas en lapresentación de solicitudes de ayuda a la UE para proyectos
001012;92000;06;H;Preparar los proyectos de participación del Ayuntamiento de Madrid enlos programas cofinanciados por Fondos Europeos del
001012;92009;01;A;Modernización, eficacia y mejora de los métodos de trabajo, continuando con la digitalización de los expedientes
001012;92009;01;B;Gestión económica de ingresos derivados de costas y daños al patrimonio municipal
001012;92202;01;A;Organización de actos públicos y ruedas de prensa con los medios decomunicación.
001012;92202;01;B;Emisión de comunicados y notas de prensa.
001012;92202;01;C;Cobertura audiovisual y gráfica de eventos locales.
001012;92202;01;D;Elaboración de notas de prensa.
001012;92202;01;E;Difusión de la agenda de actividades municipales.
001012;92202;01;F;Información del tráfico de la ciudad.
001012;92202;01;G;Emergencias Madrid.
001012;92202;01;H;Grabación de imágenes de interés informativo y difusión a los medios decomunicación audiovisual.
001012;92202;02;A;Elaboración del resumen de prensa.
001012;92202;02;B;Actualización permanente de la página web en relación con la actividadinstitucional.
001012;92202;02;C;Conservación y actualización del archivo fotográfico.
001012;92202;02;D;Conservación y actualización del archivo audiovisual.
001012;92202;03;A;Supervisión diaria de las campañas informativas en lo relativo a laimagen institucional en áreas de gobierno y distritos
001012;92202;03;B;Asesoramiento respecto a la utilización de la imagen corporativa en lasdistintas áreas del Ayuntamiento de Madrid.
001012;92202;03;C;Realización de soportes gráficos para actos institucionales.
001012;92202;03;D;Diseño y maquetación de publicaciones para diversos departamentos delAyuntamiento de Madrid.
001012;92206;01;A;Permanente coordinación entre las Áreas de Gobierno, los Distritos, la Junta de Gobierno y el Pleno
001012;92206;01;B;Permanente coordinación del Ayuntamiento de Madrid con otrasAdministraciones Públicas
001012;92206;02;A;Impulso de los expedientes administrativos cuyo objetivo es la concesiónde subvenciones
001012;92207;01;A;Impulso y seguimiento de la participación de miembros de la Corporación, directivos o personal municipal en las distinta
001012;92207;01;B;Seguimiento e impulso de la participación del Ayuntamiento de Madrid en otras organizaciones y foros internacionales.
001012;92207;01;C;Seguimiento de la relación del Ayuntamiento con los Consorcios y Fundaciones.
001012;92207;01;D;Seguimiento de las políticas de la Unión Europea con incidencia en la Administración Local.
001012;92207;01;E;Estudio e informe de la posible adhesión de Madrid a otras organizaciones o instancias internacionales.
001012;92207;01;F;Estudio, documentación e informe de asuntos internacionales de carácter multilateral.
001012;92207;01;G;Centralización de la información relativa a la actividad internacional del Ayuntamiento.
001012;92207;01;H;Relación con organismos internacionales acreditados en Madrid.
001012;92207;01;I;Relación con las instituciones europeas.
001012;92207;01;J;Promoción en el ámbito europeo de los objetivos y proyectos de Madrid.
001012;92207;01;K;Organización de los programas para la celebración en Madrid de las reuniones o visitas de miembros de dichas organizacio
001012;92207;01;L;Gestión administrativa de los expedientes y asuntos propios de susfunciones.
001012;92207;02;A;Impulso y seguimiento de las relaciones bilaterales de Madrid con ciudades, foros e instancias locales del extranjero.
001012;92207;02;B;Preparación y desarrollo de programas de visitas oficiales al extranjero.
001012;92207;02;C;Organización de visitas a Madrid de representantes de gobiernos locales extranjeros.
001012;92207;02;D;Relaciones con las embajadas extranjeras acreditadas en Madrid.
001012;92207;02;E;Seguimiento y gestión de los hermanamientos, acuerdos de amistad y colaboración con otras capitales y ciudades del extra
001012;92207;02;F;Complemento de la actividad  de los servicios de protocolo, en actos de carácter internacional.
001012;92207;02;G;Estudio, documentación e informe de asuntos internacionales de carácter bilateral.
001012;92207;02;H;Gestión administrativa de los expedientes y asuntos propios de sus funciones.
001012;92207;03;A;Identificación y priorización de las posibles entidades e instituciones en el marco del PEPI. Definición de contenidos g
001012;92207;03;B;Seguimiento de la estrategia internacional y detección de oportunidades para Madrid en el ámbito internacional.
001012;92207;03;C;Elaboración y propuesta de acuerdos de colaboración.
001012;92207;03;D;Impulso para la formalización de acuerdos.
001012;92207;03;E;Ejecución e impulso de acciones de proyección.
001012;92207;03;F;Seguimiento y revisión del Catálogo de buenas prácticas para la promoción internacional.
001015;13301;01;A;ELABORACIÓN MENSUAL DE ESTADÍSTICAS DE CONTROL DEL NÚMERO DEAUTORIZACIONES TRAMITADAS.
001015;13301;01;B;RECEPCIÓN DE LAS SOLICITUDES
001015;13301;01;C;EMISIÓN DE INFORMES TÉCNICOS
001015;13301;01;D;ELABORACIÓN DE LA PROPUESTA Y DE LA RESOLUCIÓN DE LA AUTORIZACIÓN
001015;13301;01;E;NOTIFICACIÓN AL INTERESADO
001015;13301;02;A;CONTROL Y SEGUIMIENTO MENSUAL DEL NÚMERO DE EXPEDIENTES EN TRAMITACIÓN YESTADO.
001015;13301;02;B;RECEPCIÓN DE LAS SOLICITUDES
001015;13301;02;C;COMPROBACIÓN DE LA DOCUMENTACIÓN NECESARIA PARA CONTINUAR LATRAMITACIÓN, REALIZANDO EL CORRESPONDIENTE REQUERIMIENTO EN
001015;13301;02;D;ELABORACIÓN DE LA PROPUESTA DE RESOLUCIÓN
001015;13301;02;E;ELABORACIÓN DE LA RESOLUCIÓN MEDIANTE LA QUE SE CONCEDE O DENIEGA LAAUTORIZACIÓN
001015;13301;02;F;NOTIFICACION DE LA RESOLUCIÓN Y ELABORACIÓN DE LA TARJETA DEESTACIONAMIENTO
001015;13301;03;A;RECEPCIÓN Y TRAMITACIÓN DE SOLICITUDES
001015;13301;03;B;EMISIÓN DE REQUERIMIENTOS EN LOS CASOS PRECISOS
001015;13301;03;C;SOLICITUD DE INFORME TÉCNICO
001015;13301;03;D;ELABORACIÓN DE LA PROPUESTA DE RESOLUCIÓN
001015;13301;03;E;ELABORACIÓN DE LA RESOLUCIÓN CONCEDIENDO O DENEGANDO LA AUTORIZACIÓN
001015;13301;03;F;NOTIFICACIÓN AL INTERESADO Y A LA POLICÍA MUNICIPAL, EN SU CASO.
001015;13301;04;A;CONTROL Y SEGUIMIENTO MENSUAL DEL NÚMERO DE EXPEDIENTES EN TRAMITACIÓN YESTADO.
001015;13301;04;B;RECEPCIÓN DE LAS SOLICITUDES DE RETIRADA, ACTAS DE AGENTES DE MOVILIDADY ACTAS DE POLICÍA MUNICIPAL
001015;13301;04;C;INICIO SI PROCEDE DEL PROCEDIMIENTO PARA ORDENAR EL TRASLADO DELVEHÍCULO A UN CENTRO AUTORIZADO DE TRATAMIENTO PARA SU P
001015;13301;04;D;RECEPCIÓN DEL ACTA DE AGENTES DE MOVILIDAD EN LA QUE SE COMPRUEBA SI ELTITULAR DEL VEHÍCULO HA PROCEDIDO A LA RETIRADA D
001015;13301;04;E;SI EL VEHÍCULO NO HA SIDO RETIRADO POR SU TITULAR, RESOLUCIÓN DELPROCEDIMIENTO ORDENANDO EL TRASLADO A UN CENTRO AUTORIZ
001015;13301;05;A;RECEPCIÓN Y TRATAMIENTO DE SOLICITUDES
001015;13301;05;B;EMISIÓN DE REQUERIMIENTOS EN LOS CASOS PRECISOS
001015;13301;05;C;ELABORACIÓN DE LA PROPUESTA DE RESOLUCIÓN
001015;13301;05;D;ELABORACIÓN DE LA RESOLUCIÓN CONCEDIENDO O DENEGANDO LA AUTORIZACIÓN
001015;13301;05;E;NOTIFICACIÓN AL INTERESADO.
001015;13301;06;A;RECEPCIÓN Y TRATAMIENTO DE SOLICITUDES
001015;13301;06;B;EMISION DE REQUERIMIENTOS EN LOS CASOS PRECISOS
001015;13301;06;C;ELABORACION DE LA PROPUESTA DE RESOLUCION
001015;13301;06;D;ELABORACION DE LA RESOLUCION CONCEDIENDO O DENEGANDO LA AUTORIZACION
001015;13301;06;E;NOTIFICACION AL INTERESADO
001015;13301;07;A;PLANIFICACIÓN DEL SERVICIO: IDENTIFICACIÓN DE CRUCES Y EJES RELEVANTES,PRIORIZACIÓN DE LOS MISMOS, COORDINACIÓN DE PUEST
001015;13301;08;A;DENUNCIAS: GENÉRICAS, APR, RADAR.
001015;13301;08;B;RETIRADA DE VEHÍCULOS CON GRÚA
001015;13301;08;C;ASISTENCIA EN ACCIDENTES DE CIRCULACIÓN
001015;13301;08;D;INSPECCIONES DE RESERVAS Y ATENCIÓN DE REQUERIMIENTOS
001015;13301;09;A;EJECUCIÓN DE SERVICIOS ESPECIALES PROPIAS DEL CUERPO DE AGENTES DEMOVILIDAD, PLANIFICACIONES, ASIGNACIÓN DE RECURSOS HUM
001015;13301;09;B;EJECUCIÓN DE SERVICIOS ESPECIALES, EN COORDINACIÓN CON OTROSSERVICIOS:COORDINACIÓN CON POLICÍA MUNICIPAL, PLANIFICACIONE
001015;13301;10;A;FORMACIÓN ESPECÍFICA, CUERPO DE AGENTES DE MOVILIDAD
001015;13301;10;B;DESARROLLOS INFORMÁTICOS
001015;13301;10;C;FIRMA DIGITAL
001015;13301;10;D;AUMENTO NÚMEROS DE TERMINALES DE PDA
001015;13301;10;E;ATENCIÓN DE COMUNICADOS DE TRÁFICO EN MÁS DISTRITOS DE LA CAPITAL
001015;13301;10;F;MANTENIMIENTO DE LAS CARACTERÍSTICAS DEL PARQUE DE VEHÍCULOS
001015;13301;11;A;RECEPCIÓN Y TRAMITACIÓN DE SOLICITUDES
001015;13301;11;B;EMISIÓN DE REQUERIMIENTOS DE SOLICITUDES
001015;13301;11;C;EXPEDICIÓN DE LA AUTORIZACIÓN DE OCUPACIÓN
001015;13301;11;D;NOTIFICACIÓN AL INTERESADO Y A POLICÍA MUNICIPAL
001015;13301;11;E;ELABORACIÓN MENSUAL DE ESTADÍSTICA DEL Nº DE SOLICITUDES AUTORIZACIÓNTRAMITADAS
001015;13301;12;A;DETERMINACIÓN DE LAS BASES DEL PROCEDIMIENTO POR EL QUE SE REGIRÁN LASCONVOCATORIAS PARA LA CONCESIÓN DEL RÉGIMEN ESPECI
001015;13301;12;B;RECEPCIÓN Y TRAMITACIÓN DE SOLICITUDES
001015;13301;12;C;COMPROBACIÓN DE LOS REQUISITOS DE LOS TITULARES DE LICENCIA
001015;13301;12;D;ELABORACIÓN Y PUBLICACIÓN RELACIÓN PROVISIONAL DE ASPIRANTES EXCLUIDOS
001015;13301;12;E;TRAMITACIÓN ALEGACIONES
001015;13301;12;F;PUBLICACIÓN RESOLUCIÓN DE ASPIRANTES ADMITIDOS Y EXCLUIDOS
001015;13301;12;G;EXPEDICIÓN DEL DOCUMENTO JUSTIFICATIVO DE LA ADQUISICIÓN DEL VEHICULOEUROTAXI
001015;13301;13;A;ELABORACIÓN Y DISTRIBUCIÓN DE ADHESIVOS TARIFARIOS
001015;13301;13;B;ELABORACIÓN Y DISTRIBUCIÓN DE TRÍPTICOS TARIFARIOS Y CARTELESINFORMATIVOS
001015;13301;14;A;FORMACIÓN CONTINUA DEL PERSONAL
001015;13301;14;B;SIMPLIFICACIÓN PROCEDIMIENTOS
001015;13301;14;C;COORDINACIÓN CON SERVICIOS DEL AYUNTAMIENTO Y OTRAS ADMINISTRACIONESPÚBLICAS
001015;13301;14;D;RECEPCIÓN Y TRAMITACIÓN DE SOLICITUDES
001015;13301;14;E;COMPROBACIÓN DEL CUMPLIMIENTO DE REQUISITOS
001015;13301;14;F;RESOLUCIÓN Y ENTREGA DE LO SOLICITADO
001015;13301;15;A;MEJORA EN LA ATENCIÓN AL CIUDADANO CON LA UTILIZACIÓN DE NUEVOS MEDIOSTÉCNICOS
001015;13301;15;B;DESARROLLO DE LA NUEVA HERRAMIENTA DE GESTIÓN INFORMÁTICA DE MULTAS DECIRCULACIÓN
001015;13301;15;C;REDUCCIÓN DE LOS PLAZOS EN LA RESOLUCIÓN DE ALEGACIONES Y RECURSOS
001015;13301;15;D;ELABORACIÓN DE UNA CARTA DE SERVICIOS DE GESTIÓN DE MULTAS DECIRCULACIÓN
001015;13302;01;A;Realizar proyectos de reparación y mantenimiento de los aparcamientospúblicos de rotación, mixtos y para uso de resident
001015;13302;02;A;Realizar informes de planificación de nuevos aparcamientos subterráneosque mejoren la movilidad urbana y que son promovi
001015;13302;02;B;Realizar la supervisión y/o redacción de pliegos para la contratación dela gestión del servicio público de nuevas conces
001015;13302;02;C;Informar sobre expedientes para la enajenación de plazas deaparcamientos.
001015;13302;03;A;Realizar informes relativos a cambios de titularidad de concesionarios,informes de valoración económica de plazas con di
001015;13302;04;A;Inspeccionar el estado de conservación de los aparcamientos subterráneosde concesión municipal con la pretensión de veri
001015;13302;04;B;Realizar inspecciones de los aparcamientos de residentes para valorareconómicamente los derechos de uso de las plazas, d
001015;13302;04;C;Reuniones con las distintas partes implicadas (concesionarios,comunidades de usuarios, ciudadanos).
001015;13302;05;A;Tramitar por la Subdirección General de Transportes y Aparcamientos losexpedientes de cambios de titularidad del derecho
001015;13302;05;B;Expedir certificados de titularidad del derecho de uso de las plazas, asolicitud de los interesados.
001015;13302;05;C;Expedientes de valoración actualizada de los derechos de uso de lasplazas de aparcamiento.
001015;13302;05;D;Cánones de las concesiones administrativas sobre los aparcamientosmunicipales.
001015;13302;05;E;Actualización de las tarifas de los aparcamientos municipales mixtos yde rotación.
001015;13302;05;F;Cambios de titularidad de concesionarios, devolución de avales,extinción de concesiones, tramitación de expedientes para
001015;13402;01;A;Instalación en calles de aparatos contadores de tráfico (aforosautomáticos).
001015;13402;01;B;Aforos direccionales en diversos cruces de la red viaria
001015;13402;01;C;"Toma de datos de velocidades por medio de vehículos ""flotantes""."
001015;13402;01;D;Emisión de informes.
001015;13402;02;A;Mantenimiento y gestión de una base de datos relativa a aforos,velocidades y accidentes, cartografía, etc.
001015;13402;02;B;Realización de estudios orientados a determinar las causas deconflictividad viaria.
001015;13402;02;C;Emisión de propuestas de mejora de la circulación rodada en la ciudad.
001015;13402;02;D;Realización de estudios que proporcionen un conocimiento de la situaciónreal del tráfico en Madrid.
001015;13402;02;E;Estudios sobre aforos de formas de movilidad (ciclista, motociclista,peatonal)
001015;13402;02;F;Realización de estudios basados en escenarios teóricos que representenlas medidas que se pretenden evaluar.
001015;13402;02;G;Realización de estudios para la instalación y eficiencia de las reservasde estacionamiento (taxis, carga y descarga, etc
001015;13402;03;A;Realización del inventario de plazas por Barrios
001015;13402;03;B;Revisión del funcionamiento de los expendedores de tiques
001015;13402;03;C;Control de las rutas de vigilancia
001015;13402;03;D;Tramitación de concesión de distintivos
001015;13402;03;E;Impulso de la movilidad ciclista a través del servicio de alquiler debicicleta pública.
001015;13402;03;F;Gestión y conservación de los sistemas de control de accesos en lasAPRs.
001015;13402;04;A;Recepción y tratamiento de solicitudes.
001015;13402;04;B;Emisión de requerimientos en los casos precisos.
001015;13402;04;C;Emisión de informes: estudio de viabilidad que justifique la necesidadde la instalación,    localización y emplazamiento
001015;13402;04;D;Expedición de la autorización de reserva de espacio.
001015;13402;04;E;Notificación al interesado.
001015;13403;01;A;Trabajos de mejora y renovación de las instalaciones urbanas a las quese refiere el programa.
001015;15321;01;A;Renovación de pavimentos (aceras y calzadas)
001015;15321;01;B;Conservación y mantenimiento de pasos a distinto nivel
001015;15321;01;C;Conservación de viales
001015;15321;01;D;Coordinación y seguimiento de incidencias en la vía pública
001015;15321;02;A;Trabajos de eliminación urbanísticas en vía pública
001015;15321;03;A;Renovación integral en vía pública
001015;15321;04;A;Elaboración de proyecto, dirección y ejecución de las obras hasta su recepción.
001015;15321;05;A;Gestión de altas, bajas y modificaciones de los elementos del Inventario.
001015;15321;05;B;Tramitación de consultas formuladas por otras dependencias municipales y por particulares
001015;15321;06;A;Trabajos de control de calidad de las obras de Compañías de  Serviciosy de particulares autorizadas por la Dirección Gen
001015;15321;06;B;Trabajos de control de calidad de las obras de la Dirección General
001015;15321;06;C;Coordinación de seguridad y salud de las obras de la Dirección  General
001015;15321;06;D;Desarrollo del Convenio con Agentes Sociales en materia de prevención deriesgos, reducción de siniestralidad laboral y c
001015;15321;06;E;Seguimiento e inspección de los contratos de gestión integral
001015;15321;07;A;Realización de estudios e informes para actualización del PPT en lo relativo a obras de urbanización y normalización de
001015;15321;07;B;Realización de estudios para actualización de Cuadro de precios
001015;15321;08;A;Registro de avisos y solicitudes para subsanación de desperfectos,deficiencias o anomalías que pueden aparecer en los el
001015;15321;08;B;Tramitación de solicitudes de instalaciones de nuevos elementos enla vía pública, presentadas por los ciudadanos
001015;15321;08;C;Inspoección de obras e incidencias en la vía pública de carácter ordinario  y urgente
001015;15321;09;A;Tramitación de solicitudes de licencias de obras en vía pública por Compañías de servicios y particulares
001015;15321;09;B;Tramitación de expedientes de devolución de avales asociados a licencias de obras en vía pública
001015;15321;10;A;Tramitación de expedientes jurídico-administrativas en materia de obras en la vía pública
001015;15321;10;B;Elaboración de informes jurídicos relativos a cuestiones relativasa competencias de la Dirección General
001015;15340;01;A;Supervisión de los proyectos de obras de infraestructuras.
001015;15340;01;B;Informar las obras de infraestructuras previo y vinculante a laaprobación del proyecto.
001015;15340;01;C;Tramitar e informar los proyectos de urbanización en ejecución delplaneamiento.
001015;15340;01;D;Proponer la declaración de singularidad.
001015;15340;01;E;Supervisión técnica, seguimiento y control por compensación.
001015;15340;01;F;Informar previo y vinculante a la recepción de las obras de urbanizaciónprivada y municipal
001015;15340;01;G;Recepción de las obras de urbanización e infraestructuras de iniciativapública o privada.
001015;15340;02;A;Planificación de  nuevos proyectos en función del crecimiento ynecesidades de la ciudad
001015;15340;02;B;Redacción de estudios, anteproyectos y proyectos relativos a serviciosde la Ciudad como urbanización, remodelación de ví
001015;15340;02;C;Coordinación con los responsables involucrados en los ámbitos deactuación o servicios afectados.
001015;15340;02;D;Seguimiento de los planes de inversión de distrito y de barrio
001015;15340;02;E;Elaboración de los pliegos de cláusulas administrativas y técnicas parallevar a cabo la licitación de las obras, así com
001015;15340;02;F;Seguimiento de los procesos de ejecución de las obras y de la recepcióndefinitiva hasta el cierre del proyecto.
001015;16001;01;A;Planificación de la red de saneamiento para abordar nuevos proyectos enfunción del crecimiento y necesidades de la ciuda
001015;16001;01;B;Redacción de estudios, anteproyectos y proyectos relativos aaparcamientos, reurbanización, vías ciclistas, remodelación
001015;16001;01;C;Coordinación con los responsables involucrados en los ámbitos deactuación o servicios afectados.
001015;16001;01;D;Seguimiento de los planes de inversión de distrito y de barrio
001015;16001;01;E;Elaboración de los pliegos de cláusulas administrativas y técnicas parallevar a cabo la licitación de las obras, así com
001015;16001;01;F;Seguimiento de los procesos de ejecución de las obras y de la recepcióndefinitiva hasta el cierre del proyecto.
001015;16102;01;A;Mantenimiento de las infraestructuras, instalaciones y equipos del ríoManzanares con el fin de obtener un grado óptimo d
001015;16102;01;B;Control de la fauna avícola y piscícola asociada al río y aireaciónmecánica del agua.
001015;16102;01;C;Control de la calidad del agua mediante las estaciones de calidad ydeterminaciones analíticas.
001015;16102;01;D;Telecontrol a través de las cámaras de vigilancia, sistema de megafoníay otros elementos del nuevo sistema instalado par
001015;16102;01;E;Colaboración con diferentes servicios municipales (Calle 30, Madrid-Río,Policía, Bomberos, etc.) y atención al ciudadano
001015;16102;02;A;Relaciones con otros organismos para atender a las solicitudes de aguapotable.
001015;16102;02;B;Revisión de la documentación del Plan para comprobar su adecuación a losrequisitos de la Ordenanza de Gestión y Uso Efic
001015;16102;02;C;Requerimiento de documentación o subsanación de errores.
001015;16102;02;D;Aprobación del Plan mediante resolución del Director General.
001015;16102;02;E;Asesoría a redactores del Plan.
001015;16102;03;A;Recepción de archivos de identificación industrial y revisión de ladocumentación.
001015;16102;03;B;Recepción de las solicitudes de autorización de vertidos y revisión dela documentación
001015;16102;03;C;Control analítico periódico de los parámetros de máxima contaminación deefluentes autorizados
001015;16102;03;D;Tramitación de las autorizaciones de vertido e inspecciones in situ delas instalaciones autorizadas.
001015;16102;03;E;Coordinación con la Administración Autonómica en cumplimiento de la Ley10/1993 de vertidos líquidos industriales al sist
001015;16102;03;F;Información y asesoramiento al interesado en cumplimiento de laOrdenanza de Gestión y Uso Eficiente del Agua.
001015;16102;03;G;Proposición de inicio de expedientes sancionadores
001015;16102;03;H;Tramitación de licencias de acometida y nuevos ramales dealcantarillado.
001015;16102;03;I;Tramitación de licencias de acometida y nuevos ramales dealcantarillado.
001015;16102;04;A;Tramitación de expedientes relacionados con incidencias, consultasdemandas a instancias de parte, notas de servicio inte
001015;16102;04;B;Información y asesoramiento a organismos o particulares en relación conincidencias o informaciones planteadas
001015;16102;04;C;Informaciones facilitadas sobre datos cartográficos y características dela red de alcantarillado formuladas por particul
001015;16102;04;D;Tramitación de certificaciones.
001015;16210;01;A;Proporcionar los contenedores necesarios para la recogida de losresiduos de las fracciones resto y envases separadamente
001015;16210;01;B;Reparar y lavar los contenedores.
001015;16210;01;C;Reponer los contenedores del parque existente que hayan llegado al finalde su vida útil.
001015;16210;02;A;Aplicación de la normativa vigente en lo que respecta a emisionesacústicas y gaseosas.
001015;16210;02;B;Verificación del cumplimiento de la misma y su exigencia a los vehículosde las empresas y prestadoras de los servicios.
001015;16210;03;A;RECOGER LOS RESIDUOS DE LAS FRACCIONES RESTO Y ENVASES SEPARADAMENTE, DEACUERDO AL PROCEDIMIENTO ESTABLECIDO PARA CADA Z
001015;16210;03;B;TRANSPORTAR LOS RESIDUOS HASTA LAS INSTALACIONES DEL PARQUE TECNOLÓGICODE VALDEMINGÓMEZ.
001015;16210;04;A;Mantenimiento del parque de contenedores existene y dotación necesariapara nuevos desarrollos urbanísticos.
001015;16210;05;A;Control de la correcta ejecución, por parte de las empresasconcesionarias de la prestación del servicio, de los distinto
001015;16230;01;A;TRATAMIENTO DE LOS RESIDUOS DOMICILIARIOS Y DE OTROS ORIGENES DECARACTER URBANO
001015;16230;01;B;CLASIFICACION DE LOS RESIDUOS
001015;16230;01;C;RECUPERACION DE MATERIALES RECUPERABLES
001015;16230;01;D;PRODUCCION DE MATERIAL BIOESTABILIZADO
001015;16230;01;E;GESTION DE VERTEDERO
001015;16230;01;F;CONTROL DE LOS PROCESOS QUE SE REALIZAN EN LAS INSTALACIONES DEL PARQUETECNOLOGICO DE VALDEMINGOMEZ
001015;16230;01;G;MANTENIMIENTO PAISAJISTICO DEL PARQUE FORESTAL
001015;16230;01;H;REALIZACION DE ACTIVIDADES EDUCATIVAS INFORMATICAS DE DIVULGACION DE LAGESTION DE RESIDUOS
001015;16230;02;A;AUMENTO DE VALORIZACION DE LA MATERIA ORGANICA MEDIANTE UN PROCESO DEBIOMETANIZACION
001015;16230;02;B;EXPLOTACION Y MANTENIMIENTO DE LA RED DE DESGASIFICACION DEL ANTIGUOVERTEDERO DE VALDEMINGOMEZ
001015;16230;02;C;VALORACION ENERGETICA DEL VERTEDERO DE LAS DEHESAS
001015;16230;02;D;EXTRACCION BIOGAS CONTENIDO EN LOS VERTEDEROS
001015;16230;02;E;VALORACION ENERGETICA DE LOS RESIDUOS CON PRODUCCION DE ENERGIAELECTRICA
001015;16230;02;F;OBTENCION DEL BIOGAS A PARTIR DE UN PROCESO DE DIGESTION ANAEROBICA DELA MATERIA ORGANICA PROCEDENTE DE LAS PLANTAS DE C
001015;16230;03;A;MANTENIMIENTO DEL SELLADO DEL VERTEDERO Y ASEGURAMIENTO DE SUESTABILIDAD
