CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado;Realizado
001012;92402;01;03;Programas de colaboración para la promoción de la ciudad;NÚMERO;8;7
001012;92402;01;04;Herramientas puestas a disposición de las Áreas para incentivar la participación empresarial;NÚMERO;2;2
001012;92402;01;05;Empresas que se adhieren al Foro de Empresas por Madrid;NÚMERO;20;21
001012;92402;01;06;Empresas especialmente  comprometidas con las políticas de igualdad de género que se adhieren al Foro de Empresas por Ma;NÚMERO;5;8
001012;92402;02;01;Newsletter de promoción internacional de la ciudad de Madrid;NÚMERO;4;0
001012;92402;02;02;Participación en Foros y eventos internacionales;NÚMERO;5;9
001012;92402;02;03;Página web de promoción internacional de la cMantenimiento y desarrollo permanente pagina web de Promoción Internacional;NÚMERO;1;1
001012;92402;02;04;Publicación Madrid en cifras;NÚMERO;1;0
001012;92402;02;05;Diseño y puesta en marcha de un Stand de Posicionamiento Estratégico de la ciudad de Madrid;NÚMERO;1;1
001012;92402;02;06;DAFO estratégico trimestral de Madrid en índices y rankings;NÚMERO;1;1
001012;92402;02;07;Eventos de promoción Marca Madrid;NÚMERO;5;9
001012;92402;02;08;Comité estratégico de la Marca Madrid;NÚMERO;1;0
001012;92402;02;09;Comité de Expertos de la  Marca Madrid;NÚMERO;1;3
001012;92402;02;10;Brand Center de la marca Madrid;NÚMERO;1;1
001012;92402;02;11;Newsletter de noticias publicadas en medios de comunicación con la valoración de Madrid en índices y rankings internacio;NÚMERO;12;16
001012;92402;02;12;Noticias publicadas en la página web de promoción internacional;NÚMERO;450;250
001012;92402;02;13;Catálogo de buenas prácticas de ciudad para promocionar Madrid;NÚMERO;1;1
001012;92402;02;14;Redes sociales para la promoción internacional de la ciudad;NÚMERO;4;4
001012;92402;02;15;Publicación Madrid en los rankings;NÚMERO;1;0
001012;92402;02;16;Publicación de Buenas prácticas de la ciudad de Madrid;NÚMERO;1;0
001012;92402;02;17;Material audiovisual para promocionar la Marca Madrid;NÚMERO;2;6
001012;92402;02;18;Mapeos de impacto de Madrid en medios de comunicación;NÚMERO;1;0
001016;22101;01;02;Contestación de correos electrónicos recibidos a través de accionsocial@madrid.es;PORCENTAJE;100;100
001016;22101;01;03;Mensajes por SMS enviados con ocasión de la gestión de la acción social;NÚMERO/AÑO;250000;883218
001016;22101;01;04;Inserciones en los distintos canales de la intranet Ayre con ocasión de la gestión de la acción social;NÚMERO/AÑO;200;222
001016;22101;01;05;Usos del Programa Aventaja por el personal municipal;NÚMERO/AÑO;8000;2900
001016;22101;02;02;Tramitación de ayudas de acción social;PORCENTAJE;100;80
001016;22101;02;04;Resolución de recursos y reclamaciones en materia de acción social;PORCENTAJE;90;36
001016;22101;02;05;Reuniones órganos de desarrollo y seguimiento;NÚMERO/AÑO;4;2
001016;22101;02;06;Reuniones Comisión Control Plan de Pensiones;NÚMERO/AÑO;5;1
001016;22101;03;01;Documentos que se elaboran desde la Dirección General de Relaciones Laborales y Retribucionesen materia de acción social;PORCENTAJE;100;100
001016;22102;01;01;RECONOCIMIENTO DE PREMIOS POR AÑOS DE SERVICIO;NÚMERO/AÑO;1288;2015
001016;22102;01;02;RECONOCIMIENTO DE PREMIOS POR ANTIGÜEDAD;NÚMERO/AÑO;350;429
001016;22102;01;03;DIGITALIZACIÓN DE FOTOGRAFÍA Y SOLICITUDES TARJ. CORPORATIVA;NÚMERO/AÑO;1200;1497
001016;32301;01;01;FUNCIONARIOS INTERINOS DE VACANTE (POSIS) NOMBRADOS;NÚMERO;25;25
001016;32301;01;02;PORCENTAJE DE VACANTES CUBIERTAS SOBRE EL TOTAL;PORCENTAJE;95;56
001016;32301;01;03;SUSTITUCIONES POR INCAPACIDAD TEMPORAL CUBIERTAS;NÚMERO;15;23
001016;32301;01;04;PORCENTAJE DE SUSTITUCIONES CUBIERTAS SOBRE EL TOTAL;PORCENTAJE;95;46
001016;32301;02;01;EMPLEADOS PÚBLICOS TRASLADADOS VOLUNTARIAMENTE;NÚMERO;20;23
001016;32301;02;02;NÚMERO DE TRASLADOS NO LLEVADOS A EFECTO;NÚMERO;5;15
001016;32301;02;03;TIEMPO MEDIO DE ESPERA PARA EL TRASLADO TRAS LA SOLICITUD;DÍAS;30;71
001016;32301;03;01;TOTAL DE BAJAS A LO LARGO DEL AÑO;NÚMERO;30;55
001016;32301;03;02;BAJAS DE LARGA DURACIÓN (MÁS DE TRES MESES);NÚMERO;20;39
001016;32301;03;03;MEDIA DE AUSENCIAS DIARIAS PROGRAMADAS;NÚMERO;20;34
001016;32301;03;04;MEDIA DE AUSENCIAS DIARIAS SOBREVENIDAS;NÚMERO;7;7
001016;32301;03;05;MEDIA DE COLEGIOS A LOS QUE ACUDE UN EMPLEADO DE RETEN EN UN MES;NÚMERO;15;8
001016;92000;01;01;Expedientes de provisión de puestos de trabajo;NÚMERO;250;544
001016;92000;01;02;Relaciones de puestos de trabajo elaboradas;NÚMERO;35;24
001016;92000;01;03;Expedientes de concesión de flexibilidad horaria;NÚMERO;160;106
001016;92000;02;01;Expedientes de contratación;NÚMERO/AÑO;35;23
001016;92000;02;02; Tramitación contratos menores;NÚMERO/AÑO;100;89
001016;92000;02;03;Expedientes de Devolución de Garantías Definitivas;NÚMERO/AÑO;10;9
001016;92000;03;01;Expedientes de contratación que incluyan cláusulas sociales de perspectivas de género;NÚMERO/AÑO;5;5
001016;92000;04;01;Número de empresas adjudicatarias de las que se obtiene información para evaluar el impacto de género;NÚMERO/AÑO;5;4
001016;92000;05;01;Elaboración del Presupuesto;NÚMERO/AÑO;1;1
001016;92000;05;02;Informes de seguimiento de la ejecución del presupuesto;NÚMERO/AÑO;240;240
001016;92000;05;03;Modificaciones de crédito;NÚMERO/AÑO;25;35
001016;92000;05;04;Documentos contables;NÚMERO/AÑO;700;663
001016;92000;05;05;Expedientes de gasto por Anticipo de Caja Fija;NÚMERO/AÑO;300;399
001016;92000;05;06;"Documentos de ingreso del reintegro de subvenciones y de precios públicos; y expedientes de devolución de ingresos indeb";NÚMERO/AÑO;10;11
001016;92000;05;07;Otros expediente de gestión presupuestaria;NÚMERO/AÑO;40;75
001016;92000;06;01;Mantenimiento de los edificios adscritos;M2;30400;30400
001016;92000;06;02;Pliegos de prescripciones técnicas de contratos elaborados;NÚMERO;7;7
001016;92000;06;03;Contratos gestionados a través del sistema de compras centralizadas;NÚMERO;80;49
001016;92000;06;04;Montaje de actos públicos;NÚMERO;450;349
001016;92000;06;05;Actuaciones de régimen interior;NÚMERO;3500;3456
001016;92000;07;01;Informes jurídicos;NÚMERO;100;97
001016;92000;07;02;Expedientes de subvenciones y convenios;NÚMERO;80;24
001016;92000;07;03;Acuerdos de Junta de Gobierno y de Pleno;NÚMERO;130;83
001016;92000;07;04;Inscripciones Libro Resoluciones;NÚMERO;15000;12083
001016;92000;07;05;Publicaciones en Tablón y Boletines;NÚMERO;1200;884
001016;92000;07;06;Solicitudes de acceso a la información pública;NÚMERO;70;56
001016;92000;08;01;Anotaciones de Registro E/S;NÚMERO;80000;57019
001016;92000;09;01;Documentos analizados;NÚMERO;15;25
001016;92002;01;01;ESTUDIOS;NÚMERO;80;92
001016;92002;01;02;INFORMES;NÚMERO;90;116
001016;92002;01;03;PROPUESTAS;NÚMERO;45;110
001016;92002;02;01;ESTUDIOS Y ANÁLISIS;NÚMERO;60;67
001016;92002;02;02;ELABORACIÓN DE PROPUESTAS;NÚMERO;20;31
001016;92002;03;01;EXPEDIENTES INICIADOS;NÚMERO;1800;2165
001016;92002;03;02;EXPEDIENTES TERMINADOS;NÚMERO;2000;3444
001016;92002;03;03;RECURSOS RESUELTOS;NÚMERO;150;190
001016;92004;01;01;NUEVAS ACCIONES FORMATIVAS DETECTADAS;NÚMERO;100;195
001016;92004;01;02;ACCIONES FORMATIVAS;NÚMERO;475;424
001016;92004;01;03;EDICIONES;NÚMERO;775;664
001016;92004;01;04;HORAS DE FORMACIÓN POR EDICIÓN;NÚMERO;13500;11557
001016;92004;01;05;PERSONAL DOCENTE (FORMADORAS INTERNAS, EXTERNAS Y EMPRESAS);NÚMERO;500;869
001016;92004;01;06;PERSONAL DOCENTE (FORMADORES INTERNOS, EXTERNOS Y EMPRESAS);NÚMERO;400;870
001016;92004;01;07;ALUMNAS CONVOCADAS;NÚMERO;12600;18976
001016;92004;01;08;ALUMNOS CONVOCADOS;NÚMERO;8400;9481
001016;92004;01;09;ACUERDOS FIRMADOS CON INSTITUCIONES;NÚMERO;3;3
001016;92004;01;10;EVALUACIÓN TOTAL DEL 1 AL 5 DE LA ACTIVIDAD FORMATIVA;NÚMERO;4;4
001016;92004;02;01;ALUMNADO CONVOCADO;NÚMERO;9400;12269
001016;92004;02;02;ALUMNOS CONVOCADOS;NÚMERO;3800;6134
001016;92004;02;03;ALUMNAS CONVOCADAS;NÚMERO;5600;6135
001016;92004;02;04;HORAS DE FORMACIÓN VIRTUAL;NÚMERO;1800;2545
001016;92004;03;01;SESIONES DE GRUPOS DE TRABAJO;NÚMERO;4;4
001016;92004;03;02;CONVENIOS Y OTROS INSTRUMENTOS DE COLABORACIÓN;NÚMERO;1;2
001016;92004;03;03;ELABORACIÓN DE DOCUMENTOS DE TRABAJO Y PUBLICACIONES;NÚMERO;4;6
001016;92004;03;04;SEMINARIOS Y ENCUENTROS;NÚMERO;9;9
001016;92004;04;01;ALUMNAS QUE REALIZAN LAS PRÁCTICAS;NÚMERO;170;217
001016;92004;04;02;ALUMNOS QUE REALIZAN LAS PRÁCTICAS;NÚMERO;80;85
001016;92004;04;03;TUTORAS;NÚMERO;50;91
001016;92004;04;04;TUTORES;NÚMERO;25;48
001016;92004;05;01;EMPRESAS ADJUDICATARIAS DE LAS QUE SE VA A OBTENER INFORMACIÓN PARA EVALUAR EL IMPACTO DE GÉNERO;NÚMERO;4;7
001016;92005;01;01;Reuniones de la Mesa General de Empleados Públicos del Ayuntamiento de Madrid y sus OO.AA.;NÚMERO/AÑO;10;26
001016;92005;01;02;Reuniones Mesa General de Negociación de Personal Funcionario;NÚMERO/AÑO;10;8
001016;92005;01;03;Reuniones de las Organizaciones Sindicales legitimadas para la negociación de las condiciones de trabajo del personal la;NÚMERO/AÑO;10;4
001016;92005;01;04;Reuniones Comisión de Seguimiento del Acuerdo Convenio;NÚMERO/AÑO;5;12
001016;92005;01;05;Informes relativos a Recursos Contencioso-Administrativos en materia de relaciones laborales;NÚMERO/AÑO;5;2
001016;92005;01;06;Recursos Administrativos;NÚMERO/AÑO;5;4
001016;92005;01;07;Informes relativos a demandas ante los juzgados de lo social en materia de relaciones laborales;NÚMERO/AÑO;5;9
001016;92005;01;08;Acuerdos negociados;NÚMERO;10;17
001016;92005;01;09;Informes emitidos en materia de relaciones laborales sobre consultas formuladas por los servicios municipales y organiza;NÚMERO;30;51
001016;92005;02;01;Asambleas de trabajadores y reuniones de afiliados tramitadas;NÚMERO/AÑO;1500;671
001016;92005;02;02;Consultas resueltas en materia de garantías sindicales;NÚMERO/AÑO;400;350
001016;92005;02;03;Retenciones de cuotas sindicales tramitadas;NÚMERO/MES;10000;8850
001016;92005;02;04;Subvenciones otorgadas;NÚMERO/AÑO;6;7
001016;92005;02;05;Expedientes de relevo de servicios;NÚMERO/AÑO;50;38
001016;92005;02;06;Comunicaciones crédito horario;NÚMERO/MES;400;101
001016;92005;02;07;Consultas atendidas en materia de condiciones laborales de los empleados públicos;NÚMERO/AÑO;400;444
001016;92005;03;01;Documentos que se elaboran desde la D.G. Relaciones Laborales en materia de derechos sindicales y negociacion colectiva;PORCENTAJE;100;100
001016;92005;04;01;Resoluciones judiciales a ejecutar;NÚMERO/AÑO;170;238
001016;92005;04;02;Elaboración de informes relativos a control estadístico y análisis de las resoluciones judiciales firmes dictadas;NÚMERO/AÑO;12;12
001016;92005;04;03;Elaboración informes recopilatorios doctrina judicial para unificar actuaciones;NÚMERO/AÑO;6;6
001016;92005;05;01;Informes remitidos a la Dirección General de la Asesoría Jurídica;NÚMERO/AÑO;280;369
001016;92005;05;02;Informes estadísticos sobre el cumplimiento de informes de vistas orales;NÚMERO/AÑO;12;12
001016;92005;06;01;Expedientes y otras actuaciones en materia  de compatibilidad;NÚMERO/AÑO;165;197
001016;92005;06;02;Deducciones proporcionales de haberes y retenciones de nóminas;NÚMERO/AÑO;90;80
001016;92005;06;03;Expedientes disciplinarios y otras actuaciones en  la materia;NÚMERO/AÑO;100;50
001016;92005;06;04;Actuaciones en relación con la gestión de los registros de intereses personal directivo y en materia de transparencia;NÚMERO/AÑO;150;204
001016;92005;06;05;Informe relativo al ejercicio de actividades privadas posteriores al cese como directivo del Ayuntamiento de Madrid;NÚMERO/AÑO;5;0
001016;92005;07;01;IMPLEMENTAR EN SAP LAS PREVISIONES DE LEY DE PRESUPUESTOS GENERALES DEL ESTADO;NÚMERO/AÑO;1;1
001016;92005;07;02;GESTIÓN DE LA NÓMINA MENSUAL;NÚMERO/AÑO;12;12
001016;92005;07;03;SEGUIMIENTO MENSUAL DE LA LIQUIDACIÓN DE RETRIBUCIONES FIJAS;NÚMERO/AÑO;12;12
001016;92005;07;04;SEGUIMIENTO MENSUAL DE LA LIQUIDACIÓN DE RETRIBUCIONES QUE NO SON FIJAS;NÚMERO/AÑO;12;12
001016;92005;07;05;GESTIÓN MENSUAL DE REINTEGROS Y ÓRDENES DE EMBARGO;NÚMERO/AÑO;12;12
001016;92005;07;06;GESTION DE RETRIBUCIONES DERIVADA DEL CUMPLIMIENTO DE TRIENIOS;NÚMERO/AÑO;12;12
001016;92005;07;07;GESTIÓN MENSUAL DE LAS RETENCIONES A CUENTA DEL IRPF;NÚMERO/AÑO;12;12
001016;92005;07;08;CERTIFICADO ANUAL DE LAS RETENCIONES DEL IRPF;NÚMERO/AÑO;1;1
001016;92005;07;09;REMISIÓN DE DATOS RETRIBUTIVOS AL MINISTERIO DE HACIENDA Y ADMINISTRACIONES PÚBLICAS;NÚMERO/AÑO;1;1
001016;92005;07;10;ELABORACIÓN DE DATOS PARA LA APROBACIÓN DE LA MASA SALARIAL;NÚMERO/AÑO;1;1
001016;92005;08;01;IMPLEMENTAR LOS CAMBIOS NORMATIVOS QUE SE PRODUZCAN EN 2018;NÚMERO/AÑO;1;1
001016;92005;08;02;GESTIÓN, CONTROL Y SEGUIMIENTO DE LA AFILIACIÓN DE LOS EMPLEADOS PÚBLICOS;NÚMERO/AÑO;12;12
001016;92005;08;03;GESTIÓN DE LAS BASES DE COTIZACIÓN DE LOS EMPLEADOS PÚBLICOS;NÚMERO/AÑO;12;12
001016;92005;08;04;COTIZACIÓN A MUTUALIDADES Y DERECHOS PASIVOS;NÚMERO/AÑO;14;14
001016;92005;08;05;JUBILACIÓN DEL PERSONAL;NÚMERO/AÑO;510;1052
001016;92005;08;06;INCAPACIDAD TEMPORAL: CONTROL Y SEGUIMIENTO MENSUAL DEL ABSENTISMO;NÚMERO/AÑO;12;12
001016;92005;08;07;SEGUIMIENTO Y LIQUIDACIÓN DE LA RELACIÓN CONTABLE;NÚMERO/AÑO;1;1
001016;92005;08;08;COMPROBACIÓN Y ENVÍO MENSUAL A LA TGSS DE LOS CONCEPTOS RETRIBUTIVOS;NÚMERO/AÑO;12;12
001016;92005;09;01;Auditorías funcionales y de procesos;NÚMERO/AÑO;30;9
001016;92005;09;02;Consultorías, estudios y análisis de naturaleza organizativa;NÚMERO/AÑO;20;15
001016;92005;09;03;Informes de valoración inicial al amparo del Protocolo de actuación frente al acoso en el entorno laboral del Ayuntamien;NÚMERO/AÑO;20;16
001016;92005;09;04;Informes resultado de informaciones reservadas y diligencias informativas y actuaciones relacionadas;NÚMERO/AÑO;10;7
001016;92005;09;05;Otras actuaciones contempladas en el Plan de actuación anual;NÚMERO/AÑO;5;2
001016;92005;09;06;Actuaciones extraordinarias;NÚMERO/AÑO;5;5
001016;92007;01;01;BASES APROBADAS;NÚMERO/AÑO;16;4
001016;92007;01;02;PROCESOS CONVOCADOS;NÚMERO/AÑO;16;10
001016;92007;01;03;PROCESOS EN TRÁMITE;NÚMERO/AÑO;30;29
001016;92007;01;04;NOMBRAMIENTOS A REALIZAR;NÚMERO/AÑO;363;39
001016;92007;02;01;BASES APROBADAS;NÚMERO/AÑO;21;3
001016;92007;02;02;PROCESOS CONVOCADOS;NÚMERO/AÑO;21;6
001016;92007;02;03;PROCESOS EN TRÁMITE;NÚMERO/AÑO;21;24
001016;92007;02;04;NOMBRAMIENTOS A REALIZAR;NÚMERO/AÑO;200;297
001016;92007;03;01;LISTAS DE ESPERA APROBADAS;NÚMERO/AÑO;22;9
001016;92007;03;02;SUGERENCIAS Y RECLAMACIONES CONTESTADAS EN PLAZO;NÚMERO/AÑO;100;351
001016;92007;03;03;RECURSOS ADMINISTRATIVOS RESUELTOS EN PLAZO;NÚMERO/AÑO;100;368
001016;92007;03;04;EXPEDIENTES REMITIDOS EN PLAZO A LOS JUZGADOS;NÚMERO/AÑO;100;66
001016;92007;03;05;SOLICITUDES DE ACCESO A INFORMACIÓN PÚBLICA;NÚMERO/AÑO;100;7
001016;92007;04;01;RECONOCIMIENTO GRADO PARTICIPACIÓN CONCURSO MÉRITOS;NÚMERO/AÑO;90;102
001016;92007;04;02;RECONOCIM. Y CONVALID. GRADO A INSTANCIA INTERESADO;NÚMERO/AÑO;300;249
001016;92007;04;03;RECONOCIMIENTO DE OFICIO DEL GRADO PERSONAL;NÚMERO/AÑO;450;945
001016;92007;04;04;VERIFICACIÓN GRADO PARA CONCURSOS DE MÉRITOS;NÚMERO/AÑO;1900;1714
001016;92007;05;01;DECLARACIÓN DE SITUACIONES ADMINISTRATIVAS;NÚMERO/AÑO;150;832
001016;92007;05;02;REDUCCIONES DE JORNADA;NÚMERO/AÑO;750;563
001016;92007;05;03;PERMISOS POR MATERNIDAD;NÚMERO/AÑO;390;153
001016;92007;05;04;PERMISOS POR PATERNIDAD;NÚMERO/AÑO;400;282
001016;92007;05;05;PERMISOS POR CUIDADO DE HIJO MENOR AFECTADO POR CÁNCER U OTRA ENFERMEDAD GRAVE;NÚMERO/AÑO;150;201
001016;92007;05;06;LICENCIAS SIN SUELDO CON RESERVA DE PUESTO;NÚMERO/AÑO;600;540
001016;92007;06;01;PUESTOS CONVOCADOS EN CONCURSOS DE MÉRITOS;NÚMERO/AÑO;350;622
001016;92007;06;02;PUESTOS ADJUDICADOS  EN CONCURSOS DE MÉRITOS;NÚMERO/AÑO;380;533
001016;92007;06;03;PUESTOS CONVOCADOS EN LIBRES DESIGNACIONES;NÚMERO/AÑO;400;431
001016;92007;06;04;PUESTOS ADJUDICADOS EN LIBRES DESIGNACIONES;NÚMERO/AÑO;420;402
001016;92007;06;05;ADSCRIPCIONES PROVISIONALES  Y CESES;NÚMERO/AÑO;550;812
001016;92007;06;06;COMISIONES DE SERVICIOS Y ATRIBUCIONES TEMPORALES;NÚMERO/AÑO;450;622
001016;92007;06;07;REINGRESOS Y TRASLADOS POR MOTIVOS DE SALUD;NÚMERO/AÑO;70;15
001016;92007;06;08;NOMBRAMIENTO Y CESE DE FUNCIONARIOS INTERINOS.;NÚMERO/AÑO;900;3754
001016;92007;06;09;ELABORAC. INFORMES JURÍDICOS PARA DEFENSA EN VÍA ADMTVA. O JUDICIAL DEL  AYTO. MADRID Y PARA LA;NÚMERO/AÑO;60;39
001016;92007;06;10;NOMBRAMIENTO Y CESE DE PERSONAL EVENTUAL;NÚMERO/AÑO;350;458
001016;92007;06;11;GESTIÓN DE LA INCORPORACIÓN Y CESE DE ÓRGANOS SUPERIORES Y DIRECTIVOS;NÚMERO/AÑO;196;212
001016;92007;07;01;CONTRATACIONES TEMPORALES PERSONAL LABORAL;NÚMERO/AÑO;1400;1168
001016;92007;07;02;LLAMAMIENTOS TEMPORADA DE VERANO INSTALACIONES DEPORTIVAS;NÚMERO/AÑO;800;581
001016;92007;07;03;BAJAS PERSONAL LABORAL;NÚMERO/AÑO;1300;1020
001016;92007;07;04;ACTUACIONES SOBRE LISTAS DE ESPERA Y BOLSAS DE EMPLEO;NÚMERO/AÑO;8500;8550
001016;92007;07;05;INFORMES JURÍDICOS;NÚMERO/AÑO;75;1133
001016;92007;07;06;INFORMES SOBRE MODIFICACIONES DE RPT;NÚMERO/AÑO;50;28
001016;92007;07;07;SITUACIONES ADMINISTRATIVAS;NÚMERO/AÑO;50;11
001016;92007;07;08;PERMISOS MATERNIDAD, PATERNIDAD, REDUC. JORNADA Y LIC. SIN SUELDO;NÚMERO/AÑO;230;134
001016;92007;07;09;MOVILIDADES ART. 116 CONVENIO ÚNICO;NÚMERO/AÑO;50;56
001016;92007;07;10;CERTIFICADOS;NÚMERO/AÑO;250;385
001016;92007;07;11;EXPEDIENTES DE ADAPTACIÓN O MOVILIDAD SALUD;NÚMERO/AÑO;10;23
001016;92007;07;12;REINGRESOS, CAMBIOS VOLUNTARIOS TURNO, AMPLIAC. JORNADA Y MEJORAS EMPLEO;NÚMERO/AÑO;100;163
001016;92007;07;13;INFORMES SOBRE PREVISIÓN MENSUAL DE CONTRATACIONES;NÚMERO/AÑO;12;12
001016;92007;07;14;JUBILACIONES PARCIALES;NÚMERO/AÑO;125;16
