Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc.;C. Definitivo;C Disponible;Re. Pte. Util.;C. Autorizado;C. Dispuesto;Obl. Reconoc.;C. Ordenado;Pagos Real
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;23100;62300;2018/006081;2018/006081;IFS-EDIFICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO. DESFIBRILADORES;998;VARIOS DISTRITOS;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;7002,65;7002,65;0;0;7002,65;7002,65;0;0;0
;;1;27;23100;62301;2019/000404;2019/000404; SERVICIOS ADMINISTRATIVOS EQUIDAD, DERECHOS SOCIALES Y EMPLEO. INSTALACIONES;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;8685,58;8685,58;0,46;0;8685,12;8685,12;6200,58;0;6200,58
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;23100;62301;2018/006113;2018/006113;IFS-EDIFICIO C/HERMANOS ÁLVAREZ QUINTERO,3. ADECUACIÓN SISTEMA INTEGRAL DE SEGURIDAD;201;CENTRO;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;62207,42;62207,42;0;0;62207,42;62207,42;62207,42;0;62207,42
;;1;27;23100;62500;2018/000056;2018/000056; EQUIPAMIENTO SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;10000;13625;23625;198,81;0;23426,19;685,45;685,45;0;685,45
;;1;27;23100;62599;2018/000056;2018/000056; EQUIPAMIENTO SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;10000;0;10000;1589,99;0;8410,01;8410,01;7947,79;0;7947,79
;;1;27;23100;63301;2018/000052;2018/020052; CONSEJO DE MUJERES, C/ SEÑORES DE LUZÓN, 3 - 2º PISO. INSTALACIONES;201;CENTRO;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;4;ATENCIÓN SOCIAL A LA MUJER;;;;;;;0;3682,03;3682,03;0;0;3682,03;3682,03;3682,03;0;3682,03
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;23100;63301;2018/006112;2018/006112;IFS-CENTRO DE ACOGIDA SAN ISIDRO. MEJORA PROTECCIÓN CONTRA INCENDIOS;209;MONCLOA-ARAVACA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;6;PERSONAS SIN HOGAR;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;3686,64;3686,64;0;0;3686,64;3686,64;3524,14;0;3524,14
;;1;27;23100;63500;2018/000056;2018/000056; EQUIPAMIENTO SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;30000;-10000;20000;71,3;0;19928,7;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;23102;62599;2018/006042;2018/006042;IFS-CENTRO SOCIAL PARA ADOLESCENTES PALACETE QUINTA MOLINOS. MOBILIARIO;220;SAN BLAS-CANILLEJAS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;3;INFANCIA Y FAMILIA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;11872,52;11872,52;0;0;11872,52;11872,52;11872,52;0;11872,52
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;23102;63599;2018/006089;2018/006089;IFS-CENTROS ATENCIÓN INFANCIA Y CENTROS APOYO ADOLESCENTES. REPOSICIÓN OTRO MOBILIARIO;998;VARIOS DISTRITOS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;3;INFANCIA Y FAMILIA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;64919,6;64919,6;0;0;64919,6;64919,6;64919,6;0;64919,6
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;23103;62599;2018/006102;2018/006102;IFS-CENTRO DE DIA DE MAYORES ALHAMBRA. OTRO MOBILIARIO Y ENSERES;210;LATINA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;0;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;98230,16;98230,16;0;0;98230,16;83421,53;83421,53;0;83421,53
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;23103;62599;2018/006103;2018/006103;IFS-CENTRO DE DIA DE MAYORES RAFAEL CALVO. OTRO MOBILIARIO Y ENSERES;207;CHAMBERI;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;0;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;45625,52;45625,52;0;0;45625,52;38594,52;38594,52;0;38594,52
;;1;27;23103;63599;2017/000255;2017/000255; EQUIPAMIENTO CENTROS DE DÍA DE MAYORES Y CENTROS DE MAYORES;998;VARIOS DISTRITOS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;0;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;15000;-6981,11;8018,89;8018,89;0;0;0;0;0;0
;;1;27;23103;63599;2017/000255;2017/040255; EQUIPAMIENTO CENTRO DÍA MAYORES ALMOROX;209;MONCLOA-ARAVACA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;0;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;0;6981,11;6981,11;0;0;6981,11;6981,11;6981,11;0;6981,11
;;1;27;23106;62300;2019/000599;2019/000599; EQUIPAMIENTO CENTRO ABIERTO PARA PERSONAS SIN HOGAR LA ROSA;209;MONCLOA-ARAVACA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;6;PERSONAS SIN HOGAR;;;;;;;0;9650;9650;9650;0;0;0;0;0;0
;;1;27;23106;62599;2019/000599;2019/000599; EQUIPAMIENTO CENTRO ABIERTO PARA PERSONAS SIN HOGAR LA ROSA;209;MONCLOA-ARAVACA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;6;PERSONAS SIN HOGAR;;;;;;;0;41610;41610;41610;0;0;0;0;0;0
;;1;27;23106;63599;2019/000599;2019/000599; EQUIPAMIENTO CENTRO ABIERTO PARA PERSONAS SIN HOGAR LA ROSA;209;MONCLOA-ARAVACA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;6;PERSONAS SIN HOGAR;;;;;;;0;36250;36250;36250;0;0;0;0;0;0
;;1;27;32301;62599;2018/000495;2018/000495; OTRO EQUIPAMIENTO PARA LAS ESCUELAS INFANTILES MUNICIPALES;998;VARIOS DISTRITOS;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;0,1;0,1;0,1;0;0;0;0;0;0
;;1;27;32301;62599;2018/000495;2018/350495; OTRO EQUIPAMIENTO ESCUELA INFANTIL DOCTOR LAGUNA;203;RETIRO;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;3144,25;3144,25;0;0;3144,25;3144,25;0;0;0
;;1;27;32301;62599;2018/000495;2018/360495; OTRO EQUIPAMIENTO ESCUELA INFANTIL AVENIDA DE VALLADOLID;209;MONCLOA-ARAVACA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;3292,13;3292,13;0;0;3292,13;3292,13;0;0;0
;;1;27;32301;62599;2018/000495;2018/370495; OTRO EQUIPAMIENTO ESCUELA INFANTIL MOSCARDÓ;212;USERA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;3555,22;3555,22;0;0;3555,22;3555,22;0;0;0
;;1;27;32301;62599;2018/000495;2018/380495; OTRO EQUIPAMIENTO ESCUELA INFANTIL RODAS;201;CENTRO;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;3999,68;3999,68;0;0;3999,68;3999,68;0;0;0
;;1;27;32301;62599;2018/000495;2018/390495; OTRO EQUIPAMIENTO ESCUELA INFANTIL EROS;202;ARGANZUELA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;3999,68;3999,68;0;0;3999,68;3999,68;0;0;0
;;1;27;32301;62599;2018/000495;2018/400495; OTRO EQUIPAMIENTO ESCUELA INFANTIL BARRIO BUTARQUE;217;VILLAVERDE;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;3999,68;3999,68;0;0;3999,68;3999,68;0;0;0
;;1;27;32301;62599;2018/000495;2018/410495; OTRO EQUIPAMIENTO ESCUELA INFANTIL MONTECARMELO;208;FUENCARRAL-EL PARDO;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;3999,68;3999,68;0;0;3999,68;3999,68;0;0;0
;;1;27;32301;62599;2018/000495;2018/420495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS TABLAS;208;FUENCARRAL-EL PARDO;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;4295,43;4295,43;0;0;4295,43;4295,43;0;0;0
;;1;27;32301;62599;2018/000495;2018/430495; OTRO EQUIPAMIENTO ESCUELA INFANTIL VALDEZARZA;209;MONCLOA-ARAVACA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;4295,43;4295,43;0;0;4295,43;4295,43;0;0;0
;;1;27;32301;62599;2018/000495;2018/440495; OTRO EQUIPAMIENTO ESCUELA INFANTIL MORATALAZ;214;MORATALAZ;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;4295,43;4295,43;0;0;4295,43;4295,43;0;0;0
;;1;27;32301;62599;2018/000495;2018/450495; OTRO EQUIPAMIENTO ESCUELA INFANTIL PAU ARROYOFRESNO;208;FUENCARRAL-EL PARDO;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;4295,43;4295,43;0;0;4295,43;4295,43;0;0;0
;;1;27;32301;62599;2018/000495;2018/460495; OTRO EQUIPAMIENTO ESCUELA INFANTIL SANCHINARRO;216;HORTALEZA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;4295,43;4295,43;0;0;4295,43;4295,43;0;0;0
;;1;27;32301;62599;2018/000495;2018/470495; OTRO EQUIPAMIENTO ESCUELA INFANTIL VALDEBEBAS;216;HORTALEZA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;4295,43;4295,43;0;0;4295,43;4295,43;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;32301;62599;2018/006044;2018/006044;IFS-MOBILIARIO PARA LAS NUEVAS ESCUELAS INFANTILES;998;VARIOS DISTRITOS;5;EDUCACIÓN;1;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;2899652,69;2899652,69;111686,63;0;2787966,06;2400749,12;1765520,52;0;1732628,11
;;1;27;32301;62999;2018/000495;2018/000495; OTRO EQUIPAMIENTO PARA LAS ESCUELAS INFANTILES MUNICIPALES;998;VARIOS DISTRITOS;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;869,72;869,72;869,72;0;0;0;0;0;0
;;1;27;32301;62999;2018/000495;2018/350495; OTRO EQUIPAMIENTO ESCUELA INFANTIL DOCTOR LAGUNA;203;RETIRO;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;28923,84;28923,84;0;0;28923,84;28923,84;28923,84;0;28923,84
;;1;27;32301;62999;2018/000495;2018/360495; OTRO EQUIPAMIENTO ESCUELA INFANTIL AVENIDA DE VALLADOLID;209;MONCLOA-ARAVACA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;30171,58;30171,58;0;0;30171,58;30171,58;0;0;0
;;1;27;32301;62999;2018/000495;2018/370495; OTRO EQUIPAMIENTO ESCUELA INFANTIL MOSCARDÓ;212;USERA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;36106,4;36106,4;0;0;36106,4;36106,4;36106,4;0;36106,4
;;1;27;32301;62999;2018/000495;2018/380495; OTRO EQUIPAMIENTO ESCUELA INFANTIL RODAS;201;CENTRO;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;36106,4;36106,4;0;0;36106,4;36106,4;0;0;0
;;1;27;32301;62999;2018/000495;2018/390495; OTRO EQUIPAMIENTO ESCUELA INFANTIL EROS;202;ARGANZUELA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;42168,02;42168,02;0;0;42168,02;42168,02;42168,02;0;42168,02
;;1;27;32301;62999;2018/000495;2018/400495; OTRO EQUIPAMIENTO ESCUELA INFANTIL BARRIO BUTARQUE;217;VILLAVERDE;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;42168,02;42168,02;0;0;42168,02;42168,02;42168,02;0;42168,02
;;1;27;32301;62999;2018/000495;2018/410495; OTRO EQUIPAMIENTO ESCUELA INFANTIL MONTECARMELO;208;FUENCARRAL-EL PARDO;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;42168,02;42168,02;0;0;42168,02;42168,02;42168,02;0;42168,02
;;1;27;32301;62999;2018/000495;2018/420495; OTRO EQUIPAMIENTO ESCUELA INFANTIL LAS TABLAS;208;FUENCARRAL-EL PARDO;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;47553;47553;0;0;47553;47553;47553;0;47553
;;1;27;32301;62999;2018/000495;2018/430495; OTRO EQUIPAMIENTO ESCUELA INFANTIL VALDEZARZA;209;MONCLOA-ARAVACA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;47553;47553;0;0;47553;47553;47553;0;47553
;;1;27;32301;62999;2018/000495;2018/440495; OTRO EQUIPAMIENTO ESCUELA INFANTIL MORATALAZ;214;MORATALAZ;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;47553;47553;0;0;47553;47553;47553;0;47553
