Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real
;;1;102;92012;63301;2020/000082;2020/000082;SERVICIOS COORDINACIÓN GENERAL ALCALDIA. INSTALACIONES;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;2.000,00;0;2.000,00;2.000,00;0;0;0;0;0;0
;;1;102;92012;62302;2020/000524;2020/000524;SERVICIOS COORDINACIÓN GENERAL DE LA ALCADÍA. ÚTILES Y HERRAMIENTAS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;10.000,00;10.000,00;10.000,00;0;0;0;0;0;0
;;1;110;92010;62500;2020/000075;2020/000075;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;50.000,00;0;50.000,00;32.038,99;0;17.961,01;17.961,01;0;0;0
;;1;110;92010;62599;2020/000075;2020/000075;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;5.500,00;0;5.500,00;4.057,95;0;1.442,05;1.442,05;0;0;0
;;1;110;92010;64100;2020/000153;2020/000153;LICENCIAS DE PROGRAMAS INFORMÁTICOS PARA EL ÁREA DE GOBIERNO DE VICEALCALDÍA;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;2.000,00;0;2.000,00;2.000,00;0;0;0;0;0;0
;;1;111;92501;62901;2020/000172;2020/000172;OFICINAS DE ATENCIÓN AL CIUDADANO LÍNEA MADRID. SEÑALIZACIÓN;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;8.000,00;-7.964,22;35,78;35,78;0;0;0;0;0;0
;;1;111;92501;62901;2020/000172;2020/010172;OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID C/ PALAFOX, 4. CHAMBERÍ. SEÑALIZACIÓN;207;CHAMBERI;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;7.964,22;7.964,22;0;0;7.964,22;7.964,22;0;0;0
;;1;111;92501;63901;2020/000172;2020/000172;OFICINAS DE ATENCIÓN AL CIUDADANO LÍNEA MADRID. SEÑALIZACIÓN;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;18.150,00;0;18.150,00;18.150,00;0;0;0;0;0;0
;;1;111;92501;62599;2020/000174;2020/000174;EQUIPAMIENTO OFICINAS DE ATENCIÓN AL CIUDADANO LÍNEA MADRID;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;30.000,00;-18.139,11;11.860,89;11.860,89;0;0;0;0;0;0
;;1;111;92501;63599;2020/000174;2020/000174;EQUIPAMIENTO OFICINAS DE ATENCIÓN AL CIUDADANO LÍNEA MADRID;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;2.000,00;0;2.000,00;2.000,00;0;0;0;0;0;0
;;1;111;92501;62500;2020/000176;2020/000176;OFICINAS DE ATENCIÓN AL CIUDADANO LÍNEA MADRID. MOBILIARIO;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;150.000,00;-36.059,21;113.940,79;113.940,79;0;0;0;0;0;0
;;1;111;92501;62500;2020/000176;2020/010176;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID C/ PALAFOX, 4. CHAMBERI. MOBILIARIO;207;CHAMBERI;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;18.030,21;18.030,21;0;0;18.030,21;18.030,21;0;0;0
;;1;111;92501;63500;2020/000176;2020/000176;OFICINAS DE ATENCIÓN AL CIUDADANO LÍNEA MADRID. MOBILIARIO;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;75.000,00;0;75.000,00;75.000,00;0;0;0;0;0;0
;;1;111;92501;62599;2020/000520;2020/000520;OFICINAS ATENCIÓN AL CIUDADANO. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;94,38;94,38;94,38;0;0;0;0;0;0
;;1;111;92501;62599;2020/000520;2020/010520;OFICINA ATENCIÓN AL CIUDADANO SAN BLAS. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;220;SAN BLAS-CANILLEJAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;718,74;718,74;0;0;718,74;718,74;0;0;0
;;1;111;92501;62599;2020/000520;2020/020520;OFICINA ATENCIÓN AL CIUDADANO SANCHINARRO. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;216;HORTALEZA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;718,74;718,74;0;0;718,74;718,74;0;0;0
;;1;111;92501;62599;2020/000520;2020/030520;OFICINA ATENCIÓN AL CIUDADANO TETÚAN. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;206;TETUAN;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;718,74;718,74;0;0;718,74;718,74;0;0;0
;;1;111;92501;62599;2020/000520;2020/040520;OFICINA ATENCIÓN AL CIUDADANO USERA. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;212;USERA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;755,04;755,04;0;0;755,04;755,04;0;0;0
;;1;111;92501;62599;2020/000520;2020/050520;OFICINA AUXILIAR ATENCIÓN AL CIUDADANO VALVERDE. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;208;FUENCARRAL-EL PARDO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;312,18;312,18;0;0;312,18;312,18;0;0;0
;;1;111;92501;62599;2020/000520;2020/060520;OFICINA ATENCIÓN AL CIUDADANO VICÁLVARO. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;219;VICALVARO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;718,74;718,74;0;0;718,74;718,74;0;0;0
;;1;111;92501;62599;2020/000520;2020/070520;OFICINA ATENCIÓN AL CIUDADANO VILLA DE VALLECAS. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;218;VILLA DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;718,74;718,74;0;0;718,74;718,74;0;0;0
;;1;111;92501;62599;2020/000520;2020/080520;OFICINA ATENCIÓN AL CIUDADANO VILLAVERDE. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;217;VILLAVERDE;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;755,04;755,04;0;0;755,04;755,04;0;0;0
;;1;111;92501;62599;2020/000520;2020/090520;OFICINA AUXILIAR ATENCIÓN AL CIUDADANO ARAVACA. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;209;MONCLOA-ARAVACA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;312,18;312,18;0;0;312,18;312,18;0;0;0
;;1;111;92501;62599;2020/000520;2020/100520;OFICINA ATENCIÓN AL CIUDADANO ARGANZUELA. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;202;ARGANZUELA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;755,04;755,04;0;0;755,04;755,04;0;0;0
;;1;111;92501;62599;2020/000520;2020/110520;OFICINA ATENCIÓN AL CIUDADANO BARAJAS. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;221;BARAJAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;718,74;718,74;0;0;718,74;718,74;0;0;0
;;1;111;92501;62599;2020/000520;2020/120520;OFICINA ATENCIÓN AL CIUDADANO CARABANCHEL. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;211;CARABANCHEL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;838,53;838,53;0;0;838,53;838,53;0;0;0
;;1;111;92501;62599;2020/000520;2020/130520;OFICINA ATENCIÓN AL CIUDADANO CENTRO. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;201;CENTRO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;838,53;838,53;0;0;838,53;838,53;0;0;0
;;1;111;92501;62599;2020/000520;2020/140520;OFICINA ATENCIÓN AL CIUDADANO CHAMARTÍN. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;205;CHAMARTIN;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;755,04;755,04;0;0;755,04;755,04;0;0;0
;;1;111;92501;62599;2020/000520;2020/150520;OFICINA ATENCIÓN AL CIUDADANO CHAMBERÍ. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;207;CHAMBERI;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;838,53;838,53;0;0;838,53;838,53;0;0;0
;;1;111;92501;62599;2020/000520;2020/160520;OFICINA ATENCIÓN AL CIUDADANO CIUDAD LINEAL. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;215;CIUDAD LINEAL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;755,04;755,04;0;0;755,04;755,04;0;0;0
;;1;111;92501;62599;2020/000520;2020/170520;OFICINA AUXILIAR ATENCIÓN AL CIUDADANO EL PARDO. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;208;FUENCARRAL-EL PARDO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;312,18;312,18;0;0;312,18;312,18;0;0;0
;;1;111;92501;62599;2020/000520;2020/180520;OFICINA ATENCIÓN AL CIUDADANO FUENCARRAL. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;208;FUENCARRAL-EL PARDO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;755,04;755,04;0;0;755,04;755,04;0;0;0
;;1;111;92501;62599;2020/000520;2020/190520;OFICINA ATENCIÓN AL CIUDADANO HORTALEZA. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;216;HORTALEZA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;718,74;718,74;0;0;718,74;718,74;0;0;0
;;1;111;92501;62599;2020/000520;2020/200520;OFICINA ATENCIÓN AL CIUDADANO LATINA. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;210;LATINA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;718,74;718,74;0;0;718,74;718,74;0;0;0
;;1;111;92501;62599;2020/000520;2020/210520;OFICINA ATENCIÓN AL CIUDADANO MONCLOA-ARAVACA. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;209;MONCLOA-ARAVACA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;718,74;718,74;0;0;718,74;718,74;0;0;0
;;1;111;92501;62599;2020/000520;2020/220520;OFICINA ATENCIÓN AL CIUDADANO MORATALAZ. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;214;MORATALAZ;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;718,74;718,74;0;0;718,74;718,74;0;0;0
;;1;111;92501;62599;2020/000520;2020/230520;OFICINA ATENCIÓN AL CIUDADANO NUMANCIA. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;718,74;718,74;0;0;718,74;718,74;0;0;0
;;1;111;92501;62599;2020/000520;2020/240520;OFICINA ATENCIÓN AL CIUDADANO PUENTE DE VALLECAS. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;718,74;718,74;0;0;718,74;718,74;0;0;0
;;1;111;92501;62599;2020/000520;2020/250520;OFICINA ATENCIÓN AL CIUDADANO RETIRO. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;203;RETIRO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;718,74;718,74;0;0;718,74;718,74;0;0;0
;;1;111;92501;62599;2020/000520;2020/260520;OFICINA ATENCIÓN AL CIUDADANO SALAMANCA. ELEMENTOS PROTECTORES HIGIÉNICO-SANITARIOS;204;SALAMANCA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;718,74;718,74;0;0;718,74;718,74;0;0;0
;;1;120;13000;63200;2018/000002;2018/000002;EDIFICIOS SERVICIOS BOMBEROS Y CENTRO FORMACIÓN SEGURIDAD Y EMERGENCIAS. OBRAS DE REFORMA;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;2.476.620,00;-1.181.011,99;1.295.608,01;1.295.608,01;0;0;0;0;0;0
;;1;120;13000;63200;2018/000002;2018/050002;CENTRO INTEGRAL FORMACIÓN SEGURIDAD Y EMERGENCIAS. REFORMA VESTUARIOS Y PABELLÓN;210;LATINA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;1.181.011,99;1.181.011,99;0;0;1.181.011,99;1.181.011,99;1.181.011,99;0;1.181.011,99
;;1;120;13000;63200;2020/000190;2020/000190;EDIFICIOS SERVICIOS POLICÍA MUNICIPAL Y SAMUR. OBRAS DE REFORMA.;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;2;SAMUR - PROTECCIÓN CIVIL;;;;;;;306.857,00;0;306.857,00;306.857,00;0;0;0;0;0;0
;;1;120;13000;63200;2020/000301;2020/000301;PARQUE DE BOMBEROS Nº 5. INSTALACIÓN DE CAMPA PROVISIONAL;212;USERA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;500.000,00;0;500.000,00;500.000,00;0;0;0;0;0;0
;;1;120;13000;63200;2020/000303;2020/000303;CENTRO INTEGRADO DE SEGURIDAD Y EMERGENCIAS. ADECUACIÓN SUELO VINÍLICO;209;MONCLOA-ARAVACA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;30.000,00;0;30.000,00;30.000,00;0;0;0;0;0;0
;;1;120;13000;62500;2020/000527;2020/000527;SERVICIOS ADMINISTRATIVOS PORTAVOZ Y SEGURIDAD. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIA;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;7.515,00;7.515,00;2.059,59;0;5.455,41;5.455,41;1.481,04;0;0
;;1;120;13000;62599;2020/000592;2020/000592;OTRO EQUIPAMIENTO SERVICIOS DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;420;420;420;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;120;13001;63200;2018/001154;2018/001154;CENTRO INTEGRAL FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. REFORMA Y MEJORA;210;LATINA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;3.210,86;3.210,86;3.210,86;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;120;13001;63301;2019/000653;2019/000653;CENTRO INTEGRAL FORMACIÓN SEGURIDAD Y EMERGENCIAS. INSTALACIONES;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;725,71;725,71;0;0;725,71;725,71;0;0;0
;;1;120;13001;62301;2020/000312;2020/000312;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. INSTALACIONES TÉCNICAS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;19.000,00;15.100,00;34.100,00;34.100,00;0;0;0;0;0;0
;;1;120;13001;62500;2020/000313;2020/000313;EQUIPAMIENTO CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;1.000,00;0;1.000,00;1.000,00;0;0;0;0;0;0
;;1;120;13001;62599;2020/000313;2020/000313;EQUIPAMIENTO CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;43.000,00;0;43.000,00;37.901,81;0;5.098,19;5.098,19;5.098,19;0;5.098,19
;;1;120;13001;63600;2020/000314;2020/000314;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. EQUIPOS DE COMUNICACIÓN;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;9.000,00;0;9.000,00;9.000,00;0;0;0;0;0;0
1;INCORPORACIONES REMANENTES OBLIGATORIAS;1;120;13201;64100;2017/001098;2017/001098;COLEGIO PÚBLICO PADRE MARIANA. ADECUACIÓN PISTAS DEPORTIVAS;213;PUENTE DE VALLECAS;5;EDUCACIÓN;0;COLEGIOS;;;;;;;0;7.252,00;7.252,00;7.252,00;0;0;0;0;0;0
1;INCORPORACIONES REMANENTES OBLIGATORIAS;1;120;13201;62302;2019/000547;2019/000547;SERVICIOS POLICÍA MUNICIPAL. DESFIBRILADORES;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;88.804,32;88.804,32;0;0;88.804,32;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;120;13201;62600;2019/000726;2019/000726;CENTRO INTEGRADO DE SEGURIDAD Y EMERGENCIAS (CISEM). EQUIPOS DE COMUNICACIÓN;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;17.985,19;17.985,19;0;0;17.985,19;17.985,19;0;0;0
;;1;120;13201;62999;2019/000740;2019/000740;SERVICIOS POLICÍA MUNICIPAL. DISPOSITIVOS ELECTRÓNICOS DE CONTROL;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;17.963,66;17.963,66;0;0;17.963,66;17.963,66;17.963,66;0;17.963,66
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;120;13201;62999;2019/003076;2019/003076;IFS-SUMINISTRO CONTENEDORES ELECTRIFICADOS TABLETS POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;34.993,20;34.993,20;34.993,20;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;120;13201;62601;2019/003078;2019/003078;IFS-EQUIPOS PROCESOS DATOS SEGURIDAD RED PROYECTOS ADMINISTRACIÓN POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;149.174,09;149.174,09;0;0;149.174,09;149.174,09;0;0;0
