Centro;Descripcion Centro;Seccion;Descripcion Seccion;Programa;Descripcion Programa;Capitulo;Descripcion Capitulo;Economico;Relación de partidas;Proy-Ppto-2020
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;6;INVERSIONES REALES;60900;PATRIMONIO HISTÓRICO, ARTÍSTICO Y CULTURAL;300.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;10000;RETRIBUCIONES BÁSICAS;107.287,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;11000;RETRIBUCIONES BÁSICAS;16.007,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;11001;RETRIBUCIONES COMPLEMENTARIAS;60.888,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;19.918,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12006;TRIENIOS;3.554,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;11.715,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;28.506,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;1.790,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;9.574,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;51.480,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22601;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;4.905,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;10.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;1.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23000;DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO;1.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23020;DEL PERSONAL NO DIRECTIVO;1.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23100;GASTOS DE VIAJE  MIEMBROS DE LOS ORG. DE GOBIERNO;2.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23120;GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO;2.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;6;INVERSIONES REALES;60900;PATRIMONIO HISTÓRICO, ARTÍSTICO Y CULTURAL;40.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;192.084,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;48.021,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;278.496,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;511.700,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12005;SUELDOS DEL GRUPO E;75.375,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12006;TRIENIOS;250.918,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;685.688,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;1.704.807,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;109.898,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;13000;RETRIBUCIONES BÁSICAS;50.676,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;13002;OTRAS REMUNERACIONES;26.872,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;212.722,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;932.795,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20300;ARRENDAMIENTOS DE MAQUINARIA, INSTALAC. Y UTILLAJE;2.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21200;REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.;64.700,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21300;REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE;23.218,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21500;REP., MANT. Y CONSERV. DE MOBILIARIO;5.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22000;MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE;10.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22001;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;4.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22002;MATERIAL INFORMÁTICO NO INVENTARIABLE;15.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22104;VESTUARIO;12.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22199;OTROS SUMINISTROS;4.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22299;OTRAS GASTOS EN COMUNICACIONES;500,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22603;PUBLICACIÓN EN DIARIOS OFICIALES;1.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;50.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22700;LIMPIEZA Y ASEO;174.106,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;80.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22799;OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.;3.500,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23010;DEL PERSONAL DIRECTIVO;750,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23110;GASTOS DE VIAJE DEL PERSONAL DIRECTIVO;750,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23399;OTRAS INDEMNIZACIONES;1.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;6;INVERSIONES REALES;62500;MOBILIARIO Y EQUIPOS DE OFICINA;8.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;6;INVERSIONES REALES;62599;OTRO MOBILIARIO Y ENSERES;5.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91230;SECRETARÍA GENERAL DEL PLENO;6;INVERSIONES REALES;63600;EQUIPOS DE COMUNICACIÓN (REFORMA Y REPOSICIÓN);220.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;10000;RETRIBUCIONES BÁSICAS;2.227.579,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;11000;RETRIBUCIONES BÁSICAS;1.275.545,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;11001;RETRIBUCIONES COMPLEMENTARIAS;3.129.930,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;185.051,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;58.377,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;216.145,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;32.340,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12006;TRIENIOS;105.587,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;355.059,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;960.092,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;32.306,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;13000;RETRIBUCIONES BÁSICAS;16.818,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;13002;OTRAS REMUNERACIONES;21.218,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;157.497,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;2.187.909,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20300;ARRENDAMIENTOS DE MAQUINARIA, INSTALAC. Y UTILLAJE;2.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21200;REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.;35.700,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21300;REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE;12.831,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22000;MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE;18.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22001;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;6.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22002;MATERIAL INFORMÁTICO NO INVENTARIABLE;20.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22199;OTROS SUMINISTROS;8.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22700;LIMPIEZA Y ASEO;92.768,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;4;TRANSFERENCIAS CORRIENTES;48100;DOTACIÓN GRUPOS POLÍTICOS MUNICIPALES;531.679,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;6;INVERSIONES REALES;62500;MOBILIARIO Y EQUIPOS DE OFICINA;10.000,00
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91240;GRUPOS POLÍTICOS MUNICIPALES;6;INVERSIONES REALES;62599;OTRO MOBILIARIO Y ENSERES;5.000,00
001;AYUNTAMIENTO DE MADRID;101;ALCALDÍA;91201;ALCALDÍA;1;GASTOS DE PERSONAL;10000;RETRIBUCIONES BÁSICAS;112.748,00
001;AYUNTAMIENTO DE MADRID;101;ALCALDÍA;91201;ALCALDÍA;1;GASTOS DE PERSONAL;11000;RETRIBUCIONES BÁSICAS;131.137,00
001;AYUNTAMIENTO DE MADRID;101;ALCALDÍA;91201;ALCALDÍA;1;GASTOS DE PERSONAL;11001;RETRIBUCIONES COMPLEMENTARIAS;391.076,00
001;AYUNTAMIENTO DE MADRID;101;ALCALDÍA;91201;ALCALDÍA;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;32.014,00
001;AYUNTAMIENTO DE MADRID;101;ALCALDÍA;91201;ALCALDÍA;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;16.007,00
001;AYUNTAMIENTO DE MADRID;101;ALCALDÍA;91201;ALCALDÍA;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;10.889,00
001;AYUNTAMIENTO DE MADRID;101;ALCALDÍA;91201;ALCALDÍA;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;43.120,00
001;AYUNTAMIENTO DE MADRID;101;ALCALDÍA;91201;ALCALDÍA;1;GASTOS DE PERSONAL;12006;TRIENIOS;25.280,00
001;AYUNTAMIENTO DE MADRID;101;ALCALDÍA;91201;ALCALDÍA;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;70.682,00
001;AYUNTAMIENTO DE MADRID;101;ALCALDÍA;91201;ALCALDÍA;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;179.620,00
001;AYUNTAMIENTO DE MADRID;101;ALCALDÍA;91201;ALCALDÍA;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;7.008,00
001;AYUNTAMIENTO DE MADRID;101;ALCALDÍA;91201;ALCALDÍA;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;82.561,00
001;AYUNTAMIENTO DE MADRID;101;ALCALDÍA;91201;ALCALDÍA;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;229.969,00
001;AYUNTAMIENTO DE MADRID;101;ALCALDÍA;91201;ALCALDÍA;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22601;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;3.000,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;49102;OFICINA DIGITAL;1;GASTOS DE PERSONAL;10100;RETRIBUCIONES BÁSICAS;93.880,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;49102;OFICINA DIGITAL;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;176.238,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;49102;OFICINA DIGITAL;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;30.083,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;49102;OFICINA DIGITAL;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;35.745,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;49102;OFICINA DIGITAL;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;58.298,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;49102;OFICINA DIGITAL;1;GASTOS DE PERSONAL;12006;TRIENIOS;70.491,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;49102;OFICINA DIGITAL;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;216.443,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;49102;OFICINA DIGITAL;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;497.323,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;49102;OFICINA DIGITAL;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;19.885,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;49102;OFICINA DIGITAL;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;55.645,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;49102;OFICINA DIGITAL;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;254.849,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;49102;OFICINA DIGITAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;160.000,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;91202;GABINETE DE LA ALCALDÍA;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;80.035,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;91202;GABINETE DE LA ALCALDÍA;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;32.014,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;91202;GABINETE DE LA ALCALDÍA;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;32.449,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;91202;GABINETE DE LA ALCALDÍA;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;75.460,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;91202;GABINETE DE LA ALCALDÍA;1;GASTOS DE PERSONAL;12006;TRIENIOS;54.659,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;91202;GABINETE DE LA ALCALDÍA;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;159.374,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;91202;GABINETE DE LA ALCALDÍA;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;383.146,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;91202;GABINETE DE LA ALCALDÍA;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;15.819,00
001;AYUNTAMIENTO DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;91202;GABINETE DE LA ALCALDÍA;1;GASTOS DE PERSONAL;13000;RETRIBUCIONES BÁSICAS;51.800,00
