CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado;Realizado
001002;91240;01;02;CONTRATOS MENORES TRAMITADOS;NÚMERO;80;30
001002;91240;01;01;CONTRATOS TRAMITADOS POR PROCEDIMIENTO ABIERTO;NÚMERO;1;1
001002;91240;02;01;EDIFICIO CON MANTENIMIENTO INTEGRAL Y LIMPIEZA ADSCRITO A LOS GRUPOS POLÍTICOS MUNICIPALES;NÚMERO;1;1
001002;91240;02;02;INSTALACIONES DE ELEVACIÓN Y ELECTROMECÁNICAS CON MANTENIMIENTO;NÚMERO;2;2
001002;91240;02;03;INSTALACIONES DE ELEMENTOS DE CONTROL DE OBJETOS Y PERSONAS;NÚMERO;2;2
001002;91240;02;04;INSTALACIONES DE ELEMENTOS DE CONTROL DE ACCESO Y SEGURIDAD;NÚMERO;34;34
001010;91201;01;01;Reuniones;NÚMERO;250;700
001010;91201;01;02;Plenos presididos;NÚMERO;27;35
001010;91201;01;03;Juntas de Gobierno presididas;NÚMERO;55;64
001012;23290;01;01;Programas cofinanciados por fondos europeos;NÚMERO;2;0
001012;23290;01;02;Tramitación de certificación de gastos;NÚMERO;2;0
001012;23290;01;03;Asesoramientos individualizados para nuevas ayudas;NÚMERO;10;8
001012;23290;02;01;Convocatorias de subvenciones publicadas;NÚMERO;2;2
001012;23290;02;02;Proyectos Cooperación al Desarrollo, Sensibilización.;NÚMERO;30;33
001012;23290;02;03;Proyectos que incluyen objetivos promoción de la igualdad;PORCENTAJE;50;86
001012;23290;02;04;Proyectos que incluyen desagregación estados por sexos;PORCENTAJE;100;100
001012;23290;02;05;Convenios que incluyan la promoción de la igualdad;NÚMERO;10;4
001012;23290;02;06;Convenios subvenciones que incluyen la promoción de la igualdad;PORCENTAJE;50;100
001012;23290;02;07;Cconvenios subvenciones que incluyen la perspectiva de género;PORCENTAJE;100;100
001012;23290;02;08;Inversión total generada en cooperación al desarrollo;EUROS;9500000;8555925
001012;23290;03;04;Acciones de desarrollo urbano sostenible;NÚMERO;12;5
001012;23290;03;03;Actividades formativas por ciudades;NÚMERO;12;12
001012;23290;03;02;Actividades de cooperación técnica entre ciudades;NÚMERO;72;75
001012;23290;03;01;Programas de cooperación entre ciudades;NÚMERO;12;19
001012;23290;04;01;Emergencias atendidas;NÚMERO;4;12
001012;23290;04;02;Proyectos cofinanciados;NÚMERO;4;16
001012;23290;04;03;Inversión total movilizada emergencias;EUROS;1200000;2096350
001012;46200;01;01;Eventos de innovación en la ciudad de Madrid;NÚMERO;40;200
001012;46200;01;02;Acciones de innovación con grandes empresas;NÚMERO;4;20
001012;46200;01;03;Apoyo a las startups innovadoras;NÚMERO;50;100
001012;46200;01;04;Empresas e Instituciones colaborando en La N@ve;NÚMERO;10;10
001012;46200;01;05;Acciones de difusión tecnológica entre las mujeres de Madrid;NÚMERO;4;1
001012;46200;02;01;Estudio de necesidades estratégicas sobre compra pública innovadora para la ciudad de Madrid;NÚMERO;1;1
001012;46200;02;02;Vinculación a las redes nacionales e internacionales orientadas a la compra publica innovadora;NÚMERO;2;2
001012;46200;02;03;Desarrollo, adaptación y puesta en funcionamiento de la estrategia de compra pública innovadora del ayuntamiento;NÚMERO;1;1
001012;46200;03;01;Catálogo de iniciativas de Madrid Ciudad Inteligente;NÚMERO;1;1
001012;46200;03;02;Colaboración con empresas que desarrollan actuaciones relacionadas con la ciudad inteligente;NÚMERO;4;4
001012;46200;03;03;Acciones de apoyo a startups que trabajan en el ámbito de las ciudades inteligentes;NÚMERO;10;10
001012;46200;03;04;Fomento de las redes de ciudades inteligentes;NÚMERO;2;2
001012;91202;01;01;Actos de naturaleza oficial;NÚMERO;450;440
001012;91202;01;02;Atenciones protocolarias y representativas;NÚMERO;500;570
001012;91202;02;04;Peticiones de información de las Comisiones de las Cortes Generales;NÚMERO;3;1
001012;91202;02;03;Observaciones sobre procedimientos remitidas a la Comisión Europea;NÚMERO;1;0
001012;91202;02;02;Solicitudes de dictamen a la Comisión Jurídica Asesora de la Comunidad de Madrid;NÚMERO;120;153
001012;91202;02;01;Peticiones del Defensor del Pueblo tramitadas;NÚMERO;300;219
001012;92206;01;01;Reuniones y sesiones de grupos de trabajo;NÚMERO;300;900
001012;92206;02;01;Actividades y eventos impulsados;NÚMERO;60;90
001012;92207;01;01;PARTICIPACIÓN EN ACTIVIDADES DE INSTITUCIONES DE LA UE;NÚMERO;2;3
001012;92207;01;02;PARTICIPACIÓN EN ORGANISMOS Y ASOCIACIONES INTERNACIONALES Y NACIONALES;NÚMERO;30;28
001012;92207;01;03;PARTICIPACIÓN EN FOROS Y REUNIONES INTERNACIONALES Y NACIONALES;NÚMERO;20;22
001012;92207;01;04;CELEBRACIÓN DE ENCUENTROS Y REUNIONES INTERNACIONALES EN MADRID;NÚMERO;4;2
001012;92207;02;03;ACTIVIDADES DERIVADAS DE ACUERDOS EXISTENTES CON OTRAS CIUDADES;NÚMERO;20;10
001012;92207;02;02;VISITAS INSTITUCIONALES;NÚMERO;10;12
001012;92207;02;01;REALIZACIÓN DE PROGRAMAS DE TRABAJO PARA DELEGACIONES OFICIALES DESPLAZADAS A MADRID;NÚMERO;60;110
001012;92207;03;01;Nº DE CONTRATOS QUE INCLUYEN CLAÚSULAS DE IGUALDAD DE GÉNERO;NÚMERO;1;0
001012;92402;01;01;Asesoramiento a las Areas de Gobierno;NÚMERO/AÑO;7;7
001012;92402;01;02;Empresas que participan en proyectos de ciudad;NÚMERO/AÑO;40;45
001012;92402;01;03;Proy. auditoría/nuevo mod.comercial global con políticas igualdad de género.;NÚMERO/AÑO;1;1
001012;92402;01;04;Programas de patrocinio 'llave en mano';NÚMERO/AÑO;2;2
001012;92402;01;05;Herramientas puestas a disposición de las Áreas para incentivar la participación empresarial;NÚMERO/AÑO;2;2
001012;92402;01;06;Empresas que se adhieren al Foro de Empresas por Madrid;NÚMERO/AÑO;22;25
001012;92402;01;07;Empresas comprometidas con políticas de igualdad de género adhesión Foro Empresas;NÚMERO/AÑO;5;5
001012;92402;02;06;Planes para posicionar internacionalmente a  la ciudad de Madrid;NÚMERO/AÑO;1;1
001012;92402;02;05;Participación en Foros y eventos internacionales;NÚMERO/AÑO;5;5
001012;92402;02;04;Lanzamiento y puesta en marcha de la web de promoción internacional de la ciudad;NÚMERO/AÑO;1;1
001012;92402;02;03;Realización de un estudio para identificar las ventajas competitivas de Madrid y reforzar su imagen;NÚMERO/AÑO;1;1
001012;92402;02;02;Informe anual de actividad internacional de Madrid;NÚMERO/AÑO;1;1
001012;92402;02;01;Newsletter Internacional;NÚMERO/AÑO;4;4
001016;22101;01;01;Mensajes de correo electrónico enviados con ocasión de la gestión de la acción social;NÚMERO/AÑO;8000;6913
001016;22101;01;02;Mensajes por SMS enviados con ocasión de la gestión de la acción social;NÚMERO/AÑO;250000;386602
001016;22101;01;03;Inserciones en los distintos canales de la intranet Ayre con ocasión de la gestión de la acción social;NÚMERO/AÑO;200;257
001016;22101;01;04;Usos del Programa Aventaja por el personal municipal;NÚMERO/AÑO;8000;13313
001016;22101;01;05;Reclamaciones y recursos resueltos en materia de acción social de empleados;NÚMERO/AÑO;300;652
001016;22101;02;03;Reuniones Comisión Control Plan de Pensiones;NÚMERO/AÑO;2;3
001016;22101;02;02;Reuniones órganos de desarrollo y seguimiento;NÚMERO/AÑO;4;4
001016;22101;02;01;Ayudas de acción social gestionadas;NÚMERO/AÑO;100000;88338
001016;22102;01;01;RECONOCIMIENTO DE PREMIOS POR AÑOS DE SERVICIO.;NÚMERO/AÑO;2014;1805
001016;22102;01;02;RECONOCIMIENTO DE PREMIOS POR ANTIGÜEDAD.;NÚMERO/AÑO;790;793
001016;22102;01;03;DIGITALIZACIÓN DE FOTOGRAFÍA Y SOLICITUDES TARJETA CORPORATIVA.;NÚMERO/AÑO;800;1287
001016;92000;01;01;Expedientes de provisión tramitados;NÚMERO;250;265
001016;92000;01;02;Relaciones de puestos de trabajo elaboradas;NÚMERO;30;29
001016;92000;01;03;Expedientes de tramitación de situaciones administrativas;NÚMERO;75;83
001016;92000;02;01;Expedientes de contratación;NÚMERO;40;39
001016;92000;02;02;Tramitación contratos menores;NÚMERO;160;174
001016;92000;02;03;Exptes de contrat que incluyan cláusulas de igualdad;NÚMERO;5;21
001016;92000;03;05;Actuaciones de régimen interior;NÚMERO;981;3775
001016;92000;03;04;Montaje de actos públicos;NÚMERO;405;467
001016;92000;03;03;Contratos gestionados a través del sistema de compras centralizadas;NÚMERO;96;119
001016;92000;03;02;Pliegos de prescripciones técnicas de contratos elaborados;NÚMERO;23;9
001016;92000;03;01;Mantenimiento de los edificios adscritos;M2;28047;28047
001016;92000;04;01;Informes jurídicos;NÚMERO;100;100
001016;92000;04;02;Expedientes de subvenciones y convenios;NÚMERO;75;102
001016;92000;04;03;Acuerdos de Junta de Gobierno y de Pleno;NÚMERO;130;133
001016;92000;04;04;Inscripciones Libro Resoluciones;NÚMERO;11000;15929
001016;92000;04;05;Publicaciones en Tablón y Boletines;NÚMERO;1000;1254
001016;92000;05;01;Anotaciones de registro entradas/salidas;NÚMERO;80000;80992
001016;92000;06;01;Expedientes de gestión presupuestaria;NÚMERO;50;131
001016;92002;01;01;Estudios;NÚMERO;55;113
001016;92002;01;02;Informes;NÚMERO;65;215
001016;92002;01;03;Propuestas;NÚMERO;20;214
001016;92002;02;01;Estudios y análisis;NÚMERO;60;64
001016;92002;02;02;Elaboración de propuestas;NÚMERO;20;81
001016;92002;03;01;Expedientes iniciados;NÚMERO;1800;2265
001016;92002;03;02;Expedientes resueltos;NÚMERO;2000;3239
001016;92002;03;03;Recursos resueltos;NÚMERO;150;123
001016;92004;01;08;EVALUACIÓN TOTAL DEL 1 AL 5 DE LA ACTIVIDAD FORMATIVA;NÚMERO;4;4
001016;92004;01;07;ACUERDOS FIRMADOS CON INSTITUCIONES;NÚMERO;4;4
001016;92004;01;06;ALUMNOS CONVOCADOS;NÚMERO;16000;20766
001016;92004;01;05;FORMADORES (INTERNOS, EXTERNOS Y EMPRESAS);NÚMERO;700;967
001016;92004;01;04;HORAS DE FORMACIÓN POR EDICION;NÚMERO;12500;11981
001016;92004;01;03;EDICIONES;NÚMERO;700;681
001016;92004;01;02;ACCIONES FORMATIVAS;NÚMERO;400;423
001016;92004;01;01;NUEVAS ACCIONES FORMATIVAS DETECTADAS;NÚMERO;70;196
001016;92004;02;01;ALUMNOS CONVOCADOS;NÚMERO;7000;10208
001016;92004;02;02;HORAS TOTALES DE FORMACIÓN;NÚMERO;80000;22517027
001016;92004;03;01;SESIONES DE GRUPOS DE TRABAJO;NÚMERO;4;10
001016;92004;03;02;CONVENIOS Y OTROS INSTRUMENTOS DE COLABORACIÓN;NÚMERO;1;1
001016;92004;03;03;ELABORACIÓN DE DOCUMENTOS DE TRABAJO Y PUBLICACIONES;NÚMERO;4;5
001016;92004;03;04;SEMINARIOS Y ENCUENTROS;NÚMERO;9;15
001016;92004;04;01;CONVENIOS DE COOPERACIÓN EDUCATIVA;NÚMERO;7;7
001016;92004;04;02;ALUMNOS QUE REALIZAN LAS PRÁCTICAS;NÚMERO;250;256
001016;92005;01;09;Informes emitidos en materia de relac. laborales sobre consultas formuladas por los serv. municipales y organizaciones;NÚMERO;30;32
001016;92005;01;08;Acuerdos negociados;NÚMERO;5;19
001016;92005;01;07;Informes relativos a demandas ante los juzgados de lo social en materia de relaciones laborales;NÚMERO/AÑO;5;5
001016;92005;01;06;Recursos Administrativos;NÚMERO;5;0
001016;92005;01;05;Informes relativos a Recursos Contencioso-Administrativos en materia de relaciones laborales;NÚMERO;5;8
001016;92005;01;04;Reuniones Comisión de Seguimiento del Acuerdo Convenio;NÚMERO/AÑO;5;4
001016;92005;01;03;Reuniones de las Organiz. Sindicales legitimadas para la negociación de las condiciones de trabajo del personal laboral;NÚMERO/AÑO;15;31
001016;92005;01;02;Reuniones Mesa General de Negociación de Personal Funcionario;NÚMERO/AÑO;15;12
001016;92005;01;01;Reuniones de la Mesa General de Empleados Públicos del Ayuntamiento de Madrid y sus OO.AA.;NÚMERO/AÑO;25;48
001016;92005;02;01;Asambleas de trabajadores y reuniones de afiliados tramitadas;NÚMERO/AÑO;1200;1300
001016;92005;02;02;Consultas resueltas en materia de garantías sindicales;NÚMERO/AÑO;400;350
001016;92005;02;03;Retenciones de cuotas sindicales tramitadas;NÚMERO/MES;14000;8962
001016;92005;02;04;Subvenciones otorgadas;NÚMERO/AÑO;6;6
001016;92005;02;05;Expedientes de relevo de servicios;NÚMERO/AÑO;40;20
001016;92005;02;06;Comunicaciones crédito horario;NÚMERO/MES;400;550
001016;92005;02;07;Consultas atendidas en materia de condiciones laborales de los empleados públicos;NÚMERO/AÑO;400;430
001016;92007;01;10;ELABORACIÓN DE DATOS PARA LA APROBACIÓN DE LA MASA SALARIAL DEL PERSONAL LABORAL.;NÚMERO/AÑO;1;1
001016;92007;01;09;REMISIÓN DE DATOS RETRIBUTIVOS AL MINISTERIO DE HACIENDA Y ADMINISTRACIONES PÚBLICAS.;NÚMERO/AÑO;1;1
001016;92007;01;08;CERTIFICADO ANUAL DE LAS RETENCIONES DEL IRPF.;NÚMERO/AÑO;1;1
001016;92007;01;07;GESTIÓN MENSUAL DE LAS RETRIBUCIONES A CUENTA DEL IRPF.;NÚMERO/AÑO;12;12
001016;92007;01;06;GESTIÓN DE RETRIBUCIONES DERIVADA DEL CUMPLIMIENTO DE TRIENIOS Y ANTIGUEDAD.;NÚMERO/AÑO;12;12
001016;92007;01;05;GESTIÓN MENSUAL DE REINTEGROS Y ÓRDENES DE EMBARGO.;NÚMERO/AÑO;12;12
001016;92007;01;04;SEGUIMIENTO MENSUAL DE LA LIQUIDACIÓN DE RETRIBUCIONES NO FIJAS EN SU CUANTÍA NI PERIÓDICAS EN SU DEVENGO.;NÚMERO/AÑO;12;12
001016;92007;01;03;SEGUIMIENTO MENSUAL DE LA LIQUIDACIÓN DE RETRIBUCIONES FIJAS.;NÚMERO/AÑO;12;12
001016;92007;01;02;GESTIÓN DE LA NÓMINA MENSUAL.;NÚMERO/AÑO;12;12
001016;92007;01;01;IMPLEMENTAR EN SAP LAS PREVISIONES DE LA LEY DE PRESUPUESTOS GENERALES 2017 Y DEMÁS NORMATIVA EN MATERIA RETRIBUTIVA;NÚMERO/AÑO;1;1
001016;92007;02;08;COMPROBACIÓN Y ENVÍO MENSUAL A LA TGSS DE LOS CONCEPTOS RETRIBUTIVOS ABONADOS (CRA).;NÚMERO/AÑO;12;12
001016;92007;02;07;SEGUIMIENTO Y LIQUIDACIÓN DE LA RELACIÓN CONTABLE.;NÚMERO/AÑO;1;12
001016;92007;02;06;INCAPACIDAD TEMPORAL: CONTROL Y SEGUIMIENTO MENSUAL DEL ABSENTISMO (AT-EP-CC).;NÚMERO/AÑO;12;12
001016;92007;02;05;JUBILACIÓN DEL PERSONAL.;NÚMERO/AÑO;504;663
001016;92007;02;04;COTIZACIÓN A MUTUALIDADES Y DERECHOS PASIVOS.;NÚMERO/AÑO;14;14
001016;92007;02;03;GESTIÓN DE LAS BASES DE COTIZACIÓN DE LOS EMPLEADOS PÚBLICOS: SEGUIMIENTO Y CONTROL.;NÚMERO/AÑO;12;12
001016;92007;02;02;GESTIÓN, CONTROL Y SEGUIMIENTO DE LA AFILIACIÓN DE LOS EMPLEADOS PÚBLICOS MUNICIPALES.;NÚMERO/AÑO;12;12
001016;92007;02;01;IMPLEMENTAR LOS CAMBIOS NORMATIVOS QUE SE PRODUZCAN EN 2017 EN MATERIA DE SEGURIDAD SOCIAL Y MUTUALISMO ADMINISTRATIVO;NÚMERO/AÑO;1;1
001016;92007;03;01;BASES APROBADAS;NÚMERO/AÑO;16;13
001016;92007;03;02;PROCESOS CONVOCADOS;NÚMERO/AÑO;16;3
001016;92007;03;03;PROCESOS EN TRÁMITE;NÚMERO/AÑO;30;20
001016;92007;03;04;NOMBRAMIENTOS A REALIZAR;NÚMERO/AÑO;363;114
001016;92007;04;04;NOMBRAMIENTOS A REALIZAR;NÚMERO/AÑO;705;0
001016;92007;04;03;PROCESOS EN TRÁMITE;NÚMERO/AÑO;21;16
001016;92007;04;02;PROCESOS CONVOCADOS;NÚMERO/AÑO;21;15
001016;92007;04;01;BASES APROBADAS;NÚMERO/AÑO;21;15
001016;92007;05;01;LISTAS DE ESPERA APROBADAS;NÚMERO/AÑO;22;5
001016;92007;05;02;SUGERENCIAS Y RECLAMACIONES CONTESTADAS EN PLAZO;PORCENTAJE;100;100
001016;92007;05;03;RECURSOS ADMINISTRATIVOS RESUELTOS EN PLAZO;PORCENTAJE;100;100
001016;92007;05;04;EXPEDIENTES REMITIDOS EN PLAZO A LOS JUZGADOS;PORCENTAJE;100;100
001016;92007;05;05;SOLICITUDES DE ACCESO A LA INFORMACIÓN PÚBLICA AL AMPARO DE LA LEY 19/2013 CONTESTADAS EN PLAZO;PORCENTAJE;100;100
001016;92007;06;01;RECONOCIMIENTO GRADO PARTICIPACIÓN CONCURSO DE MÉRITOS.;NÚMERO/AÑO;100;98
001016;92007;06;02;RECONOCIMIENTO Y CONVALIDACIÓN GRADO A INSTANCIA INTERESADO.;NÚMERO/AÑO;300;192
001016;92007;06;03;RECONOCIMIENTO DE OFICIO DEL GRADO PERSONAL.;NÚMERO/AÑO;400;941
001016;92007;06;04;VERIFICACIÓN GRADO PARA CONCURSOS DE MÉRITOS.;NÚMERO/AÑO;4000;3809
001016;92007;07;06;LICENCIAS SIN SUELDO CON RESERVA DE PUESTO.;NÚMERO/AÑO;600;597
001016;92007;07;05;PERMISOS POR CUIDADO DE HIJO MENOR AFECTADO POR CÁNCER U OTRA ENFERMEDAD GRAVE;NÚMERO/AÑO;40;38
001016;92007;07;04;PERMISOS POR PATERNIDAD.;NÚMERO/AÑO;400;364
001016;92007;07;03;PERMISOS POR MATERNIDAD.;NÚMERO/AÑO;390;191
001016;92007;07;02;REDUCCIONES DE JORNADA.;NÚMERO/AÑO;720;758
001016;92007;07;01;DECLARACIÓN DE SITUACIONES ADMINISTRATIVAS.;NÚMERO/AÑO;180;175
001016;92007;08;01;PUESTOS CONVOCADOS EN CONCURSOS DE MÉRITOS.;NÚMERO/AÑO;350;731
001016;92007;08;02;PUESTOS RESUELTOS EN CONCURSOS DE MÉRITOS.;NÚMERO/AÑO;330;612
001016;92007;08;03;PUESTOS CONVOCADOS EN LIBRES DESIGNACIONES.;NÚMERO/AÑO;360;578
001016;92007;08;04;PUESTOS RESUELTOS EN LIBRES DESIGNACIONES.;NÚMERO/AÑO;350;574
001016;92007;08;05;ADSCRIPCIONES PROVISIONALES Y CESES.;NÚMERO/AÑO;475;540
001016;92007;08;06;COMISIONES DE SERVICIOS Y ATRIBUCIONES TEMPORALES.;NÚMERO/AÑO;250;485
001016;92007;08;07;REINGRESOS Y TRASLADOS POR MOTIVOS DE SALUD.;NÚMERO/AÑO;60;119
001016;92007;08;08;NOMBRAMIENTOS Y CESES DE FUNCIONARIOS INTERINOS Y PERSONAL EVENTUAL.;NÚMERO/AÑO;500;2069
001016;92007;09;18;EXPEDIENTES DE PERMISOS DE MATERNIDAD Y PATERNIDAD;NÚMERO/AÑO;70;66
001016;92007;09;17;EXPEDIENTES DE REDUCCIÓN DE JORNADA Y PERMISOS SIN SUELDO;NÚMERO/AÑO;150;127
001016;92007;09;16;EXPEDIENTES DE SITUACIONES ADMINISTRATIVAS;NÚMERO/AÑO;75;31
001016;92007;09;15;CONTRATACIONES A TIEMPO PARCIAL POR JUBILACIONES PARCIALES Y CONTRATOS DE RELEVO;NÚMERO/AÑO;240;114
001016;92007;09;14;INFORMES PREVISIÓN CONTRATACIONES;NÚMERO/AÑO;12;12
001016;92007;09;13;INFORMES PARA OTRAS SUBDIRECCIONES GENERALES;NÚMERO/AÑO;15;16
001016;92007;09;12;CONTESTACIONES A TRABAJADORES, DISTRITOS Y PARTIDOS POLÍTICOS;NÚMERO/AÑO;100;82
001016;92007;09;11;EXPEDIENTE COMPLEMENTO MEJORA RENDIMIENTO;NÚMERO/AÑO;2;0
001016;92007;09;10;REINGRESOS, CAMBIOS VOLUNTARIOS DE TURNO, AMPLIACIONES DE JORNADA Y MEJORAS DE EMPLEO;NÚMERO/AÑO;75;94
001016;92007;09;09;MOVILIDADES ARTÍCULO 116 C.U;NÚMERO/AÑO;70;67
001016;92007;09;08;EXPEDIENTES DE ADAPTACIÓN O MOVILIDAD POR MOTIVOS DE SALUD;NÚMERO/AÑO;15;9
001016;92007;09;07;CERTIFICADOS;NÚMERO/AÑO;200;235
001016;92007;09;06;INFORMES SOBRE MODIFICACIONES RPT;NÚMERO/AÑO;55;37
001016;92007;09;05;INFORMES JURÍDICOS Y RECLAMACIONES PREVIAS;NÚMERO/AÑO;120;55
001016;92007;09;04;GESTIÓN LISTAS DE ESPERA Y BOLSAS DE EMPLEO;NÚMERO/AÑO;7800;7900
001016;92007;09;03;COBERTURA DE BAJAS INSTALACIONES DEPORTIVAS MUNICIPALES;NÚMERO/AÑO;1700;1255
001016;92007;09;02;LLAMAMIENTOS TEMPORADA VERANO INSTALACIONES DEPORTIVAS MUNICIPALES;NÚMERO/AÑO;650;637
001016;92007;09;01;CONTRATACIONES INSTALACIONES DEPORTIVAS MUNICIPALES;NÚMERO/AÑO;1600;1165
001016;92007;10;01;EXPEDIENTES Y OTRAS ACTUACIONES EN MATERIA DE COMPATIBILIDAD;NÚMERO/AÑO;200;196
001016;92007;10;02;DEDUCCIONES PROPORCIONALES DE HABERES Y RETENCIONES DE NÓMINA;NÚMERO/AÑO;90;84
001016;92007;10;03;EXPEDIENTES DISCIPLINARIOS Y OTRAS ACTUACIONES EN LA MATERIALIZACIÓN DE FOTOGRAFÍA Y SOLICITUDES TARJETA CORPORATIVA;NÚMERO/AÑO;140;101
001016;92007;10;04;INFORMES PARA VISTAS ORALES EN LA JURISDICCIÓN SOCIAL;NÚMERO/AÑO;40;96
001016;92007;10;05;ACTUACIONES EN RELACIÓN CON LA GESTIÓN DE LOS REGISTROS DE INTERESES PERSONAL DIRECTIVO Y EN MATERIA DE TRANSPARENCIA;NÚMERO/AÑO;200;375
001016;92007;10;06;INFORME RELATIVO AL EJERCICIO DE ACTIVIDADES PRIVADAS;NÚMERO/AÑO;5;0
001016;92007;11;01;RESOLUCIONES JUDICIALES A EJECUTAR;NÚMERO/AÑO;190;216
001016;92007;11;02;ELABORACIÓN DE INFORMES RELATIVOS A CONTROL ESTADÍSTICO Y ANÁLISIS DE LAS RESOLUCIONES JUDICIALES FIRMES DICTADAS;NÚMERO/AÑO;12;12
001016;92007;11;03;ELABORACIÓN DE INFORMES RECOPILATORIOS DOCTRINA JUDICIAL PARA UNIFICAR ACTUACIONES;NÚMERO/AÑO;10;13
001016;92007;12;02;INFORMES ESTADÍSTICOS SOBRE EL CUMPLIMIENTO DE INFORMES DE VISTAS ORALES;NÚMERO/AÑO;12;12
001016;92007;12;01;INFORMES REMITIDOS A LA DIRECCIÓN GENERAL DE LA ASESORÍA JURÍDICA;NÚMERO/AÑO;270;200
001016;92008;01;01;AUDITORÍAS Y EVALUACIONES DE GESTIÓN;PORCENTAJE;100;100
001016;92008;01;02;ESTUDIOS Y ANÁLISIS DE NATURALEZA ORGANIZATIVA;PORCENTAJE;100;100
001016;92008;01;03;INFORMES AL AMPARO DEL PROTOCOLO DE ACTUACIÓN FRENTE AL ACOSO EN EL ENTORNO LABORAL DEL AYTO. DE MADRID Y SUS OO.AA;NÚMERO/AÑO;10;14
001016;92008;01;04;INFORMES RESULTADO DE INFORMACIONES RESERVADAS Y DILIGENCIAS INFORMATIVAS;NÚMERO/AÑO;25;43
001016;92008;01;05;OTRAS ACTUACIONES CONTEMPLADAS EN EL PLAN DE ACTUACIONES ANUAL;PORCENTAJE;100;100
001016;92008;01;06;ACTUACIONES EXTRAORDINARIAS;PORCENTAJE;100;100
001016;92008;02;01;ANÁLISIS Y ESTUDIOS SOBRE PERSONAL, ESTRUCTURAS, CARGAS DE TRABAJO Y RETRIBUCIONES;NÚMERO/AÑO;50;50
001016;92008;02;02;HERRAMIENTAS METODOLÓGICAS ELABORADAS;NÚMERO/AÑO;2;3
001016;92008;02;03;REDISEÑOS ORGANIZATIVOS Y DE PUESTOS REALIZADOS;NÚMERO/AÑO;20;20
001016;92008;02;04;APROBACIÓN DE LA OFERTA DE EMPLEO 2017;DÍAS;76;271
001016;92008;02;05;INFORMES DE EXPLOTACIÓN DE DATOS DE SISTEMAS DE INFORMACIÓN;NÚMERO/AÑO;300;310
001016;92008;02;06;ELABORACIÓN DEL PLAN DE RECURSOS HUMANOS;DÍAS;304;304
001016;92008;02;07;INFORMES SOBRE PROPUESTAS DE CAMBIOS DE MODELO DE GESTIÓN;PORCENTAJE;3;3
001016;92008;03;08;PROPONER APROBACIÓN PROGRAMAS EMPLEO TEMPORAL;NÚMERO/AÑO;15;18
001016;92008;03;07;VALORACION PROPUESTAS NOMBRAMIENTO INTERINOS DE VACANTES Y ACUMULACIÓN DE TAREAS;NÚMERO/AÑO;400;550
001016;92008;03;06;TRAMITACIÓN RECLAMACIONES SOBRE PUESTOS DE TRABAJO;NÚMERO/AÑO;200;150
001016;92008;03;05;ELABORACIÓN DE ESTUDIOS E INFORMES RESPECTO A PUESTOS DE TRABAJO;NÚMERO/AÑO;40;85
001016;92008;03;04;ELABORACIÓN INSTRUCCIONES DE CONFECCIÓN Y TRAMITACIÓN DE RPT;NÚMERO/AÑO;1;1
001016;92008;03;03;INFORMES PRECEPTIVOS RELATIVOS A MODIFICACIÓN DE RPT DE OO.AA.;NÚMERO/AÑO;14;20
