Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real
;;001;102;92012;63301;2025/000063;2025/000063;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;95000;0;95000;95000;0;0;0;0;0;0
;;001;102;92012;63400;2025/000315;2025/000315;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. FURGONETA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;95000;0;95000;4250;10527;80223;80223;0;0;0
;;001;102;92012;63500;2025/000062;2025/000062;SERVICIOS COORDINACIÓN GENERAL ALCALDÍA. MOBILIARIO Y EQUIPOS OFICINA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1000;0;1000;1000;0;0;0;0;0;0
;;001;120;13000;63200;2021/000406;2021/000406;EDIFICIO POLICÍA MUNICIPAL C/ PLOMO, 14. OBRAS DE REHABILITACIÓN PARCIAL;202;ARGANZUELA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;6787,2;6787,2;6787,2;0;0;0;0;0;0
;;001;120;13000;63200;2023/001530;2023/001530;PARQUE DE BOMBEROS Nº 9. OBRAS REFORMA Y AMPLIACIÓN EN SÓTANO, EDIFICIO GIMNASIO Y COCHERAS TRASERAS;208;FUENCARRAL-EL PARDO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;1002153;0;1002153;0,06;0;1002152,94;1002152,94;54438,65;0;54438,65
;;001;120;13000;63200;2024/001247;2024/001247;PARQUE DE BOMBEROS NÚMERO 9, EDIFICIO OESTE. OBRAS DE REFORMA Y AMPLIACIÓN;208;FUENCARRAL-EL PARDO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;1289172;0;1289172;0,71;0;1289171,29;1289171,29;35494,64;0;35494,64
;;001;120;13000;63200;2024/001513;2024/001513;BASE 10 SAMUR-PROTECCIÓN CIVIL. OBRAS DE ADECUACIÓN DE CLIMATIZACIÓN;206;TETUAN;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;0;74563,73;74563,73;0;0;74563,73;74563,73;74525,5;0;74525,5
;;001;120;13000;63200;2025/000352;2025/000352;BASE 0 SAMUR-PROTECCIÓN CIVIL. OBRAS DE REFORMA EDIFICIO 2;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;1241653;-82950,93;1158702,07;1158702,07;0;0;0;0;0;0
;;001;120;13000;63200;2025/001084;2025/001084;EDIFICIO CALLE PRÍNCIPE DE VERGARA, 140. OBRAS INSTALACIÓN MAMPARAS PARA ACONDICIONAMIENTO ESPACIO;205;CHAMARTIN;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;1600;1600;341,6;0;1258,4;1258,4;0;0;0
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;120;13000;63200;2024/001341;2024/001341;EDIFICIO AVENIDA ORCASUR, 51. OBRAS REHABILITACIÓN PARA CENTRO LOGÍSTICO POLICÍA MUNICIPAL ORCASUR;212;USERA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;1410000;0;1410000;600000,01;0;809999,99;809999,99;244966,87;0;244966,87
;;001;120;13001;62301;2025/000366;2025/000366;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. INSTALACIONES TÉCNICAS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;300000;0;300000;300000;0;0;0;0;0;0
;;001;120;13001;62302;2025/000020;2025/000020;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. ÚTILES Y HERRAMIENTAS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;18000;0;18000;18000;0;0;0;0;0;0
;;001;120;13001;62500;2025/000021;2025/000021;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. ADQUISICIÓN MOBILIARIO OFICINA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;7000;0;7000;7000;0;0;0;0;0;0
;;001;120;13001;62601;2025/000022;2025/000022;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. EQUIPOS PROCESOS DE DATOS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;36300;0;36300;7482,03;0;28817,97;28817,97;28817,97;0;28817,97
;;001;120;13001;63599;2025/000023;2025/000023;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. OTRO MOBILIARIO Y ENSERES;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;5000;0;5000;5000;0;0;0;0;0;0
;;001;120;13001;63600;2025/000024;2025/000024;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. RENOVACION EQUIPOS DE COMUNICACIÓN;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;40000;0;40000;40000;0;0;0;0;0;0
;;001;120;13001;64100;2025/000025;2025/000025;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. ADQUISICIÓN LICENCIAS INFORMÁTICAS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;16300;0;16300;16300;0;0;0;0;0;0
;;001;120;13201;62500;2024/000110;2024/000110;DEPENDENCIAS POLICÍA MUNICIPAL. MOBILIARIO Y EQUIPOS DE OFICINA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;66247,5;66247,5;66247,5;0;0;0;0;0;0
;;001;120;13201;62500;2024/000110;2024/010110;UNIDAD LOGÍSTICA POLÍCIA MUNICIPAL. MOBILIARIO Y EQUIPOS DE OFICINA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;1173,7;1173,7;0;0;1173,7;1173,7;1173,7;0;1173,7
;;001;120;13201;62500;2024/000110;2024/020110;COMISARÍA PRINCIPAL POLICÍA JUDICIAL DE MADRID, C/ PLOMO 14. MOBILIARIO Y EQUIPOS DE OFICINA;202;ARGANZUELA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;33062,04;33062,04;0;0;33062,04;33062,04;33062,04;0;33062,04
;;001;120;13201;62500;2024/000110;2024/040110;CENTRO INTEGRADO DE SEGURIDAD Y EMERGENCIAS (CISEM). MOBILIARIO Y EQUIPOS DE OFICINA;204;SALAMANCA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;7679,87;7679,87;0;0;7679,87;7679,87;7679,87;0;7679,87
;;001;120;13201;62500;2024/000110;2024/050110;NUEVO ALMACEN VESTUARIO POLICÍA MUNICIPAL C/ REAL DE SAN VICENTE, 8. MOBILIARIO Y EQUIPOS OFICINA;216;HORTALEZA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;3596,12;3596,12;0;0;3596,12;3596,12;3596,12;0;3596,12
;;001;120;13201;62500;2024/000110;2024/060110;SECCIÓN CANINA DE LA POLICÍA MUNICIPAL. MOBILIARIO Y EQUIPOS DE OFICINA;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;1960,2;1960,2;0;0;1960,2;1960,2;1960,2;0;1960,2
;;001;120;13201;62500;2024/000110;2024/070110;COMISARÍA INTEGRAL POLICÍA MUNICIPAL DISTRITO SAN BLAS-CANILLEJAS. MOBILIARIO Y EQUIPOS DE OFICINA;220;SAN BLAS-CANILLEJAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;6521,9;6521,9;0;0;6521,9;6521,9;6521,9;0;6521,9
;;001;120;13201;62500;2024/000110;2024/080110;COMISARÍA INTEGRAL DE POLICÍA MUNICIPAL DISTRITO BARAJAS. MOBILIARIO Y EQUIPOS DE OFICINA;221;BARAJAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;2940,3;2940,3;0;0;2940,3;2940,3;2940,3;0;2940,3
;;001;120;13201;62500;2024/000110;2024/090110;SERVICIOS DIRECCIÓN GENERAL DE LA POLICÍA MUNICIPAL. MOBILIARIO Y EQUIPOS DE OFICINA;999;NO DISTRITALIZABLE;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;14181,2;14181,2;0;0;14181,2;14181,2;14181,2;0;14181,2
;;001;120;13201;62500;2024/000110;2024/100110;COMISARÍA INTEGRAL DE LA POLICÍA MUNICIPAL DISTRITO CENTRO-NORTE. MOBILIARIO Y EQUIPOS DE OFICINA;201;CENTRO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;2940,3;2940,3;0;0;2940,3;2940,3;2940,3;0;2940,3
;;001;120;13201;62500;2025/000111;2025/000111;EQUIPAMIENTO UNIDADES Y DEPENDENCIAS DE LA POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;38350;0;38350;38350;0;0;0;0;0;0
;;001;120;13201;62599;2025/000111;2025/000111;EQUIPAMIENTO UNIDADES Y DEPENDENCIAS DE LA POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;21430;-8910,48;12519,52;12519,52;0;0;0;0;0;0
;;001;120;13201;62599;2025/000111;2025/020111;EQUIPAMIENTO DEPENDENCIAS ALMACÉN VESTUARIO POLICÍA MUNICIPAL, CALLE REAL DE SAN VICENTE, 8;218;VILLA DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;48932,4;48932,4;0;0;48932,4;0;0;0;0
;;001;120;13201;62599;2025/000111;2025/030111;EQUIPAMIENTO COMISARÍA INTEGRAL POLICÍA MUNICIPAL DEL DISTRITO DE VILLA DE VALLECAS;218;VILLA DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;2683,93;2683,93;0;0;2683,93;2683,93;0;0;0
;;001;120;13201;62599;2025/000111;2025/040111;EQUIPAMIENTO COMISARÍA INTEGRAL POLICÍA MUNICIPAL DEL DISTRITO DE PUENTE DE VALLECAS;213;PUENTE DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;4155,77;4155,77;0;0;4155,77;4155,77;0;0;0
;;001;120;13201;62599;2025/000111;2025/050111;EQUIPAMIENTO COMISARÍA INTEGRAL POLICÍA MUNICIPAL DEL DISTRITO DE CIUDAD LINEAL;215;CIUDAD LINEAL;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;1558,41;1558,41;0;0;1558,41;1558,41;0;0;0
;;001;120;13201;62599;2025/000111;2025/060111;EQUIPAMIENTO COMISARÍA INTEGRAL POLICÍA MUNICIPAL DEL DISTRITO DE CARABANCHEL;211;CARABANCHEL;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;6579,97;6579,97;0;0;6579,97;6579,97;0;0;0
;;001;120;13201;62601;2025/001082;2025/001082;SERVICIOS POLICÍA MUNICIPAL. EQUIPOS INFORMÁTICOS PARA PUESTOS DE TRABAJO;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;17275;17275;2615,85;0;14659,15;14659,15;0;0;0
;;001;120;13201;62902;2025/000110;2025/000110;SERVICIOS POLICÍA MUNICIPAL. ADQUISICION DE SEMOVIENTES;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;36000;58230;94230;94230;0;0;0;0;0;0
;;001;120;13201;62999;2024/000124;2024/000124;OTRO EQUIPAMIENTO DIVERSO PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;51154,63;51154,63;0;0;51154,63;51154,63;0;0;0
;;001;120;13201;62999;2024/001198;2024/001198;SERVICIOS DE POLICÍA MUNICIPAL. ADQUISICIÓN DE ARMAS Y SUS ACCESORIOS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;444682;-66154,63;378527,37;378527,37;0;0;0;0;0;0
;;001;120;13201;62999;2025/000109;2025/000109;ARMAS Y ARMEROS PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;21000;0;21000;21000;0;0;0;0;0;0
;;001;120;13201;62999;2025/000355;2025/000355;INSTRUMENTOS MUSICALES PARA LA BANDA DE LA POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;12000;0;12000;12000;0;0;0;0;0;0
;;001;120;13201;62999;2025/001129;2025/001129;SERVICIOS DE LA POLICÍA MUNICIPAL. ADQUISICIÓN DE DRONES;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;15000;15000;15000;0;0;0;0;0;0
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;120;13201;62999;2025/000028;2025/000028;SISTEMA CÁMARAS DE VIDEOVIGILANCIA (CCTV) POLICÍA MUNICIAL EN BARRIO DE PRADOLONGO;212;USERA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;903003;0;903003;0,39;339723,81;563278,8;563278,8;0;0;0
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;120;13201;62999;2025/000029;2025/000029;SISTEMA CÁMARAS DE VIDEOVIGILANCIA (CCTV) POLICÍA MUNICIAL EN C/ CULLERA;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;846115;0;846115;0,87;290429,33;555684,8;555684,8;0;0;0
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;120;13201;62999;2025/000030;2025/000030;SISTEMA CÁMARAS DE VIDEOVIGILANCIA (CCTV) POLICÍA MUNICIPAL EN EL PARQUE CALERO;215;CIUDAD LINEAL;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;278525;0;278525;0,46;93194,9;185329,64;185329,64;0;0;0
;;001;120;13201;63302;2025/001121;2025/001121;EQUIPAMIENTO SECCIÓN CANINA DE LA POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;550;550;550;0;0;0;0;0;0
;;001;120;13201;63400;2025/001079;2025/001079;SERVICIOS DE POLICÍA MUNICIPAL. ADAPTACIÓN VEHÍCULOS PICK UP (MERCANCÍAS) ESCUADRÓN DE CABALLERÍA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;18140;18140;18140;0;0;0;0;0;0
;;001;120;13201;63901;2024/000449;2024/000449;UNIDADES Y DEPENDENCIAS DE LA POLICÍA MUNICIPAL. SEÑALIZACIÓN EXTERIOR;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;735632;-590110,09;145521,91;145521,91;0;0;0;0;0;0
;;001;120;13201;63901;2024/000449;2024/010449;DEPENDENCIAS POLICÍA MUNICIPAL, AVDA. PRINCIPAL, 6. SEÑALIZACIÓN EXTERIOR;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;22055,25;22055,25;0;0;22055,25;22055,25;0;0;0
;;001;120;13201;63901;2024/000449;2024/020449;COMISARÍA INTEGRAL DISTRITO CENTRO NORTE. SEÑALIZACIÓN EXTERIOR;201;CENTRO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;18513,75;18513,75;0;0;18513,75;18513,75;0;0;0
;;001;120;13201;63901;2024/000449;2024/030449;COMISARÍA INTEGRAL DISTRITO CENTRO SUR. SEÑALIZACIÓN EXTERIOR;201;CENTRO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;30783,09;30783,09;0;0;30783,09;30783,09;0;0;0
;;001;120;13201;63901;2024/000449;2024/040449;COMISARÍA INTEGRAL DISTRITO ARGANZUELA. SEÑALIZACIÓN EXTERIOR;202;ARGANZUELA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;33565,69;33565,69;0;0;33565,69;33565,69;0;0;0
;;001;120;13201;63901;2024/000449;2024/050449;COMISARÍA INTEGRAL DISTRITO CHAMBERÍ. SEÑALIZACIÓN EXTERIOR;207;CHAMBERI;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;6690,27;6690,27;0;0;6690,27;6690,27;0;0;0
;;001;120;13201;63901;2024/000449;2024/060449;COMISARÍA INTEGRAL DISTRITO SALAMANCA. SEÑALIZACIÓN EXTERIOR;204;SALAMANCA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;12804,15;12804,15;0;0;12804,15;12804,15;0;0;0
;;001;120;13201;63901;2024/000449;2024/070449;COMISARÍA INTEGRAL DISTRITO TETUÁN. SEÑALIZACIÓN EXTERIOR;206;TETUAN;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;31105,36;31105,36;0;0;31105,36;31105,36;0;0;0
;;001;120;13201;63901;2024/000449;2024/080449;COMISARÍA INTEGRAL DISTRITO CARABANCHEL. SEÑALIZACIÓN EXTERIOR;211;CARABANCHEL;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;28390,9;28390,9;0;0;28390,9;28390,9;0;0;0
;;001;120;13201;63901;2024/000449;2024/090449;COMISARÍA INTEGRAL DISTRITO LATINA. SEÑALIZACIÓN EXTERIOR;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;32266,22;32266,22;0;0;32266,22;32266,22;0;0;0
;;001;120;13201;63901;2024/000449;2024/100449;COMISARÍA INTEGRAL DISTRITO MONCLOA-ARAVACA. SEÑALIZACIÓN EXTERIOR;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;18936,51;18936,51;0;0;18936,51;18936,51;0;0;0
;;001;120;13201;63901;2024/000449;2024/110449;COMISARÍA INTEGRAL DISTRITO CIUDAD LINEAL. SEÑALIZACIÓN EXTERIOR;215;CIUDAD LINEAL;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;28390,9;28390,9;0;0;28390,9;28390,9;0;0;0
;;001;120;13201;63901;2024/000449;2024/120449;COMISARÍA INTEGRAL DISTRITO BARAJAS. SEÑALIZACIÓN EXTERIOR;221;BARAJAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;33369,33;33369,33;0;0;33369,33;33369,33;0;0;0
;;001;120;13201;63901;2024/000449;2024/130449;COMISARÍA INTEGRAL DISTRITO FUENCARRAL-EL PARDO. SEÑALIZACIÓN EXTERIOR;208;FUENCARRAL-EL PARDO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;30325,68;30325,68;0;0;30325,68;30325,68;0;0;0
;;001;120;13201;63901;2024/000449;2024/140449;COMISARÍA INTEGRAL DISTRITO MORATALAZ. SEÑALIZACIÓN EXTERIOR;214;MORATALAZ;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0;1226,7;1226,7;0;0;1226,7;1226,7;0;0;0
