Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real;
;;001;102;92012;62302;2021/000343;2021/000343;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. ÚTILES Y HERRAMIENTAS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;10000,00;0,00;10000,00;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;102;92012;62500;2021/000344;2021/000344;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. MOBILIARIO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;30000,00;0,00;30000,00;12263,04;0,00;17736,96;17736,96;8892,49;0,00;8892,49;
;;001;102;92012;62599;2021/000345;2021/000345;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. EQUIPOS AUDIOVISUALES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;29000,00;0,00;29000,00;20241,46;0,00;8758,54;8758,54;8758,54;0,00;8758,54;
;;001;102;92012;62601;2021/001155;2021/001155;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. EQUIPOS PARA PROCESO DE DATOS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;3700,00;3700,00;817,78;0,00;2882,22;2882,22;2882,22;0,00;2882,22;
;;001;102;92012;63200;2021/000246;2021/000246;EDIFICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. OBRAS DE REFORMA;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4000,00;-2904,00;1096,00;1096,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;102;92012;63200;2021/000246;2021/010246;PABELLÓN JARDINES CECILIO RODRÍGUEZ. REFORMA SISTEMA PROTECCIÓN CONTRA INCENDIOS;203;RETIRO;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;2904,00;2904,00;0,00;0,00;2904,00;2618,14;0,00;0,00;0,00;
;;001;102;92012;63301;2021/000163;2021/000163;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. INSTALACIONES TÉCNICAS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15000,00;0,00;15000,00;722,64;0,00;14277,36;0,00;0,00;0,00;0,00;
;;001;110;92010;62301;2021/000102;2021/000102;SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA. INSTALACIONES TÉCNICAS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;20000,00;0,00;20000,00;13928,22;0,00;6071,78;6071,78;6071,78;0,00;6071,78;
;;001;110;92010;62500;2021/000103;2021/000103;SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA. MOBILIARIO Y EQUIPOS DE OFICINA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;25095,00;0,00;25095,00;24487,70;0,00;607,30;607,30;607,30;0,00;607,30;
;;001;110;92010;62599;2021/000104;2021/000104;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;5000,00;0,00;5000,00;1189,71;0,00;3810,29;3810,29;3810,29;0,00;3810,29;
;;001;110;92010;62600;2021/000104;2021/000104;EQUIPAMIENTO SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;1000,00;1000,00;907,80;0,00;92,20;92,20;0,00;0,00;0,00;
;;001;110;92010;63301;2021/000102;2021/000102;SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA. INSTALACIONES TÉCNICAS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;1100,00;1100,00;14,25;0,00;1085,75;1085,75;1085,75;0,00;1085,75;
;;001;110;92010;63901;2021/001384;2021/001384;EDIFICIO CALLE MAYOR, 69. SEÑALIZACIÓN;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;800,00;800,00;303,90;0,00;496,10;496,10;496,10;0,00;496,10;
;;001;110;92010;64100;2021/000168;2021/000168;SERVICIOS ÁREA DE GOBIERNO DE VICEALCALDÍA. LICENCIAS DE PROGRAMAS INFORMÁTICOS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;2000,00;0,00;2000,00;2000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92401;62599;2021/000094;2021/000094;EQUIPAMIENTO CRAS! CENTRO RECURSOS PARA EL ASOCIACIONISMO Y LA CIUDADANÍA ACTIVA;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;01;PARTICIPACIÓN CIUDADANA;;;;;;;6070,00;0,00;6070,00;9,17;0,00;6060,83;6060,83;6060,83;0,00;6060,83;
;;001;111;92401;62600;2021/000094;2021/000094;EQUIPAMIENTO CRAS! CENTRO RECURSOS PARA EL ASOCIACIONISMO Y LA CIUDADANÍA ACTIVA;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;01;PARTICIPACIÓN CIUDADANA;;;;;;;576,00;0,00;576,00;0,00;0,00;576,00;576,00;576,00;0,00;576,00;
;;001;111;92401;64100;2021/000506;2021/000506;"SERVICIOS PARTICIPACIÓN CIUDADANA. DESARROLLO DE LA PLATAFORMA ""DECIDE MADRID""";998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;01;PARTICIPACIÓN CIUDADANA;;;;;;;0,00;72000,00;72000,00;36782,95;0,00;35217,05;35217,05;35217,05;0,00;17944,30;
;;001;111;92501;62500;2021/000264;2021/000264;OFICINA ATENCIÓN AL CIUDADANA LÍNEA MADRID DE SALAMANCA. MOBILIARIO;204;SALAMANCA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;18150,00;-18150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92501;62500;2021/000267;2021/000267;EQUIPAMIENTO OFICINAS ATENCIÓN AL CIUDADANO LÍNEA MADRID;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;150000,00;0,00;150000,00;150000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/000266;OFICINAS ATENCIÓN AL CIUDADANO LÍNEA MADRID. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;18150,00;-18149,52;0,48;0,48;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/010266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID CENTRO. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;201;CENTRO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;817,96;817,96;0,00;0,00;817,96;817,96;817,96;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/020266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID ARGANZUELA. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;202;ARGANZUELA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;1236,62;1236,62;0,00;0,00;1236,62;1236,62;1236,62;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/030266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID RETIRO. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;203;RETIRO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;817,96;817,96;0,00;0,00;817,96;817,96;817,96;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/040266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID SALAMANCA. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;204;SALAMANCA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;418,66;418,66;0,00;0,00;418,66;418,66;418,66;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/050266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID CHAMARTÍN. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;205;CHAMARTIN;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;2008,60;2008,60;0,00;0,00;2008,60;2008,60;2008,60;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/060266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID TEUÁN. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;206;TETUAN;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;418,66;418,66;0,00;0,00;418,66;418,66;418,66;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/070266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID CHAMBERÍ. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;207;CHAMBERI;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;502,15;502,15;0,00;0,00;502,15;502,15;502,15;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/080266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID FUENCARRAL. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;208;FUENCARRAL-EL PARDO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;901,45;901,45;0,00;0,00;901,45;901,45;901,45;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/090266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID EL PARDO. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;208;FUENCARRAL-EL PARDO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;168,19;168,19;0,00;0,00;168,19;168,19;168,19;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/100266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID VALVERDE. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;208;FUENCARRAL-EL PARDO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;168,19;168,19;0,00;0,00;168,19;168,19;168,19;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/110266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID MONCLOA. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;209;MONCLOA-ARAVACA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;418,66;418,66;0,00;0,00;418,66;418,66;418,66;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/120266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID ARAVACA. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;209;MONCLOA-ARAVACA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;418,66;418,66;0,00;0,00;418,66;418,66;418,66;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/130266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID CARABANCHEL. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;211;CARABANCHEL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;502,15;502,15;0,00;0,00;502,15;502,15;502,15;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/140266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID LATINA. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;210;LATINA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;984,94;984,94;0,00;0,00;984,94;984,94;984,94;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/150266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID USERA. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;212;USERA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;1347,94;1347,94;0,00;0,00;1347,94;1347,94;1347,94;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/160266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID PUENTE VALLECAS. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;418,66;418,66;0,00;0,00;418,66;418,66;418,66;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/170266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID NUMANCIA. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;817,96;817,96;0,00;0,00;817,96;817,96;817,96;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/180266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID MORATALAZ. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;214;MORATALAZ;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;983,73;983,73;0,00;0,00;983,73;983,73;983,73;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/190266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID CIUDAD LINEAL. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;215;CIUDAD LINEAL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;418,66;418,66;0,00;0,00;418,66;418,66;418,66;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/200266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID HORTALEZA. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;216;HORTALEZA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;418,66;418,66;0,00;0,00;418,66;418,66;418,66;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/210266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID SANCHINARRO. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;216;HORTALEZA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;418,66;418,66;0,00;0,00;418,66;418,66;418,66;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/220266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID VILLAVERDE. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;217;VILLAVERDE;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;817,96;817,96;0,00;0,00;817,96;817,96;817,96;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/230266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID VILLA DE VALLECAS. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;218;VILLA DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;418,66;418,66;0,00;0,00;418,66;418,66;418,66;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/240266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID VICÁLVARO. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;219;VICALVARO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;963,16;963,16;0,00;0,00;963,16;963,16;963,16;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/250266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID SAN BLAS. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;220;SAN BLAS-CANILLEJAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;418,66;418,66;0,00;0,00;418,66;418,66;418,66;0,00;0,00;
;;001;111;92501;62599;2021/000266;2021/260266;OFICINA ATENCIÓN CIUDADANO LÍNEA MADRID BARAJAS. ELEMENTOS PROTECCIÓN HIGIÉNICO-SANITARIOS;221;BARAJAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;817,96;817,96;0,00;0,00;817,96;817,96;817,96;0,00;0,00;
;;001;111;92501;62599;2021/000267;2021/000267;EQUIPAMIENTO OFICINAS ATENCIÓN AL CIUDADANO LÍNEA MADRID;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;80000,00;-79999,69;0,31;0,31;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92501;62599;2021/000267;2021/010267;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE CHAMBERÍ;207;CHAMBERI;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;5855,43;5855,43;0,00;0,00;5855,43;5855,43;5855,43;0,00;5855,43;
;;001;111;92501;62599;2021/000267;2021/020267;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE NUMANCIA;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;1431,26;1431,26;0,00;0,00;1431,26;1431,26;1431,26;0,00;1431,26;
;;001;111;92501;63500;2021/000267;2021/000267;EQUIPAMIENTO OFICINAS ATENCIÓN AL CIUDADANO LÍNEA MADRID;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;70000,00;-69600,70;399,30;399,30;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;111;92501;63500;2021/000267;2021/030267;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE CENTRO;201;CENTRO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;4406,82;4406,82;0,00;0,00;4406,82;4406,82;0,00;0,00;0,00;
;;001;111;92501;63500;2021/000267;2021/040267;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE ARGANZUELA;202;ARGANZUELA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;1078,11;1078,11;0,00;0,00;1078,11;1078,11;0,00;0,00;0,00;
;;001;111;92501;63500;2021/000267;2021/050267;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE CHAMARTÍN;205;CHAMARTIN;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;2156,22;2156,22;0,00;0,00;2156,22;2156,22;0,00;0,00;0,00;
;;001;111;92501;63500;2021/000267;2021/060267;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE LATINA;210;LATINA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;718,74;718,74;0,00;0,00;718,74;718,74;0,00;0,00;0,00;
;;001;111;92501;63500;2021/000267;2021/070267;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE CARABANCHEL;211;CARABANCHEL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;359,37;359,37;0,00;0,00;359,37;359,37;0,00;0,00;0,00;
;;001;111;92501;63500;2021/000267;2021/080267;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE MORATALAZ;214;MORATALAZ;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;2156,22;2156,22;0,00;0,00;2156,22;2156,22;0,00;0,00;0,00;
;;001;111;92501;63500;2021/000267;2021/090267;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DE CIUDAD LINEAL;215;CIUDAD LINEAL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;765,93;765,93;0,00;0,00;765,93;765,93;0,00;0,00;0,00;
