CeGe;Prog. Finan.;Objetivo;Actividad por Objetivo;Descripción Actividades
001013;92202;05;D;Detectar las necesidades formativas de los distritos y consensuar con el
001014;92203;01;A;Coordinación y supervisión de todos los actos protocolarios a los que
001014;92203;01;B;Diseños, ejecución y montaje de los actos protocolarios organizados por
001014;92203;01;C;Elaboración de programas de todos los actos del Alcalde.
001014;92203;01;D;Asesoramiento en todas aquellas materias inherentes a las relaciones
001014;92203;01;E;Planificación y organización de las visitas al Ayuntamiento de los Jefes
001014;92203;01;F;Estudio, compendio y preparación de las directrices generales del
001014;92203;01;G;Promoción e impulso de la utilización de emblemas y símbolos del
001014;92203;01;H;Organización de jornadas, seminarios y cursos de formación en materia
001014;92203;01;I;Participación activa en reuniones de carácter específico que sean
001014;92203;01;J;Organización y asistencia a las diversas Instituciones en sus visitas
001014;92203;01;K;Control y adquisición de todas las condecoraciones honoríficas del
001014;92203;01;L;Adquisición de regalos institucionales, inventario, control y
001014;92203;02;A;Preparación, control y seguimiento de todas las partidas presupuestarias
001014;92203;02;B;Elaboración, seguimiento y control de todos aquellos contratos cuya
001014;92203;02;C;Dirección, supervisión y control de la prestación del servicio por las
001014;92203;02;D;Coordinación de las diferentes empresas de servicios que intervienen en
001014;92203;02;E;Preparación, seguimiento y control de convenios de colaboración con
001014;92203;02;F;Elaboración de informes de contestación de sugerencias y reclamaciones
001014;92203;02;G;Participación activa en la preparación de proyectos y programas con
001014;92203;02;H;Celebración y organización de charlas y coloquios tendentes al
001014;92203;02;I;Elaboración de programas de intercambios mutuos.
001014;92203;03;A;Crecimiento de los fondos bibliográficos mediante la suscripción a
001014;92203;03;B;Potenciación del intercambio de información y asesoramiento técnico-
001014;92203;03;C;Implementación y desarrollo de las estructuras que favorecen la
001014;92203;03;D;Informatización de las consultas en AYRE, con inclusión del boletín de
001014;92203;03;E;Desarrollo continuado del proceso de modernización técnica-informática
001014;92203;03;F;Mejora en la consulta de datos especializados mediante la permanente
001014;92204;01;A;Seguimiento de las políticas de la Unión Europea con incidencia en la
001014;92204;01;B;Relación con las instituciones europeas, especialmente con el Comité de
001014;92204;01;C;Promoción en el ámbito europeo de los objetivos y proyectos de Madrid.
001014;92204;01;D;Seguimiento e impulso de la participación del Ayuntamiento de Madrid en
001014;92204;01;E;Estudio e informe de la posible adhesión de Madrid a otras
001014;92204;01;F;Gestión de la participación de miembros de la Corporación o personal
001014;92204;01;G;Centralización de la información relativa a la actividad internacional
001014;92204;01;H;Organización de los programas para la celebración en Madrid de las
001014;92204;01;I;Seguimiento de la relación del Ayuntamiento con los Consorcios y
001014;92204;01;J;Estudio, documentación e informe de todos los asuntos de contenido
001014;92204;01;K;Gestión administrativa de los expedientes y asuntos propios de sus
001014;92204;02;A;Impulso y seguimiento de las relaciones bilaterales de Madrid con
001014;92204;02;B;Preparación y desarrollo de programas de viajes oficiales al extranjero
001014;92204;02;C;Organización de visitas a Madrid de representantes de gobiernos locales
001014;92204;02;D;Relaciones con las embajadas extranjeras y organismos internacionales
001014;92204;02;E;Seguimiento y gestión de los hermanamientos, acuerdos de amistad y
001014;92204;02;F;Complemento de la actividad  de los servicios de protocolo, en actos de
001014;92204;02;G;Gestión administrativa de los expedientes y asuntos propios de sus
001014;92204;03;A;Identificación y priorización de las posibles entidades e instituciones.
001014;92204;03;B;Elaboración y propuesta de acuerdos de colaboración
001014;92204;03;C;Formalización de acuerdos
001014;92204;03;D;Ejecución de acciones de proyección
001015;16101;01;A;PUESTA EN MARCHA, VIGILANCIA,Y PARADA DURANTE EL HORARIO DE
001015;16101;01;B;ANÁLISSI FÍSICO QUIMICOS Y BIOLÓGICOS DEL AGUADE LAS INSTALACIONES
001015;16101;01;C;LIMPIEZA Y MANTENIMEINTO DE LSO VASOS DE LAS INSTALACIONES
001015;16101;01;D;MANTENIMEINTO DEL ALUMBRADO DE LAS INSTALACIONES
001015;16101;02;A;INSPECCIÓN Y VIGILANCIA DE LAS REDES DE RIEGO Y LAS INSTALACIONES ANEJAS
001015;16101;02;B;MANTENIMIENTO Y EXPLOTACIÓN DE LAS REDES DE RIEGO
001015;16101;02;C;REPARACIÓN Y SUSTITUCIÓN DE ELEMENTOS DETERIORADOS Y SOLUCIÓN DE AVERÍAS
001015;16101;03;A;REALIZACIÓN DE LOS ANÁLISIS FÍSICO QUIMICOS  Y BIOLÓGICOS EN EL
001015;16101;03;B;REALIZACIÓN DE LOS ANÁLISIS IN SITU DE LOS PARÁMETROS CON DETECTORES
001015;16101;03;C;ELABORACIÓN DE INFORMES PERIÓDICOS
001015;16101;03;D;TOMA DE MUESTRAS EN LAS INSTALACIONES MUNICIPALES
001015;16101;03;E;TRANSPORTE EN LAS CONDICIONES ÓPTIMAS DE CONSERVACIÓN PARA GARANTIZAR
001015;16101;04;A;MANTENIMIENTO DE LAS INSTALACIONES Y EQUIPOPS DEL RÍO MANZANARES EN SU
001015;16101;04;B;OXIGENACIÓN ARTIFICIAL Y CUIDADO DE LA FAUNA AVÍCOLA Y PISCÍCOLA QUE
001015;16101;04;C;CONTROL DE LA CALIDAD DEL AGUA A TRAVÉS DE LAS ESTACIONES DE MEDICIÓN EN
001015;16101;04;D;CONTROL TELEMÁTICO DEL RÍO A TRAVÉS DEL SISTEMA DE MEGAFONÍA Y CÁMARAS
001015;16101;04;E;CONTROL DEL SISTEMA DE COMPUERTAS Y PRESAS UBICADAS A LO LARGO DEL CAUCE
001015;16101;05;A;PLANIFICACIÓN DE LA RED DE SANEAMIENTO PARA ABORDAR NUEVOS PROYECTOS EN
001015;16101;05;B;EXPLOTACIÓN DE LOS ESTANQUES DE TORMENTA A MEDIDA QUE SE FINALICEN LAS
001015;16101;05;C;ELABORACIÓN DE PLIEGOS DE CLÁUSULAS ADMINISTRATIVAS Y TÉCNICAS PARA
001015;16101;06;A;TRAMITACIÓN DE LICENCIAS DE ACOMETIDA Y NUEVOS RAMALES DE
001015;16101;06;B;INFORMACIÓN Y ASESORAMIENTO AL INTERESADO DEL CUMPLIMIENTO DE LA
001015;16101;06;C;INSPECCIÓN DE ACOMETIDAS CUYA LEGALIZACIÓN SE HA SOLICITADO POR LOS
001015;16101;06;D;PROPOSICIÓN DE INICIO DE EXPEDIENTES SANCIONADORES.
001015;16101;07;A; INFORME DE PLANES Y PROYECTOS ESPECÍFICOS DE SANEAMIENTO CON CARÁCTER
001015;16101;07;B;INFORMES CON CARÁCTER PREVIO A SU RECEPCIÓN POR LOS SERVICIOS
001015;16101;07;C;COMUNICACIONES CON EL CANAL DE ISABEL II SOBRE RECEPCIONES DE OBRAS, EN
001015;16101;07;D;INFORMACIÓN Y ASESORAMIENTO AL INTERESADO DEL CUMPLIMIENTO DE LA
001015;16101;08;A;RECEPCIÓN DE ARCHIVO DE IDENTIFICACIÓN INDUSTRIAL (I.I.).
001015;16101;08;B;RECEPCIÓN DE SOLICITUDES DE AUTORIZACIÓN DE VERTIDOS (A.V.).
001015;16101;08;C;REVISIÓN DE DOCUMENTACIÓN DE IDENTIFICACIÓN INDUSTRIAL Y AUTORIZACIÓN DE
001015;16101;08;D;CONTROL ANALÍTICO PERIÓDICO DE PARÁMETROS  DE MÁXIMA CONTAMINACIÓN DEL
001015;16101;08;E;TRAMITACIÓN DE A.V.
001015;16101;08;F;COORDINACIÓN CON ADMINISTRACIÓN AUTONÓMICA EN CUMPLIMIENTO DE LA LEY
001015;16101;08;G;INFORMACIÓN Y ASESORAMIENTO AL INTERESADO DEL CUMPLIMIENTO DE LA
001015;16101;08;H;PROPOSICIÓN DE INICIO DE EXPEDIENTES SANCIONADORES.
001015;16101;09;A;TRAMITACIÓN DE EXPEDIENTES RELACIONADOS CON INCIDENCIAS, CONSULTAS,
001015;16101;09;B;INFORMACIÓN Y ASESORAMIENTO A ORGANISMOS O PARTICULARES EN RELACIÓN CON
001015;16101;09;C;INFORMACIONES FACILITADAS SOBRE DATOS CARTOGRÁFICOS Y CARACTERÍSTICAS DE
001015;16101;09;D;TRAMITACIÓN DE CERTIFICACIONES
001015;16101;10;A;REVISIÓN DE LA DOCUMENTACIÓN DEL PLAN PARA COMPROBAR SU ADECUACIÓN A LOS
001015;16101;10;B;REQUERIMIENTO  DE DOCUMENTACIÓN O SUBSANACIÓN DE ERRORES.
001015;16101;10;C;ASESORÍA A REDACTORES DEL PLAN.
001015;16101;10;D;APROBACIÓN DEL PLAN MEDIANTE RESOLUCIÓN DEL DIRECTOR GENERAL DEL AGUA.
001015;16101;10;E;RELACIONES CON OTROS ORGANISMOS PARA ATENDER LAS SOLICITUDES DE AGUA
001015;16201;01;A;#¿NOMBRE?
001015;16201;01;B;-Fiscalización y control de la ejecución de los contratos anteriores,
001015;16201;01;C;#¿NOMBRE?
001015;16201;02;A;Ejecución de los distintos contratos que engloban la gestión de
001015;16201;02;B;Control de las cantidades recogidas por los Servicios de Limpieza Viaria
001015;16201;03;A;Determinar la cantidad y contenido de los controles de calidad que se
001015;16201;03;B;Comparar los datos obtenidos con los estándares de calidad establecidos
001015;16201;03;C;Obtener y analizar la información disponible para determinar la calidad
001015;16201;03;D;Seguimiento de las obligaciones contractuales contenidas en los Pliegos
001015;16201;03;E;Control de cumplimiento, por parte de los ciudadanos, de la Ordenanza de
001015;16202;01;A;TRATAMIENTO DE LOS RESIDUOS DOMICILIARIOS Y OTROS ORIGENES DE CARACTER
001015;16202;01;B;CLASIFICACIÓN DE LOS RESIDUOS
001015;16202;01;C;RECUPERACIÓN DE MATERIALES REUTILIZABLES
001015;16202;01;D;VENTA DE COMPOST
001015;16202;01;E;GESTIÓN DE VERTEDERO
001015;16202;01;F;CONTROL DE LOS PROCESOS QUE SE REALIZAN EN LAS INSTALACIONES DEL PARQUE
001015;16202;01;G;MANTENIMIENTO PAISAJÍSTICO DEL PARQUE FORESTAL
001015;16202;01;H;INCREMENTAR LAS ACTIVIDADES EDUCATIVAS, INFORMATIVAS Y DIVULGACIÓN DE LA
001015;16202;02;A;AUMENTO DE VALORIZACIÓN DE LA MATERIA ORGÁNICA MEDIANTE UN PROCESO DE
001015;16202;02;B;EXPLOTACIÓN Y MANTENIMIENTO DE LA RED DE DESGASIFICACIÓN DEL ANTIGUO
001015;16202;02;C;VALORACIÓN ENERGÉTICA DEL VERTEDERO DE LAS DEHESAS
001015;16202;02;D;EXTRACCIÓN DEL BIOGÁS CONTENIDO EN EL VERTEDERO
001015;16202;02;E;VALORACIÓN ENERGÉTICA DE LOS RESIDUOS CON PRODUCCIÓN DE ENERGÍA
001015;16202;02;F;OBTENCIÓN DE BIOGÁS A PARTIR DEUN PROCESO DE DISGETIÓN ANAEROBIA DE LA
001015;16202;03;A;MANTENIMIENTO DEL SELLADO DEL VERTEDERO Y ASEGURAMIENTO DE SU
001015;16202;03;B;CONTROL DEL ANTIGUO VERTEDERO EN RELACIÓN CON SU POSTCLAUSURA Y EN
001015;16202;03;C;ASEGURAMIENTO DE TALUDES Y MANTENIMIENTO DE LA VEGETACIÓN
001015;16202;03;D;CONOCER LAS CARACTERISTICAS DE LOS RESIDUOS TRATADOS EN LAS PLANTAS
001015;16202;03;E;CONOCER LAS CARACTERISTICAS DE LOS MATERIALES RECUPERADOS EN LOS
001015;16202;03;F;CONTROL DE LA CALIDAD AMBIENTAL DEL AIRE, SUELO Y EL AGUA DEL ENTORNO
001015;16301;01;A;Limpieza de las vías públicas y espacios libres de dominio público
001015;16301;01;B;Limpieza de los ejes comerciales
001015;16301;01;C;Limpieza especial urgente de incidencias y actos programados relevantes
001015;16301;01;D;Limpieza de vías públicas afectadas por la celebración de eventos
001015;16301;01;E;Servicios especiales de limpieza de fachadas motivadas por grafitis
001015;16301;01;F;Gestión de servicios de instalación, mantenimiento y conservación de
001015;16301;01;G;Desbroce de solares municipales y espacios públicos
001015;16301;02;A;Limpieza especial urgente de incidencia y actos programados relevantes.
001015;16301;02;B;Limpieza de vías públicas afectadas por la celebración de eventos
001015;16301;02;C;Servicios especiales de limpieza de fachadas motivadas por graffitis
001015;16301;03;A;Determinar la cantidad y contenido de los controles de calidad que se
001015;16301;03;B;Comparar los datos obtenidos con los estándares de calidad establecidos
001015;16301;03;C;Obtener y analizar la información disponible para determinar la calidad
001015;16301;03;D;Realizar el seguimiento del cumplimiento de las obligaciones
001015;16301;03;E;Control de cumplimiento, por parte de los ciudadanos de la Ordenanza de
001015;17000;01;A;Elaboración de informes jurídicos y propuestas de resolución de recursos
001015;17000;01;B;Coordinación y gestión de la tramitación de los recursos contencioso-
001015;17000;01;C;Asesoramiento jurídico, participación en la elaboración y tramitación
001015;17000;01;D;Coordinación y gestión de los expedientes del áreas de gobierno de medio
001015;17000;01;E;Asesoramiento y apoyo jurídico-administrativo en la tramitación de
001015;17000;01;F;Tramitación de certificaciones y edictos.
001015;17000;01;G;Coordinación y tramitación de las iniciativas de información y control
001015;17000;02;A;Planificar los servicios internos del área de gobierno de medio ambiente
001015;17000;02;B;Gestionar el suministro de bienes necesarios para el funcionamiento de
001015;17000;03;A;Tramitar los expedientes de contratación gestionados por las direcciones
001015;17000;03;B;Asistir a las mesas de contratación de los contratos gestionados por las
001015;17000;03;C;Asesorar y coordinar a los distintos órganos y unidades en la adecuada
001015;17000;03;D;Adecuar los pliegos generales de contratación a los contratos
001015;17000;03;E;Impulsar los trámites de competencia de otros órganos, unidades o áreas
001015;17000;03;F;Gestionar la base de datos del registro de contratos del Ayuntamiento.
001015;17000;04;A;Coordinar la elaboración del presupuesto entre las distintas unidades
001015;17000;04;B;Elaborar los documentos contables necesarios para la ejecución del
001015;17000;04;C;Gestionar gastos mediante anticipos de caja fija.
001015;17000;04;D;Realizar el seguimiento y control de la ejecución del presupuesto del
001015;17000;04;E;Asesorar a las distintas unidades repecto a la gestión presupuestaria y
001015;17000;04;F;Efectuar propuestas de mejora en los procedimientos de gestión económica
001015;17000;05;A;Elaboración, tramitación y seguimiento de expedientes de creación,
001015;17000;05;B;Propuesta de cobertura de puestos de trabajo bien por funcionarios de
001015;17000;05;C;Elaboración del plan de formación específica de esta área, así como la
001015;17000;05;D;Control de la incapacidad transistoria mediante un sistema de gestión
001015;17000;06;A;Atender las solicitudes de información que plantean los ciudadanos sobre
001015;17000;06;B;Poner a disposición de los ciudadanos la oficina de registro en la que
001015;17101;01;A;CONSERVACIÓN Y MANTENIMIENTO DE ZONAS VERDES MUNICIPALES.
001015;17101;01;B;TRATAMIENTOS FITOSANITARIOS PREVENTIVOS EN ZONAS VERDES MUNICIPALES.
001015;17101;01;C;DEFENSA CONTRA INCENDIOS FORESTALES.
001015;17101;01;D;MANTENIMIENTO DE REDES DE RIEGO.
001015;17101;02;A;ACTUACIONES SOBRE PATOLOGÍAS DEL ARBOLADO URBANO.
001015;17101;02;B;ACTUACIONES URGENTES Y DE MEJORA DEL ARBOLADO URBANO.
001015;17101;02;C;ACTUACIONES DE PODA Y ARBORICULTURA.
001015;17101;03;A;PRODUCCIÓN DE ÁRBOLES, ARBUSTOS Y PLANTAS DE FLOR EN LOS VIVEROS
001015;17101;03;B;AMPLIACIÓN DE SISTEMAS DE RIEGO PARA UTILIZACIÓN DE AGUA REGENERADA Y
001015;17101;04;A;TRAMITACIÓN Y RESOLUCIÓN DE EXPEDIENTES ADMINISTRATIVOS.
001015;17101;04;B;INFORMACIÓN AL CIUDADANO.
001015;17101;05;A;TRAMITACIÓN Y RESOLUCIÓN DE EXPEDIENTES ADMINISTRATIVOS.
001015;17101;05;B;INFORMACIÓN AL CIUDADANO.
001015;17101;05;C;TRAMITACION DE SUGERENCIAS Y RECLAMACIONES.
001015;17102;01;A;Mantener reuniones como mínimo una vez a la semana, con las empresas
001015;17102;01;B;Realización de las inspecciones y comprobaciones necesarias para el
001015;17102;01;C;Revisión y estudio de las áreas infantiles con carácter previo a la
001015;17102;01;D;Control y seguimiento de las incidencias tramitadas por AVISA2.
001015;17102;01;E;Estudio y selección de los juegos más apropiados y demandados para su
001015;17102;01;F;Mantenimiento del inventario de áreas infantiles y de mayores en suelo
001015;17102;01;G;Control de los Certificados anuales de las áreas infantiles comprobando
001015;17102;01;H;Control y seguimiento del sistema informático que contiene todos los
001015;17102;01;I;Participación en el grupo de redacción de la Carta de Servicios del
001015;17102;01;J;Coordinación con la Dirección General de Patrimonio Verde, para el
001015;17102;01;K;Coordinación con la Dirección General de Mayores y Madrid Salud en
001015;17102;01;L;Estudiar e informar desde el punto de vista de la conservación las
001015;17102;01;M;Informar, con carácter previo y en referencia a las áreas infantiles y
001015;17102;01;N;Seguimiento y control del Programa Operativo de Gobierno (POG)
001015;17102;01;O;Informar, analizar y valorar las propuestas realizadas en los Plenos de
001015;17102;01;P;Contestación a las peticiones, sugerencias y reclamaciones recibidas,
001015;17102;01;Q;Control y vigilancia del almacén municipal con juegos infantiles y de
001015;17102;02;A;Seguimiento de las necesidades y proyectos propuestos por los Distritos
001015;17102;02;B;Coordinación en la puesta en marcha de proyectos y actuaciones conjuntas
001015;17102;02;C;Recopilación de la Información y Canalización de la misma a nivel
001015;17102;02;D;Asesoramiento a los Distritos y Áreas u Organismos Autónomos, en materia
001015;17102;03;A;Mantener reuniones de seguimientos con cada uno de los concesionarios
001015;17102;03;B;Convocar reuniones puntuales por motivos específicos vinculados con la
001015;17102;03;C;Inspeccionar las instalaciones del mobiliario urbano realizadas por los
001015;17102;03;D;Informar a los concesionarios de las actuaciones realizadas por parte
001015;17102;03;E;Coordinar y supervisar la búsqueda de nuevos emplazamientos temporales o
001015;17102;03;F;Autorizar la sustitución o traslado de los soporte publicitario de los
001015;17102;03;G;Realizar estudios y actuaciones relativas a la nueva contratación del
001015;17102;03;H;Instalación y control de las marquesinas y postes de paradas de autobús
001015;17102;03;I;Coordinar las actuaciones en materia de publicidad del mobiliario
001015;17102;03;J;Coordinar todos los espacios publicitarios en mobiliario urbano
001015;17102;03;K;Tramitación de las sugerencias, reclamaciones y avisos de los
001015;17102;04;A;Controlar e inspeccionar las instalaciones de publicidad exterior.
001015;17102;04;B;Analizar y evaluar todas las solicitudes de licencia sobre publicidad
001015;17102;04;C;Seguimiento de los vencimientos de las licencias de concesión de
001015;17102;04;D;Controlar que todas las instalaciones cumplan los requisitos exigidos en
001015;17102;04;E;Fomentar y hacer cumplir la Ordenanza en materia de publicidad exterior.
001015;17102;04;F;Tramitar las reclamaciones y denuncias sobre publicidad exterior con
001015;17102;04;G;Asesorar a los Distritos en temas vinculados con la publicidad exterior
001015;17102;04;H;Trasladar a los responsables de Disciplina aquellas actuaciones
001015;17102;04;I;Colaborar con las Comisiones y servicios municipales competentes en
001015;17102;05;A;Mantener reuniones periódicas con el Concesionario.
001015;17102;05;B;Coordinar cualquier actuación o presentación que se pueda realizar
