CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado;Realizado
001016;92004;03;04;SEMINARIOS Y ENCUENTROS;NÚMERO;9;4
001016;92004;04;01;CONVENIOS DE COOPERACIÓN EDUCATIVA;NÚMERO;5;7
001016;92004;04;02;ALUMNOS QUE REALIZAN LAS PRACTICAS;NÚMERO;200;206
001016;92005;01;09;Informes emitidos en materia de relaciones laborales sobre consultas formuladas por los distintos servicios municipales;NÚMERO;15;25
001016;92005;01;08;Acuerdos negociados;NÚMERO;6;11
001016;92005;01;07;Informes relativos a demandas ante los juzgados de lo social en materia de relaciones laborales;NÚMERO/HORA;7;12
001016;92005;01;06;Recursos Administrativos;NÚMERO;10;0
001016;92005;01;05;Informes relativos a Recursos Contencioso-Administrativos en materia de relaciones laborales;NÚMERO;8;9
001016;92005;01;04;Reuniones Comisión de Seguimiento del Acuerdo Convenio;NÚMERO/AÑO;6;3
001016;92005;01;03;Reuniones de las Organizaciones Sindicales legitimadas para la negociación de las condiciones de trabajo del personal la;NÚMERO/AÑO;15;10
001016;92005;01;02;Reuniones Mesa General de Negociación de Personal Funcionario;NÚMERO/AÑO;10;11
001016;92005;01;01;Reuniones de la Mesa General de Empleados Públicos del Ayuntamiento de Madrid y sus OO.AA;NÚMERO/AÑO;18;34
001016;92005;02;01;Asambleas de trabajadores y reuniones de afiliados tramitadas;NÚMERO/AÑO;1000;1200
001016;92005;02;02;Consultas resueltas en materia de garantías sindicales;NÚMERO/AÑO;310;195
001016;92005;02;03;Retenciones de cuotas sindicales tramitadas;NÚMERO/MES;11400;11600
001016;92005;02;04;Subvenciones otorgadas;NÚMERO/AÑO;6;6
001016;92005;02;05;Expedientes de gasto de recursos materiales para la acción sindical;NÚMERO/AÑO;7;7
001016;92005;02;06;Expedientes de relevo de servicios;NÚMERO/AÑO;30;37
001016;92005;02;07;Comunicaciones crédito horario;NÚMERO/MES;320;471
001016;92005;02;08;Consultas atendidas en materia de condiciones laborales de los empleados públicos;NÚMERO/AÑO;350;276
001016;92005;03;01;Resoluciones judiciales a ejecutar;NÚMERO/AÑO;200;277
001016;92005;03;02;Tramitación de Reclamaciones Previas a la vía laboral;NÚMERO/AÑO;150;117
001016;92005;03;03;Elaboración de informes relativos a control estadístico y análisis de las resoluciones judiciales firmes dictadas;NÚMERO/AÑO;12;12
001016;92005;03;04;Elaboración informes recopilatorios doctrina judicial para unificar actuaciones;NÚMERO/AÑO;10;10
001016;92005;04;01;Informes remitidos a la Dirección General de la Asesoría Jurídica;NÚMERO/AÑO;200;195
001016;92005;04;02;Informes estadísticos sobre el cumplimiento de informes de vistas orales;NÚMERO/AÑO;12;12
001016;92005;05;07;Informes relativos al ejercicio de actividades privadas posteriores al cese como directivo del Ayuntamiento de Madrid;NÚMERO/AÑO;10;2
001016;92005;05;06;Actuaciones en relación con la gestión de los registros de intereses personal directivo y en materia de transparencia;NÚMERO/AÑO;200;112
001016;92005;05;05;Informes para vistas orales en la jurisdicción social;NÚMERO/AÑO;30;7
001016;92005;05;04;Informes sobre recursos administrativos y reclamaciones previas a la vía laboral;NÚMERO/AÑO;50;64
001016;92005;05;03;Expedientes disciplinarios y otras actuaciones en  la materia;NÚMERO/AÑO;150;101
001016;92005;05;02;Deducciones proporcionales de haberes y retenciones de nóminas;NÚMERO/AÑO;80;106
001016;92005;05;01;Expedientes y otras actuaciones en materia  de compatibilidad;NÚMERO/AÑO;200;219
001016;92007;01;01;IMPLEMENTAR EN SAP LAS PREVISIONES DE LA LEY DE DE PRESUPUESTOS PARA 2016 Y DEMÁS NORMATIVA QUE SE APRUEBE EN MATERIA RE;NÚMERO;1;1
001016;92007;01;02;GESTIÓN DE LA NÓMINA MENSUAL;NÚMERO;12;12
001016;92007;01;03;SEGUIMIENTO MENSUAL DE LA LIQUIDACIÓN DE RETRIBUCIONES FIJAS;NÚMERO;12;12
001016;92007;01;04;SEGUIMIENTO MENSUAL DE LA LIQUIDACIÓN DE RETRIBUCIONES QUE NO SEAN FIJAS EN SU CUANTÍA NI PERIODICAS EN SU DEVENGO;NÚMERO;12;12
001016;92007;01;05;GESTIÓN MENSUAL DE REINTEGROS Y ÓRDENES DE EMBARGO;NÚMERO;12;12
001016;92007;01;06;GESTION  DE RETRIBUCIONES DERIVADA DEL CUMPLIMIENTO DE TRIENIOS Y ANTIGÜEDAD;NÚMERO;12;12
001016;92007;01;07;GESTIÓN MENSUAL DE LAS RETENCIONES A CUENTA DEL IRPF;NÚMERO;12;12
001016;92007;01;08;GESTIÓN ANUAL DE LAS RETENCIONES A CUENTA DEL IRPF;NÚMERO;1;1
001016;92007;02;01;IMPLEMENTAR  LOS CAMBIOS NORMATIVOS QUE SE PRODUZCAN EN 2016 EN MATERIA DE SEGURIDAD SOCIAL Y MUTUALISMO ADMINISTRATIVO;NÚMERO;1;1
001016;92007;02;02;GESTIÓN, CONTROL Y SEGUIMIENTO DE LA AFILIACIÓN DE LOS EMPLEADOS PÚBLICOS MUNICIPALES;NÚMERO;12;12
001016;92007;02;03;GESTIÓN, CONTROL Y SEGUIMIENTO DE LAS BASES DE COTIZACIÓN DE LOS EMPLEADOS PUBLICOS;NÚMERO;12;12
001016;92007;02;04;EXPEDIENTES DE COTIZACIÓN A MUTUALIDADES Y DERECHOS PASIVOS;NÚMERO;14;14
001016;92007;02;05;JUBILACIÓN DEL PERSONAL;NÚMERO;260;645
001016;92007;02;06;INCAPACIDAD TEMPORAL: CONTROL Y SEGUIMIENTO MENSUAL DEL ABSENTISMO  (AT-EP-CC);NÚMERO;12;12
001016;92007;02;07;SEGUIMIENTO  Y LIQUIDACIÓN DE LA RELACIÓN CONTABLE;NÚMERO;1;1
001016;92007;02;08;COMPROBACIÓN Y ENVÍO MENSUAL A LA TGSS DE LOS CONCEPTOS RETRIBUTIVOS ABONADOS (CRA);NÚMERO;12;12
001016;92007;03;04;NOMBRAMIENTOS A REALIZAR;NÚMERO;29;144
001016;92007;03;03;PROCESOS EN TRAMITE;NÚMERO;14;8
001016;92007;03;02;PROCESOS CONVOCADOS;NÚMERO;14;8
001016;92007;03;01;BASES APROBADAS;NÚMERO;14;7
001016;92007;04;01;BASES APROBADAS;NÚMERO;6;0
001016;92007;04;02;PROCESOS CONVOCADOS;NÚMERO;6;0
001016;92007;04;03;PROCESOS EN TRÁMITE;NÚMERO;6;0
001016;92007;04;04;NOMBRAMIENTOS REALIZADOS;NÚMERO;100;0
001016;92007;05;01;LISTAS DE ESPERA APROBADAS;NÚMERO;5;2
001016;92007;05;02;SUGERENCIAS Y RECLAMACIONES CONTESTADAS EN PLAZO;PORCENTAJE;100;100
001016;92007;05;03;RECURSOS ADMINISTRATIVOS RESUELTOS EN PLAZO;PORCENTAJE;100;100
001016;92007;05;04;EXPEDIENTES REMITIDOS EN PLAZO A LOS JUZGADOS;PORCENTAJE;100;100
001016;92007;06;01;RECONOCIMIENTOS DE GRADO PARA PARTICIPACIÓN EN CONCURSOS DE MÉRITOS;NÚMERO;300;36
001016;92007;06;02;RECONOCIM. Y CONVALID. GRADO A INSTANCIAS DE LOS INTERESADOS;NÚMERO;100;283
001016;92007;06;03;RECONOCIMIENTO DE OFICIO DEL GRADO PERSONAL;NÚMERO;1100;624
001016;92007;06;04;VERIFICACIÓN DE GRADO PARA CONCURSOS DE MÉRITOS;NÚMERO;4000;1947
001016;92007;07;08;NOMBRAMIENTO Y CESE DE PERSONAL INTERINO, EVENTUAL Y LABORAL;NÚMERO;600;1424
001016;92007;07;07;REINGRESOS Y TRASLADOS POR MOTIVOS DE SALUD;NÚMERO;100;137
001016;92007;07;06;COMISIONES DE SERVICIOS Y ATRIBUCIONES TEMPORALES;NÚMERO;250;527
001016;92007;07;05;ADSCRIPCIONES PROVISIONALES  Y CESES;NÚMERO;500;656
001016;92007;07;04;PUESTOS ADJUDICADOS EN LIBRES DESIGNACIONES;NÚMERO;350;499
001016;92007;07;03;PUESTOS CONVOCADOS EN  LIBRES DESIGNACIONES;NÚMERO;360;627
001016;92007;07;02;PUESTOS  ADJUDICADOS   EN CONCURSOS DE MÉRITOS;NÚMERO;340;431
001016;92007;07;01;PUESTOS CONVOCADOS EN CONCURSOS DE MÉRITOS;NÚMERO;360;307
001016;92007;08;01;DECLARACIÓN DE SITUACIONES ADMINISTRATIVAS;NÚMERO;140;138
001016;92007;08;02;REDUCCIONES DE JORNADA;NÚMERO;650;756
001016;92007;08;03;PERMISOS POR MATERNIDAD;NÚMERO;350;216
001016;92007;08;04;PERMISOS POR PATERNIDAD;NÚMERO;380;355
001016;92007;08;05;PERMISOS POR CUIDADO DE HIJO MENOR AFECTADO POR CÁNCER U OTRA ENFERMEDAD GRAVE;NÚMERO;34;168
001016;92007;08;06;LICENCIAS SIN SUELDO CON RESERVA DE PUESTO;NÚMERO;750;523
001016;92007;09;10;INFORMES CONTRATACIONES;NÚMERO;12;12
001016;92007;09;09;ASESORAMIENTO A  TRABAJADORES Y SERVICIOS MUNICIPALES;NÚMERO;100;150
001016;92007;09;08;REINGRESOS, CAMBIOS VOLUNTARIOS DE TURNO, AMPLIACIONES DE JORNADA Y MEJORAS DE EMPLEO;NÚMERO;75;96
001016;92007;09;07;CERTIFICADOS EXPEDIENTES DE ADAPTACIÓN O MOVILIDAD SALUD;NÚMERO;8;10
001016;92007;09;06;INFORMES SOBRE MODIFICACIONES DE R.P.T.;NÚMERO;55;36
001016;92007;09;05;INFORMES JURÍDICOS Y RECLAMACIONES PREVIAS;NÚMERO;95;90
001016;92007;09;04;ACTUACIONES SOBRE LISTAS DE ESPERA Y BOLSAS DE EMPLEO;NÚMERO;7690;8400
001016;92007;09;03;COBERTURA DE BAJAS INSTALACIONES DEPORTIVAS;NÚMERO;1575;1834
001016;92007;09;02;LLAMAMIENTOS TEMPORADA DE VERANO INST. DEPORT.;NÚMERO;650;776
001016;92007;09;01;CONTRATACIONES TEMPORALES INSTALACIONES DEPORTIVAS;NÚMERO;1400;1369
001016;92008;01;07;ACTUACIONES EXTRAORDINARIAS;PORCENTAJE;100;100
001016;92008;01;06;OTRAS ACTUACIONES CONTEMPLADAS EN EL PLAN DE ACTUACIONES ANUAL;PORCENTAJE;100;100
001016;92008;01;05;INFORMES RESULTADO DE INFORMACIONES RESERVADAS Y DILIGENCIAS INFORMATIVAS;NÚMERO;25;14
001016;92008;01;04;INFORMES AL AMPARO DEL PROTOCOLO DE ACTUACIÓN FRENTE AL ACOSO EN EL ENTORNO LABORAL DEL AYUNTAMIENTO DE MADRID Y SUS OOA;NÚMERO;10;9
001016;92008;01;03;ELABORACIÓN DEL INFORME DE CUMPLIMIENTO Y SEGUIMIENTO DEL CÓDIGO DE BUENAS PRÁCTICAS ADMINISTRATIVAS;NÚMERO;1;0
001016;92008;01;02;ESTUDIOS Y ANÁLISIS DE NATURALEZA ORGANIZATIVA;PORCENTAJE;100;100
001016;92008;01;01;AUDITORÍAS Y EVALUACIONES DE GESTIÓN;PORCENTAJE;100;100
001016;92008;02;01;ANÁLISIS Y ESTUDIOS SOBRE PERSONAL, ESTRUCTURAS, CARGAS DE TRABAJO Y RETRIBUCIONES.;NÚMERO;40;35
001016;92008;02;02;HERRAMIENTAS METODOLÓGICAS ELABORADAS.;NÚMERO;3;4
001016;92008;02;03;REDISEÑOS ORGANIZATIVOS Y DE PUESTOS REALIZADOS.;NÚMERO;15;15
001016;92008;02;04;APROBACIÓN DE LA OFERTA DE EMPLEO 2016;NÚMERO;1;2
001016;92008;02;05;INFORMES DE EXPLOTACIÓN DE DATOS DE SISTEMAS DE INFORMACIÓN.;NÚMERO;150;250
001016;92008;02;06;ELABORACIÓN DEL PLAN DE RECURSOS HUMANOS;NÚMERO;1;1
001016;92008;02;07;INFORMES SOBRE PROPUESTAS DE CAMBIOS DE MODELO DE GESTIÓN;PORCENTAJE;3;20
001016;92008;03;01;CERTIFICACIONES DE VIDA LABORAL;NÚMERO;100;34
001016;92008;03;02;INSCRIPCIÓN, ANOTACIÓN Y DIGITALIZACIÓN  EN EL REGISTRO DE PERSONAL DE LOS ACTOS ADMINISTRATIVOS;NÚMERO;32000;23988
001016;92008;03;03;INVENTARIO Y DESCRIPCIÓN DE EXPEDIENTES PERSONALES Y ADMINISTRATIVOS;NÚMERO;3350;3550
001016;92008;03;04;PRÉSTAMOS;NÚMERO;1800;1205
001016;92008;03;05;TRANSFERENCIAS EXTERNAS DE CAJAS AL ARCHIVO DE VILLA;NÚMERO;400;581
001016;92008;03;06;ACTUALIZACIÓN DE DOMICILIOS;NÚMERO;1500;601
001016;92008;04;06;TRAMITACIÓN RECLAMACIONES SOBRE PUESTOS DE TRABAJO;NÚMERO;200;297
001016;92008;04;05;ELABORACIÓN DE INFORMES RESPECTO A PUESTOS DE TRABAJO;NÚMERO;30;57
001016;92008;04;04;ELABORACIÓN INSTRUCCIONES DE CONFECCIÓN Y TRAMITACIÓN DE RPT;NÚMERO;3;0
001016;92008;04;01;EXPEDIENTES MODIFICACIÓN DE RPT Y PP;NÚMERO;250;320
001016;92008;04;02;PUESTOS AFECTADOS POR LAS MODIFICACIONES DE RPT Y/O PP;NÚMERO;6000;12464
001016;92008;04;03;INFORMES PRECEPTIVOS RELATIVOS A MODIFICACIÓN DE RPT DE OO.AA.;NÚMERO;15;21
001016;92009;01;03;Expedientes de bastanteos;NÚMERO;1500;1300
001016;92009;01;02;Informes;NÚMERO;1200;1735
001016;92009;01;01;Pleitos;NÚMERO;5000;5596
001027;15210;01;01;VIVIENDAS ADJUDICADAS;NÚMERO;850;679
001027;15210;02;01;VIVIENDAS GESTIONADAS;NÚMERO;24200;22708
001027;15210;03;01;CONSULTAS Y ATENCIÓN PERSONALIZADA;NÚMERO;45000;115715
001027;15210;04;01;VIVIENDAS ADJUDICADAS;NÚMERO;750;457
001027;15210;05;01;CONSULTAS;NÚMERO;105000;1017
001027;23100;01;04;DISPOSICIONES Y RESOLUCIONES PUBLICADAS;NÚMERO;43;208
001027;23100;01;03;ASUNTOS DE JUNTA DE GOBIERNO Y PLENO;NÚMERO;180;238
001027;23100;01;02;INFORMES DE CONTENIDO JURÍDICO;NÚMERO;240;122
001027;23100;01;01;TRAMITACIÓN DE CONVENIOS;NÚMERO;155;154
001027;23100;02;01;EDIFICIOS ADSCRITOS AL ÁREA DE GOBIERNO;NÚMERO;10;12
001027;23100;02;02;SUPERFICIE DE LOS EDIFICIOS ADSCRITOS AL ÁREA DE GOBIERNO;M2;32225;32551
001027;23100;02;03;MANTENIMIENTO DE EDIFICIOS;M2;27277;27277
001027;23100;02;04;SERVICIOS DE LIMPIEZA;HORAS/AÑO;41491;41491
001027;23100;02;05;SERVICIOS DE SEGURIDAD Y VIGILANCIA;HORAS/AÑO;33311;33311
001027;23100;03;01;EXPEDIENTES DE CONTRATACIÓN;NÚMERO;100;108
001027;23100;03;02;ANUNCIOS EN MATERIA DE CONTRATACIÓN;NÚMERO;100;498
001027;23100;04;04;ACTUACIONES EFECTUADAS SOBRE EL PRESUPUESTO DE INGRESOS;NÚMERO;300;283
001027;23100;04;03;PAGOS EFECTUADOS A TRAVÉS DE ANTICIPO DE CAJA FIJA;NÚMERO;1800;1940
001027;23100;04;02;DOCUMENTOS CONTABLES EN FIRME TRAMITADOS;NÚMERO;7200;6834
001027;23100;04;01;INFORMES RELATIVOS A LA EJECUCIÓN PRESUPUESTARIA;NÚMERO;52;52
001027;23100;05;11;EDICIONES DE FORMACIÓN ESPECÍFICA;NÚMERO;44;69
001027;23100;05;10;TRAMITACIÓN DE EXPEDIENTES DE ALTA, BAJA Y MODIFICACIONES DE RETRIBUCIONES COMPLEMENTARIAS (HOMBRES);NÚMERO;527;836
001027;23100;05;09;TRAMITACIÓN DE EXPEDIENTES DE ALTA, BAJA Y MODIFICACIONES DE RETRIBUCIONES COMPLEMENTARIAS (MUJERES);NÚMERO;1173;1662
001027;23100;05;08;PROCEDIMIENTOS DE GESTIÓN DE LA INCAPACIDAD TEMPORAL (HOMBRES);NÚMERO;164;146
001027;23100;05;07;PROCEDIMIENTOS DE GESTIÓN DE LA INCAPACIDAD TEMPORAL (MUJERES);NÚMERO;366;367
001027;23100;05;06;GESTIÓN DE TIEMPOS DE PERSONAL DEL ÁREA DE GOBIERNO (HOMBRES);NÚMERO;421;399
001027;23100;05;05;GESTIÓN DE TIEMPOS DE PERSONAL DEL ÁREA DE GOBIERNO (MUJERES);NÚMERO;937;839
001027;23100;05;04;EXPEDIENTES PROVISIÓN PUESTOS EN SUS DISTINTAS MODALIDADES (HOMBRES);NÚMERO;40;42
001027;23100;05;03;EXPEDIENTES PROVISIÓN PUESTOS EN SUS DISTINTAS MODALIDADES (MUJERES);NÚMERO;90;98
