Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real
;;1;100;91240;62500;2024/000055;2024/000055;EQUIPAMIENTO SERVICIOS GRUPOS POLITICOS MUNICIPALES;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;5000;0;5000;5000;0;0;0;0;0;0
;;1;100;91240;62599;2024/000055;2024/000055;EQUIPAMIENTO SERVICIOS GRUPOS POLITICOS MUNICIPALES;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4000;0;4000;3627,32;0;372,68;372,68;372,68;0;372,68
;;1;100;91240;62901;2024/000135;2024/000135;SERVICIOS GRUPOS POLITICOS MUNICIPALES. SEÑALIZACION;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;2000;0;2000;2000;0;0;0;0;0;0
;;1;102;92012;62301;2024/000024;2024/000024;SERVICIOS COORDINACION GENERAL ALCALDIA. INSTALACIONES;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;60000;0;60000;60000;0;0;0;0;0;0
;;1;102;92012;62302;2024/000018;2024/000018;EQUIPAMIENTO SERVICIOS DE COORDINACION GENERAL DE LA ALCALDIA;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1000;0;1000;1000;0;0;0;0;0;0
;;1;102;92012;62500;2024/000022;2024/000022;SERVICIOS COORDINACION GENERAL ALCALDIA. MOBILIARIO Y EQUIPOS DE OFICINA;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;10000;0;10000;7825,33;0;2174,67;2174,67;1164,02;0;1164,02
;;1;102;92012;62599;2024/000018;2024/000018;EQUIPAMIENTO SERVICIOS DE COORDINACION GENERAL DE LA ALCALDIA;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15000;20500;35500;8781,99;0;26718,01;16433,01;13976,71;0;13976,71
;;1;102;92012;63200;2024/000023;2024/000023;EDIFICIOS COORDINACION GENERAL DE LA ALCALDIA. OBRAS DE REFORMA;998;VARIOS DISTRITOS;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;150000;-10500;139500;139500;0;0;0;0;0;0
;;1;102;92012;63301;2023/000026;2023/000026;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. INSTALACIONES DE SEGURIDAD Y OTRAS TÉCNICAS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;7321;0;7321;0,5;0;7320,5;7320,5;7320,5;0;7320,5
;;1;102;92012;63301;2024/000024;2024/000024;SERVICIOS COORDINACION GENERAL ALCALDIA. INSTALACIONES;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;7679;2000;9679;3341,69;0;6337,31;6337,31;0;0;0
;;1;102;92012;63400;2024/000025;2024/000025;SERVICIOS COORDINACIÓN GENERAL DE LA ALCALDÍA. VEHÍCULOS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;95000;0;95000;95000;0;0;0;0;0;0
;;1;102;92012;63500;2024/000022;2024/000022;SERVICIOS COORDINACION GENERAL ALCALDIA. MOBILIARIO Y EQUIPOS DE OFICINA;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1000;0;1000;1000;0;0;0;0;0;0
;;1;120;13000;62301;2024/001098;2024/001098;PARQUE DE BOMBEROS Nº 11. RESGUARDO EN PLATAFORMA ELEVADORA DE CARGA ZONA CUADRO DE MANDOS-BOTONERA;216;HORTALEZA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;0;450;450;26,5;0;423,5;423,5;423,5;0;423,5
;;1;120;13000;62302;2024/000046;2024/000046;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS VICEALCALDIA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;500;0;500;500;0;0;0;0;0;0
;;1;120;13000;62500;2024/000045;2024/000045;SERVICIOS ADMINISTRATIVOS VICEALCALDIA,PORTAVOZ,SEGURIDAD Y EMERGENCIAS. MOBILIARIO OFICINA;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15000;0;15000;9931,79;0;5068,21;5068,21;5068,21;0;5068,21
;;1;120;13000;62599;2024/000046;2024/000046;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS VICEALCALDIA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;12000;-450;11550;8732,23;0;2817,77;2817,77;2817,77;0;2817,77
;;1;120;13000;62601;2024/000046;2024/000046;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS VICEALCALDIA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;250;250;150,2;0;99,8;99,8;99,8;0;99,8
;;1;120;13000;63200;2021/000399;2021/000399;PARQUE DE BOMBEROS Nº 5. OBRAS DE REFORMA INTEGRAL;212;USERA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;1391867;-497224,85;894642,15;266,51;0;894375,64;894375,64;894375,64;0;894375,64
;;1;120;13000;63200;2021/000402;2021/000402;PARQUE DE BOMBEROS Nº 1. OBRAS DE REFORMA Y ADECUACIÓN;207;CHAMBERI;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;287423;-55205,1;232217,9;27000;0;205217,9;205217,9;173737,22;0;173737,22
;;1;120;13000;63200;2021/000406;2021/000406;EDIFICIO POLICÍA MUNICIPAL C/ PLOMO, 14. OBRAS DE REHABILITACIÓN PARCIAL;202;ARGANZUELA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;995000;177936,58;1172936,58;595385,21;0;577551,37;577551,37;563805,08;0;540558,86
;;1;120;13000;63200;2022/000416;2022/000416;CENTRO INTEGRADO DE SEGURIDAD Y EMERGENCIAS (CISEM). OBRAS DE REFORMA;204;SALAMANCA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;289436;-52258,12;237177,88;50428,45;0;186749,43;186749,43;186749,43;0;186749,43
;;1;120;13000;63200;2022/000418;2022/000418;BASE 0 SAMUR-PROTECCIÓN CIVIL. OBRAS DE REFORMA;209;MONCLOA-ARAVACA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;2;SAMUR - PROTECCIÓN CIVIL;;;;;;;227547;242377,17;469924,17;353313,82;0;116610,35;116610,35;116610,35;0;116610,35
;;1;120;13000;63200;2022/000419;2022/000419;CENTRO INTEGRADO DE FORMACIÓN SEGURIDAD Y EMERGENCIAS. OBRAS DE REFORMA;210;LATINA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;281332,86;281332,86;0;0;281332,86;281332,86;281332,86;0;0
;;1;120;13000;63200;2022/000423;2022/000423;UNIDAD INTEGRAL POLICÍA MUNICIPAL TETUÁN. OBRAS REFORMA AISLAMIENTO FACHADA;206;TETUAN;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;57462,75;57462,75;0;0;57462,75;57462,75;57462,75;0;57462,75
;;1;120;13000;63200;2022/000424;2022/000424;BASE 10 SAMUR-PROTECCIÓN CIVIL. OBRAS DE REFORMA;206;TETUAN;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;2;SAMUR - PROTECCIÓN CIVIL;;;;;;;54000;-17904,03;36095,97;0;0;36095,97;36095,97;36095,97;0;36095,97
;;1;120;13000;63200;2022/001353;2022/001353;EDIFICIO SECCIÓN BANDA POLICÍA MUNICIPAL. REFORMA Y ACONDICIONAMIENTO EXTERIOR;209;MONCLOA-ARAVACA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;45000;-10890,65;34109,35;0;0;34109,35;34109,35;34109,35;0;34109,35
;;1;120;13000;63200;2022/001496;2022/001496;UNIDAD INTEGRAL POLICÍA CHAMBERÍ. SUBSANACIÓN DEFICIENCIAS INSPECCIÓN TÉCNICA EDIFICIOS;207;CHAMBERI;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;145000;-145000;0;0;0;0;0;0;0;0
;;1;120;13000;63200;2023/001041;2023/001041;EDIFICIO MADRID MASTER. SUBSANACIÓN DEFICIENCIAS INSPECCIÓN TÉCNICA DE EDIFICIOS;209;MONCLOA-ARAVACA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;1419334;0;1419334;138667,53;0;1280666,47;1280666,47;982859,94;0;867866,1
;;1;120;13000;63200;2023/001333;2023/001333;PARQUE DE BOMBEROS Nº 5. REFORMA DEL CUERPO DELANTERO;212;USERA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;2863950;0;2863950;324000,43;0;2539949,57;2539949,57;2539905,62;0;2539905,62
;;1;120;13000;63200;2023/001526;2023/001526;CENTRO INTEGRADO FORMACIÓN SEGURIDAD Y EMERGENCIAS. CONSERVACIÓN Y ACONDICIONAMIENTO INTERIOR;210;LATINA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;68005;0;68005;15000,35;0;53004,65;53004,65;43466,75;0;43466,75
;;1;120;13000;63200;2023/001530;2023/001530;PARQUE DE BOMBEROS Nº 9. OBRAS REFORMA Y AMPLIACIÓN EN SÓTANO, EDIFICIO GIMNASIO Y COCHERAS TRASERAS;208;FUENCARRAL-EL PARDO;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;3428129;-409750,42;3018378,58;357622,83;0;2660755,75;2660755,75;1291143,16;0;1189154,3
;;1;120;13000;63200;2024/000347;2024/000347;OBRA REFORMA BASE 0 SAMUR. PLANTA BAJA Y PRIMERA DEL EDIFICIO 2.;209;MONCLOA-ARAVACA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;2;SAMUR - PROTECCIÓN CIVIL;;;;;;;500000;-281332,86;218667,14;218667,14;0;0;0;0;0;0
;;1;120;13000;63200;2024/001131;2024/001131;CENTRO INTEGRADO DE SEGURIDAD Y EMERGENCIAS (CISEM). ADECUACIÓN SISTEMA DE DETECCIÓN DE INCENDIOS;204;SALAMANCA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;0;179748,23;179748,23;0;0;179748,23;179748,23;10895,89;0;10895,89
;;1;120;13000;63200;2024/001156;2024/001156;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL DEL DISTRITO DE TETUÁN. ADECUACIÓN DE LA CLIMATIZACIÓN;206;TETUAN;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;22063,42;22063,42;22063,42;0;0;0;0;0;0
;;1;120;13000;63200;2024/001247;2024/001247;PARQUE DE BOMBEROS NÚMERO 9, EDIFICIO OESTE. OBRAS DE REFORMA Y AMPLIACIÓN;208;FUENCARRAL-EL PARDO;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;0;400000;400000;0;0;400000;400000;26070,65;0;5571,8
;;1;120;13000;63200;2024/001280;2024/001280;EDIFICIO C/ PRÍNCIPE DE VERGARA, 140. OBRAS ACONDICIONAMIENTO DE DESPACHO;205;CHAMARTIN;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;3146;3146;50,82;0;3095,18;3095,18;0;0;0
;;1;120;13000;63200;2024/001282;2024/001282;SALA PRENSA GARAJE C/ SACRAMENTO, 4. MEJORAS Y ACTUALIZACIÓN INSTALACIONES;201;CENTRO;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;48500;48500;503,72;0;47996,28;47996,28;0;0;0
;;1;120;13000;63200;2024/001341;2024/001341;EDIFICIO AVENIDA ORCASUR, 51. OBRAS REHABILITACIÓN PARA CENTRO LOGÍSTICO POLICÍA MUNICIPAL ORCASUR;212;USERA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0;352290,51;352290,51;81;0;352209,51;352209,51;0;0;0
;;1;120;13000;63200;2024/001513;2024/001513;BASE 10 SAMUR-PROTECCIÓN CIVIL. OBRAS DE ADECUACIÓN DE CLIMATIZACIÓN;206;TETUAN;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;2;SAMUR - PROTECCIÓN CIVIL;;;;;;;0;79208,51;79208,51;79208,51;0;0;0;0;0;0
;;1;120;13000;63301;2024/001171;2024/001171;EDIFICIO C/ PRÍNCIPE DE VERGARA, 140. ADECUACIÓN DE LAS INSTALACIONES DE CLIMATIZACIÓN;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;14100;14100;499,37;0;13600,63;13600,63;13600,62;0;13600,62
;;1;120;13000;63301;2024/001300;2024/001300;EDIFICIO CALLE PRÍNCIPE DE VERGARA, 140. INSTALACIONES TÉCNICAS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;2200;2200;250,17;0;1949,83;1949,83;0;0;0
;;1;120;13001;62301;2024/000087;2024/000087;CENTRO INTEGRADO DE FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. INSTALACIONES TÉCNICAS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;325000;0;325000;79,09;48768,66;276152,25;276152,25;0;0;0
;;1;120;13201;62500;2024/000110;2024/030110;COMISARÍA INTEGRAL POLICÍA MUNICIPAL DISTRITO PUENTE VALLECAS. MOBILIARIO Y EQUIPOS DE OFICINA;213;PUENTE DE VALLECAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;14581,84;14581,84;0;0;14581,84;9036,64;0;0;0
;;1;120;13201;62500;2024/000110;2024/040110;CENTRO INTEGRADO DE SEGURIDAD Y EMERGENCIAS (CISEM). MOBILIARIO Y EQUIPOS DE OFICINA;204;SALAMANCA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;125420,11;125420,11;0;0;125420,11;0;0;0;0
;;1;120;13201;62500;2024/000110;2024/050110;NUEVO ALMACEN VESTUARIO POLICÍA MUNICIPAL C/ REAL DE SAN VICENTE, 8. MOBILIARIO Y EQUIPOS OFICINA;216;HORTALEZA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;17945,99;17945,99;0;0;17945,99;0;0;0;0
;;1;120;13201;62500;2024/000110;2024/060110;SECCIÓN CANINA DE LA POLICÍA MUNICIPAL. MOBILIARIO Y EQUIPOS DE OFICINA;209;MONCLOA-ARAVACA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;9104,11;9104,11;0;0;9104,11;0;0;0;0
;;1;120;13201;62500;2024/000110;2024/070110;COMISARÍA INTEGRAL POLICÍA MUNICIPAL DISTRITO SAN BLAS-CANILLEJAS. MOBILIARIO Y EQUIPOS DE OFICINA;220;SAN BLAS-CANILLEJAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;9449;9449;0;0;9449;0;0;0;0
;;1;120;13201;62500;2024/000110;2024/080110;COMISARÍA INTEGRAL DE POLICÍA MUNICIPAL DISTRITO BARAJAS. MOBILIARIO Y EQUIPOS DE OFICINA;221;BARAJAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;4345,2;4345,2;0;0;4345,2;0;0;0;0
;;1;120;13201;62500;2024/000110;2024/090110;SERVICIOS DIRECCIÓN GENERAL DE LA POLICÍA MUNICIPAL. MOBILIARIO Y EQUIPOS DE OFICINA;999;NO DISTRITALIZABLE;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;46692,45;46692,45;0;0;46692,45;0;0;0;0
;;1;120;13201;62500;2024/000110;2024/100110;COMISARÍA INTEGRAL DE LA POLICÍA MUNICIPAL DISTRITO CENTRO-NORTE. MOBILIARIO Y EQUIPOS DE OFICINA;201;CENTRO;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;4345,21;4345,21;0;0;4345,21;0;0;0;0
;;1;120;13201;62500;2024/000110;2024/110110;DEPENDENCIA POLICÍA MUNICIPAL T-4 AEROPUERTO ADOLFO SUAREZ BARAJAS. MOBILIARIO Y EQUIPOS OFICINA;221;BARAJAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;482,79;482,79;0;0;482,79;0;0;0;0
;;1;120;13201;62599;2023/000447;2023/000447;NUEVAS COMISARÍAS INTEGRALES DE LA POLICÍA MUNICIPAL. OTRO MOBILIARIO Y ENSERES;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;257,37;257,37;257,37;0;0;0;0;0;0
;;1;120;13201;62599;2023/000447;2023/010447;NUEVA COMISARÍA INTEGRAL POLICÍA MUNICIPAL DISTRITO DE CIUDAD LINEAL. OTRO MOBILIARIO Y ENSERES;215;CIUDAD LINEAL;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;1439,9;1439,9;0;0;1439,9;1439,9;1439,9;0;1439,9
;;1;120;13201;62599;2023/000447;2023/020447;NUEVA COMISARÍA INTEGRAL POLICÍA MUNICIPAL DISTRITO DE CARABANCHEL. OTRO MOBILIARIO Y ENSERES;211;CARABANCHEL;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;2057;2057;0;0;2057;2057;2057;0;2057
;;1;120;13201;62599;2023/000447;2023/040447;NUEVA COMISARÍA INTEGRAL POLICÍA MUNICIPAL DISTRITO DE VILLA DE VALLECAS. OTRO MOBILIARIO Y ENSERES;218;VILLA DE VALLECAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;9059,63;9059,63;0;0;9059,63;9059,63;9059,63;0;9059,63
;;1;120;13201;62599;2024/000111;2024/000111;EQUIPAMIENTO COMISARÍA DE EDUCACIÓN VIAL;214;MORATALAZ;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;18150;0;18150;286,77;0;17863,23;17863,23;17863,23;0;17863,23
;;1;120;13201;62599;2024/000113;2024/000113;SERVICIOS POLICÍA MUNICIPAL. EQUIPOS Y SISTEMAS FRIO CALOR;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;34770;-224;34546;31177,78;0;3368,22;3368,22;0;0;0
;;1;120;13201;62599;2024/000124;2024/000124;OTRO EQUIPAMIENTO DIVERSO PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;3000;3000;3000;0;0;0;0;0;0
;;1;120;13201;62599;2024/000431;2024/000431;COMISARÍAS INTEGRALES DE POLICÍA MUNICIPAL. PERSIANAS VENECIANAS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;41,5;41,5;41,5;0;0;0;0;0;0
;;1;120;13201;62599;2024/000431;2024/010431;COMISARÍA INTEGRAL DE POLICÍA MUNICIPAL DEL DISTRITO DE PUENTE DE VALLECAS. PERSIANAS VENECIANAS;213;PUENTE DE VALLECAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;9029,79;9029,79;0;0;9029,79;9029,79;9029,53;0;9029,53
;;1;120;13201;62599;2024/000431;2024/020431;COMISARÍA INTEGRAL DE POLICÍA MUNICIPAL DEL DISTRITO DE VILLA DE VALLECAS. PERSIANAS VENECIANAS;218;VILLA DE VALLECAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;9028,71;9028,71;0;0;9028,71;9028,71;9028,44;0;9028,44
;;1;120;13201;62599;2024/001105;2024/001105;EQUIPAMIENTO COMISARÍA DE COORDINACIÓN JUDICIAL DE LA POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;2112;2112;79,2;0;2032,8;2032,8;0;0;0
;;1;120;13610;63599;2024/000442;2024/070442;PARQUE DE BOMBEROS Nº 2 DISTRITO DE SALAMANCA. OTRO MOBILIARIO Y ENSERES;204;SALAMANCA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;0;183307,23;183307,23;0;0;183307,23;0;0;0;0
;;1;120;13610;63599;2024/000442;2024/080442;PARQUE DE BOMBEROS Nº 7 DISTRITO SAN BLAS-CANILLEJAS. OTRO MOBILIARIO Y ENSERES;220;SAN BLAS-CANILLEJAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;0;127558,44;127558,44;0;0;127558,44;0;0;0;0
