CeGe;Prog. Finan.;Objetivo;Actividad por Objetivo;Descripción Actividades
001102;92012;05;A;Elaboración de la propuesta anual de presupuestos de la Alcaldía y de laCoordinación General de la Alcaldía
001102;92012;05;B;Seguimiento y evaluación de la ejecución del Presupuesto de gastos eingresos mediante la elaboración de informes de esta
001102;92012;05;C;Tramitación de las modificaciones presupuestarias, creación deaplicaciones presupuestarias y altas de proyectos de inver
001102;92012;05;D;Elaboración y tramitación de documentos contables que se requieran porla Coordinación General de la Alcaldía.
001102;92012;05;E;Impulso y seguimiento de los trámites, competencia de otros órganos ounidades, con el fin de agilizar el pago de las fac
001102;92012;05;F;Gestión de los anticipos de caja fija, pago directo a terceros,depósitos a personal municipal y las correspondientes rep
001102;92012;05;G;Elaboración de los documentos de ingreso de expedientes de reintegro desubvenciones y de la liquidación de precios públi
001102;92012;05;H;Tramitación de otros expedientes de gestión presupuestaria (aportacionesa empresas y organismos públicos, reconocimiento
001102;92012;05;I;Seguimiento y control de los expedientes de subvenciones hasta la fasede justificación y posibles reintegros
001102;92012;06;A;Promoción de los expedientes de contratación de bienes y servicios en materia de régimen interior (seguridad, limpieza,
001102;92012;06;B;Tramitación de los expedientes de gastos de comunidad de los edificios adscritos
001102;92012;06;C;Verificación técnica de los edificios adcritos a la Coordinación General de la Alcaldía
001102;92012;06;D;Propuestas de adquisición de suministros y de realización de servicios de carácter técnico
001102;92012;06;E;Tramitación de certificaciones y facturas de gasto correspondientes a contratos de obras, servicios y suministros
001102;92012;06;F;Tramitación de expedientes de contratación de gestión centralizada
001102;92012;06;G;Planificación y coordinación de los servicios del taller de montaje de actos públicos
001102;92012;06;H;Mediciones, traslados y estudios de proyectos de ocupación de espacios
001102;92012;06;I;Tramitación de peticiones de recursos informáticos y de telecomunicaciones, reservas de salas de reuniones en el edifici
001102;92012;07;A;Elaboración de informes de carácter jurídico-administrativo en las materias compentecia de la Coordinación General de la
001102;92012;07;B;Elaboración de informes y observaciones a los proyectos de disposiciones generales de ámbito municipal
001102;92012;07;C;Tramitación de expedientes de convenios y subvenciones
001102;92012;07;D;Coordinación de los expedientes que proceda elevar a la Junta de Gobierno y al Pleno
001102;92012;07;E;Gestión de las inscripciones de las resoluciones en el ámbito de la Coordinación General de la Alcaldía en los libros co
001102;92012;07;F;Tramitación de la inscripción en el Registro de Convenios
001102;92012;07;G;Tramitación de las publicaciones en el Tablón Edictal Único del BOE
001102;92012;07;H;Tramitación de la publicación en boletines oficiales de las Resolucionesen el ámbito de la Coordinación General de la Al
001102;92012;07;I;Gestión de la firma electrónica de la Coordinación General de laAlcaldía
001102;92012;07;J;Interlocución en materia de protección de datos de carácter personal
001102;92012;07;K;Interlocución con la Asesoría Jurídica para la solicitud de informes y dictámenes, así como recepción de notificaciones
001102;92012;07;L;Tramitación de la información periódica que se facilita al Pleno
001102;92012;07;M;Tramitación de los expedientes de Acceso a la Información Pública, atender a las consultas efectuadas que no dan lugar a
001102;92012;08;A;Gestión de la Oficina de Registro de la Coordinación General de laAlcaldía.
001102;92012;08;B;Atender las solicitudes de información que plantean los ciudadanos sobrelas distintas competencias municipales a través
001102;92012;08;C;Participación en la racionalización y mejora del sistema de recepción desolicitudes presentadas así como el resto de doc
001102;92012;08;D;Recepción y gestión de las sugerencias y reclamaciones que se presenten.
001102;92012;08;E;Participar en la getión de la Oficina Cl@ve de Montalbán
001102;92206;01;A;Promover la celebración de reuniones, de carácter puntual o periódico,con los miembros del gobierno municipal, directivo
001102;92206;01;B;Constituir y dirigir grupos de trabajo y de estudio para asuntos deinterés municipal.
001102;92206;01;C;Coordinar e impulsar proyectos de ciudad.
001102;92207;01;A;IMPULSO Y SEGUIMIENTO DE LA PARTICIPACIÓN DE MIEMBROS DE LA CORPORACIÓN, DIRECTIVOS O PERSONAL MUNICIPAL EN LAS DISTINTA
001102;92207;01;B;SEGUIMIENTO E IMPULSO DE LA PARTICIPACIÓN DEL AYUNTAMIENTO DE MADRID ENOTRAS ORGANIZACIONES Y FOROS INTERNACIONALES Y NA
001102;92207;01;C;SEGUIMIENTO DE LA RELACIÓN DEL AYUNTAMIENTO DE MADRID CON CONSORCIOS,ASOCIACIONES Y FUNDACIONES
001102;92207;01;D;ESTUDIO E INFORME DE LA POSIBLE ADHESIÓN DE MADRID A OTRASORGANIZACIONES O INSTANCIAS INTERNACIONALES O NACIONALES
001102;92207;01;E;ESTUDIO, DOCUMENTACIÓN E INFORME DE ASUNTOS INTERNACIONALES DE CARÁCTERMULTILATERAL
001102;92207;01;F;COORDINACIÓN Y DIFUSIÓN DE LA INFORMACIÓN RELATIVA A LA ACTIVIDADINTERNACIONAL DEL AYUNTAMIENTO
001102;92207;01;G;RELACIÓN CON ORGANISMOS INTERNACIONALES ACREDITADOS EN MADRID
001102;92207;01;H;RELACIÓN CON LAS INSTITUCIONES EUROPEAS
001102;92207;01;I;IMPULSO, PROPUESTA Y ELABORACIÓN DE ACUERDOS CON INSTANCIASMULTILATERALES.
001102;92207;01;J;ORGANIZACIÓN DE LOS PROGRAMAS PARA LA CELEBRACIÓN EN MADRID DE LAS REUNIONES O VISITAS DE MIEMBROS DE ORGANIZACIONES INT
001102;92207;01;K;GESTIÓN ADMINISTRATIVA DE LOS EXPEDIENTES Y ASUNTOS PROPIOS DE SUSFUNCIONES
001102;92207;01;L;COORDINAR LAS RELACIONES CON LA UNION DE CIUDADES CAPITALESIBEROAMERICANAS
001102;92207;02;A;IMPULSO Y SEGUIMIENTO DE LAS RELACIONES BILATERALES DE MADRID CON CIUDADES, FOROS E INSTANCIAS LOCALES Y EXTRANJERAS
001102;92207;02;B;ORGANIZACIÓN DE VISITAS TÉCNICAS DE DELEGACIONES EXTRANJERAS (GESTIÓN,PREPARACIÓN Y DESARROLLO DE PROGRAMAS)
001102;92207;02;C;ORGANIZACIÓN DE VISITAS  DE REPRESENTANTES INSTITUCIONALESINTERNACIONALES
001102;92207;02;D;IMPULSO, PROPUESTA, ELABORACIÓN, SEGUIMIENTO Y GESTIÓN DE LOSHERMANAMIENTOS, MOUS Y ACUERDOS DE AMISTAD Y COLABORACIÓN C
001102;92207;02;E;APOYO A LA ACTIVIDAD DE LOS SERVICIOS DE PROTOCOLO, EN ACTOS DE CARÁCTERINTERNACIONAL QUE ASÍ LO REQUIERAN
001102;92207;02;F;ESTUDIO, DOCUMENTACIÓN, INFORME Y CRITERIO SOBRE ASUNTOS INTERNACIONALESDE CARÁCTER BILATERAL
001102;92207;02;G;GESTIÓN ADMINISTRATIVA DE LOS EXPEDIENTES Y ASUNTOS PROPIOS DE SUS FUNCIONES
001102;92207;02;H;ATENCIÓN  Y COLABORACIÓN CON REPRESENTACIONES DIPLOMÁTICAS EXTRANJERASACREDITADAS EN ESPAÑA
001102;92207;03;A;ELABORACIÓN DE PLIEGOS DE CONTRATACIÓN INCLUYENDO LA OBLIGACIÓN DE LOSADJUDICATARIOS DE SUMINISTRAR INFORMACIÓN SOBRE NÚ
001102;92207;04;A;ANÁLISIS DE LOS DOCUMENTOS QUE SE GENERAN DESDE LA DIRECCIÓN GENERAL DERELACIONES INTERNACIONALES ADAPTÁNDOLOS A UN LENG
001102;92402;01;A;Apoyo y asesoramiento en el desarrollo y ejecución de los activos convalor PPP (participación público privada) a las Áre
001102;92402;01;B;Elaboración del Programa Anual de Patrocinios del Ayuntamiento de Madride impulso de la obtención de financiación para p
001102;92402;01;C;Trabajo continuo para el desarrollo de proyectos de ciudad con laparticipación empresarial y de la sociedad civil.
001102;92402;01;D;Colaboración en los mecanismos de gestión del espacio público
001102;92402;01;E;Consolidación de plataformas y recursos para la implantación del modelode colaboración público privado en el Ayuntamient
001102;92402;01;F;Mantenimiento de los canales de comunicación en sitios web y redesinstitucionales.
001102;92402;01;G;Creación, mantenimiento y gestión de contenidos de los sitios web yredes asociados a la colaboración público privada mun
001102;92402;01;H;Seguimiento y gestión del Plan Anual de Actividades del Foro, quecontiene la estrategia y las iniciativas a desarrollar
001102;92402;01;I;Gestión continuada del plan de acciones y retornos asociados a proyectosde colaboración público privada.
001102;92402;01;J;Incentivo a la implantación de políticas de igualdad de género medianteel impulso de buenas prácticas, procurando su vis
001102;92402;01;K;Campaña de promoción de la colaboración público-privada en elAyuntamiento de Madrid
001102;92402;02;A;Impulsar la construccion de una marca Madrid, fuerte y diferenciada, quepotencie el atractivo de Madrid en el mundo
001102;92402;02;B;Atracción y fidelización de socios estratégicos para la activaciónconjunta de la marca Madrid.
001102;92402;02;C;Desarrollar acciones para la promoción y activación de la marca Madridcon actores públicos y privados y, de modo especia
001102;92402;02;D;Seguimiento y mejora de la percepción e imagen de Madrid anteprescriptores externos.
001102;92402;02;E;Convocatoria pública de subvenciones en régimen de concurrenciacompetitiva dirigidas al sector audiovisual para la produ
001102;92402;02;F;Reforzar el sector audiovisual con implantación y actividad en Madrid,cohesionando y apoyando a las empresas existentes,
001102;92402;02;G;Colaborar en la promoción de Madrid como plató cinematográfico y espaciode producción y posproducción audiovisual, proye
001102;92402;02;H;Contribuir a posicionar a Madrid como foro neurálgico de España Hubaudiovisual, en el contexto europeo e internacional,
001102;92402;02;I;Impulsar la consolidación del clúster audiovisual de Madrid comoplataforma estable de coordinación de acciones de interé
001102;92402;02;J;Colaborar con diversas instituciones públicas y privadas, nacionales einternacionales, en la organización de foros y eve
001102;92402;02;K;Impulsar la formación y consolidación de nuevo talento en la industriaaudiovisual en colaboración con instituciones de r
001102;92402;03;A;Coordinar la actividad mediadora que viene desarrollándose por distintos departamentos del Ayuntamiento, unificando crit
001102;92402;03;B;Potenciar, difundir y divulgar la mediación administrativa para el conocimiento de los ciudadanos, asi como de los emple
001102;92402;03;C;Asesorar en la producción normativa municipal con el fin de generalizar, en la medida de lo posible, la resolución conve
001102;92402;03;D;Organizar la representación del Ayuntamiento en los foros del sector.
001102;92402;04;A;Elaboración de los programas de los actos de la Alcaldía
001102;92402;04;B;Coordinación y supervisión de los actos institucionales a los que asista el Alcalde o Concejal en el que, en su caso, de
001102;92402;04;C;Planificación y organización de las visitas al Ayuntamiento de Madrid de los Jefes de Estado y altos dignatarios
001102;92402;04;D;Asesoramiento en las materias inherentes a las relaciones públicas y el protocolo
001102;92402;04;E;Seguimiento y gestión de las peticiones de la Oficina del Defensor del Pueblo
001102;92402;04;F;Coordinación con los servicios gestores de la tramitación y seguimiento de las peticiones de dictamen a la Comisión Jurí
001103;92222;01;A;Tramitación de denuncias de conformidad con el Reglamento Orgánico de laOficina Municipal contra el Fraude y la Corrupci
001120;13000;01;A;ELABORACIÓN DE BORRADORES DE ACUERDO Y EXTRACTO Y/O REVISIÓN DE LOSBORRADORES APORTADOS POR LA UNIDAD QUE PROPONE EL ACU
001120;13000;01;B;CONSENSUAR LOS TEXTOS CON EL SERVICIO ENCARGADO DE TRAMITAR LAAPROBACIÓN DE LOS ACUERDOS, EFECTUANDO LAS CORRESPONDIENTE
001120;13000;01;C;PREPARACIÓN DE LA DOCUMENTACIÓN PARA LA ASISTENCIA DE LA SECRETARÍAGENERAL TÉCNICA A LA COMISIÓN PREPARATORIA Y EN SU CA
001120;13000;01;D;CONVOCATORIA SEMANAL PARA LA COMISIÓN PREPARATORIA EN LA QUE SE REMITENLOS ACUERDOS COMPLETOS Y LA DOCUMENTACIÓN PRECEPT
001120;13000;01;E;ARCHIVO EN CARPETAS COMPARTIDAS Y SEGUIMIENTO DIARIO DE TODOS LOSACUERDOS, HASTA LA REMISIÓN DE COMUNICACIÓN Y ORIGINALE
001120;13000;01;F;REVISIÓN DE LA DOCUMENTACIÓN DE EXPEDIENTES PARA SU APROBACIÓN POR ELPLENO.
001120;13000;01;G;PREPARACIÓN DE LA DOCUMENTACIÓN PARA LA ASISTENCIA, EN SU CASO DE LASECRETARÍA GENERAL TÉCNICA A LA COMISIÓN PERMANENTE.
001120;13000;01;H;ARCHIVO EN CARPETAS COMPARTIDAS Y SEGUIMIENTO MENSUAL DE TODOS LOSEXPEDIENTES, HASTA LA REMISIÓN DE APROBACIÓN Y CERTIFI
001120;13000;02;A;TRAMITAR LOS EXPEDIENTES DE CONTRATACIÓN GESTIONADOS POR LA SECRETARÍAGENERAL TÉCNICA, LA COORDINACIÓN GENERAL DE VICEAL
001120;13000;02;B;CONVOCATORIA, PREPARACIÓN Y ASISTENCIA A LAS MESAS DE CONTRATACION DELOS CONTRATOS GESTIONADOS POR LAS DIRECCIONES GENER
001120;13000;02;C;ASESORAR Y COORDINAR A LOS DISTINTOS ÓRGANOS Y UNIDADES EN LA ADECUADAELABORACIÓN DE LAS PROPUESTAS DE CONTRATACIÓN, PLI
001120;13000;02;D;ADECUAR LOS PLIEGOS GENERALES DE CONTRATACIÓN A LOS CONTRATOS ESPECÍFICOS DEL ÁREA DE GOBIERNO DE VICEALCALDÍA, PORTAVOZ
001120;13000;02;E;IMPULSAR LOS TRÁMITES DE COMPETENCIA DE OTROS ÓRGANOS, UNIDADES O ÁREASCON EL FIN DE AGILIZAR Y REDUCIR EL TIEMPO DE TRA
001120;13000;02;F;CUMPLIMENTAR LA FICHA DE REGISTRO Y TRAMITAR LAS  INCIDENCIAS DE RECTIFICACION DE LOS DATOS DEL REGISTRO DE CONTRATOS DE
001120;13000;02;G;TRAMITACIÓN DE LA PUBLICACIÓN EN LA PLATAFORMA DE CONTRATACIÓN DEL ESTADO DE TODOS LOS EXPEDIENTES DE CONTRATACIÓN Y CON
001120;13000;02;H;IMPULSAR Y ASESORAR A LOS SERVICIOS GESTORES DEL ÁREA DE GOBIERNO SOBRE LA TRAMITACIÓN DE LOS CONTRATOS MENORES.
001120;13000;03;A;GESTIONAR LOS ANTICIPOS DE CAJA FIJA TRAMITANDO LA CONSTITUCIÓN DE LOSMISMOS, LA ENTREGA DEL ANTICIPO, LA POSTERIOR JUST
001120;13000;03;B;GESTIONAR LA TASA POR PRESTACIÓN DE SERVICIOS SANITARIOS.
001120;13000;03;C;GESTIONAR LAS PETICIONES DE INFORME SOBRE LA ACTUACIÓN DE LA POLICÍA MUNICIPAL, AGENTES DE MOVILIDAD Y BOMBEROS.
001120;13000;03;D;ELABORAR LA PROPUESTA ANUAL DE PRESUPUESTOS DE LA SECRETARÍA GENERALTÉCNICA Y COORDINAR LAS PROPUESTAS DE LOS RESTANTES
001120;13000;03;E;REALIZAR EL SEGUIMIENTO Y EVALUACIÓN DE LA EJECUCIÓN DEL PRESUPUESTO DEGASTOS E INGRESOS DEL ÁREA DE GOBIERNO, MEDIANTE
001120;13000;03;F;TRAMITAR LAS MODIFICACIONES PRESUPUESTARIAS, CREACIÓN DE APLICACIONESPRESUPUESTARIAS, ALTAS Y REASIGNACIÓN DE PROYECTOS
001120;13000;03;G;TRAMITAR EXPEDIENTES DE GASTOS MEDIANTE LA ELABORACIÓN DE LOSCORRESPONDIENTES DOCUMENTOS CONTABLES Y REALIZAR EL SEGUIMI
001120;13000;03;H;REALIZAR EL IMPULSO Y SEGUIMIENTO DE LOS TRÁMITES COMPETENCIA DE OTROSÓRGANOS, UNIDADES O ÁREAS CON EL FIN DE AGILIZAR E
001120;13000;03;I;REVISAR LOS DOCUMENTOS UTILIZADOS Y PROCEDER A LA NORMALIZACIÓN DE LOSMISMOS, ADAPTÁNDOLOS AL LENGUAJE INCLUSIVO.
001120;13000;03;J;EFECTUAR PROPUESTAS DE MEJORA EN LOS PROCEDIMIENTOS DE GESTIÓN ECONÓMICAY PRESUPUESTARIA.
001120;13000;03;K;TRAMITAR EXPEDIENTES DE REVISIÓN DE PRECIOS DEL ÁREA, MEDIANTE LAELABORACIÓN DE LOS CORRESPONDIENTES ACUERDOS, DOCUMENTO
001120;13000;03;L;TRAMITAR EN SAP LAS SUBVENCIONES DEL ÁREA, PREVIA REVISIÓN DE SUDOCUMENTACIÓN SOPORTE EN LOS ASPECTOS ECONÓMICOS, ASÍ CO
001120;13000;03;M;ELABORACIÓN DE LOS ABONARÉS DERIVADOS DE DEVOLUCIONES VOLUNTARIAS YREINTEGROS DE SUBVENCIONES Y REALIZACIÓN DEL SEGUIMIE
001120;13000;03;N;REVISIÓN DE LAS FACTURAS INCLUIDAS EN EL REGISTRO ÚNICO DE FACTURAS YGESTIÓN DE LAS MISMAS PARA LA ELABORACIÓN DEL DOCUM
001120;13000;04;A;PROMOVER EXPEDIENTES DE CONTRATACIÓN DE BIENES Y SERVICIOS EN MATERIA DERÉGIMEN INTERIOR (VEHÍCULOS, LIMPIEZA, MANTENIMI
001120;13000;04;B;TRAMITAR EXPEDIENTES DE ADQUISICIÓN CENTRALIZADA DE BIENES Y SERVICIOS (MOBILIARIO, EQUIPOS DE REPRODUCCIÓN, EQUIPOS E I
001120;13000;04;C;ANALIZAR Y REVISAR LOS PROCEDIMIENTOS Y DOCUMENTOS UTILIZADOS EN LOS EXPEDIENTES MENCIONADOS CON EL FIN DE PROCEDER A SU
001120;13000;04;D;TRAMITAR EXPEDIENTES DE GASTOS, DE PEQUEÑA CUANTÍA, CON CARÁCTERPERIÓDICO Y REPETITIVO, MEDIANTE EL SISTEMA DE ANTICIPOS
