CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado;Realizado
001015;15501;09;02;Revisión y actualización de Cuadro de Precios;NÚMERO;1;1
001015;16101;01;01;CONSERVACIÓN DEL RÍO;KILÓMETROS;30;30
001015;16101;01;02;DETERMINACIONES ANALÍTICAS;NÚMERO;2011;2514
001015;16101;02;05;INTERVENCIONES EN LA RED DE RIEGO;NÚMERO;2700;3781
001015;16101;02;04;CONTROL INSTALACIONES HIDRÁULICAS ORNAMENTALES Y ECOSISTEMAS ACUÁTICOS;NÚMERO;585;569
001015;16101;02;03;NÚMERO SUMINISTROS AGUA SOCIAL;NÚMERO;110;105
001015;16101;02;02;AUDITORÍAS PLANES DE GESTIÓN DE GRANDES CONSUMIDORES DE AGUA;NÚMERO/AÑO;50;73
001015;16101;02;01;CONTRATOS VIGENTES SUMINISTRO DE AGUA;NÚMERO;7208;9264
001015;16101;03;01;CONTROL DE PUNTOS DE VERTIDOS INDUSTRIALES;NÚMERO;300;88
001015;16101;03;02;LICENCIAS DE ACOMETIDAS A LA RED DE SANEAMIENTO;NÚMERO;400;430
001015;16101;03;03;INSPECCIÓN DE ACOMETIDAS;NÚMERO;250;56
001015;16101;03;04;IDENTIFICACIONES INDUSTRIALES;NÚMERO;1300;5300
001015;16101;03;05;AUTORIZACIONES DE VERTIDO;NÚMERO;120;16
001015;16101;04;01;SUPERVISIÓN DE PROYECTOS;NÚMERO;35;24
001015;16101;04;02;SEGUIMIENTO DE PROYECTOS;NÚMERO;70;60
001015;16101;04;03;INFORMES EN RELACIÓN CON LA APROBACIÓN Y RECEPCIÓN DE OBRAS;NÚMERO;240;250
001015;16101;05;03;EJECUCIÓN DE OBRAS;NÚMERO;8;6
001015;16101;05;02;REDACCIÓN DE PROYECTOS CONSTRUCTIVOS DE OBRA;NÚMERO;3;2
001015;16101;05;01;ESTUDIOS PREVIOS Y ANTEPROYECTOS DE OBRA;NÚMERO;10;12
001015;16101;06;01;TRAMITACION DE EXPEDIENTES;NÚMERO/AÑO;8000;8696
001015;16101;06;02;CONSULTA POR PARTICULARES PRESENCIALES O POR VÍA TELEFÓNICA;NÚMERO/AÑO;3500;3000
001015;16101;06;03;SOLICITUD DE CARTOGRAFÍA DE LA RED DE ALCANTARILLADO;NÚMERO/AÑO;80;140
001015;16201;01;01;POBLACIÓN ATENDIDA;NÚMERO;3293156;3237937
001015;16201;01;02;RESIDUOS DEPOSITADOS;TONELADAS;1165593;1139440
001015;16201;01;03;PARQUE DE RECIPIENTES INSTALADO PARA EL DEPÓSITO DE RESIDUOS URBANOS EN TODAS SUS FRACCIONES;NÚMERO;343000;349758
001015;16201;01;04;VOLUMEN TOTAL INSTALADO;LITROS;145000000;146830940
001015;16201;01;05;VOLUMEN INSTALADO POR HABITANTE;LITROS/PERSONA;44;45
001015;16201;01;06;ACTUACIONES DE REPARACION / MANTENIMIENTO / REPOSICIÓN SOBRE EL PARQUE INSTALADO;NÚMERO;103800;104264
001015;16201;02;01;VEHÍCULOS POCO CONTAMINANTES;PORCENTAJE;100;100
001015;16201;03;01;FRECUENCIA DE RECOGIDA DEL CONTENEDOR DE 'RESTO' DIAS/AÑO;DÍAS;363;363
001015;16201;03;02;FRENCUENCIA MÍNIMA ENVASES- CUBOS INDIVIDUALES, DIAS/AÑO;DÍAS;363;307
001015;16201;03;03;FRENCUENCIA MÍNIMA ENVASES- CONTENEDORES COLECTIVOS, DIAS/AÑO;DÍAS;156;156
001015;16201;04;01; Incremento Tm. Papel-Cartón y Vidrio respecto a 2010;PORCENTAJE;5;0
001015;16201;05;01;Contenedores Papel-Cartón y Vidrio x cada 500 habitantes;NÚMERO;2;3
001015;16201;06;01;Valoración sastifacción Servicio recogida cartón comercial;PUNTUACIÓN S/10;8;0
001015;16201;07;02;FRECUENCIA MEDIA DE VACIADO DE CONTENEDORES DE VIDRIO;NÚMERO/MES;2;2
001015;16201;07;01;FRENCUENCIA MEDIA DE VACIADO DE CONTENEDORES DE RECOGIDA SELECTIVA DE PAPEL-CARTÓN;NÚMERO/SEMANA;3;3
001015;16201;08;01; INCREMENTO DE VISITAS Y USUARIOS;PORCENTAJE;5;4
001015;16201;09;01; SYR TRAMITADAS, SERVICIOS RECOGIDA Y TRANSPORTE;PORCENTAJE;100;100
001015;16201;09;02;SYR TRAMITADAS CONTESTADAS EN 30 DIAS O MENOS;PORCENTAJE;60;11
001015;16201;09;03;SYR TRAMITADAS CONTESTADAS ENTRE 31 DIAS Y 3 MESES;PORCENTAJE;40;89
001015;16201;10;01;Separación por habitante (papel y cartón);PORCENTAJE;28;16
001015;16201;10;02;Separación por habitante (vidrio);PORCENTAJE;14;13
001015;16201;10;03;Separación por habitante (envases);PORCENTAJE;25;22
001015;16202;01;10;TALLERES DE RECICLAJES EN CENTRO ESCOLARES;NÚMERO;650;2696
001015;16202;01;09;VISITANTES PARQUE TECNOLOGICO;NÚMERO;11000;9096
001015;16202;01;08;SUPERFICIE A MANTENER EN EL PARQUE FORESTAL;HECTÁREAS;110;110
001015;16202;01;07;PROCESOS A CONTROLAR LAS DEHESAS;NÚMERO;7;7
001015;16202;01;06;PROCESOS A CONTROLAR LA PALOMA;NÚMERO;4;4
001015;16202;01;05;PROCESOS A CONTROLAR LAS LOMAS;NÚMERO;2;2
001015;16202;01;04;COMPOST PRODUCIDO;TONELADAS;45000;22868
001015;16202;01;01;RESIDUOS TRATADOS;TONELADAS;1424000;1254111
001015;16202;01;02;RESIDUOS VERTIDOS;TONELADAS;725000;720505
001015;16202;01;03;MATERIAL RECUPERADOS;TONELADAS;87000;76204
001015;16202;02;01;EXPLOTACIÓN PLANTA DE BIOMETANIZACIÓN;NÚMERO;2;2
001015;16202;02;02;EXPLOTACIÓN DE UNA PLANTA DE TRATAMIENTO DE BIOGÁS;NÚMERO;1;1
001015;16202;02;03;EXTRACCIÓN VOLUMEN MÁXIMO GÁS ANTIGUO VERTEDERO;NM3/H;3260;3426
001015;16202;02;04;PRODUCCIÓN ENERGÍA ELECTRICA LA GALIANA;KILOVATIO HORA;97433520;65693100
001015;16202;02;05;PRODUCCIÓN ENERGÍA ELECTRICA LAS LOMAS;KILOVATIO HORA;233000000;183641800
001015;16202;02;06;EXTRACCIÓN BIOGÁS PLANTAS DE BIOMETANIZACIÓN (M3/TN ENTRANTE);NÚMERO/TONELADA;127;148
001015;16202;03;06;ANÁLISIS DE CONTROL DE CALIDAD;NÚMERO;15000;16336
001015;16202;03;05;DETERMINACIÓN PCI DE LOS RESIDUOS PARA VALORIZAR ENERGETICAMENTE;NÚMERO;24;0
001015;16202;03;04;CARACTERIZACIONES DE RECHAZOS PROCEDENTES GESTIÓN PLANTAS;NÚMERO;168;0
001015;16202;03;03;CARACTERIZACIONES DE PRODUCTOS RECUPERADOS;NÚMERO;256;0
001015;16202;03;02;CARACTERIZACIONES DE RESIDUOS ENTRANTES;NÚMERO;724;0
001015;16202;03;01;MANTENER POZOS OPERATIVOS;NÚMERO;280;280
001015;16301;01;01;POBLACIÓN ATENDIDA;NÚMERO;3293156;3237937
001015;16301;01;02;BORDILLOS LIMPIADOS;METROS;8510000;8510000
001015;16301;02;01;INTERVENCIONES;NÚMERO;47013;51509
001015;16301;02;02;TIEMPO MEDIO DE RESPUESTA EN ACTUACIONES;MINUTOS;13;12
001015;16301;03;01;MEDICIONES;NÚMERO;41200;112668
001015;16301;03;02;INSPECCIONES;NÚMERO;7300;63836
001015;16501;01;01;Puntos de luz afectados;NÚMERO;3000;4090
001015;16501;02;01;Luminarias sustituidas;NÚMERO;500;512
001015;17000;01;09;Expedientes de reclamaciones de responsabilidad patrimonial;NÚMERO;1930;1617
001015;17000;01;08;Expedientes de daños al patrimonio;NÚMERO;720;698
001015;17000;01;07;Inserciones en boletines;NÚMERO;450;813
001015;17000;01;06;Convenios tramitados;NÚMERO;28;47
001015;17000;01;05;Disposiciones normativas elaboradas y tramitadas;NÚMERO;5;13
001015;17000;01;04;Apoyo en la tramitación de expedientes para la concesión de subvenciones;NÚMERO;25;10
001015;17000;01;01;Informes y consultas jurídicas efectuadas;NÚMERO;45;112
001015;17000;01;02;Recursos administrativos tramitados;NÚMERO;950;2959
001015;17000;01;03;Actuaciones relacionadas con los tribunales de justicia;NÚMERO;1200;2240
001015;17000;02;01;Expedientes de servicios y suministros de Régimen Interior.;NÚMERO;240;265
001015;17000;03;01;Expedientes de contratación;NÚMERO;300;406
001015;17000;04;01;Documentos contables tramitados;NÚMERO;10000;15738
001015;17000;04;02;Expedientes de modificación de crédito;NÚMERO;75;57
001015;17000;04;03;Documentos de anticipo de caja fija y pagos a justificar;NÚMERO;1394;1499
001015;17000;04;04;Informes del estado de ejecución del presupuesto;NÚMERO;50;48
001015;17000;05;01;Expedientes de creación y modificación de puestos de trabajo.;NÚMERO;30;42
001015;17000;05;02;Expedientes de provisión de puestos de trabajo.;NÚMERO;55;150
001015;17000;05;03;Solicitudes de formación general y específica.;NÚMERO;1200;1400
001015;17000;05;04;Empleados sometidos a control de I.T. y absentismo;NÚMERO;1650;2050
001015;17000;05;05;Adaptaciones de puestos por motivos de salud.;NÚMERO;20;45
001015;17000;05;06;Expedientes de demandas judiciales;NÚMERO;35;30
001015;17000;06;01;Documentos registrados;NÚMERO;78900;160561
001015;17101;01;02;Arbolado viario a conservar;NÚMERO;291000;293356
001015;17101;01;01;Superficie de zonas verdes de conservación municipal;M2;63000000;64805000
001015;17101;02;01;Arbolado viario a conservar;NÚMERO;291000;293356
001015;17101;03;01;Producción de arbolado;NÚMERO;8000;12500
001015;17101;03;02;Producción de arbustos;NÚMERO;125000;140000
001015;17101;03;03;Producción de plantas de flor;NÚMERO;400000;376500
001015;17101;03;04;Zonas Verdes dotadas de riego de agua regenerada;HECTÁREAS;1474;1358
001015;17101;04;01;Expedientes a informar de zonas verdes y arbolado;NÚMERO;20000;25587
001015;17101;05;01;Expedientes a informar de zonas verdes y arbolado;NÚMERO;20000;25587
001015;17201;01;01;Inspección de industrias y actividades;NÚMERO;4500;4105
001015;17201;01;02;Informes de inspección;NÚMERO;4000;4562
001015;17201;01;03;Informes sobre Actas para posible sanción;NÚMERO;500;1004
001015;17201;02;01;Informes realizados;NÚMERO;1000;455
001015;17201;03;01;Informes sobre actas de policía;NÚMERO;1800;1342
001015;17201;04;01;Expedientes sancionadores;NÚMERO;800;2718
001015;17201;04;02;Expedientes resueltos con sanción;NÚMERO;600;1615
001015;17201;05;04;Expedientes sancionadores resueltos con sanción;NÚMERO;25;68
001015;17201;05;03;Expedientes sancionadores iniciados;NÚMERO;30;65
001015;17201;05;02;Expedientes de corrección de deficiencias finalizados;NÚMERO;400;758
001015;17201;05;01;Expedientes de corrección de deficiencias iniciados;NÚMERO;400;819
001015;17201;06;01;Mediciones realizadas;NÚMERO;32000;34403
001015;17201;07;01;Puntos de medida;NÚMERO;1500;1200
001015;17201;07;02;Puntos calculados;NÚMERO;70000000;70000000
001015;17201;07;03;Zonas de ocio estudiadas;NÚMERO;3;4
001015;17201;08;01;Inspecciones de ciclomotores;NÚMERO;280;54
001015;17201;08;02;Inspecciones de motocicletas;NÚMERO;85;585
001015;17201;08;03;Inspecciones de turismos;NÚMERO;100;708
001015;17201;08;04;Inspecciones de camiones;NÚMERO;200;300
001015;17201;08;05;Inspecciones de autobuses;NÚMERO;60;5
001015;17201;08;06;Mediciones de potencia acústica de maquinaria;NÚMERO;90;0
001015;17201;09;03;Informes análisis ambiental de planes y programas y otros informes;NÚMERO;50;55
001015;17201;09;02;"Informes de Evaluación de Impacto Ambiental; Autorizaciones Ambientales Integradas y Consultas de procedimiento";NÚMERO;100;88
001015;17201;09;01;Informes de Evaluación Ambiental de Actividades;NÚMERO;370;225
001015;17201;10;01;Proyectos para reparación y mantenimiento;NÚMERO;56;2
001015;17201;11;01;Expedientes de planificación y delimitación de Áreas de Influencia de nuevos aparcamientos;NÚMERO;20;0
001015;17201;12;01;Informes de expedientes;NÚMERO;400;400
001015;17201;13;01;Inspecciones realizadas;NÚMERO;1000;925
001015;17201;14;01;Expedientes de cesión de uso de plazas de aparcamiento;NÚMERO;2000;1998
001015;17203;01;08;Tramitar los expedientes de homologación de elementos de mobiliario urbano y juegos;NÚMERO;250;93
001015;17203;01;07;Sustituir, reponer, retirar e instalar elementos de mobiliario urbano;NÚMERO;10000;13370
001015;17203;01;06;Mantener reuniones con las empresas conservadoras;NÚMERO;300;320
