CeGe;Prog. Finan.;Objetivo;Actividad por Objetivo;Descripción Actividades
001012;92207;01;H;Relación con las instituciones europeas
001012;92207;01;I;Impulso, propuesta y elaboración de acuerdos con instancias multilaterales
001012;92207;01;J;Organización de los programas para la celebración en Madrid de las reuniones o visitas de miembros de dichas organizacio
001012;92207;01;K;Gestión administrativa de los expedientes y asuntos propios de sus funciones
001012;92207;02;A;Impulso y seguimiento de las relaciones bilaterales de Madrid con ciudades, foros e instancias locales extranjeras y esp
001012;92207;02;B;Preparación y desarrollo de programas de visitas oficiales al extranjero o a otras ciudades españolas
001012;92207;02;C;Organización de visitas a Madrid de representantes de gobiernos locales, extranjeros y españoles
001012;92207;02;D;Relaciones con las embajadas extranjeras acreditadas en Madrid
001012;92207;02;E;Seguimiento y gestión de los hermanamientos, acuerdos de amistad y colaboración con otras capitales y ciudades
001012;92207;02;F;Complemento de la actividad de los servicios de protocolo, en actos de carácter internacional e institucional que así lo
001012;92207;02;G;Estudio, documentación e informe de asuntos internacionales e institucionales de carácter bilateral
001012;92207;02;H;Gestión administrativa de los expedientes y asuntos propios de sus funciones
001012;92207;02;I;Impulso, propuesta y elaboración de acuerdos bilaterales
001012;92402;01;A;Elaboración del diagnóstico y catálogo de activos con valor PPP (Partenariado Público-privado) y retornos en las Áreas d
001012;92402;01;B;Apoyo y asesoramiento en el desarrollo y ejecución de los activos con valor PPP
001012;92402;01;C;Elaboración del Programa Anual de Patrocinios 2016
001012;92402;01;D;Consolidación de la Plataforma online y materiales necesarios para la implantación del modelo de partenariado público pr
001012;92402;01;E;Mantenimiento de los canales de comunicación en madrid.es
001012;92402;01;F;Mantenimiento de la página web del Foro de empresas por Madrid
001012;92402;01;G;Desarrollo de un programa de marketing en Internet mediante el empleo de redes sociales
001012;92402;01;H;Fidelización de prescriptores mediante el desarrollo de diversas plataformas de redes sociales
001012;92402;01;I;Gestión continua del plan de acciones y retornos asociados al Foro de empresas por Madrid, siguiendo un modelo orientado
001012;92402;01;J;Trabajo continuo para el desarrollo de proyectos de ciudad con la participación empresarial
001012;92402;01;K;Gestión del modelo de gestión del espacio público en la Ciudad de Madrid
001012;92402;02;A;Elaboración y diseño de un plan estratégico de posicionamiento internacional
001012;92402;02;B;Revisión del Plan Estratégico de Posicionamiento Internacional 2012-2015
001012;92402;02;C;Estudio de la mejora del posicionamiento internacional (rankings)
001012;92402;02;D;Implementación y Seguimiento del estudio de mejora de posicionamiento internacional en las Áreas de Gobierno
001012;92402;02;E;Análisis y estudios comparativos de otras ciudades en ámbitos de interés para la proyección internacional de Madrid
001012;92402;02;F;Publicación de una newsletter internacional
001012;92402;02;G;Diseño, mantenimiento y difusión de la web Madrid internacional
001012;92402;02;H;Mejora del posicionamiento en Google de la web Madrid Internacional
001012;92402;02;I;Elaboración, diseño y publicación de una memoria de promoción internacional de Madrid
001012;92402;02;J;Establecer un plan de promoción internacional en las Embajadas, instituciones y organismos internacionales con sede en M
001012;92402;02;K;Establecer un plan de promoción internacional de los sectores estratégicos para la ciudad de Madrid en las visitas de de
001012;92402;02;L;Coordinación del posicionamiento económico internacional con las Áreas de Gobierno y ,de forma especial , con  el Área d
001012;92402;02;M;Elaborar y diseñar un plan de comunicación del catálogo de buenas prácticas empresariales para la proyección internacion
001012;92402;02;N;Elaborar y desarrollar un plan de trabajo para la promoción económica internacional con las empresas del Foro de Empresa
001012;92402;02;O;Establecer medidas para la fidelización de los inversores extranjeros
001016;22101;01;A;Profundización en las medidas de modernización y mejora de la gestión de la acción social corporativa mediante el uso de
001016;22101;01;B;Mejora del servicio de información y comunicación interna a los empleados, mediante la intranet municipal y la atención
001016;22101;01;C;Canalización del acceso, a través del Programa Aventaja, a descuentos y ofertas que presentan las empresas al colectivo
001016;22101;02;A;Gestión de las líneas de ayuda que componen la acción social: planificación, tramitación y seguimiento
001016;22101;02;B;Participación en el Grupo de Trabajo de la Mesa General de Negociación de los Empleados Públicos para la acción social
001016;22101;02;C;Secretariado de la Comisión de Control del Plan de Pensiones de los empleados públicos
001016;22102;01;A;Tramitación de los procedimientos de concesión y denegación de premios por años de servicio
001016;22102;01;B;Tramitación de los procedimientos de concesión y denegación de premios especiales por antigüedad
001016;22102;01;C;Captación y envío a través del sistema informático SAP de datos gráficos para la emisión de la tarjeta corporativa para
001016;92000;01;A;Organización interna y logística de los recursos humanos de losServicios Comunes
001016;92000;01;B;Elaboración de propuestas de relación de puestos de trabajo
001016;92000;01;C;Tramitación de los expedientes para la cobertura de plazas vacantes
001016;92000;01;D;Seguimiento de las situaciones administrativas de los empleados públicosy grabación en el sistema Evalos
001016;92000;01;E;Control del cumplimiento del horario de trabajo
001016;92000;01;F;Coordinación y seguimiento del Plan de Formación en el ámbito de laGerencia y la Coordinación General de la Alcaldía
001016;92000;02;A;Análisis, elaboración, tramitación y seguimiento de los expedientes decontratación
001016;92000;02;B;Tramitación y seguimiento de los expedientes de gasto y de ingresos
001016;92000;02;C;Tramitación de modificaciones y otros expedientes de gestiónpresupuestaria
001016;92000;02;D;Seguimiento de la ejecución del presupuesto: gastos e ingresos
001016;92000;02;E;Habilitación de pagos: anticipos de caja fija y pagos a justificar
001016;92000;03;A;Verificación técnica de los edificios adscritos a la Gerencia de laCiudad
001016;92000;03;B;Propuestas de adquisición de suministros y de realización de serviciosde carácter técnico
001016;92000;03;C;Tramitación de certificaciones y facturas de gasto correspondientes acontratos de obras, servicios y suministros
001016;92000;03;D;Tramitación de expedientes de contratación de gestión centralizada
001016;92000;03;E;Planificación y coordinación de los servicios del taller de montaje deactos públicos
001016;92000;03;F;Mediciones, traslados y estudios de proyectos de ocupación de espacios
001016;92000;03;G;Tramitación de peticiones de recursos informáticos y detelecomunicaciones, y reservas de salas de reuniones
001016;92000;04;A;Elaboración de informes de carácter jurídico-administrativo en lasmaterias competencia de la Gerencia de la Ciudad y de
001016;92000;04;B;Elaboración de informes y observaciones a los proyectos de disposicionesgenerales del ámbito municipal
001016;92000;04;C;Tramitación de expedientes de subvenciones y convenios
001016;92000;04;D;Coordinación de los expedientes que proceda elevar a la Junta deGobierno y al Pleno
001016;92000;04;E;Gestión de las inscripciones de las resoluciones en el ámbito de laGerencia de la Ciudad y la Coordinación General de la
001016;92000;04;F;Tramitación de la inscripción en el Registro de Convenios
001016;92000;04;G;Tramitación de publicaciones en el Tablón de Edictos Electrónico y en elTablón Edictal único del BOE
001016;92000;04;H;Tramitación de la publicación en Boletines Oficiales de las resolucionesde la Gerencia de la Ciudad y de la Coordinación
001016;92000;04;I;Gestión de la Oficina de acreditación de firma electrónica de laGerencia de la Ciudad y la Coordinación General de la Al
001016;92000;04;J;Interlocución en materia de protección de datos de carácter personal ycódigo de buenas prácticas
001016;92000;04;K;Interlocución con la Asesoría Jurídica para la solicitud de informes ydictámenes, así como recepción de notificaciones
001016;92000;04;L;Tramitación de la información periódica que se facilita al Pleno
001016;92000;05;A;Gestión de las Oficinas de Registro de la Gerencia de la Ciudad ydistribución a los órganos competentes de las solicitud
001016;92000;05;B;Atender las solicitudes de información que plantean los ciudadanos sobrelas distintas competencias municipales a través
001016;92000;05;C;Participación en la racionalización y mejora del sistema de recepción desolicitudes presentadas, así como el resto de do
001016;92000;05;D;Recepción y gestión de las sugerencias y reclamaciones que se presenten
001016;92002;01;A;Realizar estudios en materias relacionadas con la organización municipal y los procesos de reorganización administrativa
001016;92002;01;B;Realizar estudios de las estructuras organizativas de la Administración municipal con el objetivo de su racionalización
001016;92002;01;C;Emitir informes en materia organizativa y competencial
001016;92002;01;D;Elaborar propuestas de disposiciones de carácter organizativo
001016;92002;02;A;Elaborar propuestas de mejora de la normativa municipal
001016;92002;02;B;Elaborar propuestas de simplificación administrativa y racionalización de procedimientos
001016;92002;02;C;Realizar estudios y análisis jurídicos de los proyectos de disposiciones y acuerdos competencia de la Gerencia de la Ciu
001016;92002;02;D;Realizar estudios y análisis jurídicos en materias relativas al Gobierno y la Administración local
001016;92002;02;E;Realizar el seguimiento de las disposiciones normativas del Estado y de la Comunidad de Madrid que incidan en el régimen
001016;92002;02;F;Realizar el seguimiento de los procesos de transferencia de competencias que puedan desarrollarse por el Estado o la Com
001016;92002;03;A;Iniciar los expedientes de responsabilidad patrimonial motivados por las solicitudes formuladas por los particulares com
001016;92002;03;B;Solicitar a los servicios municipales afectados la emisión de los informes necesarios que permitan determinar la existen
001016;92002;03;C;Mantener las relaciones necesarias con la compañía aseguradora adjudicataria del contrato de seguro de responsabilidad s
001016;92002;03;D;Resolver los expedientes de responsabilidad patrimonial de la competencia de la Gerencia de la Ciudad
001016;92002;03;E;Resolver los recursos de reposición que se interpongan contra las resoluciones dictadas
001016;92004;01;A;DETECTAR NECESIDADES FORMATIVAS
001016;92004;01;B;PROGRAMAR LA ACTIVIDAD FORMATIVA QUE CONFIGURA LOS PROGRAMAS MUNICIPALESDE FORMACIÓN DE EMPLEADOS, DIRECTIVOS Y DE SELEC
001016;92004;01;C;IDENTIFICAR Y CONTRATAR FORMADORES (EMPRESAS, FORMADORES INTERNOS YEXTERNOS Y COORDINADORES)
001016;92004;01;D;GESTIONAR LAS SOLICITUDES DE ALUMNOS
001016;92004;01;E;SELECCIONAR Y CONVOCAR ALUMNOS (GESTIÓN DE INCIDENCIAS, BAJAS YRENUNCIAS)
001016;92004;01;F;EVALUAR LA ACTIVIDAD FORMATIVA (ALUMNOS, COORDINADORES, EMPRESAS)
001016;92004;01;G;ESTABLECER Y GESTIONAR ACUERDOS CON INSTITUCIONES PÚBLICAS Y PRIVADASPARA LA FORMACIÓN DE EMPLEADOS Y DIRECTIVOS MUNICIP
001016;92004;01;H;VALORAR LA ACTIVIDAD FORMATIVA DEL INSTITUTO
001016;92004;02;A;IDENTIFICAR MATERIAS  Y DESARROLLAR CONTENIDOS
001016;92004;02;B;ORGANIZAR LAS DIFERENTES ACTIVIDADES
001016;92004;02;C;IDENTIFICAR EXPERTOS ESPECIALISTAS EN LAS DIFERENTES MATERIAS
001016;92004;02;D;EVALUAR LA FORMACIÓN
001016;92004;03;A;DESARROLLAR SESIONES CON GRUPOS DE TRABAJO DE EXPERTOS EN MATERIASREFERIDAS AL  GOBIERNO Y LA ADMINISTRACIÓN LOCAL
001016;92004;03;B;DESARROLLAR UN PROGRAMA DE  COLABORACIÓN Y COOPERACIÓN EN MATERIA DEGOBIERNO Y ADMINISTRACIÓN LOCAL CON UNIVERSIDADES, F
001016;92004;03;C;ELABORAR PUBLICACIONES Y DOCUMENTOS DE TRABAJO RELACIONADOS CON LASACTIVIDADES DESCRITAS
001016;92004;03;D;IDENTIFICAR MATERIAS, IDENTIFICAR EXPERTOS ESPECIALISTAS Y ORGANIZARSEMINARIOS Y ENCUENTROS
001016;92004;04;A;ELABORACIÓN DE CONVENIOS DE COOPERACIÓN EDUCATIVA
001016;92004;04;B;COORDINACIÓN DE LA RED DE TUTORES DEL AYUNTAMIENTO DE MADRID
001016;92004;04;C;COORDINACIÓN DE LAS PRÁCTICAS DE LOS ALUMNOS
001016;92004;04;D;EVALUACIÓN DEL PROYECTO
001016;92005;01;A;Negociación de las condiciones de trabajo (personal funcionario y laboral)
001016;92005;01;B;Seguimiento, estudio y evaluación del índice de cumplimiento de los Acuerdos y Pactos adoptados
001016;92005;01;C;Tramitación de las reclamaciones planteadas en relación con posibles incumplimientos de Acuerdos
001016;92005;01;D;Asesoramiento, en materia de relaciones laborales, a las organizaciones sindicales y servicios municipales
001016;92005;01;E;Elaboración de los informes jurídicos y traslado de los expedientes objeto de demandas o recursos Contencioso-Administra
001016;92005;01;F;Tramitación y propuesta de resolución de los recursos administrativos en materia de relaciones laborales
001016;92005;01;G;Actualización de datos y fichas de la oficina de depósito de Acuerdos y custodia de los expedientes originales
001016;92005;01;H;Expedición de copias de los Acuerdos adoptados
001016;92005;02;A;Mecanización de los procedimientos de tramitación de derechos y garantías sindicales
001016;92005;02;B;Impulso de medidas que posibiliten la conciliación de la vida familiar, personal y laboral
001016;92005;02;C;Optimización del sistema de consultas y sugerencias
001016;92005;02;D;Asesoramiento a los empleados públicos y establecimiento de pautas comunes de actuación en materia de condiciones de tra
001016;92005;03;A;Tramitar la ejecución de las sentencias firmes y demás actos judiciales que afecten al personal al servicio del Ayuntami
001016;92005;03;B;Mecanizar en la nómina mensual los derechos económicos y retributivos reconocidos en las sentencias
001016;92005;03;C;Solicitar a los servicios municipales afectados la emisión de informes necesarios para proceder a la ejecución material
001016;92005;03;D;Mantener la coordinación necesaria con el Área de Gobierno de Salud, Seguridad y Emergencias respecto de la ejecución de
001016;92005;03;E;Elaborar informes en la tramitación de las cuestiones incidentales que puedan plantearse tras la ejecución de la sentenc
001016;92005;03;F;Asesoramiento a los gestores de recursos humanos responsables en la ejecución de sentencias
001016;92005;03;G;Tramitar la resolución de las reclamaciones previas a la vía judicial laboral formuladas por personal al servicio del Ay
001016;92005;03;H;Coordinar y mantener las relaciones necesarias con los interlocutores con responsabilidad en la gestión de Recursos Huma
001016;92005;03;I;Control estadístico mensual de las resoluciones judiciales firmes dictadas por los Juzgados y Tribunales de lo Social y
001016;92005;04;A;Solicitar a los servicios municipales afectados la emisión de informes necesarios que permitan una mejor defensa de los
001016;92005;04;B;Preparación de informes previos a las vistas orales a celebrar ante los Juzgados de lo Social y remisión del mismo junto
001016;92005;04;C;Emisión de informes relativos a la viabilidad de extensión de efectos de sentencias solicitados por los Juzgados de lo C
001016;92005;04;D;Elaboración de informes estadísticos relativos al grado de cumplimiento en la emisión de informes de vistas orales
001016;92005;05;A;Tramitación y resolución de expedientes de declaración o reconocimiento de compatibilidad para el ejercicio de una segun
001016;92005;05;B;Análisis de declaraciones de actividades ajenas al empleo público formuladas con ocasión del ingreso en el Ayuntamiento
001016;92005;05;C;Resolución de consultas formuladas por los empleados sobre desempeño simultáneo de otras actividades
001016;92005;05;D;Investigación de denuncias sobre presuntas incompatibilidades
001016;92005;05;E;Relaciones e intercambio de información con la Oficina de Conflictos de Intereses de la Administración General del Estad
001016;92005;05;F;Publicación de resoluciones de compatibilidad
001016;92005;05;G;Tramitación de actuaciones con incidencia en nómina derivadas de incumplimientos de jornadas y horarios por parte de los
001016;92005;05;H;Instrucción  y resolución de expedientes disciplinarios
001016;92005;05;I;Tramitación de informaciones reservadas, diligencias informativas y expedientes por falta leve
001016;92005;05;J;Resolución de recursos administrativos y reclamaciones previas a la vía laboral en las materias relacionadas
001016;92005;05;K;Emisión de informes para las vistas orales sobre demandas ante la jurisdicción social
001016;92005;05;L;Otras actuaciones en relación con la jornada y horarios del personal municipal en colaboración con el IAM: sobre seguimi
001016;92005;05;M;Tramitación de cuantas actuaciones requiere la gestión de los  Registros de Bienes Patrimoniales y de causas de posible
001016;92005;05;N;Emisión de informes relativos al ejercicio de actividades privadas posteriores al cese en puesto directivo del Ayuntamie
001016;92007;01;A;Definición de los criterios necesarios para la ejecución en la aplicación informática de gestión de recursos humanos (SA
001016;92007;01;B;Gestión, seguimiento y control del régimen de retribuciones fijas y variables de los trabajadores municipales, imputació
001016;92007;01;C;Gestión mensual del devengo de trienios y reconocimientos de antigüedad.
001016;92007;01;D;Tramitación y seguimiento de órdenes de reintegro.
001016;92007;01;E;Ejecución de las órdenes de embargo dictadas por juzgados y tribunales, así como aquellas remitidas por los órganos de r
001016;92007;01;F;Verificación, seguimiento y control del gasto derivado de la ejecución de la nómina mensual.
001016;92007;01;G;Control del gasto y de la imputación presupuestaria al capitulo 1 del presupuesto municipal.
001016;92007;01;H;La gestión del IRPF, cálculo mensual de los tipos de retención y seguimiento de los datos familiares y de los datos retr
001016;92007;02;A;Definición de los criterios necesarios para la ejecución en la aplicación informática de gestión de recursos humanos (SA
001016;92007;02;B;Seguimiento mensual a través de informes a efectos del control de la afiliación de los empleados mediante el análisis de
001016;92007;02;C;Liquidación de cuotas sociales, generación de la relación nominal de trabajadores (Modelo TC2 )
001016;92007;02;D;Gestión y seguimiento del régimen del mutualismo administrativo.
001016;92007;02;E;Seguimiento del absentismo: estudio mensual de las situación de incapacidad temporal por contingencias comunes y por con
001016;92007;02;F;Seguimiento con el Instituto Nacional de la Seguridad Social de las situaciones de incapacidad temporal de larga duració
001016;92007;02;G;Seguimiento de la relación contable y  reclamación de prestaciones.
001016;92007;02;H;Gestión de la jubilación de los empleados municipales: tramitación administrativa de los expedientes de jubilación del p
001016;92007;02;I;Gestión mensual de la remisión de datos retributivos a la Tesorería General de la Seguridad Social
001016;92007;03;A;Negociación y aprobación de bases y programas
001016;92007;03;B;Convocatoria de los procesos selectivos
001016;92007;03;C;Elaboración de listas de admitidos y excluidos
001016;92007;03;D;Nombramiento de Tribunales
001016;92007;03;E;Coordinación e impulso de los procesos
001016;92007;03;F;Apoyo y formación a los Tribunales Calificadores
001016;92007;03;G;Nombramiento de funcionarios de carrera y adscripción a destino inicial
001016;92007;03;H;Resolución de recursos de alzada contra los actos y acuerdos de los Tribunales Calificadores
001016;92007;04;A;Negociación y aprobación de bases y programas.
001016;92007;04;B;Convocatoria de los procesos de selección.
001016;92007;04;C;Gestión de los procesos de promoción interna.
001016;92007;04;D;Apoyo material y personal a los Tribunales Calificadores de los procesosde promoción interna.
001016;92007;04;E;Resolución de recursos de alzada contra los actos de los Tribunales Calificadores de los procesos de promoción interna.
001016;92007;04;F;Nombramiento de funcionarios de carrera y adscripción a destino inicial
001016;92007;05;A;Formación de listas de espera de los procesos de selección.
001016;92007;05;B;Contestación de sugerencias y reclamaciones derivadas de los diferentes procesos.
001016;92007;05;C;Propuestas de resolución de recursos de alzada y reposición derivados de los procesos.
001016;92007;05;D;Preparación de informes relativos a recursos ante la Jurisdicción contencioso-administrativa.
001016;92007;06;A;Examen de los expedientes personales de los candidatos que participan en los procedimientos de provisión de puestos de t
001016;92007;06;B;Gestión de los expedientes de reconocimiento de grado personal iniciados como consecuencia de la participación en proced
001016;92007;06;C;Revisión y mejora de los informes que sirven de soporte al procedimiento de oficio, que facilitan la selección de los fu
001016;92007;06;D;Tramitación, de oficio o a instancia del interesado,  de los expedientes de reconocimiento y/o convalidación del grado p
001016;92007;06;E;Comprobación del grado personal consolidado por los participantes en concursos de méritos a través de los informes emiti
001016;92007;06;F;Depuración de los datos del sistema informático relativos a la vida laboral de los empleados municipales.
001016;92007;06;G;Reconocimiento de complementos retributivos al amparo de los Acuerdos del Pleno de 30 de noviembre y 22 de diciembre de
001016;92007;07;A;Elaboración, publicación en el BOAM e impulso de las convocatorias para la cobertura de puestos de trabajo mediante los
001016;92007;07;B;Resoluciones de nombramiento de los miembros de las comisiones de valoración de los concursos de méritos.
001016;92007;07;C;Elaboración de fichas con los méritos a evaluar por las comisiones de valoración de los concursos.
001016;92007;07;D;Difusión de las convocatorias de provisión de puestos mediante la publicación en la intranet del Ayuntamiento de Madrid.
001016;92007;07;E;Tramitación y propuesta de resolución de los procedimientos de concurso de méritos y de libre designación.
001016;92007;07;F;Tramitación y propuesta de resolución de las adscripciones provisionales y de los ceses por transferencia a los organism
001016;92007;07;G;Gestión de las peticiones de comisión de servicios, prórrogas y revocaciones que afecten a puestos del Ayuntamiento de M
001016;92007;07;H;Tramitación de las solicitudes de reingreso al servicio activo de funcionarios del Ayuntamiento de Madrid y ejecución de
001016;92007;07;I;Tramitación de los nombramientos y ceses de funcionarios interinos y personal eventual del Ayuntamiento de Madrid y sus
001016;92007;07;J;Elaboración de informes jurídicos para la defensa en vía administrativa o judicial del Ayuntamiento de Madrid y para las
001016;92007;08;A;Valoración de la procedencia de declarar a los empleados públicos municipales del Ayuntamiento de Madrid y de sus Organi
001016;92007;08;B;Tramitación y resolución de las solicitudes relacionas con las diferentes situaciones administrativas correspondientes a
001016;92007;08;C;Estudio, tramitación y resolución de cada una de las modalidades previstas de reducción de jornada solicitadas por los e
001016;92007;08;D;Tramitación de los permisos por maternidad solicitados por los empleados del Ayuntamiento de Madrid.
001016;92007;08;E;Tramitación de los permisos por paternidad solicitados por los empleados del Ayuntamiento de Madrid.
001016;92007;08;F;Tramitación, control y seguimiento de los permisos por cuidado de hijo menor afectado por cáncer u otra enfermedad grave
001016;92007;08;G;Gestión y tramitación de los expedientes de licencias sin sueldo con reserva de puesto solicitados por los empleados púb
001016;92007;09;A;Gestión de la contratación, de los llamamientos de los trabajadores de carácter discontinuo para la temporada de verano
001016;92007;09;B;Elaboración, gestión y control de las bolsas de empleo y listas de espera de distintas categorías profesionales adscrita
001016;92007;09;C;Elaboración de informes jurídicos y de informes ante reclamaciones previas para la defensa ante demandas de personal lab
001016;92007;09;D;Elaboración de informes sobre propuestas de modificación de la relación de puestos de trabajo.
001016;92007;09;E;Elaboración de certificados de distintos tipos: servicios prestados, previos, funciones, horario.
001016;92007;09;F;Tramitación de expedientes de adaptación o movilidad de puestos de trabajo por motivos de salud.
001016;92007;09;G;Tramitación de movilidades sin cambio de funciones en virtud del artículo 116 del Convenio Único.
001016;92007;09;H;Tramitación de reingresos al servicio activo, cambios voluntarios de turno, ampliaciones de jornada y mejoras de empleo.
001016;92007;09;I;Tramitación del expediente relativo al complemento de mejora del rendimiento de determinado personal procedente del exti
001016;92007;09;J;Contestaciones a solicitudes dirigidas por trabajadores, distritos y partidos políticos
001016;92007;09;K;Elaboración de informes sobre cuestiones planteadas por la Subdirección General de Relaciones Laborales y Ac. Soc.
001016;92007;09;L;Elaboración de informes de previsión mensual de contrataciones para laDirección General de Presupuestos.
001016;92008;01;A;Recopilación y selección de la documentación previa para la realización de las auditorías de gestión, realización de enc
001016;92008;01;B;Análisis de los datos obtenidos en el trabajo de campo y elaboración de los informes de evaluación y de auditoría.
001016;92008;01;C;Actualización de la Red de interlocutores en las áreas de gobierno y organismos autónomos para el seguimiento del Código
001016;92008;01;D;Elaboración de las directrices para la elaboración del informe de cumplimiento y seguimiento del CBPA.
001016;92008;01;E;Asesoramiento y apoyo a los interlocutores en la elaboración de los informes sectoriales en materia del CBPA.
001016;92008;01;F;Elaboración del informe anual de cumplimiento y seguimiento del CBPA.
001016;92008;01;G;Análisis documental previo a las órdenes de servicio de apertura de diligencias informativas reservadas y de actuaciones
001016;92008;01;H;Práctica de las actuaciones necesarias para la elaboración de los informes reservados y de valoración inicial al amparo
001016;92008;01;I;Elaboración de los informes reservados e informes de preparación inicial y comunicación a los interesados y unidades afe
001016;92008;02;A;Elaboración de estudios y análisis sobre el volumen de efectivos de personal, su estructura y composición.
001016;92008;02;B;Realización de análisis de estructuras, puestos y cargas de trabajo.
001016;92008;02;C;Realización de análisis y estudios de retribuciones.
001016;92008;02;D;Elaboración de herramientas metodológicas de análisis.
001016;92008;02;E;Realización de estudios e informes sobre organización y personal en las propuestas de modificación de las formas de gest
001016;92008;02;F;Planificación y propuesta de medidas de reorganización, rediseño de puestos, dimensionamiento de unidades.
001016;92008;02;G;Estudio y planificación de las necesidades de personal a incorporar a la oferta de empleo público de Ayuntamiento.
